miRNA,SRR13074034,SRR13074035,SRR13074036,SRR13074037
hsa-let-7a-3p,1.0,7.0,0.0,3.0
hsa-let-7a-5p,8.0,453.0,93.0,293.0
hsa-let-7b-3p,0.0,1.0,3.0,0.0
hsa-let-7b-5p,1.0,70.0,10.0,34.0
hsa-let-7c-5p,0.0,24.0,1.0,28.0
hsa-let-7d-3p,0.0,41.0,6.0,15.0
hsa-let-7d-5p,0.0,139.0,34.0,26.0
hsa-let-7e-5p,0.0,49.0,3.0,17.0
hsa-let-7f-5p,8.0,1202.0,163.0,642.0
hsa-let-7g-5p,0.0,118.0,11.0,58.0
hsa-let-7i-3p,0.0,0.0,1.0,1.0
hsa-let-7i-5p,4.0,412.0,81.0,283.0
hsa-miR-100-3p,0.0,11.0,9.0,23.0
hsa-miR-100-5p,20.0,1586.0,254.0,2378.0
hsa-miR-101-3p,2.0,366.0,63.0,166.0
hsa-miR-101-5p,0.0,3.0,3.0,0.0
hsa-miR-10396a-3p,0.0,1.0,0.0,1.0
hsa-miR-10396b-3p,0.0,1.0,1.0,0.0
hsa-miR-103a-3p,1.0,263.0,104.0,205.0
hsa-miR-10401-3p,0.0,15.0,0.0,0.0
hsa-miR-10401-5p,0.0,1.0,0.0,0.0
hsa-miR-106a-5p,0.0,1.0,1.0,2.0
hsa-miR-106b-3p,0.0,68.0,15.0,24.0
hsa-miR-106b-5p,0.0,56.0,12.0,10.0
hsa-miR-107,0.0,250.0,0.0,361.0
hsa-miR-10a-3p,0.0,2.0,0.0,0.0
hsa-miR-10a-5p,26.0,3955.0,113.0,6845.0
hsa-miR-10b-3p,0.0,1.0,0.0,0.0
hsa-miR-10b-5p,15.0,1521.0,476.0,4121.0
hsa-miR-1180-3p,0.0,16.0,3.0,3.0
hsa-miR-1185-1-3p,0.0,1.0,1.0,0.0
hsa-miR-1185-5p,0.0,2.0,2.0,2.0
hsa-miR-1197,0.0,3.0,0.0,0.0
hsa-miR-12136,0.0,4.0,0.0,0.0
hsa-miR-122-5p,0.0,2.0,0.0,0.0
hsa-miR-1244,0.0,0.0,3.0,0.0
hsa-miR-1245b-5p,0.0,1.0,0.0,0.0
hsa-miR-1246,0.0,25.0,2.0,1.0
hsa-miR-1247-5p,0.0,1.0,0.0,0.0
hsa-miR-1248,0.0,2.0,0.0,0.0
hsa-miR-125a-3p,0.0,5.0,0.0,0.0
hsa-miR-125a-5p,0.0,95.0,5.0,85.0
hsa-miR-125b-1-3p,0.0,16.0,19.0,23.0
hsa-miR-125b-2-3p,0.0,0.0,3.0,0.0
hsa-miR-125b-5p,0.0,79.0,4.0,45.0
hsa-miR-126-3p,0.0,77.0,34.0,23.0
hsa-miR-126-5p,1.0,587.0,179.0,437.0
hsa-miR-1260b,0.0,1.0,1.0,2.0
hsa-miR-1267,0.0,0.0,0.0,1.0
hsa-miR-1269b,0.0,1.0,0.0,0.0
hsa-miR-127-3p,1.0,267.0,101.0,312.0
hsa-miR-127-5p,0.0,3.0,0.0,1.0
hsa-miR-1271-5p,0.0,1.0,0.0,0.0
hsa-miR-1275,0.0,2.0,0.0,1.0
hsa-miR-128-3p,0.0,52.0,11.0,19.0
hsa-miR-1285-3p,0.0,0.0,1.0,0.0
hsa-miR-1285-5p,0.0,8.0,0.0,0.0
hsa-miR-1287-5p,0.0,1.0,0.0,1.0
hsa-miR-1291,0.0,4.0,0.0,0.0
hsa-miR-1292-5p,0.0,1.0,0.0,0.0
hsa-miR-1296-5p,0.0,3.0,0.0,0.0
hsa-miR-1299,0.0,0.0,5.0,0.0
hsa-miR-1301-3p,0.0,0.0,0.0,1.0
hsa-miR-1306-5p,0.0,1.0,0.0,0.0
hsa-miR-1307-3p,0.0,40.0,3.0,10.0
hsa-miR-1307-5p,0.0,156.0,22.0,64.0
hsa-miR-130a-3p,0.0,122.0,13.0,63.0
hsa-miR-130b-3p,1.0,58.0,8.0,14.0
hsa-miR-130b-5p,0.0,10.0,1.0,7.0
hsa-miR-132-3p,0.0,19.0,2.0,19.0
hsa-miR-132-5p,0.0,1.0,3.0,3.0
hsa-miR-133a-3p,0.0,2.0,2.0,0.0
hsa-miR-134-3p,0.0,0.0,0.0,1.0
hsa-miR-134-5p,0.0,5.0,0.0,0.0
hsa-miR-1343-3p,0.0,2.0,0.0,4.0
hsa-miR-135b-5p,0.0,3.0,0.0,0.0
hsa-miR-136-3p,0.0,50.0,24.0,10.0
hsa-miR-136-5p,0.0,21.0,18.0,13.0
hsa-miR-138-5p,0.0,0.0,0.0,1.0
hsa-miR-139-5p,0.0,7.0,0.0,1.0
hsa-miR-140-3p,0.0,100.0,15.0,61.0
hsa-miR-140-5p,0.0,5.0,0.0,3.0
hsa-miR-141-3p,0.0,2.0,2.0,0.0
hsa-miR-142-3p,0.0,48.0,3.0,2.0
hsa-miR-142-5p,11.0,1191.0,220.0,253.0
hsa-miR-143-3p,7.0,1315.0,314.0,2613.0
hsa-miR-144-3p,2.0,580.0,119.0,118.0
hsa-miR-144-5p,0.0,154.0,29.0,26.0
hsa-miR-145-5p,0.0,0.0,0.0,1.0
