miRNA,SRR20313687,SRR20313688,SRR20313689,SRR20313690,SRR20313691,SRR20313692
hsa-let-7a-2-3p,0.0,2.0,0.0,0.0,1.0,1.0
hsa-let-7a-3p,17.0,11.0,9.0,6.0,11.0,5.0
hsa-let-7a-5p,2145.0,651.0,2039.0,704.0,2506.0,903.0
hsa-let-7b-3p,7.0,22.0,5.0,27.0,3.0,40.0
hsa-let-7b-5p,968.0,1137.0,959.0,1217.0,986.0,1863.0
hsa-let-7c-3p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-let-7c-5p,86.0,55.0,64.0,75.0,69.0,93.0
hsa-let-7d-3p,21.0,30.0,15.0,32.0,25.0,48.0
hsa-let-7d-5p,38.0,10.0,44.0,36.0,60.0,30.0
hsa-let-7e-3p,4.0,1.0,5.0,2.0,1.0,0.0
hsa-let-7e-5p,64.0,42.0,74.0,52.0,101.0,74.0
hsa-let-7f-1-3p,0.0,0.0,0.0,0.0,0.0,1.0
hsa-let-7f-5p,820.0,259.0,847.0,321.0,931.0,465.0
hsa-let-7g-3p,0.0,0.0,0.0,1.0,0.0,1.0
hsa-let-7g-5p,170.0,155.0,104.0,152.0,161.0,230.0
hsa-let-7i-3p,0.0,4.0,0.0,8.0,1.0,22.0
hsa-let-7i-5p,586.0,598.0,527.0,588.0,628.0,929.0
hsa-miR-100-3p,6.0,5.0,5.0,2.0,6.0,3.0
hsa-miR-100-5p,1321.0,5178.0,3206.0,6828.0,4680.0,4927.0
hsa-miR-101-3p,79.0,54.0,54.0,44.0,58.0,74.0
hsa-miR-101-5p,0.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-10396a-3p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-10399-3p,0.0,1.0,0.0,0.0,0.0,8.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-103a-3p,209.0,66.0,182.0,97.0,204.0,66.0
hsa-miR-10401-3p,7.0,8.0,8.0,5.0,4.0,15.0
hsa-miR-106b-3p,47.0,49.0,31.0,38.0,55.0,73.0
hsa-miR-106b-5p,14.0,4.0,20.0,11.0,14.0,5.0
hsa-miR-107,8.0,104.0,85.0,70.0,3.0,1.0
hsa-miR-10a-3p,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-10a-5p,171.0,88.0,167.0,80.0,237.0,118.0
hsa-miR-10b-5p,1583.0,636.0,1506.0,727.0,1911.0,1030.0
hsa-miR-1180-3p,2.0,4.0,10.0,5.0,10.0,4.0
hsa-miR-1181,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1185-1-3p,1.0,2.0,3.0,3.0,4.0,3.0
hsa-miR-1185-2-3p,0.0,3.0,0.0,2.0,0.0,4.0
hsa-miR-1185-5p,0.0,1.0,1.0,1.0,2.0,0.0
hsa-miR-1193,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1197,0.0,2.0,0.0,0.0,1.0,2.0
hsa-miR-122-3p,2.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-122-5p,1.0,0.0,1.0,0.0,2.0,1.0
hsa-miR-1225-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,1.0,0.0,0.0,0.0,4.0
hsa-miR-124-3p,1.0,1.0,2.0,0.0,4.0,2.0
hsa-miR-1244,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,29.0,6.0,27.0,4.0,25.0,10.0
hsa-miR-1247-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,1.0,2.0,2.0,2.0,0.0
hsa-miR-1249-3p,1.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-1255a,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,5.0,9.0,1.0,14.0,2.0,15.0
hsa-miR-125a-5p,487.0,536.0,498.0,561.0,752.0,647.0
hsa-miR-125b-1-3p,105.0,655.0,108.0,602.0,136.0,879.0
hsa-miR-125b-2-3p,0.0,1.0,3.0,4.0,0.0,0.0
hsa-miR-125b-5p,739.0,1277.0,773.0,1401.0,1319.0,1853.0
hsa-miR-126-3p,64.0,25.0,51.0,19.0,58.0,29.0
hsa-miR-126-5p,359.0,105.0,302.0,97.0,301.0,144.0
hsa-miR-1260b,2.0,0.0,2.0,3.0,1.0,1.0
hsa-miR-1262,0.0,0.0,1.0,5.0,0.0,0.0
hsa-miR-1268a,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,2235.0,2584.0,2054.0,2375.0,2400.0,3656.0
hsa-miR-127-5p,5.0,1.0,7.0,11.0,7.0,7.0
hsa-miR-1270,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1271-5p,0.0,7.0,6.0,4.0,3.0,1.0
hsa-miR-1275,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-128-1-5p,4.0,1.0,1.0,5.0,1.0,5.0
hsa-miR-128-3p,23.0,35.0,18.0,24.0,20.0,37.0
hsa-miR-1284,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1285-3p,3.0,7.0,3.0,1.0,0.0,4.0
hsa-miR-1285-5p,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-1287-5p,1.0,0.0,1.0,2.0,5.0,4.0
hsa-miR-129-1-3p,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-129-5p,3.0,6.0,2.0,2.0,0.0,10.0
hsa-miR-1291,0.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-1292-5p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1296-5p,8.0,3.0,2.0,4.0,6.0,2.0
hsa-miR-1298-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1299,0.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-1301-3p,0.0,2.0,0.0,1.0,0.0,3.0
hsa-miR-1303,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1304-5p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1306-5p,2.0,3.0,6.0,2.0,4.0,7.0
hsa-miR-1307-3p,28.0,35.0,19.0,38.0,32.0,53.0
hsa-miR-1307-5p,35.0,59.0,28.0,46.0,36.0,107.0
hsa-miR-130a-3p,165.0,579.0,121.0,623.0,162.0,988.0
hsa-miR-130a-5p,1.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-130b-3p,76.0,155.0,57.0,176.0,75.0,303.0
hsa-miR-130b-5p,5.0,9.0,15.0,4.0,23.0,10.0
hsa-miR-132-3p,10.0,20.0,12.0,20.0,8.0,40.0
hsa-miR-132-5p,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-133a-3p,5.0,1.0,1.0,0.0,7.0,5.0
hsa-miR-134-3p,2.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-134-5p,49.0,100.0,57.0,87.0,56.0,125.0
hsa-miR-1343-3p,0.0,0.0,1.0,3.0,2.0,4.0
hsa-miR-135a-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-136-3p,86.0,86.0,75.0,75.0,69.0,106.0
hsa-miR-136-5p,13.0,10.0,4.0,16.0,13.0,21.0
hsa-miR-137-3p,2.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-138-1-3p,10.0,2.0,2.0,5.0,3.0,10.0
hsa-miR-138-5p,23.0,19.0,13.0,24.0,14.0,33.0
hsa-miR-139-5p,9.0,7.0,13.0,6.0,7.0,12.0
hsa-miR-140-3p,137.0,108.0,146.0,128.0,125.0,218.0
hsa-miR-140-5p,2.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-141-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,19.0,6.0,13.0,1.0,12.0,1.0
hsa-miR-142-5p,376.0,156.0,338.0,108.0,442.0,211.0
hsa-miR-143-3p,1938.0,5119.0,1943.0,4699.0,2386.0,7935.0
hsa-miR-143-5p,3.0,9.0,2.0,7.0,2.0,4.0
hsa-miR-144-3p,39.0,12.0,61.0,9.0,53.0,21.0
hsa-miR-144-5p,70.0,24.0,57.0,27.0,75.0,26.0
hsa-miR-145-3p,0.0,1.0,0.0,1.0,2.0,0.0
hsa-miR-145-5p,238.0,116.0,197.0,112.0,209.0,149.0
hsa-miR-1468-5p,4.0,5.0,0.0,8.0,7.0,7.0
hsa-miR-146a-5p,1.0,21.0,0.0,23.0,2.0,37.0
hsa-miR-146b-3p,0.0,8.0,0.0,3.0,2.0,8.0
hsa-miR-146b-5p,21.0,170.0,23.0,174.0,30.0,230.0
hsa-miR-147b-3p,3.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-148a-3p,167.0,95.0,168.0,99.0,181.0,164.0
hsa-miR-148a-5p,2.0,0.0,2.0,4.0,4.0,1.0
hsa-miR-148b-3p,2.0,12.0,3.0,10.0,12.0,20.0
hsa-miR-148b-5p,5.0,4.0,4.0,6.0,9.0,5.0
hsa-miR-149-5p,43.0,24.0,44.0,12.0,56.0,26.0
hsa-miR-150-5p,276.0,51.0,207.0,54.0,212.0,49.0
hsa-miR-151a-3p,434.0,355.0,400.0,374.0,435.0,530.0
hsa-miR-151a-5p,215.0,111.0,227.0,131.0,373.0,150.0
