miRNA,SRR13669967,SRR13669970,SRR13669971,SRR13669972,SRR13669973,SRR13669974,SRR13669975,SRR13669976
hsa-let-7a-5p,0.0,181.85,89.99,220.18,53.08,80.77,0.0,298.36
hsa-let-7b-5p,6387.89,25063.36,5904.29,10088.14,8086.21,7499.63,1120.65,6890.04
hsa-let-7c-5p,131.94,5.77,0.0,20.02,0.0,0.0,0.0,0.0
hsa-let-7d-5p,0.0,5.77,0.0,0.0,0.0,4.33,0.0,0.0
hsa-let-7e-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94
hsa-let-7f-5p,0.0,0.0,0.0,11.12,0.0,0.0,0.0,0.0
hsa-let-7g-5p,0.0,0.0,0.0,24.46,25.28,0.0,0.0,3.47
hsa-let-7i-5p,50.58,0.0,25.0,0.0,58.14,0.0,0.0,65.92
hsa-miR-1-3p,0.0,0.0,0.0,0.0,22.75,0.0,0.0,0.0
hsa-miR-101-3p,343.03,557.09,509.94,406.99,303.33,594.2,450.84,405.91
hsa-miR-103a-3p,1268.78,3639.86,669.92,4821.67,1625.33,2394.11,12.88,1575.07
hsa-miR-107,4.4,0.0,0.0,26.69,0.0,0.0,0.0,34.69
hsa-miR-10a-5p,35.18,69.28,5.0,62.27,0.0,27.4,0.0,41.63
hsa-miR-10b-5p,0.0,0.0,0.0,4.45,0.0,49.04,0.0,3.47
hsa-miR-12118,13.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,0.0,0.0,0.0,2.22,0.0,0.0,0.0,48.57
hsa-miR-125a-5p,8.8,2.89,0.0,20.02,149.14,23.08,0.0,90.2
hsa-miR-125b-5p,0.0,5.77,30.0,2.22,0.0,1.44,0.0,3.47
hsa-miR-127-3p,0.0,34.64,0.0,4.45,0.0,44.71,0.0,0.0
hsa-miR-1285-3p,21.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,85.76,0.0,0.0,60.05,63.19,194.7,0.0,17.35
hsa-miR-1304-3p,0.0,0.0,0.0,11.12,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,59.37,173.19,139.98,120.1,80.89,121.15,0.0,62.45
hsa-miR-1324,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-136-5p,0.0,0.0,0.0,20.02,0.0,0.0,0.0,0.0
hsa-miR-139-3p,70.37,536.89,79.99,122.32,126.39,188.93,0.0,128.36
hsa-miR-140-3p,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0
hsa-miR-141-3p,0.0,0.0,0.0,4.45,37.92,0.0,0.0,0.0
hsa-miR-142-3p,3804.15,5129.29,2044.75,8566.91,4251.64,7421.74,901.67,9287.33
hsa-miR-142-5p,208.9,256.9,259.97,271.33,217.38,312.97,0.0,339.99
hsa-miR-144-5p,0.0,0.0,0.0,11.12,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,0.0,0.0,35.0,0.0,0.0,34.61,0.0,0.0
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,2.53,34.61,0.0,3.47
hsa-miR-148a-3p,2.2,0.0,0.0,0.0,0.0,1.44,0.0,0.0
hsa-miR-150-5p,21.99,0.0,20.0,13.34,37.92,0.0,0.0,62.45
hsa-miR-151a-3p,0.0,2.89,0.0,0.0,0.0,0.0,0.0,17.35
hsa-miR-152-3p,6.6,0.0,5.0,17.79,17.69,37.5,0.0,31.22
hsa-miR-15a-5p,0.0,0.0,0.0,40.03,7.58,0.0,90.17,13.88
hsa-miR-16-5p,343.03,1362.42,849.9,1049.74,490.38,716.79,199.66,430.19
hsa-miR-17-5p,0.0,0.0,0.0,2.22,0.0,0.0,0.0,3.47
hsa-miR-181a-3p,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181a-5p,0.0,2.89,0.0,0.0,0.0,4.33,0.0,6.94
hsa-miR-181b-5p,46.18,225.15,0.0,48.93,53.08,41.82,0.0,83.26
hsa-miR-182-5p,57.17,0.0,44.99,4.45,48.03,89.42,0.0,79.79
hsa-miR-185-5p,8.8,0.0,0.0,13.34,0.0,0.0,0.0,3.47
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,15.17,0.0,0.0,17.35
hsa-miR-191-5p,0.0,0.0,0.0,11.12,0.0,0.0,0.0,24.29
hsa-miR-192-5p,0.0,11.55,0.0,0.0,0.0,33.17,0.0,0.0
hsa-miR-194-5p,37.38,0.0,40.0,108.98,0.0,105.28,0.0,180.4
hsa-miR-195-5p,15.39,51.96,0.0,26.69,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,0.0,0.0,0.0,8.9,0.0,0.0,0.0,34.69
hsa-miR-196b-5p,28.59,0.0,40.0,33.36,0.0,0.0,0.0,69.39
hsa-miR-1972,0.0,0.0,0.0,0.0,0.0,30.29,0.0,0.0
hsa-miR-199a-3p,0.0,2.89,0.0,11.12,2.53,0.0,0.0,0.0
hsa-miR-199b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88
hsa-miR-19b-3p,17.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200a-3p,37.38,0.0,44.99,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,28.59,170.3,209.97,6.67,333.66,36.06,0.0,38.16
hsa-miR-206,37.38,0.0,20.0,24.46,0.0,60.57,0.0,0.0
hsa-miR-21-5p,0.0,0.0,0.0,17.79,0.0,1.44,0.0,0.0
hsa-miR-217-5p,0.0,0.0,94.99,0.0,0.0,0.0,0.0,0.0
hsa-miR-221-3p,0.0,0.0,5.0,35.58,0.0,0.0,0.0,0.0
hsa-miR-223-3p,180.31,259.78,234.97,1498.99,601.6,1201.38,0.0,1863.02
hsa-miR-223-5p,19.79,161.64,0.0,33.36,25.28,14.42,0.0,41.63
hsa-miR-2355-3p,0.0,0.0,0.0,15.57,0.0,37.5,0.0,0.0
hsa-miR-23a-3p,252.88,72.16,174.98,418.12,348.83,261.04,0.0,690.39
hsa-miR-23b-3p,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-25-3p,2.2,8.66,20.0,13.34,0.0,1.44,0.0,13.88
hsa-miR-26a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94
