miRNA,SRR3493372,SRR3493373
hsa-let-7a-2-3p,6.0,4.0
hsa-let-7a-3p,538.0,668.0
hsa-let-7a-5p,43432.0,33333.0
hsa-let-7b-3p,44.0,47.0
hsa-let-7b-5p,50444.0,58285.0
hsa-let-7c-5p,159.0,176.0
hsa-let-7d-3p,449.0,698.0
hsa-let-7d-5p,3068.0,2169.0
hsa-let-7e-3p,11.0,15.0
hsa-let-7e-5p,311.0,337.0
hsa-let-7f-1-3p,38.0,32.0
hsa-let-7f-2-3p,47.0,92.0
hsa-let-7f-5p,185021.0,149004.0
hsa-let-7g-3p,1.0,3.0
hsa-let-7g-5p,42867.0,29999.0
hsa-let-7i-3p,60.0,76.0
hsa-let-7i-5p,40754.0,47597.0
hsa-miR-1-3p,3.0,14.0
hsa-miR-100-5p,85969.0,205899.0
hsa-miR-101-3p,20495.0,35451.0
hsa-miR-101-5p,2.0,5.0
hsa-miR-10392-3p,0.0,1.0
hsa-miR-10392-5p,0.0,1.0
hsa-miR-10394-3p,4.0,8.0
hsa-miR-10394-5p,0.0,1.0
hsa-miR-10395-3p,50.0,43.0
hsa-miR-10395-5p,3.0,2.0
hsa-miR-10396a-3p,8.0,38.0
hsa-miR-10396a-5p,0.0,37.0
hsa-miR-10396b-3p,379.0,162.0
hsa-miR-10396b-5p,7.0,12.0
hsa-miR-10399-3p,39.0,39.0
hsa-miR-10399-5p,0.0,3.0
hsa-miR-103a-2-5p,8.0,4.0
hsa-miR-103a-3p,7281.0,409.0
hsa-miR-10400-5p,0.0,2.0
hsa-miR-10401-3p,82.0,125.0
hsa-miR-10401-5p,8.0,14.0
hsa-miR-105-3p,14.0,20.0
hsa-miR-105-5p,49.0,85.0
hsa-miR-10526-3p,0.0,2.0
hsa-miR-10527-5p,0.0,1.0
hsa-miR-106a-5p,4.0,73.0
hsa-miR-106b-3p,3776.0,5408.0
hsa-miR-106b-5p,2452.0,2944.0
hsa-miR-107,1060.0,195.0
hsa-miR-10a-3p,95.0,180.0
hsa-miR-10a-5p,10060.0,5865.0
hsa-miR-10b-3p,10.0,22.0
hsa-miR-10b-5p,4252.0,3087.0
hsa-miR-11399,1.0,0.0
hsa-miR-11400,1.0,0.0
hsa-miR-11401,3.0,5.0
hsa-miR-1180-3p,1626.0,1733.0
hsa-miR-1181,2.0,0.0
hsa-miR-1184,1.0,0.0
hsa-miR-1185-1-3p,1.0,0.0
hsa-miR-1185-2-3p,1.0,0.0
hsa-miR-1197,3.0,0.0
hsa-miR-12132,0.0,1.0
hsa-miR-12136,20.0,19.0
hsa-miR-122-5p,79.0,50.0
hsa-miR-1226-3p,2.0,5.0
hsa-miR-1226-5p,0.0,3.0
hsa-miR-1227-3p,0.0,2.0
hsa-miR-1228-3p,0.0,1.0
hsa-miR-122b-5p,0.0,1.0
hsa-miR-1233-5p,0.0,1.0
hsa-miR-1234-3p,1.0,0.0
hsa-miR-1236-5p,0.0,1.0
hsa-miR-1237-5p,7.0,4.0
hsa-miR-124-3p,0.0,1.0
hsa-miR-1244,0.0,1.0
hsa-miR-1246,5435.0,19744.0
hsa-miR-1247-5p,3.0,3.0
hsa-miR-1248,5.0,11.0
hsa-miR-1249-3p,39.0,36.0
hsa-miR-1250-5p,7.0,3.0
hsa-miR-1252-3p,1.0,0.0
hsa-miR-1252-5p,11.0,14.0
hsa-miR-1255a,35.0,51.0
hsa-miR-1255b-5p,5.0,18.0
hsa-miR-1258,1.0,0.0
hsa-miR-125a-3p,36.0,68.0
hsa-miR-125a-5p,7490.0,5107.0
hsa-miR-125b-1-3p,4.0,19.0
hsa-miR-125b-2-3p,1.0,3.0
hsa-miR-125b-5p,1545.0,3241.0
hsa-miR-126-3p,744.0,584.0
hsa-miR-126-5p,12.0,34.0
hsa-miR-1260a,1.0,0.0
hsa-miR-1260b,123.0,241.0
hsa-miR-1262,40.0,46.0
hsa-miR-1266-5p,17.0,7.0
hsa-miR-1268a,1.0,0.0
hsa-miR-1268b,11.0,5.0
hsa-miR-127-3p,5.0,6.0
hsa-miR-1271-3p,11.0,17.0
hsa-miR-1271-5p,61.0,73.0
hsa-miR-1273c,11.0,14.0
hsa-miR-1273h-5p,20.0,11.0
