miRNA,SRR13608450,SRR13608451,SRR13608452,SRR13608453,SRR13608454,SRR13608455,SRR13608456,SRR13608457,SRR13608458,SRR13608459,SRR13608460,SRR13608461,SRR13608462,SRR13608463,SRR13608464,SRR13608465,SRR13608466,SRR13608467,SRR13608468,SRR13608469,SRR13608470,SRR13608471
hsa-miR-5699-3p,0.0,15.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0
hsa-miR-5699-5p,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,9.0,0.0,2.0,1.0,0.0,0.0
hsa-miR-570-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-570-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-574-3p,113.0,225.0,314.0,82.0,28.0,123.0,616.0,751.0,158.0,365.0,38.0,76.0,126.0,273.0,232.0,1288.0,497.0,137.0,356.0,745.0,128.0,294.0
hsa-miR-574-5p,37.0,123.0,27.0,11.0,20.0,20.0,47.0,64.0,45.0,81.0,7.0,10.0,24.0,28.0,21.0,96.0,96.0,12.0,54.0,91.0,21.0,47.0
hsa-miR-576-3p,84.0,6.0,77.0,64.0,7.0,21.0,158.0,26.0,109.0,257.0,110.0,22.0,86.0,41.0,13.0,124.0,47.0,59.0,141.0,68.0,22.0,45.0
hsa-miR-576-5p,3.0,1.0,10.0,0.0,0.0,2.0,4.0,3.0,0.0,3.0,0.0,4.0,9.0,11.0,4.0,12.0,12.0,0.0,9.0,10.0,0.0,0.0
hsa-miR-577,0.0,16.0,2.0,0.0,0.0,0.0,3.0,0.0,12.0,18.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0
hsa-miR-578,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-579-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-579-5p,0.0,8.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0
hsa-miR-580-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-581,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-582-3p,15.0,1.0,20.0,2.0,1.0,13.0,26.0,17.0,17.0,38.0,2.0,5.0,9.0,1.0,10.0,20.0,6.0,13.0,21.0,17.0,2.0,17.0
hsa-miR-582-5p,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-584-5p,69.0,378.0,40.0,19.0,2.0,38.0,75.0,60.0,56.0,71.0,24.0,40.0,65.0,92.0,20.0,148.0,55.0,117.0,392.0,121.0,35.0,149.0
hsa-miR-585-3p,3.0,39.0,0.0,0.0,0.0,4.0,16.0,3.0,0.0,0.0,1.0,1.0,0.0,37.0,1.0,16.0,38.0,0.0,19.0,24.0,12.0,14.0
hsa-miR-589-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-589-5p,25.0,55.0,33.0,26.0,5.0,29.0,75.0,40.0,18.0,115.0,26.0,27.0,21.0,23.0,23.0,70.0,6.0,16.0,59.0,54.0,13.0,90.0
hsa-miR-590-3p,0.0,0.0,3.0,2.0,1.0,0.0,22.0,0.0,2.0,8.0,3.0,2.0,3.0,7.0,6.0,9.0,12.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-592,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-597-3p,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-597-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-598-3p,4.0,25.0,17.0,2.0,1.0,1.0,36.0,13.0,14.0,23.0,12.0,4.0,3.0,6.0,7.0,12.0,13.0,3.0,28.0,3.0,0.0,14.0
hsa-miR-598-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
hsa-miR-605-3p,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0
hsa-miR-605-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-6068,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6078,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-6084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-6132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-615-3p,80.0,57.0,48.0,23.0,4.0,21.0,22.0,8.0,32.0,33.0,31.0,23.0,22.0,30.0,2.0,48.0,21.0,44.0,32.0,50.0,9.0,60.0
hsa-miR-616-3p,6.0,7.0,1.0,2.0,2.0,6.0,8.0,7.0,1.0,11.0,3.0,6.0,0.0,5.0,6.0,11.0,6.0,2.0,8.0,12.0,3.0,8.0
hsa-miR-618,3.0,2.0,2.0,0.0,0.0,1.0,8.0,2.0,3.0,24.0,0.0,4.0,5.0,0.0,2.0,30.0,24.0,2.0,20.0,0.0,1.0,4.0
hsa-miR-619-5p,0.0,0.0,15.0,1.0,2.0,2.0,7.0,11.0,4.0,7.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,3.0,0.0
hsa-miR-620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-624-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-625-3p,20.0,95.0,21.0,15.0,0.0,7.0,2.0,11.0,3.0,36.0,0.0,3.0,21.0,10.0,6.0,26.0,5.0,5.0,37.0,1.0,0.0,22.0
hsa-miR-625-5p,2.0,67.0,19.0,0.0,0.0,4.0,7.0,11.0,19.0,7.0,6.0,1.0,3.0,15.0,0.0,2.0,2.0,3.0,9.0,4.0,1.0,1.0
hsa-miR-627-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0
hsa-miR-627-5p,4.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-628-3p,16.0,80.0,31.0,30.0,3.0,30.0,80.0,33.0,21.0,43.0,12.0,17.0,34.0,31.0,13.0,83.0,22.0,16.0,38.0,62.0,13.0,60.0
hsa-miR-628-5p,3.0,4.0,34.0,10.0,0.0,11.0,67.0,32.0,20.0,26.0,9.0,4.0,6.0,19.0,3.0,94.0,35.0,5.0,18.0,40.0,19.0,25.0
hsa-miR-629-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-629-5p,187.0,230.0,260.0,129.0,15.0,116.0,647.0,206.0,435.0,630.0,311.0,94.0,259.0,245.0,29.0,421.0,391.0,146.0,650.0,220.0,214.0,533.0
hsa-miR-632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-641,11.0,13.0,14.0,14.0,0.0,7.0,10.0,5.0,7.0,4.0,3.0,8.0,4.0,3.0,2.0,14.0,8.0,2.0,0.0,0.0,5.0,24.0
hsa-miR-642a-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-642a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
hsa-miR-643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6499-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-650,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6500-3p,3.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,1.0,4.0,1.0,6.0,3.0,0.0,0.0,2.0,5.0,2.0,6.0,0.0,0.0,0.0
hsa-miR-6501-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-6501-5p,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-6502-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6503-3p,0.0,0.0,6.0,0.0,0.0,0.0,13.0,1.0,1.0,8.0,0.0,2.0,7.0,1.0,2.0,8.0,0.0,0.0,13.0,0.0,0.0,11.0
hsa-miR-6503-5p,1.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-6504-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0
hsa-miR-6505-3p,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-6505-5p,5.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0
hsa-miR-6506-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6507-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6507-5p,3.0,0.0,2.0,4.0,0.0,2.0,8.0,4.0,1.0,12.0,0.0,0.0,2.0,0.0,1.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-6508-3p,0.0,0.0,1.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0
hsa-miR-6509-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6509-5p,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-651-5p,13.0,28.0,24.0,12.0,1.0,5.0,32.0,1.0,16.0,52.0,37.0,5.0,10.0,8.0,6.0,30.0,11.0,3.0,30.0,4.0,6.0,9.0
hsa-miR-6510-3p,0.0,0.0,176.0,13.0,0.0,0.0,6.0,0.0,4.0,1.0,73.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-6510-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6511a-3p,0.0,7.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,16.0,3.0,1.0,5.0,20.0,0.0,28.0
hsa-miR-6511a-5p,0.0,7.0,2.0,0.0,0.0,10.0,0.0,7.0,0.0,5.0,0.0,2.0,3.0,0.0,3.0,2.0,8.0,2.0,3.0,10.0,3.0,19.0
hsa-miR-6511b-3p,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,5.0,6.0,0.0,3.0,1.0,1.0,6.0
hsa-miR-6511b-5p,10.0,0.0,0.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,2.0,0.0,3.0,4.0,4.0,3.0,1.0,5.0,8.0,0.0,0.0,8.0
hsa-miR-6512-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-6513-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-6513-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6514-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6514-5p,6.0,0.0,0.0,1.0,0.0,0.0,11.0,5.0,0.0,9.0,0.0,1.0,2.0,0.0,0.0,9.0,1.0,1.0,2.0,2.0,0.0,0.0
hsa-miR-6515-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6515-5p,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0
hsa-miR-6516-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-6516-5p,0.0,11.0,4.0,2.0,1.0,3.0,12.0,10.0,4.0,12.0,1.0,2.0,8.0,5.0,2.0,8.0,3.0,3.0,7.0,22.0,1.0,8.0
hsa-miR-652-3p,35.0,147.0,115.0,23.0,6.0,52.0,209.0,147.0,118.0,592.0,35.0,51.0,77.0,55.0,21.0,308.0,112.0,31.0,155.0,175.0,30.0,53.0
hsa-miR-652-5p,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-6529-5p,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-653-3p,0.0,6.0,5.0,0.0,1.0,0.0,4.0,1.0,5.0,10.0,0.0,1.0,8.0,0.0,0.0,4.0,1.0,0.0,4.0,4.0,0.0,6.0
hsa-miR-653-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-654-3p,124.0,114.0,55.0,37.0,15.0,58.0,86.0,7.0,28.0,76.0,16.0,45.0,76.0,77.0,86.0,422.0,67.0,108.0,266.0,232.0,27.0,182.0
hsa-miR-654-5p,66.0,124.0,24.0,13.0,3.0,44.0,59.0,5.0,13.0,55.0,12.0,14.0,29.0,126.0,28.0,310.0,84.0,81.0,179.0,158.0,17.0,157.0
hsa-miR-655-3p,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,4.0,11.0,0.0,0.0
hsa-miR-655-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-656-3p,0.0,1.0,2.0,1.0,0.0,0.0,9.0,6.0,3.0,14.0,0.0,0.0,3.0,10.0,8.0,47.0,12.0,1.0,26.0,2.0,1.0,28.0
hsa-miR-656-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-658,0.0,0.0,2.0,9.0,0.0,12.0,4.0,5.0,4.0,20.0,3.0,4.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-659-5p,0.0,17.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,3.0,4.0,0.0,8.0
hsa-miR-660-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-660-5p,46.0,26.0,80.0,30.0,4.0,4.0,219.0,49.0,82.0,487.0,40.0,14.0,58.0,43.0,32.0,299.0,66.0,10.0,255.0,66.0,23.0,67.0
hsa-miR-663a,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,9.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,8.0,0.0
hsa-miR-663b,0.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,4.0,5.0,4.0,1.0
hsa-miR-664a-3p,9.0,18.0,9.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,9.0,4.0,4.0,20.0,6.0,5.0,2.0,1.0,4.0,0.0
hsa-miR-664a-5p,232.0,329.0,137.0,150.0,25.0,218.0,375.0,202.0,231.0,513.0,128.0,176.0,258.0,110.0,111.0,347.0,153.0,281.0,410.0,348.0,28.0,222.0
hsa-miR-664b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-665,7.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,4.0,10.0,6.0,8.0,0.0,8.0,0.0,18.0,0.0,5.0,8.0,13.0,0.0,8.0
hsa-miR-668-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-668-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-671-3p,33.0,158.0,23.0,7.0,3.0,41.0,26.0,12.0,25.0,9.0,14.0,16.0,19.0,28.0,12.0,49.0,22.0,28.0,27.0,107.0,15.0,47.0
hsa-miR-671-5p,9.0,10.0,18.0,11.0,4.0,17.0,14.0,13.0,22.0,12.0,16.0,5.0,7.0,14.0,5.0,56.0,41.0,12.0,11.0,56.0,12.0,18.0
hsa-miR-6715a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6715b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6716-3p,12.0,12.0,2.0,3.0,3.0,29.0,34.0,14.0,7.0,29.0,0.0,3.0,22.0,14.0,9.0,32.0,20.0,24.0,27.0,36.0,5.0,16.0
hsa-miR-6716-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6718-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6720-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6721-5p,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0
hsa-miR-6724-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0
hsa-miR-6726-3p,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0
hsa-miR-6726-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-6727-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6729-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-6729-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6730-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6733-3p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-6733-5p,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,0.0
hsa-miR-6734-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6734-5p,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6735-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6735-5p,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0
hsa-miR-6736-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6736-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-6737-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6738-3p,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
