miRNA,SRR18030414,SRR18030415,SRR18030416
hsa-let-7a-2-3p,0.0,0.0,4.0
hsa-let-7a-3p,7.0,7.0,25.0
hsa-let-7a-5p,39.0,160.0,459.0
hsa-let-7b-3p,41.0,23.0,57.0
hsa-let-7b-5p,5923.0,3469.0,9217.0
hsa-let-7c-3p,0.0,1.0,0.0
hsa-let-7c-5p,168.0,119.0,876.0
hsa-let-7d-3p,302.0,176.0,507.0
hsa-let-7d-5p,5.0,12.0,16.0
hsa-let-7e-3p,2.0,0.0,0.0
hsa-let-7e-5p,9.0,9.0,39.0
hsa-let-7f-1-3p,0.0,1.0,0.0
hsa-let-7f-5p,24.0,74.0,133.0
hsa-let-7g-5p,60.0,49.0,284.0
hsa-let-7i-3p,0.0,0.0,7.0
hsa-let-7i-5p,1721.0,1229.0,5816.0
hsa-miR-1-3p,0.0,6.0,0.0
hsa-miR-100-5p,1369.0,1278.0,3754.0
hsa-miR-101-3p,11.0,25.0,48.0
hsa-miR-101-5p,0.0,0.0,1.0
hsa-miR-10395-3p,0.0,0.0,5.0
hsa-miR-10396a-3p,34.0,362.0,130.0
hsa-miR-10396a-5p,0.0,2.0,30.0
hsa-miR-10396b-3p,49.0,131.0,55.0
hsa-miR-10396b-5p,9.0,18.0,18.0
hsa-miR-10399-3p,0.0,1.0,0.0
hsa-miR-103a-3p,5.0,5.0,5.0
hsa-miR-10401-3p,543.0,52.0,328.0
hsa-miR-10401-5p,6.0,0.0,5.0
hsa-miR-106a-5p,0.0,2.0,7.0
hsa-miR-106b-3p,7.0,15.0,31.0
hsa-miR-106b-5p,8.0,4.0,13.0
hsa-miR-107,0.0,1.0,2.0
hsa-miR-10a-3p,2.0,2.0,18.0
hsa-miR-10a-5p,885.0,1338.0,3037.0
hsa-miR-10b-3p,13.0,1.0,6.0
hsa-miR-10b-5p,1245.0,1764.0,3371.0
hsa-miR-1180-3p,14.0,21.0,33.0
hsa-miR-1185-1-3p,0.0,1.0,0.0
hsa-miR-1193,0.0,0.0,6.0
hsa-miR-122-5p,992.0,2262.0,189.0
hsa-miR-1224-5p,0.0,1.0,0.0
hsa-miR-1228-3p,4.0,0.0,5.0
hsa-miR-1228-5p,2.0,1.0,14.0
hsa-miR-1229-3p,2.0,0.0,0.0
hsa-miR-1233-5p,1.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,4.0
hsa-miR-124-3p,0.0,1.0,0.0
hsa-miR-124-5p,0.0,5.0,1.0
hsa-miR-1246,38.0,186.0,491.0
hsa-miR-1248,0.0,0.0,2.0
hsa-miR-1249-3p,4.0,2.0,9.0
hsa-miR-1251-5p,0.0,1.0,0.0
hsa-miR-1255b-5p,0.0,0.0,4.0
hsa-miR-125a-3p,4.0,8.0,29.0
hsa-miR-125a-5p,1424.0,797.0,2712.0
hsa-miR-125b-1-3p,66.0,52.0,154.0
hsa-miR-125b-5p,485.0,457.0,1764.0
hsa-miR-126-3p,53.0,57.0,105.0
hsa-miR-126-5p,0.0,0.0,1.0
hsa-miR-1269b,0.0,1.0,0.0
hsa-miR-127-3p,87.0,35.0,183.0
hsa-miR-127-5p,0.0,0.0,9.0
hsa-miR-1271-5p,0.0,1.0,0.0
hsa-miR-1273h-5p,0.0,1.0,5.0
hsa-miR-1275,0.0,1.0,10.0
hsa-miR-128-3p,376.0,278.0,851.0
hsa-miR-1284,0.0,1.0,0.0
hsa-miR-1285-5p,0.0,4.0,8.0
hsa-miR-1287-5p,0.0,1.0,0.0
hsa-miR-1289,0.0,0.0,6.0
hsa-miR-129-5p,10.0,12.0,14.0
hsa-miR-1291,41.0,10.0,169.0
hsa-miR-1292-5p,0.0,5.0,0.0
hsa-miR-1296-5p,0.0,0.0,7.0
hsa-miR-1297,0.0,0.0,1.0
hsa-miR-1299,0.0,0.0,4.0
hsa-miR-1301-3p,15.0,0.0,0.0
hsa-miR-1303,0.0,1.0,0.0
hsa-miR-1304-3p,0.0,0.0,1.0
hsa-miR-1304-5p,4.0,1.0,5.0
hsa-miR-1306-3p,19.0,0.0,5.0
hsa-miR-1306-5p,2.0,0.0,4.0
hsa-miR-1307-3p,97.0,26.0,115.0
hsa-miR-1307-5p,1.0,0.0,21.0
hsa-miR-130a-3p,5.0,0.0,2.0
hsa-miR-130b-3p,0.0,3.0,0.0
hsa-miR-130b-5p,16.0,8.0,43.0
hsa-miR-132-3p,1.0,1.0,4.0
hsa-miR-132-5p,3.0,2.0,0.0
hsa-miR-134-5p,17.0,12.0,32.0
hsa-miR-1343-3p,0.0,4.0,13.0
hsa-miR-135a-2-3p,0.0,1.0,0.0
hsa-miR-135a-3p,0.0,1.0,0.0
hsa-miR-135a-5p,0.0,3.0,3.0
hsa-miR-135b-5p,0.0,0.0,2.0
hsa-miR-136-3p,1.0,0.0,6.0
hsa-miR-136-5p,0.0,0.0,4.0
hsa-miR-137-5p,0.0,0.0,6.0
hsa-miR-138-5p,5.0,0.0,0.0
hsa-miR-139-3p,0.0,0.0,2.0
hsa-miR-139-5p,0.0,7.0,0.0
hsa-miR-140-3p,6.0,35.0,16.0
hsa-miR-140-5p,6.0,3.0,3.0
hsa-miR-142-5p,4.0,30.0,16.0
hsa-miR-143-3p,593.0,640.0,1995.0
hsa-miR-143-5p,0.0,3.0,8.0
hsa-miR-144-3p,0.0,4.0,0.0
hsa-miR-145-3p,12.0,12.0,3.0
hsa-miR-145-5p,0.0,2.0,25.0
hsa-miR-1468-5p,8.0,4.0,2.0
hsa-miR-1469,0.0,0.0,1.0
hsa-miR-146a-5p,9.0,21.0,113.0
hsa-miR-146b-3p,0.0,0.0,3.0
hsa-miR-146b-5p,208.0,115.0,322.0
hsa-miR-147b-3p,10.0,0.0,48.0
hsa-miR-148a-3p,5032.0,4117.0,10235.0
hsa-miR-148a-5p,0.0,1.0,8.0
hsa-miR-148b-3p,19.0,28.0,40.0
hsa-miR-149-5p,22.0,6.0,17.0
hsa-miR-151a-3p,553.0,425.0,1173.0
hsa-miR-151a-5p,0.0,1.0,2.0
hsa-miR-152-3p,27.0,15.0,92.0
hsa-miR-155-5p,10.0,29.0,153.0
hsa-miR-15b-3p,0.0,0.0,1.0
hsa-miR-15b-5p,0.0,8.0,0.0
hsa-miR-16-2-3p,2.0,52.0,12.0
hsa-miR-16-5p,0.0,13.0,8.0
hsa-miR-17-5p,1.0,7.0,14.0
hsa-miR-181a-2-3p,0.0,1.0,0.0
hsa-miR-181a-3p,1.0,0.0,7.0
hsa-miR-181a-5p,27.0,41.0,135.0
hsa-miR-181b-5p,10.0,11.0,42.0
hsa-miR-181d-5p,0.0,2.0,6.0
hsa-miR-182-3p,1.0,0.0,1.0
hsa-miR-182-5p,2.0,3.0,3.0
hsa-miR-183-5p,0.0,11.0,1.0
hsa-miR-184,0.0,1.0,2.0
hsa-miR-1843,0.0,10.0,12.0
hsa-miR-185-5p,1.0,18.0,32.0
hsa-miR-186-3p,0.0,0.0,1.0
hsa-miR-186-5p,27.0,27.0,75.0
hsa-miR-18a-3p,0.0,3.0,4.0
hsa-miR-1908-5p,7.0,0.0,14.0
hsa-miR-191-3p,0.0,2.0,0.0
hsa-miR-191-5p,133.0,145.0,394.0
hsa-miR-1910-3p,0.0,1.0,0.0
hsa-miR-1910-5p,0.0,0.0,3.0
hsa-miR-1915-3p,0.0,0.0,1.0
hsa-miR-192-5p,6.0,12.0,40.0
hsa-miR-193a-5p,237.0,145.0,492.0
hsa-miR-193b-3p,5.0,1.0,0.0
hsa-miR-193b-5p,142.0,81.0,103.0
hsa-miR-194-5p,1.0,10.0,7.0
hsa-miR-195-3p,0.0,2.0,3.0
hsa-miR-196a-5p,9.0,17.0,78.0
hsa-miR-196b-5p,0.0,1.0,2.0
hsa-miR-197-3p,61.0,42.0,105.0
hsa-miR-197-5p,4.0,0.0,4.0
hsa-miR-199a-3p,79.0,153.0,180.0
hsa-miR-199a-5p,97.0,23.0,246.0
hsa-miR-199b-3p,119.0,6.0,563.0
hsa-miR-199b-5p,10.0,0.0,8.0
hsa-miR-19a-3p,0.0,1.0,0.0
hsa-miR-19b-3p,1.0,0.0,2.0
hsa-miR-200b-3p,0.0,0.0,2.0
hsa-miR-200c-3p,4.0,3.0,2.0
hsa-miR-203a-3p,4.0,5.0,8.0
hsa-miR-204-3p,7.0,4.0,9.0
hsa-miR-204-5p,10.0,2.0,1.0
hsa-miR-205-5p,0.0,2.0,3.0
