miRNA,SRR11211725,SRR11211726,SRR11211727,SRR11211728
hsa-let-7a-2-3p,2.0,9.0,8.0,5.0
hsa-let-7a-3p,151.0,62.0,85.0,43.0
hsa-let-7a-5p,131351.0,79080.0,39071.0,31745.0
hsa-let-7b-3p,33.0,44.0,151.0,139.0
hsa-let-7b-5p,53871.0,27399.0,18793.0,18039.0
hsa-let-7c-3p,5.0,7.0,9.0,5.0
hsa-let-7c-5p,9893.0,4555.0,2173.0,2053.0
hsa-let-7d-3p,374.0,259.0,1491.0,1683.0
hsa-let-7d-5p,4217.0,2796.0,723.0,789.0
hsa-let-7e-3p,16.0,14.0,7.0,3.0
hsa-let-7e-5p,6948.0,4392.0,711.0,498.0
hsa-let-7f-1-3p,1.0,0.0,3.0,5.0
hsa-let-7f-2-3p,0.0,0.0,1.0,0.0
hsa-let-7f-5p,30984.0,23306.0,12582.0,11481.0
hsa-let-7g-5p,13263.0,9000.0,4324.0,3742.0
hsa-let-7i-3p,3.0,2.0,6.0,2.0
hsa-let-7i-5p,17640.0,11818.0,22839.0,20431.0
hsa-miR-1-3p,13.0,15.0,27.0,11827.0
hsa-miR-100-5p,73552.0,28660.0,136266.0,157119.0
hsa-miR-101-3p,559.0,727.0,247.0,288.0
hsa-miR-10392-5p,0.0,0.0,2.0,2.0
hsa-miR-10394-3p,1.0,1.0,0.0,4.0
hsa-miR-10395-3p,2.0,7.0,3.0,6.0
hsa-miR-10396a-3p,0.0,0.0,0.0,1.0
hsa-miR-10396b-3p,0.0,0.0,0.0,1.0
hsa-miR-10399-3p,5.0,0.0,13.0,0.0
hsa-miR-103a-3p,5070.0,3951.0,158.0,38.0
hsa-miR-10401-3p,8.0,1.0,22.0,47.0
hsa-miR-10401-5p,0.0,0.0,2.0,0.0
hsa-miR-105-5p,0.0,0.0,5.0,6.0
hsa-miR-10526-3p,1.0,0.0,5.0,2.0
hsa-miR-10527-5p,0.0,0.0,0.0,3.0
hsa-miR-106a-5p,0.0,0.0,1.0,0.0
hsa-miR-106b-3p,358.0,124.0,210.0,165.0
hsa-miR-106b-5p,202.0,120.0,33.0,21.0
hsa-miR-107,29.0,365.0,33.0,302.0
hsa-miR-10a-3p,159.0,166.0,0.0,12.0
hsa-miR-10a-5p,31574.0,31438.0,565.0,628.0
hsa-miR-10b-3p,38.0,15.0,10.0,5.0
hsa-miR-10b-5p,11202.0,9796.0,4020.0,3362.0
hsa-miR-11401,0.0,0.0,0.0,2.0
hsa-miR-1180-3p,107.0,49.0,258.0,361.0
hsa-miR-1180-5p,8.0,0.0,0.0,0.0
hsa-miR-1183,0.0,0.0,10.0,0.0
hsa-miR-1185-1-3p,6.0,11.0,45.0,113.0
