miRNA,SRR22891202,SRR22891203,SRR22891204,SRR22891205
hsa-let-7a-2-3p,7.0,5.0,5.0,2.0
hsa-let-7a-3p,11.0,6.0,3.0,6.0
hsa-let-7a-5p,11176.0,11141.0,3119.0,4247.0
hsa-let-7b-3p,1.0,0.0,0.0,2.0
hsa-let-7b-5p,1878.0,667.0,390.0,548.0
hsa-let-7c-3p,0.0,0.0,1.0,0.0
hsa-let-7c-5p,1181.0,585.0,398.0,484.0
hsa-let-7d-3p,15.0,44.0,18.0,19.0
hsa-let-7d-5p,1879.0,606.0,236.0,373.0
hsa-let-7e-3p,13.0,13.0,3.0,3.0
hsa-let-7e-5p,533.0,990.0,122.0,240.0
hsa-let-7f-1-3p,0.0,1.0,0.0,2.0
hsa-let-7f-2-3p,0.0,0.0,2.0,0.0
hsa-let-7f-5p,9616.0,3263.0,1547.0,1485.0
hsa-let-7g-3p,0.0,0.0,2.0,0.0
hsa-let-7g-5p,4508.0,1547.0,1656.0,1358.0
hsa-let-7i-3p,9.0,5.0,8.0,4.0
hsa-let-7i-5p,7208.0,3245.0,2154.0,1709.0
hsa-miR-1-3p,41.0,11.0,6.0,23.0
hsa-miR-100-3p,0.0,1.0,0.0,0.0
hsa-miR-100-5p,12251.0,9581.0,3522.0,6071.0
hsa-miR-101-3p,1.0,33.0,10.0,12.0
hsa-miR-101-5p,0.0,0.0,1.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,1.0
hsa-miR-10394-3p,0.0,0.0,5.0,0.0
hsa-miR-10394-5p,0.0,3.0,0.0,1.0
hsa-miR-10395-3p,1.0,1.0,0.0,0.0
hsa-miR-10396a-3p,12.0,10.0,2.0,40.0
hsa-miR-10396a-5p,0.0,29.0,0.0,38.0
hsa-miR-10396b-3p,9.0,25.0,57.0,21.0
hsa-miR-10398-3p,0.0,1.0,0.0,0.0
hsa-miR-10399-3p,1.0,0.0,0.0,2.0
hsa-miR-103a-3p,33.0,18.0,29.0,31.0
hsa-miR-10401-3p,2.0,15.0,1.0,24.0
hsa-miR-10401-5p,0.0,2.0,2.0,1.0
hsa-miR-10527-5p,0.0,2.0,0.0,1.0
hsa-miR-106a-5p,1.0,0.0,0.0,0.0
hsa-miR-106b-3p,5.0,0.0,0.0,2.0
hsa-miR-106b-5p,6.0,9.0,5.0,8.0
hsa-miR-107,0.0,1.0,3.0,3.0
hsa-miR-10a-3p,0.0,1.0,1.0,0.0
hsa-miR-10a-5p,61.0,151.0,140.0,170.0
hsa-miR-10b-3p,1.0,0.0,0.0,0.0
hsa-miR-10b-5p,654.0,29.0,18.0,24.0
hsa-miR-1180-3p,64.0,115.0,11.0,35.0
hsa-miR-1181,0.0,0.0,1.0,1.0
hsa-miR-1185-5p,26.0,4.0,7.0,0.0
hsa-miR-1193,1.0,0.0,0.0,0.0
hsa-miR-1197,3.0,2.0,1.0,0.0
hsa-miR-12135,0.0,0.0,0.0,1.0
hsa-miR-12136,20.0,19.0,194.0,89.0
hsa-miR-122-3p,0.0,295.0,182.0,283.0
hsa-miR-122-5p,34.0,3967.0,1509.0,3694.0
hsa-miR-1226-3p,0.0,2.0,0.0,0.0
hsa-miR-1228-3p,0.0,5.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,1.0
hsa-miR-1229-3p,0.0,0.0,0.0,1.0
hsa-miR-1233-3p,0.0,0.0,0.0,3.0
hsa-miR-1246,2800.0,1304.0,197.0,1209.0
hsa-miR-1248,7.0,45.0,5.0,42.0
hsa-miR-1249-3p,0.0,7.0,2.0,6.0
hsa-miR-1255b-5p,3.0,0.0,0.0,0.0
hsa-miR-125a-3p,2.0,1.0,0.0,2.0
hsa-miR-125a-5p,224.0,613.0,149.0,174.0
hsa-miR-125b-1-3p,23.0,35.0,17.0,28.0
hsa-miR-125b-2-3p,0.0,1.0,0.0,0.0
hsa-miR-125b-5p,717.0,723.0,301.0,482.0
hsa-miR-126-3p,529.0,1634.0,1498.0,1664.0
hsa-miR-126-5p,9.0,38.0,24.0,42.0
hsa-miR-1260b,1.0,6.0,2.0,4.0
hsa-miR-1262,1.0,1.0,1.0,0.0
hsa-miR-1268a,0.0,2.0,0.0,0.0
hsa-miR-1268b,2.0,1.0,1.0,5.0
hsa-miR-1269a,0.0,1.0,0.0,1.0
hsa-miR-127-3p,39100.0,4707.0,1144.0,2334.0
hsa-miR-1270,0.0,1.0,0.0,0.0
hsa-miR-1271-3p,1.0,2.0,0.0,0.0
hsa-miR-1271-5p,58.0,16.0,3.0,7.0
hsa-miR-1273h-5p,21.0,6.0,12.0,11.0
hsa-miR-1277-3p,2.0,4.0,1.0,3.0
hsa-miR-128-1-5p,0.0,1.0,0.0,0.0
hsa-miR-128-3p,21.0,62.0,6.0,31.0
hsa-miR-1284,2.0,4.0,0.0,0.0
hsa-miR-1285-3p,1.0,0.0,0.0,0.0
hsa-miR-1285-5p,1.0,4.0,1.0,3.0
hsa-miR-1287-3p,1.0,0.0,2.0,0.0
hsa-miR-1287-5p,25.0,3.0,6.0,10.0
hsa-miR-129-1-3p,0.0,2.0,0.0,0.0
hsa-miR-129-2-3p,1.0,33.0,16.0,33.0
hsa-miR-129-5p,4.0,28.0,29.0,40.0
hsa-miR-1291,3.0,14.0,1.0,7.0
hsa-miR-1292-5p,1.0,4.0,0.0,0.0
hsa-miR-1294,3.0,3.0,1.0,0.0
hsa-miR-1296-5p,6.0,2.0,3.0,3.0
hsa-miR-1298-5p,0.0,0.0,0.0,1.0
hsa-miR-1301-3p,0.0,13.0,2.0,0.0
hsa-miR-1303,6.0,3.0,0.0,4.0
hsa-miR-1304-3p,0.0,1.0,0.0,1.0
hsa-miR-1304-5p,7.0,2.0,0.0,0.0
hsa-miR-1306-3p,2.0,2.0,1.0,0.0
hsa-miR-1306-5p,3.0,13.0,4.0,2.0
hsa-miR-1307-3p,438.0,299.0,254.0,695.0
hsa-miR-1307-5p,6.0,2.0,1.0,6.0
hsa-miR-130a-3p,71.0,45.0,31.0,35.0
hsa-miR-130a-5p,0.0,1.0,0.0,1.0
hsa-miR-130b-3p,3.0,0.0,1.0,5.0
hsa-miR-130b-5p,11.0,18.0,3.0,5.0
hsa-miR-132-3p,3.0,0.0,1.0,1.0
hsa-miR-132-5p,77.0,29.0,12.0,16.0
hsa-miR-133a-3p,23.0,46.0,51.0,47.0
hsa-miR-133b,0.0,1.0,0.0,2.0
hsa-miR-134-3p,16.0,3.0,1.0,0.0
hsa-miR-134-5p,9.0,9.0,1.0,1.0
hsa-miR-1343-3p,0.0,5.0,0.0,5.0
hsa-miR-135a-5p,4.0,2.0,0.0,0.0
hsa-miR-135b-5p,3.0,19.0,13.0,16.0
hsa-miR-136-3p,19.0,5.0,3.0,0.0
hsa-miR-136-5p,45.0,8.0,2.0,5.0
hsa-miR-137-3p,48.0,30.0,47.0,9.0
hsa-miR-137-5p,0.0,1.0,0.0,0.0
hsa-miR-138-1-3p,3.0,3.0,1.0,2.0
hsa-miR-138-5p,928.0,725.0,279.0,752.0
hsa-miR-139-3p,1.0,2.0,2.0,5.0
hsa-miR-139-5p,14.0,57.0,51.0,57.0
hsa-miR-140-3p,2.0,20.0,11.0,14.0
hsa-miR-140-5p,30.0,74.0,95.0,86.0
hsa-miR-141-3p,2.0,0.0,1.0,0.0
hsa-miR-142-3p,7.0,37.0,36.0,49.0
hsa-miR-142-5p,11.0,11.0,12.0,13.0
hsa-miR-143-3p,33546.0,7729.0,6950.0,5247.0
hsa-miR-143-5p,0.0,0.0,0.0,1.0
hsa-miR-144-3p,5.0,8.0,3.0,12.0
hsa-miR-144-5p,0.0,1.0,0.0,1.0
hsa-miR-145-3p,25.0,2.0,6.0,5.0
hsa-miR-145-5p,364.0,116.0,87.0,213.0
hsa-miR-1468-5p,7.0,4.0,0.0,3.0
hsa-miR-146a-5p,6160.0,1339.0,616.0,892.0
hsa-miR-146b-5p,12.0,20.0,18.0,15.0
hsa-miR-148a-3p,5.0,37.0,41.0,42.0
hsa-miR-148b-3p,6.0,0.0,5.0,8.0
hsa-miR-149-5p,493.0,340.0,71.0,219.0
hsa-miR-150-5p,49.0,161.0,153.0,170.0
