miRNA,SRR2005874,SRR2005881,SRR2005885,SRR2005886,SRR2005887
hsa-let-7a-3p,2.0,54.0,133.0,84.0,138.0
hsa-let-7a-5p,820.0,301859.0,333126.0,100739.0,347464.0
hsa-let-7b-3p,0.0,20.0,39.0,2.0,48.0
hsa-let-7b-5p,9.0,10420.0,7035.0,198.0,9943.0
hsa-let-7c-3p,0.0,0.0,0.0,33.0,1.0
hsa-let-7c-5p,98.0,481.0,770.0,8024.0,1093.0
hsa-let-7d-3p,4.0,533.0,1576.0,66.0,1081.0
hsa-let-7d-5p,13.0,7603.0,10473.0,451.0,9312.0
hsa-let-7e-3p,4.0,2.0,19.0,36.0,21.0
hsa-let-7e-5p,104.0,5504.0,11953.0,11528.0,15957.0
hsa-let-7f-1-3p,0.0,12.0,34.0,1.0,20.0
hsa-let-7f-2-3p,0.0,4.0,28.0,0.0,18.0
hsa-let-7f-5p,532.0,85153.0,259058.0,20595.0,245815.0
hsa-let-7g-3p,0.0,20.0,55.0,2.0,66.0
hsa-let-7g-5p,111.0,34847.0,153007.0,4196.0,164406.0
hsa-let-7i-3p,0.0,89.0,442.0,0.0,427.0
hsa-let-7i-5p,35.0,21682.0,54178.0,965.0,46394.0
hsa-miR-1-3p,0.0,10.0,40.0,1.0,2.0
hsa-miR-100-3p,0.0,0.0,1.0,0.0,1.0
hsa-miR-100-5p,1.0,1579.0,236.0,0.0,94.0
hsa-miR-101-2-5p,0.0,0.0,8.0,20.0,2.0
hsa-miR-101-3p,80.0,9270.0,25828.0,8505.0,32996.0
hsa-miR-101-5p,0.0,54.0,133.0,24.0,168.0
hsa-miR-10226,0.0,0.0,1.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,5.0,0.0,2.0
hsa-miR-10393-3p,0.0,2.0,15.0,0.0,9.0
hsa-miR-10393-5p,0.0,0.0,1.0,0.0,1.0
hsa-miR-10394-3p,14.0,4.0,1.0,13.0,1.0
hsa-miR-10394-5p,3.0,0.0,0.0,3.0,1.0
hsa-miR-10395-3p,2.0,3006.0,3322.0,1258.0,4506.0
hsa-miR-10395-5p,1.0,17.0,13.0,0.0,10.0
hsa-miR-10396a-3p,15.0,0.0,3.0,26.0,4.0
hsa-miR-10396a-5p,0.0,0.0,2.0,1.0,1.0
hsa-miR-10396b-3p,7.0,3.0,25.0,5.0,10.0
hsa-miR-10396b-5p,1.0,0.0,2.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,1.0
hsa-miR-10399-3p,1.0,54.0,101.0,8.0,126.0
hsa-miR-10399-5p,0.0,8.0,20.0,4.0,20.0
hsa-miR-103a-2-5p,1.0,4.0,10.0,0.0,1.0
hsa-miR-103a-3p,18.0,281.0,16644.0,1430.0,6961.0
hsa-miR-10401-3p,117.0,4.0,85.0,49.0,23.0
hsa-miR-10401-5p,3.0,1.0,3.0,2.0,2.0
