miRNA,SRR5811927,SRR5811928,SRR5811929,SRR5811930,SRR5811931,SRR5811932,SRR5811933,SRR5811934,SRR5811935
hsa-let-7a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86
hsa-let-7a-5p,72.22,123.84,495.03,95.53,231.61,373.16,563.21,395.53,1197.22
hsa-let-7b-5p,3.14,26.54,126.09,0.0,63.58,59.71,54.95,95.89,508.92
hsa-let-7c-5p,6.28,0.0,0.0,0.0,9.08,9.95,38.46,89.89,79.26
hsa-let-7d-3p,0.0,0.0,0.0,0.0,9.08,4.98,38.46,17.98,62.57
hsa-let-7d-5p,0.0,2.95,18.68,47.76,0.0,4.98,57.69,23.97,41.71
hsa-let-7e-5p,6.28,20.64,79.39,0.0,13.62,29.85,76.93,50.94,141.83
hsa-let-7f-5p,15.7,67.82,345.58,79.61,304.27,343.31,1173.12,764.1,1088.76
hsa-let-7g-5p,0.0,5.9,32.69,0.0,40.87,9.95,96.16,125.85,179.37
hsa-let-7i-5p,87.92,150.38,541.73,47.76,186.2,233.85,574.2,524.38,850.98
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0
hsa-miR-100-5p,9.42,38.33,88.73,47.76,63.58,233.85,170.34,311.63,312.86
hsa-miR-101-3p,0.0,2.95,18.68,15.92,31.79,29.85,156.6,203.76,212.75
hsa-miR-101-5p,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,3.14,5.9,4.67,63.69,95.37,84.58,49.45,89.89,175.2
hsa-miR-106b-3p,0.0,0.0,0.0,15.92,13.62,34.83,52.2,38.95,112.63
hsa-miR-106b-5p,0.0,0.0,0.0,0.0,4.54,4.98,65.94,0.0,37.54
hsa-miR-107,0.0,2.95,0.0,0.0,0.0,0.0,16.48,305.64,496.41
hsa-miR-10a-5p,21.98,67.82,107.41,79.61,127.16,278.63,879.15,530.38,1230.59
hsa-miR-10b-5p,59.66,103.2,457.67,191.06,717.54,621.94,1744.57,1168.62,2515.4
hsa-miR-1180-3p,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,4.17
hsa-miR-122-5p,0.0,0.0,0.0,0.0,0.0,0.0,8.24,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,14.93,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,27.47,0.0,0.0
hsa-miR-1246,0.0,0.0,0.0,0.0,9.08,19.9,0.0,0.0,12.51
hsa-miR-125a-5p,6.28,5.9,28.02,0.0,45.41,29.85,27.47,17.98,100.12
hsa-miR-125b-1-3p,0.0,11.79,9.34,31.84,13.62,14.93,0.0,0.0,16.69
hsa-miR-125b-5p,3.14,14.74,60.71,0.0,0.0,19.9,0.0,35.96,25.03
hsa-miR-126-3p,0.0,2.95,0.0,0.0,45.41,34.83,60.44,80.9,50.06
hsa-miR-126-5p,0.0,5.9,9.34,0.0,217.99,174.14,502.77,443.48,308.69
