miRNA,SRR11510066,SRR11510067,SRR11510068,SRR11510069
hsa-let-7a-3p,13.0,94.0,31.0,169.0
hsa-let-7a-5p,92648.0,134040.0,135945.0,62335.0
hsa-let-7b-3p,6.0,13.0,2.0,45.0
hsa-let-7b-5p,36813.0,64499.0,64669.0,34489.0
hsa-let-7c-3p,0.0,0.0,1.0,0.0
hsa-let-7c-5p,539.0,634.0,753.0,299.0
hsa-let-7d-3p,193.0,378.0,361.0,469.0
hsa-let-7d-5p,13363.0,23907.0,23588.0,14617.0
hsa-let-7e-3p,0.0,0.0,0.0,1.0
hsa-let-7e-5p,56.0,79.0,79.0,38.0
hsa-let-7f-1-3p,1.0,8.0,2.0,7.0
hsa-let-7f-2-3p,3.0,7.0,5.0,22.0
hsa-let-7f-5p,241439.0,224631.0,258687.0,123191.0
hsa-let-7g-3p,2.0,3.0,3.0,18.0
hsa-let-7g-5p,179613.0,209921.0,280370.0,128557.0
hsa-let-7i-3p,29.0,25.0,79.0,73.0
hsa-let-7i-5p,147913.0,103537.0,264283.0,87881.0
hsa-miR-1-3p,4.0,6.0,9.0,94.0
hsa-miR-100-5p,18.0,478.0,22.0,170.0
hsa-miR-101-3p,18260.0,19326.0,26906.0,37619.0
hsa-miR-101-5p,1.0,3.0,2.0,5.0
hsa-miR-10394-3p,0.0,1.0,0.0,0.0
hsa-miR-10395-3p,0.0,1.0,0.0,13.0
hsa-miR-10395-5p,0.0,1.0,0.0,3.0
hsa-miR-10399-3p,17.0,22.0,44.0,38.0
hsa-miR-10399-5p,1.0,0.0,0.0,3.0
hsa-miR-103a-2-5p,0.0,0.0,5.0,1.0
hsa-miR-103a-3p,14979.0,2233.0,6108.0,10674.0
hsa-miR-10401-3p,5.0,6.0,3.0,1.0
hsa-miR-106a-3p,2.0,14.0,13.0,23.0
hsa-miR-106a-5p,961.0,967.0,697.0,894.0
hsa-miR-106b-3p,2873.0,5232.0,7555.0,7267.0
hsa-miR-106b-5p,3118.0,4475.0,3783.0,7667.0
hsa-miR-107,65.0,41.0,178.0,107.0
hsa-miR-10a-3p,1.0,0.0,1.0,4.0
hsa-miR-10a-5p,82.0,124.0,127.0,233.0
hsa-miR-10b-5p,3.0,11.0,17.0,31.0
hsa-miR-11400,1.0,1.0,1.0,0.0
hsa-miR-11401,7.0,10.0,9.0,3.0
hsa-miR-1179,0.0,0.0,1.0,0.0
hsa-miR-1180-3p,135.0,316.0,706.0,623.0
hsa-miR-1183,0.0,1.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,1.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,1.0
hsa-miR-122-3p,1.0,0.0,0.0,0.0
hsa-miR-122-5p,197.0,307.0,223.0,25.0
hsa-miR-1226-3p,0.0,2.0,0.0,0.0
hsa-miR-1227-3p,0.0,1.0,0.0,1.0
hsa-miR-1229-3p,0.0,0.0,2.0,6.0
hsa-miR-1234-3p,0.0,1.0,1.0,0.0
hsa-miR-1238-5p,0.0,0.0,0.0,1.0
hsa-miR-1244,0.0,0.0,0.0,1.0
hsa-miR-1246,0.0,4.0,1.0,0.0
hsa-miR-1248,0.0,0.0,0.0,1.0
hsa-miR-1249-3p,0.0,1.0,1.0,2.0
hsa-miR-1255a,9.0,0.0,2.0,4.0
hsa-miR-1255b-5p,16.0,55.0,73.0,252.0
hsa-miR-1256,0.0,0.0,0.0,5.0
hsa-miR-125a-5p,3.0,16.0,17.0,18.0
hsa-miR-125b-1-3p,0.0,1.0,1.0,0.0
hsa-miR-125b-5p,15.0,22.0,26.0,16.0
hsa-miR-126-3p,28662.0,14672.0,31408.0,14858.0
hsa-miR-126-5p,167.0,189.0,284.0,114.0
hsa-miR-1260a,0.0,0.0,0.0,6.0
hsa-miR-1260b,0.0,0.0,0.0,1.0
hsa-miR-1268b,0.0,1.0,0.0,0.0
hsa-miR-127-3p,0.0,0.0,2.0,0.0
hsa-miR-127-5p,0.0,0.0,1.0,0.0
hsa-miR-1270,13.0,19.0,23.0,38.0
hsa-miR-1271-5p,3.0,3.0,1.0,6.0
hsa-miR-1273c,5.0,5.0,7.0,7.0
hsa-miR-1273h-3p,1.0,1.0,0.0,1.0
hsa-miR-1273h-5p,0.0,0.0,0.0,4.0
hsa-miR-1275,0.0,0.0,0.0,1.0
hsa-miR-1277-3p,2.0,2.0,5.0,22.0
hsa-miR-1278,18.0,7.0,18.0,47.0
hsa-miR-128-1-5p,2.0,0.0,0.0,3.0
hsa-miR-128-3p,595.0,963.0,1364.0,827.0
hsa-miR-1284,4.0,10.0,11.0,7.0
hsa-miR-1285-3p,25.0,50.0,43.0,113.0
hsa-miR-1285-5p,1.0,4.0,6.0,17.0
hsa-miR-1287-5p,5.0,3.0,17.0,4.0
hsa-miR-1288-3p,0.0,2.0,0.0,0.0
hsa-miR-1289,1.0,1.0,2.0,3.0
hsa-miR-129-1-3p,1.0,0.0,0.0,2.0
hsa-miR-129-5p,0.0,1.0,1.0,0.0
hsa-miR-1290,0.0,0.0,0.0,1.0
hsa-miR-1291,0.0,0.0,0.0,1.0
hsa-miR-1292-3p,0.0,0.0,1.0,0.0
hsa-miR-1292-5p,2.0,9.0,7.0,9.0
hsa-miR-1294,13.0,36.0,32.0,38.0
hsa-miR-1295a,0.0,0.0,0.0,1.0
hsa-miR-1297,1.0,1.0,2.0,0.0
hsa-miR-1299,4.0,2.0,2.0,9.0
hsa-miR-1301-3p,9.0,13.0,23.0,31.0
hsa-miR-1302,0.0,0.0,2.0,0.0
hsa-miR-1303,4.0,3.0,13.0,7.0
hsa-miR-1304-3p,0.0,0.0,4.0,0.0
hsa-miR-1304-5p,28.0,54.0,29.0,223.0
hsa-miR-1306-3p,8.0,8.0,26.0,23.0
hsa-miR-1306-5p,3.0,6.0,14.0,14.0
hsa-miR-1307-3p,48.0,143.0,240.0,299.0
hsa-miR-1307-5p,7.0,23.0,27.0,24.0
hsa-miR-130a-3p,213.0,100.0,744.0,96.0
hsa-miR-130a-5p,2.0,1.0,1.0,16.0
hsa-miR-130b-3p,61.0,58.0,239.0,91.0
hsa-miR-130b-5p,13.0,8.0,20.0,8.0
