miRNA,SRR11057475,SRR11057476,SRR11057477,SRR11057478,SRR11057479,SRR11057480,SRR11057481,SRR11057482,SRR11057483,SRR11057484,SRR11057485,SRR11057486,SRR11057487,SRR11057488,SRR11057489,SRR11057490,SRR11057491,SRR11057492,SRR11057493,SRR11057494,SRR11057495,SRR11057496,SRR11057497,SRR11057498,SRR11057499,SRR11057500,SRR11057501,SRR11057502,SRR11057503,SRR11057504,SRR11057505,SRR11057506,SRR11057507,SRR11057508,SRR11057509,SRR11057510,SRR11057511,SRR11057512,SRR11057513,SRR11057514,SRR11057515,SRR11057516,SRR11057517,SRR11057518,SRR11057519,SRR11057520
hsa-let-7a-3p,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,2.0,12.0,19.0,1.0,3.0,7.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0
hsa-let-7a-5p,322.0,228.0,337.0,219.0,183.0,273.0,367.0,1009.0,63.0,237.0,852.0,851.0,98.0,69.0,131.0,140.0,178.0,139.0,116.0,190.0,727.0,59.0,98.0,73.0,92.0,557.0,211.0,192.0,368.0,309.0,1463.0,2221.0,337.0,288.0,1854.0,1655.0,292.0,212.0,278.0,422.0,318.0,198.0,310.0,206.0,558.0,320.0
hsa-let-7b-3p,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0
hsa-let-7b-5p,64.0,32.0,50.0,27.0,38.0,30.0,35.0,171.0,16.0,25.0,202.0,163.0,3.0,2.0,6.0,2.0,12.0,9.0,7.0,21.0,33.0,2.0,2.0,1.0,13.0,59.0,14.0,17.0,47.0,82.0,351.0,776.0,87.0,51.0,224.0,102.0,23.0,10.0,21.0,72.0,41.0,35.0,48.0,41.0,101.0,46.0
hsa-let-7c-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,193.0,88.0,149.0,98.0,72.0,96.0,32.0,312.0,24.0,42.0,187.0,187.0,7.0,7.0,9.0,15.0,10.0,23.0,14.0,36.0,55.0,8.0,22.0,11.0,16.0,73.0,30.0,33.0,32.0,28.0,156.0,566.0,58.0,33.0,193.0,109.0,22.0,13.0,19.0,88.0,61.0,19.0,67.0,34.0,150.0,80.0
hsa-let-7d-3p,5.0,1.0,7.0,1.0,1.0,8.0,1.0,9.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,3.0,6.0,22.0,5.0,5.0,14.0,10.0,4.0,2.0,3.0,0.0,0.0,1.0,1.0,7.0,8.0,1.0
hsa-let-7d-5p,14.0,6.0,7.0,4.0,4.0,6.0,6.0,18.0,2.0,4.0,14.0,13.0,1.0,2.0,1.0,6.0,6.0,1.0,5.0,4.0,18.0,0.0,4.0,0.0,3.0,7.0,5.0,5.0,7.0,6.0,22.0,27.0,6.0,4.0,27.0,15.0,3.0,1.0,4.0,6.0,4.0,4.0,5.0,4.0,11.0,10.0
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,17.0,16.0,31.0,19.0,13.0,16.0,19.0,44.0,6.0,9.0,41.0,52.0,5.0,4.0,12.0,9.0,7.0,15.0,11.0,19.0,53.0,5.0,5.0,4.0,4.0,43.0,6.0,12.0,13.0,14.0,45.0,77.0,17.0,8.0,53.0,75.0,11.0,17.0,15.0,21.0,10.0,8.0,14.0,12.0,17.0,14.0
hsa-let-7f-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
hsa-let-7f-5p,326.0,203.0,374.0,254.0,148.0,278.0,248.0,631.0,65.0,146.0,470.0,622.0,79.0,32.0,149.0,118.0,226.0,117.0,88.0,143.0,535.0,41.0,67.0,66.0,92.0,557.0,163.0,150.0,216.0,243.0,743.0,1344.0,248.0,129.0,1017.0,711.0,172.0,142.0,141.0,261.0,234.0,145.0,207.0,104.0,392.0,231.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,65.0,50.0,58.0,30.0,40.0,43.0,61.0,180.0,11.0,62.0,139.0,111.0,21.0,9.0,25.0,37.0,58.0,46.0,14.0,34.0,161.0,6.0,23.0,8.0,30.0,154.0,53.0,56.0,74.0,94.0,338.0,576.0,87.0,56.0,385.0,293.0,42.0,49.0,73.0,89.0,57.0,39.0,55.0,38.0,111.0,54.0
hsa-let-7i-3p,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,26.0,8.0,26.0,11.0,9.0,16.0,14.0,38.0,4.0,11.0,65.0,43.0,3.0,2.0,12.0,14.0,42.0,9.0,7.0,9.0,40.0,4.0,7.0,0.0,5.0,32.0,7.0,6.0,19.0,26.0,82.0,162.0,25.0,16.0,62.0,71.0,14.0,12.0,16.0,23.0,19.0,11.0,13.0,10.0,42.0,20.0
hsa-miR-100-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,11.0,15.0,16.0,8.0,4.0,11.0,18.0,60.0,4.0,16.0,54.0,44.0,8.0,5.0,6.0,4.0,12.0,21.0,0.0,20.0,40.0,2.0,3.0,1.0,10.0,29.0,10.0,15.0,21.0,27.0,74.0,64.0,14.0,10.0,113.0,106.0,21.0,11.0,16.0,18.0,6.0,8.0,14.0,9.0,18.0,8.0
hsa-miR-101-2-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,110.0,57.0,153.0,81.0,65.0,105.0,73.0,279.0,18.0,75.0,266.0,204.0,19.0,19.0,37.0,51.0,58.0,95.0,44.0,108.0,256.0,20.0,37.0,25.0,70.0,337.0,113.0,98.0,160.0,183.0,934.0,1079.0,212.0,83.0,572.0,508.0,89.0,116.0,152.0,182.0,143.0,85.0,121.0,57.0,168.0,114.0
hsa-miR-101-5p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-10393-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-10395-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-10395-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,459.0,48.0,67.0,150.0,63.0,8.0,46.0,790.0,2.0,313.0,357.0,292.0,2.0,25.0,12.0,5.0,63.0,28.0,351.0,34.0,34.0,16.0,9.0,21.0,12.0,56.0,21.0,73.0,292.0,63.0,2536.0,211.0,43.0,3.0,1135.0,621.0,25.0,37.0,28.0,3.0,6.0,54.0,5.0,205.0,582.0,29.0
hsa-miR-10400-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-106a-5p,4.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,14.0,31.0,2.0,7.0,1.0,4.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,4.0,2.0
hsa-miR-106b-3p,13.0,11.0,7.0,13.0,9.0,17.0,21.0,42.0,6.0,8.0,26.0,25.0,2.0,4.0,3.0,8.0,6.0,14.0,3.0,18.0,55.0,0.0,8.0,3.0,8.0,42.0,13.0,13.0,26.0,33.0,60.0,73.0,11.0,14.0,78.0,67.0,15.0,17.0,17.0,24.0,11.0,6.0,16.0,14.0,15.0,7.0
hsa-miR-106b-5p,9.0,8.0,9.0,8.0,8.0,1.0,6.0,38.0,2.0,8.0,21.0,16.0,3.0,4.0,5.0,7.0,8.0,4.0,8.0,14.0,35.0,8.0,6.0,1.0,7.0,37.0,8.0,19.0,18.0,22.0,67.0,62.0,23.0,9.0,71.0,93.0,19.0,13.0,18.0,27.0,7.0,6.0,9.0,2.0,11.0,8.0
hsa-miR-107,3.0,79.0,3.0,0.0,3.0,0.0,215.0,0.0,12.0,0.0,8.0,0.0,3.0,0.0,39.0,0.0,7.0,1.0,34.0,0.0,359.0,2.0,0.0,2.0,0.0,50.0,12.0,0.0,28.0,1.0,2.0,349.0,0.0,1.0,1.0,67.0,19.0,1.0,189.0,206.0,1.0,1.0,0.0,0.0,3.0,0.0
hsa-miR-10a-3p,2.0,0.0,3.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,3.0,6.0,0.0,3.0,0.0,5.0,1.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,9.0,4.0,0.0,2.0,0.0,6.0,10.0,0.0,2.0,11.0,14.0,1.0,2.0,6.0,4.0,0.0,0.0,3.0,2.0,4.0,1.0
hsa-miR-10a-5p,2291.0,1950.0,1975.0,1199.0,1683.0,1258.0,4763.0,12977.0,579.0,4014.0,9650.0,8144.0,1075.0,994.0,1265.0,2292.0,1714.0,3282.0,936.0,3288.0,10069.0,491.0,1311.0,625.0,1981.0,10052.0,2810.0,2859.0,2299.0,2516.0,13097.0,9251.0,1790.0,1417.0,21118.0,21052.0,3121.0,3519.0,3938.0,4212.0,2657.0,2828.0,2862.0,2141.0,3799.0,1866.0
hsa-miR-10b-3p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10b-5p,4291.0,2037.0,3024.0,1414.0,3107.0,2160.0,4555.0,12037.0,656.0,3940.0,12914.0,9081.0,512.0,584.0,726.0,1159.0,875.0,3536.0,1163.0,3342.0,10961.0,553.0,1629.0,413.0,1553.0,7923.0,2220.0,2074.0,4545.0,5346.0,25502.0,30561.0,3949.0,3101.0,26489.0,25901.0,3714.0,3927.0,4646.0,5119.0,2007.0,2264.0,2358.0,1828.0,6093.0,1923.0
hsa-miR-11181-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,2.0,0.0,1.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-1180-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,33.0,15.0,19.0,24.0,19.0,23.0,37.0,98.0,5.0,85.0,72.0,67.0,11.0,28.0,22.0,32.0,44.0,43.0,13.0,45.0,47.0,14.0,20.0,8.0,7.0,22.0,27.0,28.0,56.0,45.0,32.0,54.0,31.0,15.0,213.0,158.0,98.0,50.0,47.0,95.0,68.0,70.0,57.0,14.0,24.0,50.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
hsa-miR-122-5p,0.0,7.0,0.0,2.0,3.0,0.0,26.0,36.0,3.0,7.0,33.0,13.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,57.0,0.0,1.0,2.0,5.0,47.0,5.0,12.0,8.0,4.0,92.0,1.0,0.0,0.0,102.0,53.0,2.0,9.0,12.0,3.0,0.0,2.0,4.0,1.0,5.0,3.0
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
