miRNA,SRR10197186,SRR10197189,SRR10197192
hsa-let-7a-2-3p,1.0,0.0,7.0
hsa-let-7a-3p,0.0,12.0,18.0
hsa-let-7a-5p,24085.0,17149.0,31815.0
hsa-let-7b-3p,9.0,0.0,4.0
hsa-let-7b-5p,5218.0,2689.0,5592.0
hsa-let-7c-3p,10.0,4.0,14.0
hsa-let-7c-5p,5981.0,2517.0,5435.0
hsa-let-7d-3p,233.0,172.0,172.0
hsa-let-7d-5p,964.0,559.0,1642.0
hsa-let-7e-3p,34.0,1.0,22.0
hsa-let-7e-5p,5347.0,3270.0,6042.0
hsa-let-7f-1-3p,1.0,4.0,4.0
hsa-let-7f-2-3p,0.0,0.0,1.0
hsa-let-7f-5p,75273.0,53769.0,78109.0
hsa-let-7g-5p,22617.0,12062.0,41338.0
hsa-let-7i-5p,165461.0,106923.0,169545.0
hsa-miR-1-3p,29.0,16.0,39.0
hsa-miR-100-3p,1.0,0.0,2.0
hsa-miR-100-5p,300904.0,199961.0,158856.0
hsa-miR-101-3p,2421.0,1768.0,2707.0
hsa-miR-10393-3p,0.0,5.0,2.0
hsa-miR-10394-3p,3.0,9.0,1.0
hsa-miR-10395-3p,108.0,85.0,20.0
hsa-miR-10395-5p,3.0,5.0,1.0
hsa-miR-10396a-3p,0.0,0.0,2.0
hsa-miR-10396a-5p,0.0,0.0,2.0
hsa-miR-10396b-3p,0.0,1.0,3.0
hsa-miR-10396b-5p,0.0,0.0,2.0
hsa-miR-10399-3p,8.0,16.0,15.0
hsa-miR-103a-3p,527.0,183.0,6477.0
hsa-miR-103b,0.0,1.0,0.0
hsa-miR-10400-5p,0.0,0.0,1.0
hsa-miR-10401-3p,17.0,5.0,28.0
hsa-miR-105-5p,0.0,0.0,5.0
hsa-miR-10526-3p,7.0,0.0,3.0
hsa-miR-106a-5p,0.0,0.0,5.0
hsa-miR-106b-3p,3255.0,2166.0,1775.0
hsa-miR-106b-5p,54.0,39.0,152.0
hsa-miR-107,26.0,15.0,48.0
hsa-miR-10a-3p,108.0,78.0,89.0
hsa-miR-10a-5p,51526.0,38928.0,21601.0
hsa-miR-10b-3p,72.0,24.0,62.0
hsa-miR-10b-5p,68797.0,57794.0,32508.0
hsa-miR-11399,0.0,0.0,1.0
hsa-miR-11401,0.0,8.0,0.0
hsa-miR-1180-3p,369.0,212.0,175.0
hsa-miR-1185-1-3p,18.0,11.0,34.0
hsa-miR-1185-2-3p,7.0,2.0,21.0
hsa-miR-1197,7.0,0.0,19.0
hsa-miR-12124,0.0,1.0,0.0
hsa-miR-12126,0.0,2.0,0.0
hsa-miR-12135,2.0,0.0,3.0
hsa-miR-12136,170.0,134.0,271.0
hsa-miR-122-5p,5.0,6.0,5.0
hsa-miR-1226-3p,0.0,0.0,3.0
hsa-miR-1226-5p,2.0,0.0,1.0
hsa-miR-1229-3p,0.0,3.0,1.0
hsa-miR-1238-3p,0.0,0.0,1.0
hsa-miR-124-5p,0.0,3.0,0.0
hsa-miR-1246,2709.0,1939.0,769.0
hsa-miR-1247-5p,3.0,1.0,1.0
hsa-miR-1248,49.0,16.0,30.0
hsa-miR-1249-3p,1.0,0.0,5.0
hsa-miR-1249-5p,3.0,0.0,0.0
hsa-miR-1250-5p,10.0,12.0,2.0
hsa-miR-1252-5p,1.0,3.0,0.0
hsa-miR-1255a,30.0,10.0,15.0
hsa-miR-1257,0.0,0.0,1.0
hsa-miR-125a-3p,137.0,189.0,153.0
hsa-miR-125a-5p,1772.0,1312.0,3129.0
hsa-miR-125b-1-3p,80.0,85.0,82.0
hsa-miR-125b-2-3p,22.0,5.0,18.0
hsa-miR-125b-5p,1048.0,892.0,2283.0
hsa-miR-126-3p,112424.0,83298.0,99292.0
hsa-miR-126-5p,1548.0,1018.0,3760.0
hsa-miR-1260a,0.0,1.0,0.0
hsa-miR-1260b,175.0,164.0,110.0
hsa-miR-1262,36.0,19.0,26.0
hsa-miR-1268a,208.0,16.0,63.0
hsa-miR-1268b,39.0,108.0,3.0
hsa-miR-1269a,1.0,1.0,3.0
hsa-miR-1269b,3.0,0.0,5.0
hsa-miR-127-3p,6006.0,3774.0,3731.0
hsa-miR-127-5p,10.0,11.0,58.0
hsa-miR-1271-5p,19.0,7.0,32.0
hsa-miR-1273c,0.0,2.0,4.0
hsa-miR-1273h-5p,2.0,0.0,6.0
hsa-miR-1275,103.0,45.0,63.0
hsa-miR-1276,0.0,3.0,1.0
hsa-miR-1278,0.0,1.0,2.0
hsa-miR-128-1-5p,9.0,3.0,8.0
hsa-miR-128-3p,1517.0,1179.0,786.0
hsa-miR-1283,40.0,40.0,58.0
hsa-miR-1284,0.0,5.0,0.0
hsa-miR-1285-3p,7.0,4.0,18.0
hsa-miR-1285-5p,17.0,25.0,20.0
hsa-miR-1287-5p,12.0,6.0,11.0
hsa-miR-1288-3p,12.0,5.0,2.0
hsa-miR-129-1-3p,0.0,0.0,1.0
hsa-miR-129-2-3p,1.0,0.0,0.0
hsa-miR-129-5p,16.0,32.0,22.0
hsa-miR-1290,1.0,1.0,0.0
hsa-miR-1291,27.0,39.0,12.0
hsa-miR-1292-5p,17.0,4.0,6.0
hsa-miR-1293,19.0,10.0,6.0
hsa-miR-1294,19.0,17.0,11.0
hsa-miR-1296-5p,15.0,7.0,2.0
hsa-miR-1298-5p,0.0,1.0,0.0
hsa-miR-1299,3.0,15.0,5.0
