miRNA,SRR15539394,SRR15539395,SRR15539396,SRR15539398,SRR15539399,SRR15539400,SRR15539402,SRR15539403,SRR15539404,SRR15539406,SRR15539407,SRR15539408
hsa-let-7a-2-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,0.0,0.0,0.0,9.0,11.0,9.0,0.0,0.0,0.0,5.0,6.0,2.0
hsa-let-7a-5p,30.0,50.0,65.0,1300.0,5659.0,540.0,61.0,104.0,96.0,1111.0,3919.0,624.0
hsa-let-7b-3p,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7b-5p,60.0,42.0,42.0,36.0,266.0,32.0,76.0,76.0,43.0,21.0,166.0,30.0
hsa-let-7c-3p,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
hsa-let-7c-5p,14.0,14.0,42.0,435.0,496.0,43.0,16.0,37.0,42.0,334.0,277.0,56.0
hsa-let-7d-3p,0.0,2.0,1.0,11.0,123.0,6.0,1.0,6.0,2.0,8.0,59.0,13.0
hsa-let-7d-5p,4.0,2.0,1.0,28.0,473.0,29.0,2.0,3.0,4.0,20.0,251.0,42.0
hsa-let-7e-3p,0.0,0.0,0.0,7.0,13.0,1.0,0.0,0.0,0.0,4.0,3.0,2.0
hsa-let-7e-5p,8.0,5.0,5.0,1120.0,2674.0,146.0,6.0,14.0,6.0,658.0,1316.0,184.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-let-7f-5p,25.0,26.0,36.0,1355.0,7612.0,709.0,44.0,39.0,39.0,1391.0,6272.0,1206.0
hsa-let-7g-3p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-let-7g-5p,11.0,8.0,12.0,1386.0,9918.0,725.0,23.0,16.0,12.0,1210.0,7209.0,936.0
hsa-let-7i-3p,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-let-7i-5p,20.0,22.0,23.0,1155.0,7703.0,559.0,14.0,36.0,13.0,1007.0,5640.0,874.0
hsa-miR-1-3p,0.0,0.0,6.0,270.0,962.0,34.0,0.0,4.0,10.0,243.0,677.0,56.0
hsa-miR-100-5p,7.0,9.0,28.0,1335.0,506.0,168.0,8.0,12.0,58.0,1670.0,531.0,460.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,12.0,5.0,42.0,1700.0,1646.0,224.0,21.0,22.0,55.0,1574.0,1230.0,413.0
hsa-miR-101-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10395-3p,0.0,0.0,1.0,491.0,593.0,48.0,1.0,0.0,0.0,719.0,782.0,191.0
hsa-miR-10395-5p,0.0,0.0,0.0,10.0,9.0,2.0,0.0,0.0,0.0,8.0,7.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,2.0,0.0,3.0,241.0,6094.0,149.0,0.0,0.0,4.0,100.0,504.0,129.0
