miRNA,SRR8067629,SRR8067630,SRR8067631
hsa-let-7a-3p,2.0,0.0,5.0
hsa-let-7a-5p,936.0,764.0,1027.0
hsa-let-7b-3p,1.0,0.0,1.0
hsa-let-7b-5p,134.0,118.0,179.0
hsa-let-7c-5p,848.0,748.0,953.0
hsa-let-7d-3p,80.0,51.0,106.0
hsa-let-7d-5p,148.0,133.0,302.0
hsa-let-7e-3p,0.0,1.0,0.0
hsa-let-7e-5p,266.0,265.0,225.0
hsa-let-7f-5p,1189.0,1136.0,2267.0
hsa-let-7g-3p,1.0,0.0,3.0
hsa-let-7g-5p,133.0,212.0,264.0
hsa-let-7i-3p,1.0,10.0,10.0
hsa-let-7i-5p,1339.0,1539.0,2614.0
hsa-miR-100-3p,1.0,0.0,0.0
hsa-miR-100-5p,929.0,528.0,699.0
hsa-miR-101-2-5p,1.0,0.0,4.0
hsa-miR-101-3p,121.0,94.0,271.0
hsa-miR-101-5p,3.0,1.0,2.0
hsa-miR-10393-3p,0.0,0.0,1.0
hsa-miR-10394-3p,2.0,0.0,5.0
hsa-miR-10394-5p,4.0,0.0,1.0
hsa-miR-10395-3p,10.0,17.0,7.0
hsa-miR-10396a-3p,1.0,0.0,0.0
hsa-miR-10396b-3p,7.0,0.0,9.0
hsa-miR-103a-2-5p,0.0,1.0,2.0
hsa-miR-103a-3p,1595.0,134.0,247.0
hsa-miR-10401-3p,5.0,5.0,14.0
hsa-miR-105-3p,0.0,1.0,0.0
hsa-miR-105-5p,1.0,1.0,1.0
hsa-miR-10527-5p,1.0,0.0,1.0
hsa-miR-106a-3p,0.0,4.0,0.0
hsa-miR-106a-5p,45.0,30.0,56.0
hsa-miR-106b-3p,111.0,56.0,126.0
hsa-miR-106b-5p,58.0,54.0,90.0
hsa-miR-107,59.0,39.0,92.0
hsa-miR-10a-3p,3.0,1.0,1.0
hsa-miR-10a-5p,7078.0,3374.0,5143.0
hsa-miR-10b-3p,0.0,0.0,1.0
hsa-miR-10b-5p,15347.0,6216.0,9488.0
hsa-miR-1179,0.0,2.0,0.0
hsa-miR-1180-3p,54.0,9.0,46.0
hsa-miR-1185-1-3p,0.0,1.0,8.0
hsa-miR-1185-2-3p,1.0,0.0,0.0
hsa-miR-1185-5p,0.0,1.0,0.0
hsa-miR-1197,1.0,8.0,1.0
hsa-miR-12136,12.0,3.0,1.0
hsa-miR-1226-3p,3.0,1.0,4.0
hsa-miR-1226-5p,2.0,0.0,3.0
hsa-miR-1228-3p,0.0,0.0,1.0
hsa-miR-124-3p,4.0,3.0,4.0
hsa-miR-124-5p,0.0,0.0,4.0
hsa-miR-1243,2.0,0.0,4.0
hsa-miR-1244,1.0,0.0,0.0
hsa-miR-1246,0.0,3.0,5.0
hsa-miR-1247-5p,8.0,0.0,1.0
hsa-miR-1248,8.0,23.0,17.0
hsa-miR-1249-3p,0.0,3.0,0.0
hsa-miR-1251-5p,1.0,1.0,2.0
hsa-miR-1252-5p,0.0,0.0,2.0
hsa-miR-1255a,3.0,0.0,2.0
hsa-miR-125a-3p,14.0,15.0,9.0
hsa-miR-125a-5p,5538.0,2723.0,3778.0
hsa-miR-125b-1-3p,127.0,78.0,149.0
hsa-miR-125b-2-3p,1.0,0.0,0.0
hsa-miR-125b-5p,2233.0,1200.0,2300.0
hsa-miR-126-3p,9.0,10.0,25.0
hsa-miR-126-5p,98.0,68.0,177.0
hsa-miR-1260b,4.0,5.0,11.0
hsa-miR-1262,0.0,1.0,2.0
hsa-miR-1263,5.0,2.0,7.0
hsa-miR-1264,3.0,0.0,2.0
hsa-miR-1266-5p,9.0,0.0,8.0
hsa-miR-1267,1.0,0.0,0.0
hsa-miR-1268b,0.0,1.0,2.0
hsa-miR-1269a,10.0,12.0,1.0
hsa-miR-1269b,6.0,0.0,2.0
hsa-miR-127-3p,4703.0,2499.0,3024.0
hsa-miR-127-5p,2.0,12.0,9.0
hsa-miR-1270,11.0,1.0,11.0
hsa-miR-1271-5p,53.0,14.0,21.0
hsa-miR-1272,3.0,1.0,0.0
hsa-miR-1273h-3p,3.0,2.0,0.0
hsa-miR-1275,0.0,0.0,1.0
hsa-miR-1276,7.0,3.0,1.0
hsa-miR-128-1-5p,6.0,5.0,11.0
hsa-miR-128-3p,172.0,145.0,209.0
hsa-miR-1283,5.0,0.0,33.0
hsa-miR-1284,2.0,0.0,0.0
hsa-miR-1285-3p,2.0,9.0,11.0
hsa-miR-1285-5p,1.0,2.0,1.0
hsa-miR-1286,0.0,4.0,9.0
hsa-miR-1287-5p,0.0,1.0,5.0
hsa-miR-1288-5p,0.0,0.0,1.0
hsa-miR-129-2-3p,29.0,20.0,30.0
hsa-miR-129-5p,25.0,33.0,28.0
hsa-miR-1291,8.0,0.0,2.0
hsa-miR-1292-5p,3.0,0.0,1.0
hsa-miR-1293,1.0,0.0,1.0
hsa-miR-1294,0.0,0.0,2.0
hsa-miR-1296-3p,0.0,0.0,1.0
hsa-miR-1296-5p,23.0,17.0,32.0
hsa-miR-1298-3p,8.0,1.0,3.0
hsa-miR-1298-5p,58.0,16.0,95.0
hsa-miR-1301-3p,14.0,1.0,10.0
hsa-miR-1303,3.0,0.0,9.0
hsa-miR-1304-5p,3.0,1.0,0.0
hsa-miR-1305,4.0,5.0,3.0
hsa-miR-1306-3p,0.0,0.0,1.0
hsa-miR-1306-5p,2.0,1.0,1.0
hsa-miR-1307-3p,95.0,45.0,97.0
hsa-miR-1307-5p,139.0,170.0,310.0
hsa-miR-130a-3p,838.0,546.0,1108.0
hsa-miR-130a-5p,1.0,3.0,2.0
hsa-miR-130b-3p,266.0,199.0,331.0
hsa-miR-130b-5p,63.0,41.0,70.0
hsa-miR-132-3p,44.0,27.0,53.0
hsa-miR-132-5p,5.0,3.0,4.0
hsa-miR-1323,92.0,13.0,145.0
hsa-miR-133a-3p,29.0,12.0,84.0
hsa-miR-133b,0.0,0.0,1.0
hsa-miR-134-3p,0.0,1.0,0.0
hsa-miR-134-5p,65.0,48.0,58.0
hsa-miR-1343-3p,1.0,1.0,0.0
hsa-miR-135a-2-3p,7.0,0.0,1.0
hsa-miR-135a-3p,1.0,1.0,0.0
hsa-miR-135a-5p,7.0,2.0,25.0
hsa-miR-135b-3p,3.0,2.0,3.0
hsa-miR-135b-5p,18.0,14.0,15.0
hsa-miR-136-3p,109.0,142.0,271.0
hsa-miR-136-5p,22.0,46.0,71.0
hsa-miR-137-3p,0.0,3.0,0.0
hsa-miR-138-1-3p,7.0,1.0,5.0
hsa-miR-138-5p,39.0,20.0,60.0
hsa-miR-139-5p,3.0,1.0,3.0
hsa-miR-140-3p,268.0,147.0,344.0
hsa-miR-140-5p,4.0,4.0,5.0
hsa-miR-141-3p,43.0,19.0,100.0
hsa-miR-141-5p,2.0,0.0,1.0
hsa-miR-142-3p,0.0,1.0,0.0
hsa-miR-142-5p,96.0,46.0,201.0
hsa-miR-143-3p,6959.0,9997.0,11479.0
hsa-miR-143-5p,113.0,269.0,351.0
hsa-miR-144-3p,3.0,1.0,4.0
hsa-miR-144-5p,2.0,1.0,2.0
hsa-miR-145-3p,4.0,9.0,4.0
