miRNA,SRR15886829,SRR15886830
hsa-let-7a-5p,6402.66,1136.58
hsa-let-7b-3p,0.0,16.32
hsa-let-7b-5p,25366.09,78691.33
hsa-let-7c-5p,64.08,1400.89
hsa-let-7d-3p,0.41,651.26
hsa-let-7e-5p,3.65,444.3
hsa-let-7f-5p,3516.84,2593.46
hsa-let-7g-5p,0.0,551.52
hsa-let-7i-5p,0.41,5180.12
hsa-miR-1-3p,69915.01,12937.62
hsa-miR-100-5p,6281.4,4406.01
hsa-miR-101-3p,0.0,5.21
hsa-miR-10a-5p,2.03,19887.67
hsa-miR-10b-5p,40.15,1479.78
hsa-miR-122-5p,5988.2,569.88
hsa-miR-1246,66.1,97.93
hsa-miR-125a-5p,6942.03,0.0
hsa-miR-125b-1-3p,0.0,2.72
hsa-miR-125b-5p,3359.08,609.32
hsa-miR-126-3p,0.41,0.0
hsa-miR-126-5p,0.0,49.87
hsa-miR-128-3p,5.68,0.0
hsa-miR-1290,0.0,0.91
hsa-miR-134-5p,0.0,541.32
hsa-miR-143-3p,3408.97,6613.88
hsa-miR-148a-3p,15158.26,6221.27
hsa-miR-149-3p,0.0,396.01
hsa-miR-151a-3p,26890.11,11961.98
hsa-miR-184,85.57,0.0
hsa-miR-193b-5p,0.0,257.51
hsa-miR-197-5p,0.41,0.0
hsa-miR-199a-3p,0.0,606.83
hsa-miR-200b-3p,0.41,0.0
hsa-miR-200c-3p,3592.67,0.0
hsa-miR-206,0.81,0.0
hsa-miR-21-5p,73.0,3984.61
hsa-miR-22-3p,0.0,509.81
hsa-miR-222-3p,0.0,1571.58
hsa-miR-25-3p,1.62,1912.51
hsa-miR-26a-5p,0.0,1159.48
hsa-miR-27a-3p,6464.3,0.0
hsa-miR-27b-3p,21.49,0.23
hsa-miR-30a-5p,11842.97,1295.71
hsa-miR-30b-5p,0.0,0.45
hsa-miR-30c-5p,0.0,23.12
hsa-miR-30d-5p,84.76,53.95
hsa-miR-30e-5p,34.47,2.27
hsa-miR-320a-3p,0.0,1023.47
hsa-miR-320b,0.0,11.56
hsa-miR-320c,0.0,12.01
hsa-miR-320d,0.0,1.13
hsa-miR-3665,0.0,157.32
hsa-miR-378a-3p,0.0,20.4
hsa-miR-378c,0.0,1011.23
hsa-miR-378d,0.0,0.68
hsa-miR-378f,0.0,0.23
hsa-miR-378j,0.0,0.23
hsa-miR-3960,0.0,2.04
hsa-miR-423-5p,4639.37,2304.9
hsa-miR-432-5p,0.0,654.88
hsa-miR-4324,0.0,2.72
hsa-miR-4429,0.0,0.23
hsa-miR-4505,0.0,0.45
hsa-miR-4516,0.0,0.68
hsa-miR-451a,0.0,1898.68
hsa-miR-4531,0.0,1.81
hsa-miR-485-5p,0.0,473.99
hsa-miR-486-5p,23.52,0.0
hsa-miR-493-3p,0.0,341.84
hsa-miR-574-5p,0.0,378.56
hsa-miR-625-3p,0.0,710.87
hsa-miR-6735-5p,0.41,482.15
hsa-miR-6741-5p,0.0,0.23
hsa-miR-6765-5p,0.0,0.23
hsa-miR-6816-5p,0.41,0.0
hsa-miR-7-5p,8298.15,1579.06
hsa-miR-760,0.0,6.8
hsa-miR-7706,0.0,546.08
hsa-miR-877-5p,0.0,65.28
hsa-miR-9-3p,0.41,0.0
hsa-miR-9-5p,7357.7,89.09
hsa-miR-92a-3p,2766.18,2408.26
hsa-miR-92b-3p,0.0,445.43
hsa-miR-92b-5p,0.81,326.87
hsa-miR-937-3p,0.0,473.54
hsa-miR-98-5p,0.41,0.0
hsa-miR-99a-5p,13485.0,675.96
hsa-miR-99b-5p,0.0,615.67
hsa-mir-4330-3p,0.0,1.59
hsa-mir-5100-3p,0.0,0.91
hsa-mir-639-3p,0.0,1.81
hsa-mir-7703-3p,17.44,6.8
