miRNA,SRR17622163,SRR17622164,SRR17622165,SRR17622166,SRR17622167,SRR17622168,SRR17622169,SRR17622170,SRR17622171,SRR17622172,SRR17622173,SRR17622174,SRR17622175,SRR17622176,SRR17622177,SRR17622178,SRR17622179,SRR17622180,SRR17622181
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,88.0,34.0,129.0,131.0,253.0,282.0,399.0,117.0,204.0,160.0,57.0,33.0,160.0,129.0,11.0,75.0,108.0,62.0,71.0
hsa-miR-197-3p,35.0,12.0,21.0,21.0,50.0,19.0,20.0,20.0,26.0,27.0,8.0,1.0,26.0,15.0,4.0,22.0,10.0,3.0,12.0
hsa-miR-197-5p,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-1976,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
hsa-miR-198,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,10961.0,3342.0,16045.0,6245.0,14385.0,15801.0,11765.0,3715.0,19942.0,29684.0,6188.0,1718.0,1867.0,39221.0,703.0,1393.0,10590.0,2771.0,7465.0
hsa-miR-199a-5p,5752.0,2310.0,8422.0,3077.0,6230.0,11971.0,5637.0,3455.0,10214.0,15475.0,4519.0,1447.0,3049.0,11287.0,610.0,1304.0,5064.0,1261.0,5430.0
hsa-miR-199b-3p,4256.0,223.0,1890.0,615.0,1670.0,6160.0,2606.0,855.0,2945.0,4739.0,464.0,159.0,5602.0,4166.0,119.0,218.0,153.0,35.0,2040.0
hsa-miR-199b-5p,2487.0,482.0,2579.0,1401.0,2727.0,2392.0,3289.0,909.0,4012.0,8010.0,646.0,319.0,1323.0,5881.0,129.0,496.0,2130.0,514.0,1390.0
hsa-miR-19a-3p,88.0,15.0,28.0,41.0,49.0,44.0,62.0,29.0,53.0,16.0,21.0,0.0,23.0,26.0,0.0,8.0,21.0,14.0,48.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,209.0,13.0,76.0,80.0,159.0,157.0,261.0,116.0,143.0,68.0,49.0,5.0,101.0,45.0,2.0,22.0,54.0,49.0,133.0
hsa-miR-200a-3p,521.0,91.0,1659.0,3207.0,12570.0,10608.0,16308.0,3105.0,8304.0,2328.0,58.0,870.0,6071.0,406.0,8.0,1893.0,1201.0,2826.0,131.0
hsa-miR-200a-5p,25.0,13.0,83.0,254.0,653.0,831.0,852.0,183.0,358.0,145.0,4.0,41.0,374.0,20.0,0.0,75.0,111.0,196.0,14.0
hsa-miR-200b-3p,479.0,86.0,1753.0,2774.0,10998.0,9428.0,12493.0,2112.0,6803.0,2027.0,58.0,846.0,5126.0,317.0,18.0,1442.0,1071.0,2216.0,95.0
hsa-miR-200b-5p,16.0,4.0,55.0,95.0,228.0,172.0,118.0,104.0,89.0,23.0,2.0,40.0,152.0,1.0,0.0,82.0,26.0,73.0,8.0
hsa-miR-200c-3p,771.0,110.0,3490.0,3136.0,8232.0,5792.0,7200.0,3213.0,4062.0,1345.0,36.0,1711.0,7121.0,125.0,25.0,1700.0,2170.0,1928.0,107.0
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-202-3p,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-5p,2.0,1.0,2.0,4.0,3.0,6.0,3.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-203a-3p,221.0,138.0,856.0,1620.0,409.0,910.0,499.0,349.0,510.0,69.0,166.0,535.0,1503.0,29.0,254.0,718.0,442.0,469.0,9.0
hsa-miR-203a-5p,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203b-3p,5.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,30.0,18.0,25.0,269.0,589.0,413.0,482.0,297.0,306.0,130.0,24.0,143.0,433.0,24.0,13.0,303.0,21.0,253.0,56.0
hsa-miR-204-5p,84.0,48.0,162.0,1383.0,3321.0,1658.0,1319.0,1584.0,1621.0,527.0,46.0,88.0,1950.0,68.0,12.0,1056.0,40.0,993.0,89.0
hsa-miR-205-5p,23.0,4.0,212.0,229.0,94.0,128.0,56.0,43.0,62.0,73.0,2.0,66.0,329.0,14.0,2.0,68.0,208.0,19.0,9.0
hsa-miR-206,21.0,4.0,24.0,54.0,191.0,289.0,436.0,49.0,89.0,23.0,4.0,9.0,44.0,5.0,10.0,20.0,5.0,64.0,67.0
hsa-miR-208b-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-20a-3p,3.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,6.0,1.0
hsa-miR-20a-5p,870.0,59.0,249.0,243.0,334.0,361.0,575.0,310.0,408.0,142.0,90.0,54.0,238.0,109.0,82.0,108.0,112.0,133.0,343.0
hsa-miR-20b-3p,0.0,0.0,2.0,0.0,8.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0
hsa-miR-20b-5p,181.0,7.0,27.0,50.0,147.0,144.0,304.0,69.0,110.0,24.0,6.0,7.0,54.0,8.0,3.0,30.0,14.0,17.0,69.0
hsa-miR-21-3p,12.0,9.0,15.0,4.0,57.0,87.0,55.0,5.0,62.0,48.0,13.0,0.0,41.0,24.0,0.0,0.0,7.0,2.0,3.0
hsa-miR-21-5p,21118.0,5755.0,25376.0,18254.0,45173.0,82772.0,45340.0,14065.0,39344.0,26014.0,11390.0,5421.0,28074.0,24747.0,1541.0,8042.0,12993.0,11501.0,16171.0
hsa-miR-210-3p,50.0,5.0,17.0,23.0,59.0,61.0,95.0,21.0,70.0,21.0,13.0,4.0,30.0,21.0,12.0,14.0,17.0,26.0,26.0
hsa-miR-210-5p,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0
hsa-miR-211-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p,0.0,0.0,0.0,14.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-2110,72.0,12.0,43.0,71.0,34.0,50.0,33.0,61.0,30.0,20.0,18.0,22.0,42.0,6.0,18.0,32.0,12.0,25.0,73.0
hsa-miR-2114-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2114-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,1.0,1.0,0.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-212-5p,45.0,22.0,57.0,26.0,24.0,52.0,40.0,36.0,20.0,28.0,30.0,3.0,15.0,28.0,0.0,6.0,23.0,15.0,28.0
hsa-miR-214-3p,335.0,39.0,157.0,51.0,133.0,99.0,51.0,73.0,108.0,131.0,113.0,15.0,69.0,113.0,21.0,23.0,73.0,25.0,81.0
hsa-miR-214-5p,114.0,3.0,5.0,84.0,196.0,440.0,31.0,34.0,224.0,75.0,134.0,6.0,2.0,4.0,27.0,40.0,55.0,39.0,137.0
hsa-miR-215-3p,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,33.0,5.0,27.0,16.0,57.0,86.0,14.0,13.0,55.0,49.0,4.0,4.0,14.0,30.0,0.0,11.0,32.0,2.0,5.0
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,2.0,6.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0
hsa-miR-216b-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,5.0,1.0,11.0,34.0,9.0,3.0,10.0,14.0,4.0,0.0,0.0,19.0,0.0,0.0,12.0,0.0,8.0,0.0
hsa-miR-217-5p,0.0,2.0,2.0,0.0,5.0,3.0,5.0,0.0,7.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-218-1-3p,6.0,2.0,5.0,2.0,6.0,6.0,3.0,5.0,7.0,10.0,1.0,0.0,4.0,1.0,0.0,3.0,5.0,2.0,3.0
hsa-miR-218-5p,1801.0,526.0,1442.0,1560.0,3216.0,2550.0,2125.0,895.0,2358.0,3501.0,559.0,572.0,1399.0,2024.0,135.0,710.0,1705.0,732.0,614.0
hsa-miR-219a-1-3p,0.0,1.0,0.0,0.0,0.0,7.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
hsa-miR-219a-2-3p,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,15627.0,2617.0,10199.0,7070.0,12579.0,13782.0,9501.0,5774.0,12708.0,11414.0,3314.0,1162.0,7376.0,7372.0,832.0,1916.0,4766.0,4787.0,6951.0
hsa-miR-22-5p,485.0,48.0,180.0,382.0,449.0,1010.0,485.0,179.0,411.0,362.0,110.0,56.0,282.0,155.0,31.0,103.0,212.0,173.0,175.0
hsa-miR-221-3p,1619.0,205.0,973.0,1503.0,4647.0,3575.0,3253.0,662.0,2812.0,2607.0,418.0,46.0,1437.0,1639.0,71.0,65.0,874.0,493.0,810.0
hsa-miR-221-5p,99.0,33.0,87.0,132.0,235.0,187.0,169.0,63.0,159.0,113.0,61.0,5.0,97.0,53.0,5.0,34.0,96.0,83.0,71.0
hsa-miR-222-3p,1908.0,836.0,2814.0,4903.0,9218.0,3994.0,3234.0,2300.0,2996.0,1983.0,1381.0,392.0,3042.0,782.0,238.0,627.0,1594.0,1619.0,2114.0
hsa-miR-222-5p,9.0,1.0,4.0,3.0,10.0,8.0,8.0,6.0,6.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,2.0
hsa-miR-223-3p,54.0,5.0,18.0,23.0,3.0,22.0,21.0,56.0,17.0,10.0,8.0,1.0,34.0,13.0,2.0,12.0,4.0,9.0,14.0
hsa-miR-223-5p,104.0,11.0,36.0,222.0,10.0,47.0,60.0,88.0,43.0,27.0,32.0,32.0,68.0,8.0,12.0,45.0,42.0,41.0,43.0
hsa-miR-224-3p,2.0,0.0,2.0,8.0,5.0,15.0,3.0,1.0,20.0,14.0,1.0,0.0,2.0,4.0,0.0,0.0,6.0,2.0,8.0
hsa-miR-224-5p,3019.0,280.0,1256.0,772.0,967.0,2982.0,614.0,582.0,1650.0,1880.0,301.0,141.0,562.0,826.0,48.0,153.0,1019.0,147.0,527.0
hsa-miR-2277-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-2277-5p,3.0,0.0,0.0,1.0,3.0,9.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,1.0,0.0,0.0,5.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,5.0
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,881.0,245.0,838.0,472.0,1230.0,1323.0,724.0,406.0,1090.0,1267.0,756.0,142.0,875.0,1078.0,83.0,148.0,603.0,439.0,1378.0
hsa-miR-23a-5p,2.0,24.0,41.0,30.0,16.0,32.0,28.0,39.0,34.0,20.0,29.0,2.0,22.0,3.0,2.0,10.0,8.0,6.0,16.0
hsa-miR-23b-3p,181.0,79.0,182.0,216.0,836.0,372.0,643.0,185.0,408.0,245.0,295.0,122.0,310.0,250.0,5.0,138.0,140.0,186.0,403.0
hsa-miR-23b-5p,6.0,20.0,23.0,4.0,27.0,18.0,16.0,20.0,20.0,4.0,16.0,0.0,21.0,7.0,13.0,15.0,10.0,8.0,40.0
hsa-miR-24-1-5p,32.0,18.0,22.0,57.0,118.0,61.0,52.0,4.0,30.0,76.0,61.0,14.0,29.0,16.0,0.0,14.0,35.0,3.0,51.0
hsa-miR-24-2-5p,220.0,131.0,225.0,167.0,210.0,402.0,203.0,139.0,223.0,221.0,249.0,47.0,199.0,117.0,10.0,45.0,154.0,90.0,276.0
hsa-miR-24-3p,7902.0,1340.0,6357.0,2802.0,7981.0,12250.0,708.0,3220.0,7397.0,6049.0,4163.0,667.0,5410.0,2201.0,471.0,1133.0,3360.0,911.0,6837.0
hsa-miR-25-3p,8297.0,987.0,2805.0,3037.0,1216.0,1646.0,2099.0,4207.0,1832.0,1036.0,1160.0,349.0,1539.0,655.0,469.0,754.0,1009.0,927.0,4075.0
hsa-miR-25-5p,22.0,8.0,19.0,13.0,17.0,10.0,10.0,16.0,26.0,20.0,14.0,0.0,11.0,5.0,4.0,13.0,11.0,10.0,37.0
hsa-miR-2681-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2681-5p,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-2682-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,1.0,0.0,0.0,3.0,5.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-26a-2-3p,26.0,18.0,51.0,32.0,36.0,57.0,48.0,15.0,44.0,40.0,41.0,6.0,24.0,19.0,0.0,21.0,34.0,22.0,41.0
hsa-miR-26a-5p,80678.0,60746.0,130387.0,93825.0,227590.0,198532.0,203750.0,92721.0,202538.0,152614.0,115814.0,40387.0,120770.0,66775.0,18321.0,65380.0,68754.0,51755.0,135896.0
hsa-miR-26b-3p,8.0,10.0,10.0,22.0,14.0,12.0,25.0,12.0,13.0,4.0,6.0,0.0,5.0,7.0,5.0,7.0,3.0,6.0,12.0
hsa-miR-26b-5p,15277.0,3345.0,8172.0,7339.0,14205.0,11346.0,17040.0,6666.0,14518.0,9358.0,6246.0,2336.0,8205.0,7573.0,1609.0,3616.0,5467.0,4340.0,11768.0
hsa-miR-27a-3p,4946.0,2761.0,5599.0,4598.0,7620.0,10420.0,4918.0,2157.0,6925.0,4115.0,8332.0,1175.0,6148.0,4300.0,521.0,1686.0,4282.0,2939.0,11419.0
hsa-miR-27a-5p,58.0,499.0,921.0,561.0,318.0,677.0,750.0,715.0,665.0,229.0,651.0,79.0,278.0,47.0,29.0,104.0,155.0,185.0,217.0
hsa-miR-27b-3p,4548.0,3527.0,5196.0,6297.0,15961.0,19264.0,16157.0,4878.0,12492.0,7898.0,8193.0,1619.0,9508.0,4310.0,878.0,2995.0,3999.0,4345.0,7590.0
hsa-miR-27b-5p,11.0,33.0,15.0,58.0,125.0,95.0,92.0,60.0,99.0,34.0,62.0,19.0,50.0,13.0,3.0,20.0,25.0,21.0,43.0
hsa-miR-28-3p,580.0,220.0,834.0,539.0,1149.0,749.0,315.0,482.0,564.0,435.0,297.0,162.0,489.0,224.0,49.0,234.0,353.0,609.0,456.0
hsa-miR-28-5p,257.0,89.0,357.0,231.0,578.0,533.0,370.0,226.0,496.0,379.0,158.0,65.0,263.0,196.0,29.0,112.0,270.0,141.0,318.0
hsa-miR-296-3p,7.0,1.0,3.0,12.0,12.0,26.0,16.0,5.0,10.0,18.0,3.0,0.0,9.0,4.0,10.0,1.0,7.0,8.0,7.0
hsa-miR-296-5p,19.0,2.0,14.0,0.0,17.0,27.0,21.0,4.0,33.0,11.0,1.0,4.0,9.0,5.0,0.0,0.0,15.0,0.0,17.0
hsa-miR-299-3p,8.0,0.0,14.0,1.0,8.0,4.0,15.0,0.0,24.0,20.0,4.0,1.0,3.0,8.0,0.0,3.0,2.0,1.0,5.0
hsa-miR-299-5p,1.0,0.0,4.0,2.0,6.0,1.0,2.0,1.0,6.0,7.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,7.0
hsa-miR-29a-3p,6495.0,1835.0,6176.0,4663.0,10549.0,10864.0,8424.0,3218.0,10869.0,10349.0,3486.0,903.0,5514.0,8189.0,387.0,1283.0,4399.0,2725.0,4403.0
hsa-miR-29a-5p,0.0,3.0,0.0,2.0,1.0,8.0,1.0,0.0,0.0,6.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,4.0,9.0,6.0,5.0,12.0,24.0,7.0,17.0,11.0,8.0,18.0,1.0,5.0,4.0,0.0,2.0,2.0,10.0,12.0
hsa-miR-29b-2-5p,12.0,3.0,12.0,9.0,20.0,16.0,34.0,7.0,23.0,6.0,8.0,1.0,12.0,5.0,0.0,0.0,3.0,4.0,7.0
hsa-miR-29b-3p,370.0,42.0,288.0,196.0,546.0,478.0,520.0,153.0,509.0,441.0,120.0,59.0,372.0,351.0,23.0,69.0,206.0,119.0,217.0
hsa-miR-29c-3p,147.0,20.0,60.0,49.0,236.0,253.0,255.0,34.0,213.0,116.0,38.0,6.0,109.0,113.0,0.0,31.0,58.0,47.0,61.0
hsa-miR-29c-5p,32.0,2.0,29.0,23.0,82.0,82.0,112.0,20.0,61.0,49.0,13.0,11.0,46.0,39.0,0.0,8.0,31.0,17.0,9.0
hsa-miR-301a-3p,2.0,0.0,1.0,0.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,7.0,0.0,1.0,13.0,16.0,12.0,17.0,0.0,6.0,6.0,5.0,0.0,1.0,2.0,3.0,0.0,4.0,8.0,6.0
