miRNA,SRR13859601,SRR13859602,SRR13859603,SRR13859604,SRR13859605,SRR13859606,SRR13859607,SRR13859608,SRR13859609,SRR13859610
hsa-let-7a-3p,60.0,25.0,7.0,46.0,57.0,49.0,38.0,16.0,68.0,62.0
hsa-let-7a-5p,47857.0,12040.0,120466.0,29765.0,13911.0,22865.0,98618.0,12539.0,32130.0,51576.0
hsa-let-7b-3p,7.0,8.0,7.0,5.0,11.0,10.0,2.0,7.0,9.0,19.0
hsa-let-7b-5p,1189.0,1939.0,5035.0,2938.0,8870.0,26358.0,5463.0,12097.0,4203.0,8833.0
hsa-let-7c-3p,2.0,0.0,0.0,3.0,20.0,2.0,3.0,3.0,0.0,7.0
hsa-let-7c-5p,1709.0,3751.0,11317.0,2136.0,23242.0,3405.0,4317.0,7046.0,6328.0,5799.0
hsa-let-7d-3p,554.0,253.0,1718.0,297.0,487.0,943.0,757.0,453.0,597.0,1154.0
hsa-let-7d-5p,6424.0,905.0,20075.0,3074.0,2306.0,2427.0,10408.0,842.0,3970.0,4240.0
hsa-let-7e-3p,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0
hsa-let-7f-1-3p,11.0,4.0,4.0,4.0,0.0,6.0,13.0,4.0,4.0,7.0
hsa-let-7f-2-3p,23.0,0.0,0.0,1.0,1.0,6.0,4.0,5.0,6.0,5.0
hsa-let-7f-5p,174992.0,7606.0,125590.0,48859.0,21297.0,14034.0,159309.0,9210.0,44900.0,24989.0
hsa-let-7g-3p,4.0,5.0,2.0,2.0,0.0,11.0,4.0,0.0,2.0,3.0
hsa-let-7g-5p,151000.0,5544.0,128291.0,28559.0,16303.0,20384.0,100107.0,6674.0,32368.0,32341.0
hsa-let-7i-3p,6.0,0.0,0.0,4.0,13.0,26.0,3.0,8.0,5.0,3.0
hsa-let-7i-5p,305936.0,30333.0,140146.0,124882.0,88818.0,126443.0,424216.0,111276.0,160492.0,133858.0
hsa-miR-1-3p,11908.0,5834.0,9884.0,10544.0,12641.0,8247.0,15331.0,2510.0,24689.0,6016.0
hsa-miR-1-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-100-5p,0.0,0.0,0.0,0.0,10.0,3.0,7.0,8.0,0.0,0.0
hsa-miR-101-2-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,6275.0,1682.0,264.0,2080.0,1204.0,3052.0,6744.0,2750.0,3324.0,2988.0
hsa-miR-10393-3p,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,18.0,0.0,0.0,6.0,0.0,8.0,1.0,2.0,5.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,33.0,39.0,53.0,17.0,86.0,129.0,105.0,111.0,62.0,108.0
hsa-miR-10399-5p,6.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,2.0,5.0
hsa-miR-103a-1-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,29649.0,1154.0,3989.0,169.0,5905.0,986.0,34817.0,523.0,5825.0,13711.0
hsa-miR-10401-3p,34.0,16.0,47.0,11.0,13.0,6.0,54.0,4.0,6.0,8.0
hsa-miR-10401-5p,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10527-5p,0.0,4.0,5.0,0.0,3.0,5.0,4.0,5.0,1.0,3.0
hsa-miR-106a-3p,14.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0,2.0,0.0
hsa-miR-106a-5p,91.0,21.0,46.0,41.0,20.0,32.0,58.0,6.0,55.0,38.0
hsa-miR-106b-3p,8671.0,5731.0,7357.0,3942.0,8889.0,19067.0,13626.0,15552.0,6150.0,17998.0
hsa-miR-106b-5p,331.0,127.0,23.0,101.0,235.0,274.0,276.0,65.0,132.0,165.0
hsa-miR-107,350.0,333.0,329.0,202.0,53.0,58.0,171.0,16.0,528.0,66.0
hsa-miR-10a-3p,14.0,10.0,29.0,10.0,61.0,1.0,12.0,4.0,14.0,6.0
hsa-miR-10a-5p,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-10b-3p,7.0,1.0,6.0,6.0,25.0,3.0,12.0,9.0,5.0,4.0
hsa-miR-10b-5p,0.0,2.0,3.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0
hsa-miR-11400,438.0,6.0,21.0,164.0,3.0,13.0,60.0,27.0,222.0,27.0
hsa-miR-11401,73.0,73.0,47.0,62.0,160.0,67.0,257.0,160.0,93.0,117.0
hsa-miR-1178-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-1180-3p,122.0,839.0,534.0,157.0,1595.0,438.0,985.0,198.0,351.0,728.0
hsa-miR-1185-1-3p,133.0,55.0,63.0,37.0,10.0,26.0,220.0,14.0,172.0,34.0
hsa-miR-1185-2-3p,28.0,5.0,16.0,5.0,0.0,2.0,63.0,0.0,24.0,8.0
hsa-miR-1185-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1193,4.0,8.0,5.0,2.0,14.0,3.0,35.0,2.0,2.0,4.0
hsa-miR-1197,113.0,18.0,7.0,21.0,0.0,1.0,54.0,0.0,26.0,25.0
hsa-miR-1199-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-12136,1.0,3.0,34.0,1.0,13.0,0.0,2.0,8.0,6.0,4.0
hsa-miR-122-3p,0.0,0.0,0.0,7.0,1.0,8.0,0.0,0.0,10.0,1.0
hsa-miR-122-5p,6723.0,32184.0,44724.0,28368.0,34271.0,25274.0,54945.0,40745.0,54487.0,43833.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1226-3p,0.0,1.0,5.0,1.0,0.0,10.0,0.0,0.0,3.0,1.0
hsa-miR-1227-3p,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-1229-3p,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
