miRNA,SRR22564865,SRR22564866,SRR22564867,SRR22564868,SRR22564869,SRR22564870,SRR22564871,SRR22564872,SRR22564873,SRR22564874,SRR22564875,SRR22564876,SRR22564877,SRR22564878,SRR22564879,SRR22564880,SRR22564881,SRR22564882
hsa-miR-10524-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,267.0,151.0,96.0,3.0,38.0,2.0,66.0,0.0,0.0,32.0,18.0,0.0,3.0,44.0,6.0,0.0,66.0,36.0
hsa-miR-106b-3p,812.0,1653.0,943.0,585.0,627.0,28.0,1292.0,394.0,1801.0,421.0,1506.0,700.0,179.0,3149.0,765.0,645.0,2380.0,2309.0
hsa-miR-106b-5p,1457.0,579.0,249.0,6.0,30.0,2.0,838.0,3.0,186.0,35.0,72.0,32.0,11.0,459.0,121.0,4.0,94.0,189.0
hsa-miR-107,1.0,4.0,0.0,99.0,93.0,1.0,2.0,8.0,1.0,6.0,49.0,0.0,89.0,19.0,42.0,51.0,0.0,11.0
hsa-miR-10a-3p,27.0,214.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,14.0
hsa-miR-10a-5p,7211.0,55374.0,19058.0,772.0,2265.0,73.0,3862.0,1597.0,1386.0,1790.0,1785.0,2378.0,225.0,6323.0,3322.0,2143.0,7186.0,7387.0
hsa-miR-10b-3p,147.0,350.0,19.0,0.0,2.0,0.0,38.0,0.0,0.0,3.0,0.0,0.0,0.0,38.0,18.0,0.0,0.0,38.0
hsa-miR-10b-5p,11143.0,107373.0,25757.0,808.0,2405.0,176.0,7216.0,1419.0,2468.0,1175.0,2913.0,4359.0,445.0,6082.0,2745.0,3325.0,7554.0,6764.0
hsa-miR-11400,183.0,16.0,37.0,104.0,10.0,4.0,37.0,18.0,26.0,62.0,22.0,15.0,4.0,100.0,17.0,64.0,313.0,64.0
hsa-miR-11401,3.0,313.0,55.0,25.0,25.0,1.0,3.0,0.0,0.0,34.0,162.0,51.0,6.0,231.0,56.0,11.0,130.0,290.0
hsa-miR-1180-3p,2120.0,2982.0,1202.0,126.0,593.0,0.0,1321.0,421.0,2075.0,440.0,1071.0,583.0,67.0,1680.0,651.0,1039.0,2154.0,2784.0
hsa-miR-1185-1-3p,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0
hsa-miR-122-5p,50438.0,76486.0,70064.0,3391.0,87.0,36.0,38876.0,61990.0,3454.0,4463.0,131165.0,57975.0,347.0,223260.0,14963.0,33164.0,368897.0,237844.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
hsa-miR-1227-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,1.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-122b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-122b-5p,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
hsa-miR-1238-3p,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0
hsa-miR-1245b-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,118.0,123.0,59.0,8.0,5.0,2.0,15.0,12.0,70.0,24.0,40.0,36.0,33.0,44.0,31.0,25.0,122.0,87.0
hsa-miR-1247-5p,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1249-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,6.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,56.0,0.0,0.0,55.0,7.0,0.0,18.0,25.0
hsa-miR-1252-5p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,393.0,201.0,135.0,15.0,93.0,0.0,0.0,127.0,0.0,43.0,71.0,11.0,10.0,150.0,38.0,0.0,21.0,82.0
hsa-miR-125a-3p,2.0,219.0,31.0,10.0,16.0,0.0,0.0,1.0,196.0,15.0,65.0,14.0,0.0,34.0,18.0,0.0,103.0,52.0
hsa-miR-125a-5p,913.0,10578.0,4439.0,482.0,950.0,13.0,2142.0,1084.0,674.0,1106.0,489.0,684.0,45.0,637.0,861.0,840.0,2005.0,2773.0
hsa-miR-125b-1-3p,0.0,26.0,9.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,15.0,14.0
hsa-miR-125b-2-3p,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,573.0,9015.0,1570.0,139.0,203.0,5.0,741.0,33.0,317.0,224.0,349.0,124.0,34.0,580.0,624.0,149.0,2684.0,1284.0
hsa-miR-126-3p,91280.0,49558.0,14664.0,12202.0,5054.0,3807.0,12395.0,6221.0,14064.0,8480.0,14505.0,5533.0,4006.0,38628.0,13366.0,6298.0,29163.0,17870.0
hsa-miR-126-5p,233.0,282.0,51.0,87.0,58.0,27.0,151.0,0.0,214.0,40.0,89.0,87.0,32.0,227.0,91.0,43.0,216.0,154.0
hsa-miR-1260b,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0
hsa-miR-1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1268a,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,103.0,0.0,1.0,27.0,0.0,1.0,21.0,6.0
hsa-miR-1268b,0.0,2.0,0.0,1.0,0.0,0.0,0.0,29.0,78.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,39.0,4.0
hsa-miR-1269b,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,100.0,107.0,36.0,248.0,83.0,12.0,164.0,16.0,1971.0,29.0,263.0,83.0,9.0,481.0,148.0,46.0,366.0,139.0
hsa-miR-127-5p,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,19.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0
hsa-miR-1270,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0
hsa-miR-1271-5p,1.0,23.0,4.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0
hsa-miR-1273c,0.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,3.0,10.0,8.0,0.0,18.0,0.0
hsa-miR-1273h-3p,115.0,99.0,122.0,128.0,131.0,2.0,297.0,856.0,693.0,65.0,545.0,220.0,7.0,352.0,127.0,397.0,971.0,253.0
hsa-miR-1273h-5p,5.0,41.0,18.0,42.0,19.0,0.0,0.0,38.0,102.0,17.0,89.0,0.0,3.0,47.0,13.0,44.0,72.0,78.0
hsa-miR-1275,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,15.0,0.0,126.0,1.0,0.0,23.0,18.0
hsa-miR-1276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
hsa-miR-1277-3p,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-1278,154.0,17.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
hsa-miR-128-1-5p,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
hsa-miR-128-3p,23100.0,13483.0,3716.0,735.0,1348.0,28.0,3589.0,1715.0,2773.0,1432.0,2746.0,2434.0,185.0,3516.0,1832.0,2948.0,6253.0,7468.0
hsa-miR-1284,62.0,30.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,71.0,0.0,0.0,6.0,1.0,0.0,0.0,17.0
hsa-miR-1285-3p,508.0,712.0,218.0,23.0,70.0,0.0,357.0,20.0,913.0,29.0,535.0,152.0,4.0,379.0,95.0,42.0,440.0,249.0
hsa-miR-1285-5p,0.0,43.0,10.0,1.0,3.0,0.0,132.0,25.0,6.0,4.0,34.0,0.0,7.0,9.0,3.0,0.0,16.0,8.0
hsa-miR-1287-5p,0.0,42.0,20.0,3.0,14.0,1.0,0.0,94.0,38.0,2.0,49.0,59.0,0.0,36.0,34.0,0.0,53.0,11.0
hsa-miR-1288-3p,0.0,29.0,9.0,4.0,3.0,0.0,37.0,0.0,0.0,4.0,20.0,0.0,0.0,8.0,4.0,0.0,0.0,4.0
hsa-miR-1289,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
hsa-miR-129-5p,0.0,276.0,50.0,8.0,6.0,0.0,68.0,0.0,0.0,20.0,37.0,55.0,2.0,32.0,21.0,35.0,9.0,77.0
hsa-miR-1290,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0
hsa-miR-1291,0.0,39.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,95.0,2.0,0.0,65.0,1.0,0.0,4.0,35.0
hsa-miR-1292-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1292-5p,2.0,132.0,87.0,22.0,59.0,0.0,36.0,0.0,261.0,29.0,63.0,164.0,5.0,143.0,47.0,34.0,154.0,168.0
hsa-miR-1293,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1294,8.0,143.0,21.0,13.0,15.0,0.0,47.0,0.0,59.0,5.0,101.0,1.0,3.0,44.0,38.0,0.0,99.0,50.0
hsa-miR-1295a,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
hsa-miR-1297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-3p,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,1.0,164.0,1.0,0.0,1.0,1.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0
hsa-miR-1299,162.0,211.0,25.0,24.0,10.0,4.0,0.0,0.0,0.0,11.0,48.0,26.0,0.0,1487.0,0.0,44.0,27.0,85.0
hsa-miR-1301-3p,205.0,150.0,45.0,149.0,93.0,0.0,68.0,1.0,314.0,48.0,200.0,25.0,3.0,203.0,87.0,75.0,243.0,107.0
hsa-miR-1303,0.0,42.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,5.0,0.0,0.0,6.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1304-5p,690.0,219.0,100.0,38.0,34.0,0.0,95.0,0.0,218.0,22.0,0.0,19.0,2.0,73.0,20.0,1.0,0.0,103.0
hsa-miR-1306-3p,291.0,67.0,44.0,33.0,28.0,0.0,0.0,94.0,157.0,20.0,109.0,105.0,5.0,84.0,27.0,95.0,63.0,37.0
hsa-miR-1306-5p,58.0,10.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,47.0
hsa-miR-1307-3p,674.0,3947.0,1453.0,2775.0,2447.0,29.0,1678.0,3613.0,19752.0,1538.0,10232.0,2448.0,145.0,7702.0,3175.0,5607.0,9243.0,6020.0
hsa-miR-1307-5p,1.0,78.0,23.0,9.0,11.0,0.0,200.0,10.0,91.0,9.0,3.0,38.0,3.0,190.0,88.0,6.0,370.0,124.0
hsa-miR-130a-3p,154.0,275.0,76.0,8.0,23.0,1.0,65.0,0.0,78.0,30.0,40.0,20.0,18.0,224.0,69.0,129.0,108.0,71.0
hsa-miR-130b-3p,56.0,115.0,26.0,1.0,13.0,0.0,0.0,0.0,54.0,9.0,0.0,34.0,2.0,196.0,27.0,22.0,2.0,30.0
hsa-miR-130b-5p,2278.0,610.0,436.0,390.0,485.0,1.0,331.0,3.0,1.0,241.0,343.0,80.0,6.0,150.0,171.0,152.0,232.0,582.0
hsa-miR-132-3p,41.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,13.0,0.0
hsa-miR-132-5p,468.0,101.0,28.0,7.0,9.0,0.0,0.0,0.0,7.0,10.0,4.0,10.0,3.0,112.0,13.0,21.0,17.0,39.0
hsa-miR-1323,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,72.0,730.0,387.0,8.0,9.0,3.0,0.0,0.0,0.0,1.0,55.0,0.0,28.0,149.0,19.0,0.0,0.0,34.0
hsa-miR-133a-5p,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-133b,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,1057.0,334.0,148.0,917.0,375.0,3.0,98.0,403.0,10052.0,323.0,1774.0,429.0,8.0,749.0,278.0,91.0,596.0,571.0
hsa-miR-1343-3p,0.0,10.0,2.0,5.0,1.0,0.0,74.0,62.0,39.0,0.0,0.0,47.0,0.0,4.0,3.0,0.0,0.0,0.0
hsa-miR-135a-2-3p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135a-5p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0
hsa-miR-136-3p,0.0,48.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,49.0,31.0,1.0,17.0,10.0,0.0,0.0,11.0
hsa-miR-136-5p,173.0,23.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,54.0,12.0,0.0,13.0,6.0
hsa-miR-138-5p,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-139-3p,29.0,257.0,152.0,208.0,160.0,4.0,4.0,81.0,708.0,93.0,433.0,144.0,4.0,284.0,238.0,596.0,323.0,484.0
hsa-miR-139-5p,9327.0,2318.0,648.0,244.0,535.0,147.0,992.0,453.0,842.0,209.0,889.0,531.0,147.0,1172.0,323.0,257.0,1358.0,1494.0
hsa-miR-140-3p,8064.0,11718.0,5374.0,297.0,919.0,34.0,3862.0,883.0,3815.0,701.0,4022.0,868.0,376.0,7060.0,1326.0,898.0,2950.0,3680.0
hsa-miR-140-5p,689.0,676.0,214.0,8.0,42.0,5.0,2.0,26.0,0.0,64.0,127.0,0.0,4.0,311.0,50.0,27.0,136.0,178.0
hsa-miR-141-3p,86.0,61.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,8.0,0.0,0.0,39.0,17.0
