miRNA,SRR16501715,SRR16501716
hsa-let-7a-3p,127.0,460.0
hsa-let-7a-5p,24777.0,136463.0
hsa-let-7b-3p,6.0,67.0
hsa-let-7b-5p,5781.0,27121.0
hsa-let-7c-5p,55.0,288.0
hsa-let-7d-3p,965.0,6671.0
hsa-let-7d-5p,2636.0,14579.0
hsa-let-7e-3p,1.0,2.0
hsa-let-7e-5p,66.0,256.0
hsa-let-7f-1-3p,15.0,70.0
hsa-let-7f-2-3p,2.0,31.0
hsa-let-7f-5p,39087.0,184418.0
hsa-let-7g-3p,8.0,38.0
hsa-let-7g-5p,10871.0,54542.0
hsa-let-7i-3p,100.0,778.0
hsa-let-7i-5p,9728.0,59039.0
hsa-miR-1-3p,57.0,116.0
hsa-miR-1-5p,0.0,1.0
hsa-miR-100-5p,123.0,615.0
hsa-miR-101-2-5p,0.0,2.0
hsa-miR-101-3p,762.0,7043.0
hsa-miR-101-5p,8.0,95.0
hsa-miR-10392-3p,0.0,1.0
hsa-miR-10393-3p,0.0,3.0
hsa-miR-10394-3p,1.0,0.0
hsa-miR-10395-3p,26.0,39.0
hsa-miR-10395-5p,0.0,2.0
hsa-miR-10399-3p,14.0,108.0
hsa-miR-10399-5p,0.0,7.0
hsa-miR-103a-1-5p,0.0,2.0
hsa-miR-103a-2-5p,13.0,251.0
hsa-miR-103a-3p,11887.0,7109.0
hsa-miR-10401-3p,3.0,12.0
hsa-miR-10401-5p,0.0,1.0
hsa-miR-10527-5p,1.0,2.0
hsa-miR-106a-3p,10.0,52.0
hsa-miR-106a-5p,38.0,337.0
hsa-miR-106b-3p,274.0,1837.0
hsa-miR-106b-5p,443.0,4759.0
hsa-miR-107,165.0,879.0
hsa-miR-10a-3p,1.0,1.0
hsa-miR-10a-5p,797.0,2437.0
hsa-miR-10b-5p,16.0,94.0
hsa-miR-11400,4.0,14.0
hsa-miR-1179,1.0,8.0
hsa-miR-1180-3p,5.0,9.0
hsa-miR-1185-1-3p,6.0,15.0
hsa-miR-1185-2-3p,0.0,4.0
hsa-miR-1197,3.0,2.0
hsa-miR-12136,2.0,0.0
hsa-miR-122-5p,1.0,87.0
hsa-miR-1226-3p,2.0,7.0
hsa-miR-1228-3p,1.0,18.0
hsa-miR-1228-5p,0.0,1.0
hsa-miR-1229-3p,0.0,5.0
hsa-miR-1234-3p,0.0,2.0
hsa-miR-1237-5p,1.0,3.0
hsa-miR-124-3p,3.0,8.0
hsa-miR-124-5p,0.0,1.0
hsa-miR-1246,6.0,8.0
hsa-miR-1248,346.0,749.0
hsa-miR-1249-3p,315.0,1516.0
hsa-miR-1250-5p,1.0,8.0
hsa-miR-1252-5p,0.0,1.0
hsa-miR-1255a,6.0,38.0
hsa-miR-1255b-5p,0.0,1.0
hsa-miR-1256,0.0,5.0
hsa-miR-125a-3p,0.0,2.0
hsa-miR-125a-5p,482.0,681.0
hsa-miR-125b-5p,195.0,416.0
hsa-miR-126-3p,1848.0,4506.0
hsa-miR-126-5p,822.0,2089.0
hsa-miR-1260b,3.0,10.0
hsa-miR-1262,4.0,39.0
hsa-miR-1264,1.0,3.0
hsa-miR-1268a,0.0,1.0
