miRNA,SRR17237638,SRR17237639,SRR17237640,SRR17237641,SRR17237642,SRR17237643,SRR17237644,SRR17237645,SRR17237646,SRR17237647,SRR17237648,SRR17237649,SRR17237650,SRR17237651,SRR17237652,SRR17237653,SRR17237654,SRR17237655,SRR17237656,SRR17237657,SRR17237658,SRR17237659,SRR17237660,SRR17237661,SRR17237662,SRR17237663,SRR17237664,SRR17237665
hsa-miR-143-5p,1.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-144-3p,73.0,12.0,40.0,14.0,2.0,19.0,28.0,6.0,11.0,33.0,15.0,1.0,5.0,7.0,23.0,5.0,67.0,15.0,14.0,14.0,10.0,12.0,2.0,2.0,2.0,20.0,17.0,22.0
hsa-miR-144-5p,39.0,8.0,23.0,10.0,8.0,0.0,10.0,1.0,5.0,14.0,22.0,1.0,1.0,1.0,5.0,0.0,10.0,9.0,3.0,4.0,1.0,5.0,0.0,1.0,1.0,3.0,12.0,6.0
hsa-miR-145-3p,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-145-5p,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,8.0,0.0,1.0,3.0,2.0,2.0,5.0,0.0,6.0,2.0,2.0,2.0
hsa-miR-1468-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-146a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,171.0,58.0,84.0,123.0,97.0,21.0,69.0,18.0,39.0,154.0,50.0,29.0,33.0,3.0,130.0,11.0,174.0,131.0,38.0,36.0,69.0,17.0,44.0,24.0,47.0,75.0,91.0,42.0
hsa-miR-146b-3p,3.0,1.0,3.0,5.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-146b-5p,559.0,393.0,630.0,461.0,224.0,196.0,733.0,175.0,110.0,425.0,290.0,94.0,286.0,113.0,428.0,61.0,361.0,178.0,103.0,165.0,350.0,107.0,77.0,67.0,97.0,188.0,179.0,314.0
hsa-miR-147b-3p,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-147b-5p,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-148a-3p,2824.0,2041.0,2065.0,996.0,931.0,95.0,1760.0,1057.0,441.0,1051.0,1083.0,209.0,1033.0,433.0,2423.0,449.0,2356.0,1000.0,1044.0,960.0,1988.0,1098.0,303.0,319.0,667.0,750.0,838.0,1679.0
hsa-miR-148a-5p,1.0,8.0,9.0,3.0,2.0,20.0,10.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,4.0,2.0,6.0,1.0,3.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0
hsa-miR-148b-3p,1160.0,548.0,586.0,291.0,139.0,46.0,424.0,207.0,327.0,370.0,696.0,175.0,537.0,206.0,812.0,132.0,725.0,289.0,240.0,397.0,557.0,263.0,224.0,177.0,388.0,601.0,416.0,798.0
hsa-miR-148b-5p,58.0,11.0,24.0,15.0,7.0,1.0,14.0,9.0,11.0,19.0,25.0,9.0,19.0,15.0,29.0,7.0,22.0,8.0,5.0,16.0,22.0,7.0,6.0,11.0,13.0,36.0,33.0,47.0
hsa-miR-149-3p,2.0,6.0,10.0,1.0,1.0,14.0,11.0,0.0,2.0,6.0,3.0,5.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,7.0,0.0,0.0
hsa-miR-149-5p,241.0,173.0,117.0,129.0,38.0,166.0,116.0,45.0,170.0,146.0,157.0,50.0,158.0,60.0,263.0,85.0,220.0,125.0,112.0,140.0,177.0,124.0,134.0,123.0,127.0,338.0,248.0,442.0
hsa-miR-150-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-150-5p,39.0,49.0,52.0,29.0,57.0,15.0,109.0,16.0,12.0,145.0,20.0,17.0,23.0,14.0,6.0,1.0,9.0,17.0,8.0,1.0,19.0,5.0,5.0,5.0,1.0,12.0,5.0,12.0
hsa-miR-151a-3p,567.0,477.0,675.0,204.0,313.0,263.0,452.0,185.0,160.0,469.0,460.0,136.0,228.0,154.0,528.0,67.0,488.0,137.0,120.0,159.0,412.0,121.0,90.0,76.0,111.0,247.0,211.0,264.0
hsa-miR-151a-5p,63.0,36.0,11.0,29.0,8.0,11.0,14.0,16.0,42.0,20.0,45.0,9.0,20.0,5.0,52.0,46.0,42.0,41.0,36.0,87.0,34.0,61.0,68.0,52.0,89.0,141.0,99.0,124.0
hsa-miR-151b,11.0,0.0,0.0,6.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,1.0,4.0,0.0,10.0,10.0,6.0,5.0,6.0,2.0,20.0,1.0,3.0
hsa-miR-152-3p,28.0,8.0,26.0,10.0,13.0,11.0,21.0,4.0,13.0,14.0,10.0,4.0,18.0,3.0,22.0,3.0,13.0,4.0,4.0,7.0,9.0,3.0,2.0,3.0,5.0,10.0,11.0,12.0
hsa-miR-152-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1538,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-155-5p,15.0,9.0,19.0,83.0,29.0,0.0,17.0,9.0,3.0,21.0,6.0,5.0,5.0,2.0,8.0,1.0,13.0,66.0,18.0,3.0,8.0,7.0,6.0,2.0,4.0,2.0,3.0,2.0
hsa-miR-15a-5p,5.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,8.0,2.0
hsa-miR-15b-3p,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0
hsa-miR-15b-5p,14.0,5.0,6.0,8.0,2.0,1.0,4.0,5.0,2.0,4.0,6.0,1.0,2.0,2.0,24.0,5.0,16.0,14.0,7.0,14.0,5.0,10.0,7.0,11.0,10.0,34.0,8.0,19.0
hsa-miR-16-2-3p,132.0,62.0,82.0,35.0,18.0,1.0,44.0,16.0,10.0,33.0,66.0,10.0,15.0,6.0,37.0,10.0,37.0,19.0,15.0,20.0,37.0,16.0,1.0,5.0,12.0,10.0,17.0,25.0
hsa-miR-16-5p,185.0,66.0,58.0,87.0,31.0,5.0,48.0,34.0,28.0,87.0,83.0,27.0,46.0,29.0,207.0,100.0,146.0,145.0,61.0,121.0,101.0,125.0,100.0,123.0,144.0,268.0,209.0,215.0
hsa-miR-17-3p,3.0,1.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0
hsa-miR-17-5p,243.0,48.0,53.0,72.0,35.0,25.0,42.0,40.0,96.0,82.0,137.0,38.0,42.0,46.0,148.0,39.0,114.0,64.0,54.0,64.0,67.0,71.0,116.0,57.0,148.0,184.0,206.0,166.0
hsa-miR-181a-2-3p,239.0,172.0,200.0,76.0,50.0,116.0,155.0,66.0,45.0,66.0,106.0,16.0,46.0,15.0,199.0,46.0,224.0,75.0,64.0,97.0,151.0,101.0,41.0,37.0,71.0,136.0,59.0,88.0
hsa-miR-181a-3p,3.0,3.0,8.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0
hsa-miR-181a-5p,2482.0,1152.0,986.0,959.0,504.0,3500.0,1018.0,523.0,911.0,525.0,1222.0,383.0,1064.0,368.0,1859.0,815.0,1991.0,1121.0,1493.0,2064.0,1720.0,1157.0,738.0,567.0,943.0,1965.0,1795.0,1542.0
hsa-miR-181b-2-3p,5.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-181b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,87.0,62.0,56.0,96.0,21.0,83.0,54.0,24.0,51.0,25.0,58.0,16.0,52.0,20.0,57.0,29.0,79.0,90.0,58.0,65.0,63.0,46.0,56.0,17.0,45.0,54.0,69.0,68.0
hsa-miR-181c-3p,3.0,1.0,5.0,3.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,6.0,2.0,8.0,0.0,12.0,6.0,1.0,6.0,8.0,5.0,1.0,0.0,3.0,18.0,11.0,6.0
hsa-miR-181c-5p,8.0,2.0,3.0,2.0,0.0,4.0,4.0,1.0,7.0,0.0,5.0,2.0,7.0,0.0,7.0,2.0,8.0,1.0,4.0,7.0,9.0,3.0,4.0,5.0,6.0,17.0,17.0,11.0
hsa-miR-181d-3p,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181d-5p,15.0,5.0,7.0,4.0,3.0,9.0,6.0,1.0,6.0,3.0,12.0,4.0,5.0,1.0,9.0,2.0,8.0,5.0,3.0,4.0,8.0,4.0,4.0,6.0,7.0,13.0,8.0,8.0
hsa-miR-182-5p,168.0,83.0,94.0,65.0,49.0,17.0,130.0,58.0,40.0,89.0,68.0,27.0,62.0,29.0,126.0,28.0,68.0,53.0,35.0,49.0,123.0,54.0,30.0,39.0,42.0,56.0,48.0,57.0
hsa-miR-183-5p,120.0,102.0,88.0,49.0,41.0,15.0,97.0,44.0,28.0,59.0,76.0,26.0,51.0,26.0,113.0,20.0,46.0,39.0,28.0,23.0,90.0,32.0,11.0,18.0,22.0,50.0,34.0,60.0
hsa-miR-184,109.0,101.0,123.0,75.0,99.0,139.0,87.0,63.0,76.0,102.0,96.0,78.0,74.0,88.0,180.0,23.0,89.0,72.0,68.0,62.0,60.0,64.0,86.0,48.0,60.0,165.0,57.0,106.0
hsa-miR-1843,3.0,3.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0
hsa-miR-185-3p,0.0,7.0,5.0,0.0,3.0,9.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-185-5p,173.0,115.0,118.0,96.0,57.0,189.0,99.0,35.0,111.0,100.0,102.0,47.0,115.0,30.0,102.0,21.0,124.0,90.0,38.0,57.0,81.0,52.0,32.0,46.0,48.0,83.0,82.0,77.0
hsa-miR-186-5p,298.0,123.0,149.0,82.0,23.0,50.0,128.0,17.0,84.0,69.0,176.0,31.0,133.0,33.0,151.0,29.0,118.0,47.0,49.0,57.0,99.0,38.0,35.0,47.0,80.0,198.0,162.0,233.0
hsa-miR-188-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-188-5p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
hsa-miR-18a-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-18a-5p,4.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,5.0,2.0,1.0
hsa-miR-18b-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1909-5p,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-5p,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190b-5p,3.0,6.0,2.0,1.0,5.0,0.0,9.0,1.0,1.0,7.0,2.0,3.0,1.0,1.0,7.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,5.0,6.0,7.0
hsa-miR-191-3p,2.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
hsa-miR-191-5p,2426.0,889.0,1347.0,907.0,618.0,837.0,1217.0,853.0,1105.0,1474.0,1735.0,933.0,931.0,1180.0,1438.0,280.0,1237.0,538.0,399.0,512.0,1011.0,644.0,610.0,618.0,705.0,1198.0,792.0,1463.0
hsa-miR-1910-3p,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0
hsa-miR-1910-5p,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-1914-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-192-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-5p,504.0,350.0,662.0,74.0,48.0,76.0,220.0,41.0,88.0,258.0,219.0,30.0,150.0,74.0,564.0,80.0,435.0,101.0,61.0,173.0,306.0,100.0,81.0,121.0,165.0,310.0,186.0,475.0
hsa-miR-193a-5p,6.0,5.0,20.0,5.0,6.0,21.0,10.0,2.0,8.0,10.0,7.0,0.0,1.0,5.0,1.0,0.0,4.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0
hsa-miR-193b-3p,145.0,292.0,132.0,378.0,85.0,693.0,229.0,149.0,123.0,39.0,41.0,16.0,174.0,34.0,412.0,432.0,347.0,652.0,355.0,715.0,374.0,829.0,242.0,194.0,203.0,263.0,314.0,368.0
hsa-miR-193b-5p,55.0,72.0,74.0,64.0,16.0,540.0,97.0,42.0,14.0,15.0,14.0,6.0,17.0,9.0,36.0,24.0,38.0,60.0,15.0,49.0,59.0,27.0,2.0,9.0,6.0,12.0,7.0,16.0
hsa-miR-194-3p,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,165.0,41.0,132.0,19.0,8.0,3.0,28.0,10.0,38.0,62.0,102.0,18.0,31.0,24.0,101.0,29.0,83.0,25.0,29.0,63.0,70.0,21.0,49.0,88.0,67.0,167.0,101.0,188.0
hsa-miR-195-3p,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-195-5p,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
hsa-miR-196a-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-197-3p,10.0,25.0,17.0,29.0,4.0,18.0,14.0,7.0,19.0,12.0,13.0,5.0,27.0,9.0,30.0,19.0,35.0,16.0,19.0,32.0,44.0,28.0,42.0,18.0,19.0,39.0,46.0,33.0
hsa-miR-197-5p,0.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-198,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,139.0,58.0,77.0,47.0,30.0,0.0,47.0,6.0,31.0,91.0,29.0,11.0,21.0,3.0,69.0,14.0,80.0,31.0,12.0,29.0,21.0,7.0,16.0,14.0,5.0,49.0,54.0,5.0
hsa-miR-199a-5p,42.0,8.0,46.0,15.0,19.0,3.0,14.0,4.0,7.0,33.0,9.0,6.0,12.0,1.0,20.0,5.0,60.0,17.0,26.0,14.0,12.0,4.0,8.0,5.0,1.0,14.0,17.0,7.0
hsa-miR-199b-3p,0.0,4.0,31.0,14.0,38.0,3.0,10.0,19.0,3.0,5.0,2.0,5.0,6.0,10.0,2.0,2.0,38.0,55.0,29.0,9.0,8.0,25.0,8.0,10.0,16.0,5.0,9.0,41.0
hsa-miR-199b-5p,2.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-19a-3p,7.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,3.0,4.0,3.0
hsa-miR-19b-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,34.0,38.0,20.0,15.0,11.0,32.0,36.0,8.0,15.0,12.0,15.0,5.0,29.0,5.0,68.0,19.0,48.0,27.0,14.0,25.0,45.0,26.0,17.0,30.0,46.0,66.0,61.0,59.0
hsa-miR-200a-3p,7.0,29.0,283.0,17.0,49.0,8.0,176.0,53.0,5.0,18.0,30.0,11.0,12.0,13.0,14.0,1.0,19.0,2.0,7.0,1.0,13.0,2.0,0.0,2.0,2.0,17.0,7.0,8.0
hsa-miR-200a-5p,1.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200b-3p,4.0,13.0,134.0,7.0,24.0,4.0,70.0,25.0,4.0,7.0,6.0,7.0,4.0,9.0,4.0,1.0,7.0,1.0,2.0,1.0,6.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0
hsa-miR-200b-5p,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-200c-3p,23248.0,7725.0,10406.0,7534.0,4505.0,1317.0,10662.0,6222.0,7291.0,10962.0,15216.0,5209.0,5107.0,6542.0,11690.0,2236.0,6492.0,3595.0,3613.0,5150.0,7501.0,3912.0,4519.0,2950.0,4721.0,8513.0,6205.0,8324.0
hsa-miR-200c-5p,1.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
hsa-miR-203a-3p,127.0,96.0,55.0,95.0,61.0,17.0,154.0,12.0,27.0,26.0,24.0,59.0,19.0,42.0,85.0,22.0,119.0,8.0,40.0,36.0,190.0,37.0,37.0,27.0,48.0,104.0,55.0,170.0
hsa-miR-203b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-205-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-205-5p,325.0,310.0,207.0,193.0,44.0,44.0,191.0,111.0,119.0,132.0,226.0,86.0,195.0,47.0,330.0,195.0,351.0,249.0,115.0,223.0,357.0,308.0,132.0,122.0,177.0,382.0,338.0,513.0
hsa-miR-206,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-20a-3p,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-20a-5p,810.0,267.0,253.0,221.0,126.0,9.0,200.0,177.0,235.0,244.0,316.0,103.0,164.0,137.0,695.0,112.0,310.0,220.0,128.0,268.0,190.0,202.0,277.0,172.0,345.0,589.0,642.0,576.0
hsa-miR-20b-5p,5.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,5.0,3.0,0.0,3.0,1.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0
hsa-miR-21-3p,2.0,4.0,15.0,21.0,7.0,12.0,7.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,7.0,5.0,2.0,3.0,1.0,1.0,0.0,4.0,2.0,3.0
hsa-miR-21-5p,12738.0,9056.0,16012.0,12119.0,6640.0,2743.0,14708.0,5023.0,2687.0,9142.0,5699.0,1978.0,5070.0,1926.0,10615.0,2783.0,17363.0,6071.0,4944.0,7618.0,10298.0,5260.0,1774.0,2681.0,3369.0,7552.0,8095.0,7790.0
hsa-miR-210-3p,25.0,53.0,16.0,23.0,7.0,91.0,24.0,8.0,4.0,3.0,4.0,0.0,4.0,1.0,21.0,16.0,14.0,33.0,21.0,24.0,14.0,40.0,6.0,6.0,6.0,8.0,7.0,13.0
hsa-miR-210-5p,1.0,2.0,0.0,2.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-211-5p,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-2110,12.0,11.0,14.0,5.0,2.0,24.0,12.0,3.0,8.0,5.0,9.0,4.0,3.0,2.0,9.0,5.0,8.0,8.0,2.0,3.0,2.0,4.0,5.0,1.0,3.0,4.0,1.0,3.0
hsa-miR-2113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
