miRNA,SRR21012079,SRR21012080,SRR21012081,SRR21012082,SRR21012083,SRR21012084,SRR21012085,SRR21012086
hsa-let-7a-2-3p,81.0,52.0,37.0,69.0,31.0,24.0,32.0,20.0
hsa-let-7a-3p,264.0,176.0,36.0,147.0,313.0,242.0,64.0,56.0
hsa-let-7a-5p,24263.0,24524.0,6834.0,9407.0,39096.0,33908.0,18145.0,19660.0
hsa-let-7b-3p,20.0,16.0,10.0,30.0,34.0,33.0,8.0,7.0
hsa-let-7b-5p,46792.0,78177.0,20063.0,14916.0,25019.0,23967.0,22581.0,20269.0
hsa-let-7c-3p,2.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0
hsa-let-7c-5p,2672.0,2273.0,2126.0,1028.0,1119.0,791.0,1471.0,1579.0
hsa-let-7d-3p,3408.0,3533.0,678.0,2885.0,5785.0,4615.0,2297.0,1983.0
hsa-let-7d-5p,5134.0,3666.0,936.0,1678.0,8983.0,7747.0,2793.0,3090.0
hsa-let-7e-3p,104.0,117.0,33.0,131.0,73.0,58.0,38.0,48.0
hsa-let-7e-5p,2138.0,2798.0,1121.0,1165.0,1905.0,1717.0,1435.0,1581.0
hsa-let-7f-1-3p,27.0,17.0,5.0,26.0,28.0,15.0,5.0,6.0
hsa-let-7f-2-3p,45.0,69.0,24.0,53.0,168.0,136.0,50.0,31.0
hsa-let-7f-5p,19811.0,15689.0,4056.0,6792.0,37807.0,31096.0,12883.0,15087.0
hsa-let-7g-3p,8.0,8.0,1.0,13.0,15.0,8.0,5.0,5.0
hsa-let-7g-5p,14957.0,12010.0,4837.0,6814.0,29413.0,23718.0,9436.0,11064.0
hsa-let-7i-3p,515.0,375.0,189.0,295.0,300.0,207.0,126.0,93.0
hsa-let-7i-5p,141745.0,133367.0,51761.0,34355.0,85670.0,69186.0,62069.0,58459.0
hsa-miR-1-3p,479.0,500.0,64.0,281.0,1513.0,1154.0,522.0,543.0
hsa-miR-1-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-100-3p,9.0,10.0,7.0,4.0,8.0,5.0,4.0,10.0
hsa-miR-100-5p,186482.0,175547.0,83402.0,84100.0,80792.0,61115.0,73981.0,61838.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
hsa-miR-101-3p,14484.0,22120.0,5682.0,20392.0,80342.0,50215.0,25330.0,18683.0
hsa-miR-101-5p,1.0,3.0,1.0,14.0,12.0,19.0,7.0,1.0
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10393-3p,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-10394-3p,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,5.0,3.0,0.0,5.0,14.0,11.0,3.0,5.0
hsa-miR-10399-5p,3.0,2.0,1.0,0.0,16.0,6.0,4.0,3.0
hsa-miR-103a-1-5p,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,20.0,20.0,13.0,15.0,14.0,15.0,18.0
hsa-miR-103a-3p,546.0,7246.0,2028.0,14000.0,32272.0,26034.0,8947.0,2324.0
hsa-miR-10401-3p,96.0,197.0,159.0,163.0,216.0,83.0,92.0,55.0
hsa-miR-10401-5p,2.0,1.0,9.0,6.0,7.0,7.0,1.0,5.0
hsa-miR-105-5p,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10526-3p,42.0,46.0,16.0,9.0,12.0,12.0,15.0,9.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-106a-3p,32.0,16.0,4.0,33.0,115.0,81.0,13.0,14.0
hsa-miR-106a-5p,88.0,68.0,8.0,97.0,202.0,108.0,65.0,34.0
