miRNA,SRR3713941,SRR3713942,SRR3713943,SRR3713944,SRR3713945,SRR3713946
hsa-let-7a-2-3p,3.0,0.0,0.0,0.0,11.0,12.0
hsa-let-7a-3p,62.0,4.0,14.0,0.0,8.0,8.0
hsa-let-7a-5p,3643.0,160.0,1334.0,61.0,11644.0,11888.0
hsa-let-7b-3p,15.0,6.0,1.0,0.0,2.0,2.0
hsa-let-7b-5p,1063.0,815.0,244.0,41.0,778.0,840.0
hsa-let-7c-3p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-let-7c-5p,29.0,3.0,154.0,6.0,80.0,70.0
hsa-let-7d-3p,43.0,134.0,34.0,23.0,112.0,163.0
hsa-let-7d-5p,235.0,17.0,253.0,22.0,734.0,1313.0
hsa-let-7e-3p,9.0,2.0,3.0,0.0,7.0,8.0
hsa-let-7e-5p,318.0,15.0,351.0,10.0,498.0,328.0
hsa-let-7f-1-3p,1.0,0.0,0.0,0.0,1.0,4.0
hsa-let-7f-2-3p,1.0,0.0,0.0,0.0,1.0,1.0
hsa-let-7f-5p,4425.0,104.0,5373.0,90.0,14103.0,13489.0
hsa-let-7g-5p,2100.0,68.0,1057.0,36.0,6199.0,6481.0
hsa-let-7i-3p,5.0,0.0,2.0,0.0,13.0,7.0
hsa-let-7i-5p,2609.0,377.0,2356.0,66.0,12161.0,7627.0
hsa-miR-1-3p,0.0,2.0,0.0,2.0,20.0,10.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-100-5p,5775.0,1914.0,0.0,9.0,97443.0,23607.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-101-3p,318.0,9.0,452.0,13.0,238.0,266.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10394-3p,4.0,1.0,3.0,0.0,0.0,2.0
hsa-miR-10394-5p,2.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-10395-3p,56.0,0.0,43.0,0.0,98.0,61.0
hsa-miR-10395-5p,1.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-10396a-3p,0.0,1.0,0.0,0.0,2.0,3.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-10396b-3p,0.0,0.0,1.0,0.0,16.0,10.0
hsa-miR-10399-3p,2.0,1.0,2.0,0.0,5.0,5.0
hsa-miR-103a-2-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,49.0,23.0,1111.0,13.0,314.0,2979.0
hsa-miR-10401-3p,1.0,82.0,3.0,11.0,12.0,6.0
hsa-miR-10401-5p,0.0,1.0,0.0,0.0,0.0,3.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-10527-5p,1.0,0.0,1.0,0.0,0.0,1.0
