miRNA,ERR5981316,ERR5981317,ERR5981318,ERR5981319,ERR5981320,ERR5981321,ERR5981322,ERR5981323,ERR5981324,ERR5981325,ERR5981326,ERR5981327,ERR5981328,ERR5981329,ERR5981330,ERR5981331,ERR5981332,ERR5981333,ERR5981334,ERR5981335,ERR5981336,ERR5981337,ERR5981338,ERR5981339
hsa-miR-139-3p,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,17.0,0.0,1.0,10.0,3.0,8.0,0.0,0.0,0.0,2.0,4.0
hsa-miR-139-5p,0.0,7.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,0.0,0.0,20.0,18.0,23.0,18.0,0.0
hsa-miR-140-3p,1.0,21111.0,88.0,6261.0,73.0,61.0,5587.0,75.0,27.0,4063.0,128.0,54.0,70.0,82.0,27.0,9872.0,20632.0,40.0,26.0,4339.0,7336.0,6013.0,10211.0,48.0
hsa-miR-140-5p,26.0,4801.0,31.0,1506.0,81.0,36.0,535.0,115.0,59.0,1739.0,363.0,99.0,23.0,0.0,3.0,1397.0,2338.0,2.0,20.0,1014.0,1113.0,1117.0,1958.0,14.0
hsa-miR-141-3p,0.0,142.0,1.0,25.0,7.0,10.0,0.0,90.0,0.0,29.0,26.0,13.0,0.0,15.0,0.0,31.0,72.0,3.0,7.0,28.0,28.0,44.0,199.0,12.0
hsa-miR-141-5p,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,49.0,84.0,41.0,55.0,190.0,154.0,48.0,465.0,136.0,86.0,417.0,639.0,0.0,6.0,21.0,50.0,89.0,12.0,5.0,28.0,68.0,104.0,276.0,25.0
hsa-miR-142-5p,0.0,73.0,10.0,52.0,7.0,0.0,37.0,37.0,13.0,48.0,111.0,46.0,0.0,0.0,0.0,38.0,46.0,0.0,0.0,26.0,55.0,52.0,80.0,0.0
hsa-miR-143-3p,3.0,77116.0,28.0,32752.0,51.0,42.0,12024.0,124.0,34.0,30318.0,98.0,93.0,6.0,25.0,1.0,29419.0,77742.0,17.0,2.0,19673.0,24094.0,33684.0,76089.0,37.0
hsa-miR-143-5p,0.0,1173.0,3.0,1433.0,0.0,0.0,662.0,0.0,0.0,688.0,3.0,0.0,0.0,0.0,0.0,302.0,804.0,2.0,0.0,341.0,603.0,313.0,934.0,0.0
hsa-miR-144-3p,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,19.0,0.0
hsa-miR-144-5p,0.0,4.0,9.0,6.0,3.0,3.0,7.0,14.0,10.0,11.0,23.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,10.0,10.0,13.0,0.0
hsa-miR-145-3p,0.0,1402.0,0.0,387.0,0.0,0.0,189.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,189.0,936.0,0.0,0.0,446.0,223.0,150.0,368.0,0.0
hsa-miR-145-5p,26.0,25479.0,5.0,15159.0,13.0,24.0,13448.0,13.0,8.0,8344.0,23.0,9.0,24.0,30.0,8.0,13737.0,20007.0,13.0,14.0,10365.0,6176.0,4898.0,7458.0,31.0
hsa-miR-1469,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,0.0,37506.0,0.0,18665.0,1.0,10.0,6458.0,3.0,9.0,11245.0,128.0,50.0,18.0,33.0,28.0,47623.0,82830.0,25.0,24.0,35678.0,39012.0,38647.0,58885.0,12.0
hsa-miR-146b-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-146b-5p,0.0,6646.0,6.0,3407.0,17.0,2.0,1731.0,44.0,6.0,2994.0,3.0,12.0,0.0,1.0,5.0,4054.0,6939.0,1.0,1.0,2382.0,3358.0,3439.0,4132.0,56.0
hsa-miR-147b-3p,0.0,42.0,0.0,30.0,0.0,0.0,14.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,47.0,77.0,0.0,0.0,30.0,65.0,61.0,119.0,0.0
hsa-miR-147b-5p,0.0,67.0,0.0,32.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,52.0,75.0,0.0,0.0,31.0,43.0,25.0,99.0,0.0
hsa-miR-148a-3p,0.0,120.0,0.0,27.0,0.0,0.0,11.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,0.0,0.0,25.0,70.0,61.0,99.0,0.0
hsa-miR-148b-3p,2.0,32196.0,11.0,12626.0,18.0,8.0,9544.0,32.0,3.0,16609.0,31.0,30.0,19.0,13.0,2.0,12026.0,30679.0,6.0,6.0,14225.0,16175.0,11670.0,34216.0,4.0
hsa-miR-148b-5p,0.0,556.0,0.0,220.0,0.0,0.0,89.0,0.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,241.0,561.0,0.0,0.0,244.0,269.0,226.0,439.0,0.0
hsa-miR-149-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-149-5p,1.0,18701.0,0.0,12342.0,8.0,5.0,14630.0,0.0,0.0,5541.0,0.0,2.0,8.0,14.0,3.0,13600.0,29032.0,9.0,5.0,12154.0,14846.0,3926.0,6070.0,2.0
hsa-miR-150-5p,0.0,322.0,0.0,161.0,0.0,0.0,156.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,104.0,312.0,0.0,0.0,96.0,92.0,29.0,74.0,0.0
hsa-miR-151a-3p,0.0,416.0,0.0,449.0,0.0,0.0,186.0,0.0,0.0,293.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,3.0,6.0,2.0,5.0,0.0
hsa-miR-151a-5p,0.0,13648.0,1.0,4743.0,12.0,3.0,3251.0,10.0,6.0,3345.0,2.0,3.0,1.0,1.0,0.0,5559.0,8700.0,0.0,0.0,4067.0,3766.0,3201.0,4141.0,0.0
hsa-miR-151b,0.0,55.0,1.0,105.0,4.0,2.0,104.0,4.0,0.0,63.0,6.0,2.0,0.0,1.0,0.0,117.0,182.0,0.0,0.0,5.0,72.0,1.0,101.0,0.0
hsa-miR-152-3p,1814.0,21887.0,5639.0,8786.0,8672.0,5308.0,4706.0,21104.0,6786.0,8971.0,25479.0,11005.0,3271.0,4813.0,2389.0,9129.0,23168.0,2449.0,2166.0,9363.0,11387.0,9646.0,23034.0,3260.0
hsa-miR-152-5p,0.0,35.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,0.0,0.0,23.0,40.0,14.0,30.0,0.0
hsa-miR-153-3p,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-155-5p,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0
hsa-miR-15a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15a-5p,145.0,8990.0,180.0,2705.0,338.0,239.0,1472.0,615.0,171.0,2821.0,556.0,395.0,68.0,133.0,118.0,3721.0,8546.0,66.0,61.0,3287.0,3764.0,3568.0,8433.0,66.0
hsa-miR-15b-3p,8.0,16857.0,41.0,4206.0,117.0,96.0,4292.0,143.0,34.0,3179.0,144.0,77.0,71.0,52.0,34.0,4921.0,10870.0,27.0,17.0,4428.0,5141.0,4417.0,8023.0,21.0
hsa-miR-15b-5p,1.0,87905.0,20.0,28493.0,44.0,27.0,32611.0,34.0,4.0,22983.0,43.0,25.0,33.0,90.0,11.0,30750.0,89535.0,20.0,23.0,39664.0,32456.0,19084.0,32815.0,6.0
hsa-miR-16-1-3p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-2-3p,0.0,2.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-16-5p,826.0,1548496.0,2763.0,363689.0,4503.0,3035.0,255671.0,8706.0,1874.0,298480.0,10975.0,5531.0,1062.0,1704.0,909.0,581249.0,1378296.0,1045.0,1105.0,380819.0,466283.0,457125.0,830665.0,1714.0
hsa-miR-17-3p,0.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
hsa-miR-17-5p,1.0,21448.0,8.0,7007.0,10.0,3.0,3680.0,9.0,0.0,6848.0,19.0,17.0,14.0,12.0,0.0,8515.0,25769.0,4.0,1.0,8840.0,12242.0,8710.0,13930.0,8.0
hsa-miR-181a-2-3p,0.0,1.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0
hsa-miR-181a-3p,0.0,6576.0,0.0,1595.0,2.0,1.0,1613.0,0.0,0.0,1685.0,0.0,0.0,0.0,1.0,0.0,3076.0,7420.0,0.0,0.0,2334.0,2896.0,1965.0,2592.0,0.0
hsa-miR-181a-5p,0.0,26616.0,2.0,8488.0,9.0,8.0,4582.0,1.0,0.0,8916.0,2.0,9.0,11.0,14.0,4.0,8251.0,30953.0,0.0,1.0,16272.0,15092.0,6518.0,6813.0,9.0
hsa-miR-181b-2-3p,0.0,18.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0
hsa-miR-181b-3p,0.0,134.0,0.0,35.0,0.0,0.0,13.0,7.0,0.0,12.0,10.0,7.0,0.0,0.0,0.0,24.0,182.0,0.0,0.0,13.0,94.0,43.0,197.0,0.0
hsa-miR-181b-5p,105.0,18772.0,429.0,6164.0,913.0,1004.0,3360.0,492.0,191.0,5026.0,440.0,662.0,964.0,1888.0,402.0,6663.0,26901.0,512.0,460.0,12875.0,12933.0,3995.0,5213.0,533.0
hsa-miR-181c-3p,0.0,59.0,0.0,16.0,0.0,0.0,4.0,2.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,98.0,298.0,0.0,0.0,109.0,96.0,87.0,209.0,0.0
hsa-miR-181c-5p,0.0,36.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,86.0,197.0,0.0,0.0,107.0,122.0,106.0,100.0,0.0
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,11.0,7.0,2.0,6.0,0.0
hsa-miR-181d-5p,0.0,71.0,0.0,39.0,2.0,0.0,7.0,1.0,0.0,16.0,4.0,0.0,0.0,19.0,3.0,218.0,996.0,7.0,0.0,442.0,494.0,202.0,278.0,3.0
hsa-miR-182-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0
hsa-miR-183-3p,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-183-5p,0.0,30.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0,4.0,9.0,4.0,22.0,0.0
hsa-miR-184,1.0,14023.0,9.0,8809.0,41.0,32.0,7590.0,29.0,4.0,6144.0,17.0,18.0,0.0,3.0,1.0,1080.0,2180.0,2.0,0.0,1075.0,1220.0,459.0,894.0,1.0
hsa-miR-1843,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,60.0,0.0,56.0,15.0,19.0,17.0,6.0,3.0,39.0,9.0,0.0,6.0,12.0,8.0,14.0,66.0,6.0,3.0,41.0,50.0,18.0,33.0,5.0
hsa-miR-185-5p,0.0,9247.0,0.0,3709.0,4.0,10.0,2023.0,20.0,5.0,4285.0,18.0,9.0,2.0,2.0,1.0,5009.0,9750.0,2.0,1.0,4233.0,5599.0,4537.0,8316.0,5.0
hsa-miR-186-3p,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0
hsa-miR-186-5p,0.0,87495.0,23.0,26152.0,151.0,152.0,13348.0,342.0,172.0,17479.0,460.0,181.0,0.0,19.0,24.0,67139.0,69540.0,115.0,22.0,24064.0,28164.0,35603.0,52815.0,103.0
hsa-miR-187-3p,1.0,1208.0,0.0,598.0,3.0,3.0,446.0,4.0,0.0,394.0,5.0,0.0,1.0,1.0,1.0,1075.0,2273.0,0.0,0.0,1119.0,1086.0,697.0,970.0,2.0
hsa-miR-187-5p,0.0,33.0,0.0,19.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,75.0,0.0,0.0,15.0,19.0,4.0,21.0,0.0
hsa-miR-188-3p,0.0,73.0,0.0,26.0,0.0,0.0,6.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,41.0,44.0,0.0,0.0,15.0,25.0,30.0,70.0,0.0
hsa-miR-188-5p,0.0,297.0,0.0,155.0,0.0,3.0,93.0,1.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,125.0,403.0,0.0,0.0,111.0,251.0,155.0,410.0,0.0
hsa-miR-18a-3p,102.0,309.0,52.0,95.0,295.0,540.0,74.0,34.0,24.0,73.0,53.0,68.0,547.0,800.0,384.0,200.0,823.0,231.0,488.0,263.0,663.0,76.0,107.0,118.0
hsa-miR-18a-5p,0.0,9611.0,17.0,2797.0,2.0,30.0,992.0,15.0,18.0,2943.0,12.0,54.0,10.0,6.0,19.0,4677.0,10103.0,13.0,0.0,1781.0,6642.0,4522.0,10070.0,3.0
hsa-miR-18b-5p,0.0,4.0,0.0,7.0,27.0,0.0,0.0,45.0,0.0,144.0,23.0,0.0,0.0,0.0,0.0,237.0,7.0,0.0,0.0,0.0,6.0,266.0,723.0,9.0
hsa-miR-190a-5p,0.0,38694.0,6.0,12836.0,1.0,1.0,6129.0,10.0,1.0,10089.0,10.0,5.0,15.0,2.0,0.0,8476.0,16869.0,1.0,0.0,4229.0,8988.0,7865.0,28567.0,0.0
hsa-miR-190b-5p,0.0,1742.0,0.0,400.0,0.0,0.0,240.0,1.0,1.0,340.0,0.0,1.0,0.0,0.0,0.0,775.0,1379.0,0.0,0.0,479.0,781.0,606.0,1254.0,0.0
hsa-miR-191-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
hsa-miR-191-5p,43.0,232405.0,196.0,121735.0,449.0,475.0,108122.0,178.0,53.0,44259.0,232.0,119.0,144.0,393.0,204.0,123832.0,247588.0,175.0,162.0,80288.0,91964.0,46317.0,75407.0,147.0
hsa-miR-1910-3p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1910-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,6.0,8.0,3.0,10.0,0.0
hsa-miR-192-5p,0.0,1956.0,0.0,742.0,0.0,2.0,416.0,0.0,0.0,551.0,2.0,5.0,0.0,0.0,0.0,1126.0,1960.0,1.0,0.0,719.0,1013.0,1180.0,1683.0,1.0
hsa-miR-193a-3p,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
hsa-miR-193a-5p,0.0,11.0,0.0,48.0,3.0,0.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-193b-3p,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-193b-5p,0.0,3.0,0.0,79.0,0.0,0.0,29.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,16.0,0.0,2.0,0.0
hsa-miR-194-3p,0.0,2.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,16.0,32.0,0.0,2.0,0.0
hsa-miR-194-5p,0.0,1325.0,65.0,393.0,173.0,103.0,217.0,285.0,40.0,406.0,205.0,217.0,95.0,93.0,27.0,901.0,1512.0,80.0,47.0,646.0,492.0,719.0,1014.0,131.0
hsa-miR-195-3p,0.0,346.0,1.0,129.0,0.0,0.0,129.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,47.0,199.0,0.0,0.0,37.0,73.0,27.0,104.0,0.0
hsa-miR-195-5p,125.0,14482.0,204.0,4240.0,447.0,202.0,2529.0,767.0,210.0,4333.0,850.0,508.0,0.0,62.0,17.0,1864.0,4988.0,27.0,32.0,1946.0,1643.0,1602.0,3249.0,24.0
hsa-miR-196a-3p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,63.0,1455.0,127.0,1172.0,86.0,49.0,563.0,151.0,38.0,1027.0,136.0,119.0,5.0,7.0,18.0,52.0,118.0,4.0,8.0,38.0,81.0,32.0,89.0,10.0
hsa-miR-196b-3p,0.0,40.0,0.0,26.0,0.0,0.0,4.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,0.0,1.0,8.0,38.0,108.0,0.0
hsa-miR-196b-5p,1665.0,44303.0,7172.0,14582.0,9845.0,5017.0,10765.0,11062.0,3300.0,14858.0,12575.0,9723.0,3314.0,3989.0,3214.0,17335.0,39063.0,2138.0,1798.0,11942.0,24378.0,13905.0,35103.0,2275.0
hsa-miR-197-3p,0.0,15.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,3.0,33366.0,25.0,8217.0,26.0,55.0,6641.0,92.0,13.0,12733.0,91.0,53.0,3.0,43.0,14.0,11085.0,34857.0,14.0,10.0,12530.0,12751.0,7853.0,2022.0,30.0
hsa-miR-199a-5p,0.0,52.0,1.0,14.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,0.0,0.0,9.0,39.0,25.0,45.0,0.0
hsa-miR-199b-3p,0.0,21341.0,30.0,8469.0,38.0,8.0,2187.0,39.0,18.0,2730.0,45.0,43.0,0.0,5.0,0.0,10780.0,8575.0,3.0,6.0,2698.0,8654.0,12919.0,40125.0,10.0
hsa-miR-199b-5p,0.0,71.0,0.0,73.0,0.0,0.0,36.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
hsa-miR-19a-3p,0.0,5193.0,3.0,1789.0,12.0,4.0,554.0,47.0,27.0,1944.0,62.0,37.0,2.0,0.0,4.0,2454.0,5036.0,2.0,0.0,893.0,2932.0,3311.0,9211.0,15.0
hsa-miR-19a-5p,0.0,14.0,8.0,10.0,15.0,4.0,12.0,64.0,24.0,8.0,17.0,49.0,0.0,0.0,0.0,14.0,15.0,1.0,0.0,6.0,13.0,10.0,50.0,2.0
hsa-miR-19b-1-5p,0.0,85.0,0.0,28.0,0.0,0.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,42.0,165.0,0.0,0.0,37.0,68.0,46.0,72.0,0.0
hsa-miR-19b-3p,6.0,56056.0,8.0,21611.0,40.0,45.0,7943.0,199.0,31.0,19886.0,230.0,82.0,6.0,11.0,12.0,37925.0,56460.0,23.0,3.0,15147.0,32175.0,37709.0,73572.0,33.0
hsa-miR-200a-3p,0.0,157.0,0.0,55.0,0.0,0.0,11.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,91.0,381.0,0.0,0.0,74.0,81.0,92.0,421.0,0.0
hsa-miR-200a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
hsa-miR-200b-3p,0.0,134.0,0.0,34.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,75.0,235.0,0.0,0.0,126.0,59.0,70.0,108.0,0.0
hsa-miR-200b-5p,0.0,3.0,7.0,2.0,7.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,3.0,7.0,12.0,1.0,6.0,8.0,1.0,0.0,3.0,0.0
hsa-miR-200c-3p,83.0,491.0,66.0,211.0,33.0,19.0,148.0,38.0,17.0,90.0,24.0,13.0,81.0,156.0,52.0,191.0,650.0,51.0,112.0,265.0,179.0,76.0,195.0,38.0
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-202-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-203a-3p,0.0,16.0,0.0,145.0,0.0,0.0,22.0,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,307.0,188.0,0.0,0.0,99.0,17.0,210.0,59.0,0.0
hsa-miR-204-5p,0.0,128.0,0.0,22.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,28.0,57.0,0.0,0.0,11.0,28.0,13.0,23.0,0.0
hsa-miR-205-5p,0.0,0.0,0.0,9.0,0.0,0.0,22.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,6.0,11.0,7.0,0.0
hsa-miR-2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,28.0,62.0,9.0,25.0,50.0,36.0,8.0,20.0,10.0,10.0,65.0,28.0,23.0,63.0,18.0,21.0,44.0,20.0,3.0,45.0,32.0,18.0,41.0,50.0
hsa-miR-208b-3p,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-20a-3p,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-20a-5p,5.0,63610.0,21.0,26548.0,37.0,35.0,10890.0,70.0,17.0,29230.0,73.0,50.0,8.0,21.0,18.0,32421.0,106142.0,4.0,3.0,24608.0,55790.0,33147.0,91748.0,11.0
hsa-miR-20b-5p,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0
hsa-miR-21-3p,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
hsa-miR-21-5p,14.0,171796.0,38.0,39704.0,51.0,38.0,9212.0,110.0,32.0,42002.0,71.0,103.0,22.0,58.0,21.0,69650.0,199664.0,40.0,1.0,41816.0,62677.0,80428.0,210482.0,43.0
hsa-miR-210-3p,0.0,339.0,1.0,441.0,0.0,0.0,256.0,0.0,0.0,300.0,1.0,0.0,0.0,0.0,0.0,100.0,451.0,0.0,1.0,184.0,232.0,101.0,217.0,0.0
hsa-miR-211-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
hsa-miR-211-5p,0.0,15.0,0.0,16.0,0.0,0.0,11.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,27.0,117.0,0.0,0.0,24.0,28.0,28.0,30.0,0.0
hsa-miR-2110,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2114-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,147.0,0.0,59.0,0.0,0.0,15.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,87.0,308.0,0.0,0.0,231.0,119.0,50.0,103.0,0.0
