miRNA,SRR26898689,SRR26898688,SRR26898687,SRR26898686,SRR26898685,SRR26898684
hsa-let-7a-3p,1.0,15.0,0.0,2.0,0.0,1.0
hsa-let-7a-5p,62.0,1151.0,119.0,447.0,42.0,367.0
hsa-let-7b-3p,0.0,17.0,0.0,0.0,0.0,1.0
hsa-let-7b-5p,163.0,4583.0,248.0,493.0,91.0,359.0
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,1.0
hsa-let-7c-5p,30.0,477.0,35.0,43.0,15.0,49.0
hsa-let-7d-3p,6.0,129.0,5.0,29.0,2.0,30.0
hsa-let-7d-5p,2.0,53.0,9.0,21.0,5.0,13.0
hsa-let-7e-3p,0.0,3.0,0.0,1.0,0.0,0.0
hsa-let-7e-5p,7.0,8.0,3.0,4.0,1.0,4.0
hsa-let-7f-1-3p,1.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,66.0,368.0,144.0,285.0,65.0,214.0
hsa-let-7g-5p,37.0,189.0,48.0,33.0,23.0,19.0
hsa-let-7i-5p,98.0,250.0,154.0,140.0,108.0,65.0
hsa-miR-1-3p,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,570.0,15871.0,1036.0,1384.0,691.0,943.0
hsa-miR-101-3p,3.0,13.0,5.0,4.0,3.0,3.0
hsa-miR-10394-3p,1.0,11.0,0.0,2.0,0.0,2.0
hsa-miR-10395-3p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,7.0
hsa-miR-10396a-5p,1.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-10396b-3p,0.0,3.0,0.0,0.0,0.0,2.0
hsa-miR-10396b-5p,1.0,20.0,0.0,0.0,0.0,2.0
hsa-miR-103a-3p,2.0,4.0,0.0,4.0,0.0,1.0
hsa-miR-10401-3p,5.0,2.0,1.0,2.0,0.0,20.0
hsa-miR-10401-5p,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,9.0,49.0,1.0,2.0,2.0,2.0
hsa-miR-106b-5p,0.0,3.0,1.0,0.0,1.0,0.0
hsa-miR-107,0.0,0.0,2.0,0.0,2.0,0.0
hsa-miR-10a-3p,0.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-10a-5p,100.0,3050.0,213.0,272.0,96.0,298.0
hsa-miR-10b-3p,0.0,8.0,0.0,1.0,4.0,0.0
hsa-miR-10b-5p,215.0,3297.0,444.0,284.0,162.0,530.0
hsa-miR-1180-3p,5.0,66.0,6.0,5.0,0.0,2.0
hsa-miR-1181,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,2.0,0.0,0.0,2.0,0.0
hsa-miR-122-5p,7.0,2.0,1.0,1.0,3.0,9.0
hsa-miR-1226-3p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1246,15.0,411.0,25.0,44.0,10.0,26.0
hsa-miR-1248,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1255a,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,0.0,9.0,0.0,1.0,0.0,1.0
hsa-miR-125a-5p,45.0,516.0,122.0,66.0,51.0,90.0
hsa-miR-125b-1-3p,2.0,69.0,1.0,5.0,2.0,10.0
hsa-miR-125b-2-3p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,36.0,1042.0,71.0,140.0,36.0,142.0
hsa-miR-126-3p,4.0,4.0,9.0,4.0,5.0,3.0
hsa-miR-1260b,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-1262,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-1267,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,15.0,267.0,20.0,60.0,27.0,36.0
hsa-miR-1271-5p,0.0,12.0,0.0,0.0,0.0,0.0
