miRNA,SRR8397254,SRR8397255,SRR8397256,SRR8397257
hsa-let-7a-2-3p,0.0,5.0,1.0,1.0
hsa-let-7a-3p,8.0,39.0,17.0,8.0
hsa-let-7a-5p,274.0,1322.0,591.0,53.0
hsa-let-7b-3p,0.0,2.0,4.0,3.0
hsa-let-7b-5p,178.0,8897.0,693.0,239.0
hsa-let-7c-3p,1.0,0.0,2.0,0.0
hsa-let-7c-5p,105.0,1809.0,291.0,47.0
hsa-let-7d-3p,4.0,44.0,24.0,12.0
hsa-let-7d-5p,16.0,204.0,34.0,9.0
hsa-let-7e-3p,0.0,1.0,2.0,2.0
hsa-let-7e-5p,23.0,125.0,50.0,3.0
hsa-let-7f-1-3p,1.0,13.0,0.0,3.0
hsa-let-7f-2-3p,2.0,30.0,7.0,6.0
hsa-let-7f-5p,342.0,1131.0,681.0,35.0
hsa-let-7g-3p,1.0,12.0,0.0,0.0
hsa-let-7g-5p,441.0,2641.0,900.0,79.0
hsa-let-7i-3p,1.0,23.0,3.0,4.0
hsa-let-7i-5p,325.0,37735.0,2821.0,1841.0
hsa-miR-1-3p,7.0,10.0,14.0,0.0
hsa-miR-100-5p,616.0,27664.0,3522.0,3095.0
hsa-miR-101-3p,185.0,9037.0,1124.0,305.0
hsa-miR-101-5p,0.0,2.0,1.0,0.0
hsa-miR-10396a-3p,0.0,0.0,3.0,4.0
hsa-miR-10396a-5p,0.0,1.0,0.0,2.0
hsa-miR-10396b-3p,0.0,0.0,2.0,1.0
hsa-miR-10396b-5p,0.0,1.0,2.0,0.0
hsa-miR-10398-3p,0.0,0.0,1.0,0.0
hsa-miR-10399-3p,0.0,6.0,1.0,1.0
hsa-miR-103a-2-5p,0.0,3.0,3.0,0.0
hsa-miR-103a-3p,184.0,429.0,285.0,46.0
hsa-miR-10400-5p,202.0,12.0,13.0,6.0
hsa-miR-10401-3p,2.0,15.0,3.0,1.0
hsa-miR-10401-5p,1.0,1.0,1.0,1.0
hsa-miR-105-5p,1.0,1.0,2.0,0.0
hsa-miR-10526-3p,2.0,5.0,0.0,0.0
hsa-miR-10527-5p,0.0,1.0,0.0,0.0
hsa-miR-106a-5p,0.0,138.0,0.0,0.0
hsa-miR-106b-3p,10.0,966.0,126.0,67.0
hsa-miR-106b-5p,10.0,298.0,22.0,9.0
hsa-miR-107,42.0,948.0,26.0,0.0
hsa-miR-10a-3p,0.0,399.0,40.0,12.0
hsa-miR-10a-5p,20.0,8037.0,887.0,610.0
hsa-miR-10b-3p,1.0,278.0,29.0,15.0
hsa-miR-10b-5p,40.0,16771.0,2602.0,1300.0
hsa-miR-1180-3p,16.0,316.0,54.0,30.0
hsa-miR-1185-1-3p,2.0,25.0,8.0,3.0
hsa-miR-1185-2-3p,0.0,4.0,7.0,3.0
hsa-miR-1185-5p,0.0,6.0,1.0,0.0
hsa-miR-1193,0.0,3.0,0.0,0.0
hsa-miR-1197,0.0,264.0,12.0,2.0
hsa-miR-12136,1.0,43.0,1.0,2.0
hsa-miR-122-5p,22.0,2081.0,42.0,31.0
hsa-miR-1226-3p,0.0,1.0,0.0,1.0
hsa-miR-1227-3p,0.0,0.0,0.0,1.0
hsa-miR-124-3p,108.0,119.0,201.0,0.0
hsa-miR-124-5p,6.0,9.0,13.0,0.0
hsa-miR-1246,150.0,2165.0,313.0,258.0
hsa-miR-1248,0.0,1.0,1.0,0.0
hsa-miR-1249-3p,0.0,4.0,4.0,0.0
hsa-miR-1250-5p,1.0,8.0,1.0,1.0
hsa-miR-1252-5p,0.0,4.0,0.0,0.0
hsa-miR-1255a,0.0,3.0,0.0,0.0
hsa-miR-1255b-5p,0.0,1.0,0.0,0.0
hsa-miR-125a-3p,1.0,104.0,8.0,6.0
hsa-miR-125a-5p,153.0,219.0,331.0,26.0
hsa-miR-125b-1-3p,4.0,195.0,19.0,6.0
hsa-miR-125b-2-3p,0.0,53.0,8.0,5.0
hsa-miR-125b-5p,387.0,1045.0,940.0,105.0
hsa-miR-126-3p,179.0,65110.0,3081.0,3386.0
hsa-miR-126-5p,23.0,15117.0,1281.0,875.0
hsa-miR-1260b,1.0,21.0,1.0,0.0
hsa-miR-1262,0.0,18.0,2.0,1.0
hsa-miR-1266-5p,0.0,2.0,0.0,0.0
hsa-miR-1267,0.0,2.0,0.0,0.0
hsa-miR-1268a,1.0,39.0,1.0,0.0
hsa-miR-1268b,1.0,18.0,1.0,0.0
hsa-miR-127-3p,90.0,878.0,274.0,89.0
hsa-miR-127-5p,7.0,152.0,17.0,3.0
hsa-miR-1270,0.0,4.0,0.0,0.0
hsa-miR-1271-3p,0.0,3.0,1.0,0.0
hsa-miR-1271-5p,1.0,33.0,7.0,1.0
hsa-miR-1273c,0.0,0.0,1.0,0.0
hsa-miR-1273h-5p,10.0,18.0,12.0,7.0
hsa-miR-1275,0.0,2.0,1.0,0.0
hsa-miR-1277-3p,0.0,7.0,1.0,0.0
hsa-miR-1278,0.0,13.0,0.0,0.0
hsa-miR-128-1-5p,2.0,1.0,3.0,0.0
hsa-miR-128-3p,2079.0,2547.0,4656.0,12.0
hsa-miR-1285-3p,0.0,27.0,4.0,1.0
hsa-miR-1285-5p,3.0,56.0,4.0,5.0
hsa-miR-1287-3p,0.0,1.0,0.0,0.0
hsa-miR-1287-5p,1.0,41.0,3.0,2.0
hsa-miR-1288-3p,0.0,1.0,0.0,0.0
hsa-miR-129-1-3p,3.0,4.0,17.0,0.0
hsa-miR-129-2-3p,4.0,9.0,10.0,0.0
hsa-miR-129-5p,59.0,65.0,133.0,1.0
hsa-miR-1291,0.0,3.0,0.0,2.0
hsa-miR-1292-5p,0.0,1.0,0.0,0.0
hsa-miR-1293,0.0,3.0,0.0,1.0
hsa-miR-1294,0.0,17.0,0.0,0.0
hsa-miR-1296-3p,0.0,0.0,1.0,0.0
hsa-miR-1296-5p,5.0,10.0,8.0,0.0
hsa-miR-1297,0.0,7.0,0.0,1.0
hsa-miR-1298-5p,0.0,0.0,2.0,0.0
hsa-miR-1299,0.0,0.0,0.0,1.0
hsa-miR-1301-3p,1.0,36.0,12.0,2.0
hsa-miR-1303,0.0,10.0,3.0,1.0
hsa-miR-1304-3p,0.0,0.0,0.0,1.0
hsa-miR-1304-5p,0.0,27.0,0.0,0.0
hsa-miR-1306-3p,0.0,12.0,1.0,1.0
hsa-miR-1306-5p,0.0,2.0,0.0,0.0
hsa-miR-1307-3p,135.0,555.0,94.0,40.0
hsa-miR-1307-5p,13.0,106.0,54.0,32.0
hsa-miR-130a-3p,1.0,159.0,14.0,7.0
hsa-miR-130b-3p,2.0,259.0,14.0,11.0
hsa-miR-130b-5p,1.0,1.0,1.0,0.0
hsa-miR-132-3p,32.0,122.0,50.0,9.0
hsa-miR-132-5p,13.0,18.0,26.0,0.0
hsa-miR-133a-3p,0.0,1.0,4.0,1.0
hsa-miR-134-3p,0.0,1.0,1.0,0.0
hsa-miR-134-5p,317.0,3014.0,361.0,257.0
hsa-miR-135a-3p,0.0,1.0,0.0,0.0
hsa-miR-135a-5p,2.0,5.0,5.0,0.0
hsa-miR-135b-5p,1.0,0.0,0.0,0.0
hsa-miR-136-3p,11.0,443.0,83.0,20.0
hsa-miR-136-5p,9.0,182.0,9.0,5.0
hsa-miR-137-3p,8.0,224.0,34.0,6.0
hsa-miR-137-5p,0.0,2.0,2.0,0.0
hsa-miR-138-5p,26.0,34.0,57.0,1.0
hsa-miR-139-3p,5.0,28.0,17.0,1.0
hsa-miR-139-5p,78.0,131.0,175.0,5.0
hsa-miR-140-3p,21.0,1070.0,262.0,105.0
hsa-miR-140-5p,4.0,1474.0,39.0,33.0
hsa-miR-141-3p,2.0,1.0,0.0,0.0
hsa-miR-141-5p,1.0,0.0,0.0,0.0
hsa-miR-142-3p,0.0,5.0,5.0,0.0
hsa-miR-142-5p,2.0,9.0,3.0,0.0
hsa-miR-143-3p,127.0,314.0,233.0,4.0
hsa-miR-143-5p,3.0,6.0,3.0,0.0
hsa-miR-144-3p,2.0,3.0,3.0,0.0
hsa-miR-144-5p,0.0,3.0,0.0,0.0
hsa-miR-145-3p,0.0,1.0,1.0,1.0
hsa-miR-145-5p,6.0,6.0,16.0,0.0
hsa-miR-146a-3p,0.0,3.0,0.0,1.0
hsa-miR-146a-5p,87.0,15579.0,4502.0,2463.0
hsa-miR-146b-5p,65.0,177.0,159.0,10.0
hsa-miR-147b-3p,0.0,2.0,0.0,0.0
hsa-miR-148a-3p,446.0,1067.0,650.0,11.0
hsa-miR-148a-5p,4.0,10.0,3.0,0.0
hsa-miR-148b-3p,72.0,5358.0,386.0,153.0
hsa-miR-148b-5p,0.0,8.0,0.0,3.0
hsa-miR-149-5p,13.0,16.0,40.0,1.0
hsa-miR-150-5p,1.0,0.0,1.0,0.0
hsa-miR-151a-3p,112.0,8841.0,784.0,861.0
hsa-miR-151a-5p,3.0,24.0,3.0,1.0
hsa-miR-151b,0.0,9.0,1.0,1.0
hsa-miR-152-3p,22.0,8113.0,534.0,298.0
hsa-miR-152-5p,0.0,4.0,1.0,1.0
hsa-miR-153-3p,4.0,2.0,6.0,0.0
hsa-miR-154-3p,1.0,4.0,0.0,0.0
hsa-miR-154-5p,0.0,113.0,9.0,4.0
hsa-miR-155-5p,1.0,268.0,12.0,8.0
hsa-miR-15a-3p,0.0,1.0,0.0,0.0
hsa-miR-15a-5p,0.0,57.0,6.0,1.0
hsa-miR-15b-3p,1.0,44.0,10.0,2.0
hsa-miR-15b-5p,0.0,252.0,13.0,7.0
hsa-miR-16-1-3p,0.0,0.0,1.0,0.0
hsa-miR-16-2-3p,1.0,378.0,24.0,13.0
hsa-miR-16-5p,10.0,2652.0,131.0,123.0
hsa-miR-17-3p,0.0,7.0,1.0,2.0
hsa-miR-17-5p,13.0,9423.0,312.0,108.0
hsa-miR-181a-2-3p,1.0,147.0,14.0,4.0
hsa-miR-181a-3p,7.0,52.0,25.0,4.0
hsa-miR-181a-5p,235.0,1687.0,808.0,179.0
hsa-miR-181b-2-3p,0.0,5.0,0.0,0.0
hsa-miR-181b-3p,0.0,17.0,2.0,1.0
hsa-miR-181b-5p,63.0,3545.0,419.0,222.0
hsa-miR-181c-3p,4.0,56.0,22.0,3.0
hsa-miR-181c-5p,6.0,45.0,13.0,2.0
hsa-miR-181d-5p,22.0,254.0,83.0,5.0
hsa-miR-182-3p,0.0,0.0,1.0,0.0
hsa-miR-182-5p,14.0,10.0,7.0,0.0
hsa-miR-183-5p,8.0,9.0,9.0,0.0
hsa-miR-1843,3.0,13.0,15.0,0.0
hsa-miR-185-3p,0.0,30.0,5.0,1.0
hsa-miR-185-5p,23.0,2220.0,199.0,72.0
hsa-miR-186-5p,28.0,2693.0,410.0,153.0
hsa-miR-187-3p,1.0,2.0,0.0,0.0
hsa-miR-188-5p,0.0,37.0,3.0,5.0
hsa-miR-18a-3p,1.0,14.0,0.0,2.0
hsa-miR-18a-5p,0.0,173.0,10.0,2.0
hsa-miR-18b-5p,0.0,7.0,0.0,0.0
hsa-miR-1908-5p,1.0,26.0,0.0,0.0
hsa-miR-190a-5p,0.0,1.0,0.0,0.0
hsa-miR-190b-5p,1.0,27.0,2.0,1.0
hsa-miR-191-3p,1.0,1.0,2.0,0.0
hsa-miR-191-5p,70.0,237.0,178.0,20.0
hsa-miR-1910-5p,0.0,4.0,1.0,1.0
hsa-miR-1915-3p,0.0,2.0,4.0,3.0
hsa-miR-192-5p,4.0,133.0,7.0,5.0
hsa-miR-193a-3p,0.0,58.0,7.0,5.0
hsa-miR-193a-5p,75.0,657.0,75.0,37.0
hsa-miR-193b-3p,7.0,35.0,12.0,4.0
hsa-miR-193b-5p,8.0,15.0,2.0,0.0
hsa-miR-194-5p,0.0,9.0,4.0,2.0
hsa-miR-195-3p,0.0,13.0,5.0,1.0
hsa-miR-195-5p,1.0,170.0,14.0,4.0
hsa-miR-196a-5p,0.0,2.0,0.0,0.0
hsa-miR-196b-3p,0.0,5.0,3.0,0.0
hsa-miR-196b-5p,0.0,762.0,42.0,25.0
hsa-miR-197-3p,7.0,67.0,34.0,16.0
hsa-miR-197-5p,0.0,4.0,0.0,0.0
hsa-miR-199a-3p,57.0,622.0,72.0,34.0
hsa-miR-199a-5p,27.0,691.0,93.0,16.0
hsa-miR-199b-3p,2.0,1982.0,265.0,97.0
hsa-miR-199b-5p,17.0,25.0,15.0,0.0
hsa-miR-19a-3p,0.0,607.0,32.0,14.0
hsa-miR-19b-3p,11.0,6777.0,249.0,120.0
hsa-miR-200a-3p,17.0,20.0,14.0,2.0
hsa-miR-200a-5p,0.0,1.0,0.0,0.0
hsa-miR-200b-3p,19.0,32.0,26.0,0.0
hsa-miR-200b-5p,0.0,2.0,0.0,0.0
hsa-miR-200c-3p,33.0,18.0,50.0,0.0
hsa-miR-203a-3p,3.0,5.0,6.0,1.0
hsa-miR-204-3p,0.0,1.0,1.0,0.0
hsa-miR-204-5p,8.0,5.0,7.0,0.0
hsa-miR-206,0.0,1.0,0.0,0.0
hsa-miR-20a-3p,0.0,1.0,1.0,2.0
hsa-miR-20a-5p,41.0,18239.0,486.0,246.0
hsa-miR-20b-5p,0.0,2.0,0.0,0.0
hsa-miR-21-3p,2.0,1239.0,185.0,64.0
hsa-miR-21-5p,733.0,424357.0,53230.0,27439.0
