miRNA,SRR18209604,SRR18209605,SRR18209606,SRR18209607,SRR18209608,SRR18209609,SRR18209610,SRR18209611,SRR18209612,SRR18209613,SRR18209614,SRR18209615
hsa-let-7a-3p,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
hsa-let-7a-5p,4809.0,4178.0,7454.0,3661.0,9142.0,8019.0,14286.0,6819.0,14078.0,7470.0,32224.0,5302.0
hsa-let-7b-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-let-7b-5p,5496.0,6857.0,10064.0,6134.0,19092.0,10996.0,30293.0,5369.0,35180.0,7557.0,14770.0,11141.0
hsa-let-7c-5p,105.0,87.0,192.0,78.0,179.0,216.0,114.0,42.0,287.0,146.0,324.0,202.0
hsa-let-7d-3p,121.0,234.0,205.0,183.0,311.0,290.0,862.0,133.0,813.0,444.0,396.0,98.0
hsa-let-7d-5p,519.0,710.0,1172.0,486.0,1271.0,1258.0,3137.0,430.0,3510.0,1004.0,4783.0,753.0
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-let-7e-5p,142.0,114.0,256.0,67.0,115.0,133.0,300.0,145.0,261.0,227.0,621.0,208.0
hsa-let-7f-5p,3100.0,3089.0,5305.0,2256.0,6248.0,6321.0,10776.0,2868.0,9340.0,5592.0,27475.0,3221.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-let-7g-5p,564.0,892.0,998.0,509.0,1466.0,1320.0,3765.0,893.0,3716.0,1314.0,6071.0,421.0
hsa-let-7i-5p,2615.0,3576.0,5448.0,2710.0,8082.0,8388.0,21494.0,1342.0,24111.0,3783.0,19889.0,2346.0
hsa-miR-1-3p,108.0,6.0,23.0,12.0,170.0,314.0,80.0,0.0,43.0,30.0,126.0,38.0
hsa-miR-100-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-100-5p,10.0,11.0,70.0,39.0,26.0,38.0,30.0,13.0,29.0,33.0,36.0,6.0
hsa-miR-101-3p,84.0,120.0,192.0,82.0,196.0,429.0,837.0,1.0,727.0,114.0,171.0,241.0
hsa-miR-101-5p,0.0,2.0,0.0,2.0,2.0,2.0,5.0,0.0,2.0,0.0,4.0,0.0
hsa-miR-10226,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-10395-3p,1.0,4.0,1.0,0.0,0.0,0.0,3.0,39.0,3.0,1.0,1.0,8.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10399-3p,6.0,1.0,3.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,4.0,0.0
hsa-miR-103a-3p,444.0,173.0,788.0,1057.0,1371.0,664.0,5278.0,534.0,2310.0,1704.0,1383.0,76.0
hsa-miR-10401-3p,4.0,5.0,7.0,5.0,5.0,10.0,10.0,0.0,20.0,13.0,2.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0
hsa-miR-106a-5p,0.0,4.0,0.0,0.0,5.0,3.0,33.0,0.0,41.0,2.0,8.0,0.0
hsa-miR-106b-3p,35.0,218.0,115.0,103.0,252.0,196.0,1076.0,0.0,1024.0,153.0,265.0,102.0
hsa-miR-106b-5p,1.0,20.0,18.0,10.0,26.0,44.0,132.0,0.0,138.0,12.0,13.0,22.0
hsa-miR-107,8.0,162.0,8.0,222.0,352.0,839.0,85.0,0.0,52.0,702.0,844.0,120.0
hsa-miR-10a-3p,0.0,0.0,9.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,3.0,0.0
hsa-miR-10a-5p,809.0,369.0,1087.0,567.0,847.0,1035.0,783.0,406.0,547.0,804.0,1673.0,518.0
hsa-miR-10b-3p,0.0,1.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
hsa-miR-10b-5p,6551.0,1442.0,5897.0,3873.0,4982.0,7307.0,2960.0,2625.0,1854.0,3574.0,6368.0,2734.0
hsa-miR-11400,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-1180-3p,54.0,117.0,66.0,51.0,78.0,76.0,497.0,0.0,603.0,58.0,64.0,41.0
hsa-miR-1185-1-3p,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
