miRNA,SRR20693446,SRR20693447,SRR20693448,SRR20693449,SRR20693450,SRR20693451
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.75,0.0
hsa-let-7a-5p,0.0,9.96,0.0,27.47,7.89,17.15
hsa-let-7b-5p,255.85,276.56,490.98,230.85,161.65,245.7
hsa-let-7c-5p,24.46,0.0,0.0,0.0,0.38,7.06
hsa-let-7d-5p,0.0,0.0,0.0,1.39,0.0,0.0
hsa-let-7e-5p,0.63,5.36,2.96,4.87,1.5,5.55
hsa-let-7f-5p,0.0,0.0,0.0,13.56,9.02,16.65
hsa-let-7g-5p,0.63,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,18.81,52.86,0.74,14.25,3.01,7.57
hsa-miR-1-3p,0.0,0.0,0.74,0.0,0.0,0.0
hsa-miR-100-5p,31.35,21.45,0.0,8.69,14.66,8.58
hsa-miR-101-3p,132.94,113.38,58.5,119.94,170.67,170.03
hsa-miR-103a-3p,2124.53,2134.35,2102.41,1840.2,1825.16,2223.95
hsa-miR-10526-3p,0.0,16.09,0.0,0.0,0.0,0.0
hsa-miR-107,0.0,15.32,0.0,11.82,12.41,22.2
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,1.13,0.0
hsa-miR-10a-5p,175.58,231.36,289.55,69.53,82.71,80.72
hsa-miR-10b-5p,0.0,0.0,0.0,0.35,1.5,0.0
hsa-miR-12136,17.56,0.77,0.0,4.52,0.75,2.52
hsa-miR-1246,1.25,0.77,1.48,0.35,0.38,1.01
hsa-miR-125a-5p,7.52,56.69,57.02,13.56,10.9,3.53
hsa-miR-125b-5p,89.67,136.37,159.22,69.19,72.18,91.82
hsa-miR-1262,0.0,0.0,0.0,0.0,0.0,2.02
hsa-miR-127-3p,97.2,180.8,50.36,99.08,88.34,69.62
hsa-miR-1273h-5p,0.0,0.0,0.0,0.0,0.0,2.52
hsa-miR-1285-5p,0.0,0.0,0.0,0.35,2.26,2.02
hsa-miR-1306-5p,0.63,0.0,0.0,0.0,0.0,0.0
hsa-miR-1307-3p,453.38,522.48,509.5,94.57,131.95,97.88
hsa-miR-134-5p,0.0,0.77,0.0,0.35,0.0,0.0
hsa-miR-136-5p,6.9,19.15,0.0,9.04,6.01,8.07
hsa-miR-139-3p,0.0,0.0,0.0,0.0,0.75,0.0
hsa-miR-140-3p,0.0,0.0,0.74,0.7,0.0,0.0
hsa-miR-140-5p,0.0,0.0,0.0,4.52,0.0,0.0
hsa-miR-141-3p,0.0,0.0,0.0,4.17,1.88,4.04
hsa-miR-141-5p,0.0,0.0,0.0,0.0,0.0,3.53
hsa-miR-142-3p,218.85,112.62,209.57,32.33,22.18,32.29
hsa-miR-142-5p,10.03,0.0,54.8,5.91,0.0,1.51
hsa-miR-143-3p,29.47,32.18,37.77,31.99,25.56,51.97
hsa-miR-143-5p,0.0,0.0,0.0,1.04,0.0,0.0
hsa-miR-145-5p,0.0,0.0,0.0,6.26,2.26,1.01
hsa-miR-1468-5p,0.63,0.0,0.0,0.0,0.0,0.0
hsa-miR-146a-5p,0.0,0.0,0.0,1.39,5.64,0.5
hsa-miR-146b-5p,0.0,0.77,0.0,15.3,17.67,13.62
hsa-miR-151a-3p,2.51,4.6,8.89,3.82,5.26,1.51
hsa-miR-152-3p,137.96,270.43,408.78,338.28,407.14,392.52
hsa-miR-155-5p,0.0,0.0,0.0,0.35,1.5,0.5
hsa-miR-15a-5p,9.41,0.0,0.0,8.0,8.27,13.12
hsa-miR-15b-3p,0.0,0.77,0.0,0.0,1.5,0.5
hsa-miR-16-5p,45.78,171.61,45.17,139.07,163.16,125.12
hsa-miR-17-5p,0.0,0.0,0.0,0.35,0.0,0.0
