miRNA,SRR1054269,SRR1054270,SRR1054271,SRR1054272,SRR1054273,SRR1054274,SRR1054275,SRR1054276,SRR1054277,SRR1054278,SRR1054279,SRR1054280,SRR1054281,SRR1054282
hsa-miR-200b-3p,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
hsa-miR-200b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-202-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-203a-3p,8.0,32.0,142.0,37.0,51.0,40.0,287.0,23.0,12.0,6.0,9.0,23.0,22.0,9.0
hsa-miR-204-3p,17.0,13.0,42.0,49.0,80.0,38.0,38.0,15.0,11.0,21.0,13.0,24.0,22.0,7.0
hsa-miR-204-5p,3.0,1.0,4.0,6.0,6.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hsa-miR-205-5p,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,29.0,11.0,83.0,65.0,80.0,74.0,73.0,42.0,24.0,40.0,39.0,50.0,44.0,13.0
hsa-miR-20a-5p,6.0,4.0,16.0,13.0,20.0,6.0,11.0,8.0,4.0,16.0,14.0,11.0,8.0,0.0
hsa-miR-20b-5p,2.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0
hsa-miR-21-3p,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-21-5p,578.0,381.0,1733.0,820.0,1548.0,1046.0,1219.0,375.0,324.0,696.0,500.0,679.0,795.0,340.0
hsa-miR-210-3p,5.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0
hsa-miR-211-5p,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2110,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2113,0.0,0.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0
hsa-miR-212-3p,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-212-5p,15.0,8.0,48.0,27.0,29.0,35.0,29.0,7.0,6.0,9.0,13.0,11.0,15.0,8.0
hsa-miR-214-3p,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,1.0,3.0,2.0,1.0,0.0,6.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0
hsa-miR-216a-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-216b-5p,1.0,0.0,6.0,1.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-217-5p,0.0,1.0,5.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0
hsa-miR-218-1-3p,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
hsa-miR-218-2-3p,1.0,3.0,12.0,2.0,2.0,5.0,4.0,0.0,1.0,3.0,3.0,6.0,1.0,1.0
hsa-miR-218-5p,552.0,459.0,1653.0,1122.0,1370.0,1204.0,1119.0,301.0,304.0,427.0,613.0,656.0,905.0,277.0
hsa-miR-219a-2-3p,27.0,58.0,405.0,162.0,156.0,123.0,274.0,73.0,145.0,243.0,47.0,76.0,195.0,22.0
hsa-miR-219a-5p,89.0,65.0,66.0,114.0,158.0,199.0,198.0,2.0,12.0,25.0,2.0,38.0,51.0,15.0
hsa-miR-22-3p,2348.0,1687.0,7257.0,4292.0,8341.0,5913.0,7260.0,1957.0,1434.0,3177.0,2552.0,4081.0,3902.0,2206.0
hsa-miR-22-5p,9.0,2.0,24.0,12.0,15.0,8.0,9.0,5.0,6.0,8.0,5.0,10.0,7.0,7.0
hsa-miR-221-3p,113.0,71.0,396.0,229.0,292.0,204.0,181.0,100.0,69.0,176.0,122.0,114.0,138.0,56.0
hsa-miR-221-5p,4.0,5.0,12.0,12.0,10.0,9.0,9.0,2.0,5.0,5.0,3.0,3.0,3.0,1.0
hsa-miR-222-3p,61.0,53.0,112.0,69.0,114.0,79.0,85.0,38.0,22.0,34.0,38.0,44.0,40.0,20.0
hsa-miR-222-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,2.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
hsa-miR-223-5p,1.0,1.0,11.0,4.0,5.0,2.0,1.0,4.0,0.0,5.0,1.0,5.0,2.0,0.0
hsa-miR-224-5p,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,13.0,1.0,6.0,3.0,9.0,1.0,4.0,2.0,4.0,1.0,6.0,1.0,1.0,0.0
hsa-miR-23a-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23b-3p,6.0,8.0,33.0,16.0,21.0,6.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
hsa-miR-23b-5p,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,6.0,2.0,0.0,6.0,12.0,2.0,6.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
hsa-miR-24-2-5p,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
hsa-miR-24-3p,44.0,178.0,697.0,121.0,715.0,610.0,132.0,18.0,177.0,207.0,263.0,59.0,67.0,136.0
hsa-miR-25-3p,51.0,32.0,147.0,87.0,114.0,56.0,70.0,37.0,36.0,71.0,45.0,34.0,57.0,21.0
hsa-miR-25-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,164.0,101.0,440.0,204.0,362.0,237.0,279.0,120.0,81.0,175.0,98.0,173.0,176.0,55.0
hsa-miR-26b-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,9.0,5.0,27.0,15.0,20.0,24.0,28.0,8.0,10.0,11.0,13.0,7.0,17.0,4.0
hsa-miR-27a-3p,37.0,51.0,174.0,86.0,97.0,109.0,127.0,56.0,29.0,501.0,492.0,515.0,730.0,30.0
hsa-miR-27a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-27b-3p,1006.0,821.0,3094.0,2003.0,2659.0,2385.0,2213.0,912.0,929.0,920.0,858.0,866.0,1296.0,685.0
hsa-miR-27b-5p,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,3.0,1.0,7.0,5.0,8.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-28-5p,3.0,1.0,8.0,1.0,4.0,9.0,6.0,0.0,2.0,4.0,3.0,1.0,2.0,0.0
hsa-miR-29a-3p,397.0,326.0,1122.0,777.0,1009.0,754.0,904.0,228.0,243.0,340.0,457.0,490.0,593.0,239.0
hsa-miR-29b-2-5p,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-29b-3p,1.0,5.0,8.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,1.0
hsa-miR-29c-3p,9.0,11.0,32.0,15.0,38.0,16.0,25.0,8.0,8.0,9.0,10.0,10.0,9.0,7.0
hsa-miR-29c-5p,2.0,1.0,7.0,4.0,7.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,7.0,4.0
hsa-miR-301a-3p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,1.0,2.0,8.0,7.0,7.0,2.0,5.0,0.0,1.0,2.0,4.0,3.0,7.0,0.0
hsa-miR-3059-5p,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3074-5p,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3085-3p,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,6.0,6.0,21.0,23.0,27.0,15.0,12.0,8.0,5.0,12.0,9.0,6.0,20.0,1.0
hsa-miR-30a-5p,1158.0,780.0,2843.0,2076.0,2935.0,1548.0,2080.0,807.0,614.0,1183.0,1319.0,1467.0,1329.0,608.0
hsa-miR-30b-5p,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0
hsa-miR-30c-1-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-2-3p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,4.0,1.0,9.0,7.0,13.0,3.0,11.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0
hsa-miR-30d-3p,0.0,0.0,4.0,4.0,6.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0
hsa-miR-30d-5p,452.0,327.0,720.0,452.0,1029.0,340.0,587.0,307.0,221.0,237.0,357.0,449.0,276.0,184.0
hsa-miR-30e-3p,6.0,0.0,17.0,10.0,3.0,14.0,13.0,9.0,6.0,5.0,3.0,0.0,12.0,6.0
hsa-miR-30e-5p,592.0,364.0,1521.0,872.0,1289.0,766.0,1051.0,370.0,282.0,566.0,519.0,728.0,642.0,239.0
hsa-miR-31-5p,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
hsa-miR-3120-3p,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3156-3p,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3168,1.0,2.0,2.0,4.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-3177-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3182,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3187-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3195,7.0,7.0,11.0,9.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3196,1.0,1.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-32-5p,2.0,0.0,4.0,0.0,8.0,5.0,3.0,0.0,2.0,0.0,3.0,2.0,5.0,1.0
hsa-miR-320a-3p,712.0,726.0,1894.0,1304.0,1972.0,1079.0,1424.0,735.0,513.0,1069.0,915.0,1035.0,1043.0,400.0
hsa-miR-320a-5p,50.0,44.0,41.0,39.0,33.0,21.0,23.0,1.0,1.0,1.0,5.0,3.0,0.0,1.0
hsa-miR-320b,459.0,63.0,298.0,484.0,319.0,113.0,225.0,286.0,265.0,200.0,321.0,233.0,4.0,311.0
hsa-miR-320c,0.0,21.0,62.0,85.0,556.0,454.0,538.0,3.0,143.0,326.0,78.0,375.0,103.0,11.0
hsa-miR-320d,23.0,140.0,1629.0,276.0,75.0,565.0,399.0,161.0,35.0,21.0,49.0,287.0,250.0,12.0
hsa-miR-320e,0.0,0.0,2.0,2.0,585.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,269.0,0.0
hsa-miR-323a-3p,293.0,301.0,722.0,527.0,988.0,548.0,623.0,219.0,192.0,282.0,294.0,419.0,363.0,178.0
hsa-miR-323a-5p,0.0,0.0,2.0,1.0,6.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0
hsa-miR-323b-3p,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-324-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-326,263.0,211.0,445.0,327.0,440.0,304.0,352.0,72.0,30.0,41.0,107.0,140.0,93.0,35.0
hsa-miR-328-3p,157.0,117.0,324.0,308.0,420.0,289.0,255.0,72.0,39.0,64.0,123.0,147.0,184.0,64.0
hsa-miR-329-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-330-3p,75.0,92.0,207.0,164.0,223.0,113.0,182.0,73.0,50.0,85.0,94.0,106.0,80.0,50.0
hsa-miR-330-5p,20.0,14.0,44.0,31.0,57.0,42.0,37.0,11.0,18.0,29.0,29.0,29.0,27.0,9.0
hsa-miR-331-3p,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-331-5p,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
hsa-miR-335-3p,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-335-5p,34.0,24.0,103.0,38.0,81.0,43.0,85.0,13.0,15.0,32.0,29.0,36.0,46.0,18.0
hsa-miR-337-3p,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-337-5p,2.0,9.0,19.0,5.0,15.0,4.0,9.0,3.0,2.0,2.0,4.0,3.0,2.0,0.0
hsa-miR-338-5p,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-339-3p,19.0,16.0,30.0,30.0,34.0,14.0,17.0,4.0,9.0,13.0,15.0,20.0,9.0,7.0
hsa-miR-339-5p,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
hsa-miR-33a-5p,28.0,25.0,55.0,54.0,75.0,57.0,47.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0
hsa-miR-33b-3p,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-33b-5p,1.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-340-3p,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-340-5p,138.0,113.0,430.0,256.0,343.0,313.0,403.0,120.0,103.0,165.0,160.0,227.0,293.0,129.0
hsa-miR-342-3p,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-342-5p,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-346,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-34a-5p,8.0,18.0,63.0,42.0,52.0,55.0,43.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
hsa-miR-34b-3p,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-3p,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-34c-5p,26.0,26.0,74.0,41.0,68.0,57.0,53.0,18.0,21.0,31.0,28.0,28.0,39.0,14.0
hsa-miR-3609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-361-3p,5.0,0.0,4.0,2.0,10.0,2.0,3.0,1.0,2.0,3.0,6.0,3.0,4.0,2.0
hsa-miR-361-5p,22.0,11.0,41.0,39.0,56.0,30.0,30.0,8.0,9.0,14.0,27.0,30.0,31.0,11.0
hsa-miR-3610,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3613-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3614-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3615,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-362-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3620-5p,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,4.0,2.0,11.0,8.0,9.0,9.0,6.0,3.0,3.0,5.0,4.0,4.0,1.0,1.0
hsa-miR-3648,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3655,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365b-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3665,1.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,2.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3689b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-369-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-370-3p,4.0,3.0,18.0,2.0,12.0,14.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,2.0
hsa-miR-370-5p,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
hsa-miR-374a-5p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-374b-5p,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
hsa-miR-375-3p,6.0,1.0,9.0,5.0,9.0,9.0,12.0,3.0,2.0,4.0,10.0,3.0,6.0,2.0
hsa-miR-376a-3p,0.0,1.0,9.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0
hsa-miR-376b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-376c-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-377-3p,3.0,5.0,3.0,6.0,11.0,6.0,9.0,2.0,1.0,3.0,3.0,0.0,4.0,1.0
hsa-miR-377-5p,2.0,2.0,4.0,4.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0
hsa-miR-378a-3p,209.0,509.0,529.0,408.0,596.0,305.0,1507.0,158.0,173.0,322.0,214.0,281.0,341.0,107.0
hsa-miR-378a-5p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378b,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,29.0,10.0,60.0,19.0,35.0,981.0,25.0,41.0,2.0,5.0,30.0,55.0,5.0,9.0
hsa-miR-378d,474.0,37.0,1538.0,11.0,71.0,25.0,83.0,27.0,27.0,24.0,41.0,21.0,37.0,24.0
hsa-miR-378e,0.0,0.0,0.0,845.0,1335.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,30.0,10.0
hsa-miR-378f,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378h,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378i,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-379-3p,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-379-5p,47.0,37.0,184.0,106.0,179.0,130.0,134.0,53.0,41.0,80.0,63.0,72.0,90.0,28.0
hsa-miR-381-3p,202.0,203.0,852.0,636.0,687.0,1054.0,738.0,165.0,157.0,269.0,416.0,355.0,748.0,193.0
hsa-miR-382-3p,4.0,2.0,4.0,5.0,2.0,4.0,10.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0
hsa-miR-382-5p,21.0,9.0,103.0,41.0,65.0,69.0,54.0,29.0,25.0,73.0,31.0,27.0,41.0,16.0
hsa-miR-383-5p,11.0,4.0,19.0,16.0,19.0,22.0,8.0,5.0,4.0,10.0,6.0,8.0,4.0,2.0
hsa-miR-384,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3907,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3916,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-3917,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3925-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3929,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-3934-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-3960,146.0,167.0,335.0,1093.0,343.0,142.0,121.0,36.0,33.0,36.0,134.0,95.0,52.0,19.0
hsa-miR-409-3p,15.0,21.0,45.0,41.0,75.0,44.0,38.0,21.0,18.0,36.0,25.0,25.0,37.0,14.0
hsa-miR-409-5p,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
hsa-miR-410-3p,97.0,51.0,252.0,115.0,230.0,117.0,192.0,69.0,47.0,113.0,83.0,104.0,122.0,42.0
hsa-miR-410-5p,0.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-411-3p,2.0,1.0,9.0,6.0,7.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
hsa-miR-411-5p,45.0,21.0,123.0,88.0,130.0,74.0,93.0,37.0,26.0,39.0,38.0,54.0,64.0,31.0
hsa-miR-421,13.0,6.0,44.0,14.0,25.0,17.0,19.0,12.0,12.0,14.0,8.0,18.0,8.0,4.0
hsa-miR-423-3p,37.0,36.0,177.0,165.0,196.0,84.0,123.0,7.0,10.0,28.0,62.0,51.0,92.0,21.0
hsa-miR-423-5p,48.0,55.0,135.0,215.0,594.0,257.0,120.0,3.0,26.0,21.0,38.0,143.0,59.0,50.0
hsa-miR-424-3p,2.0,1.0,2.0,1.0,10.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
hsa-miR-424-5p,0.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-425-3p,9.0,8.0,49.0,36.0,30.0,27.0,19.0,7.0,6.0,5.0,15.0,15.0,8.0,3.0
hsa-miR-425-5p,610.0,463.0,1622.0,1110.0,1688.0,1084.0,1042.0,233.0,198.0,388.0,484.0,758.0,737.0,281.0
hsa-miR-4284,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4306,1.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-431-3p,8.0,1.0,8.0,8.0,17.0,13.0,11.0,3.0,2.0,2.0,2.0,4.0,6.0,3.0
hsa-miR-431-5p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-432-3p,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-432-5p,126.0,87.0,510.0,241.0,435.0,339.0,276.0,242.0,163.0,297.0,240.0,247.0,279.0,100.0
