miRNA,SRR6905874,SRR6905875,SRR6905876,SRR6905877,SRR6905878,SRR6905879,SRR6905880,SRR6905881,SRR6905882,SRR6905883,SRR6905884,SRR6905885,SRR6905886
hsa-let-7a-2-3p,60.0,110.0,0.0,0.0,62.0,69.0,1.0,0.0,0.0,0.0,59.0,61.0,0.0
hsa-let-7a-3p,202.0,392.0,6.0,0.0,72.0,24.0,15.0,2.0,2.0,12.0,1368.0,642.0,0.0
hsa-let-7a-5p,28060.0,51640.0,12773.0,6471.0,4621.0,3156.0,1134.0,678.0,9563.0,5577.0,84392.0,65309.0,0.0
hsa-let-7b-3p,56.0,159.0,3.0,0.0,25.0,16.0,4.0,1.0,9.0,5.0,417.0,238.0,0.0
hsa-let-7b-5p,18574.0,39464.0,14004.0,7075.0,1266.0,4447.0,1178.0,606.0,5982.0,4965.0,25617.0,29968.0,2.0
hsa-let-7c-3p,17.0,25.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,52.0,63.0,0.0
hsa-let-7c-5p,2176.0,6403.0,1422.0,541.0,124.0,372.0,92.0,42.0,1018.0,430.0,2318.0,3373.0,0.0
hsa-let-7d-3p,292.0,524.0,94.0,73.0,70.0,62.0,27.0,12.0,70.0,95.0,1135.0,584.0,0.0
hsa-let-7d-5p,860.0,1646.0,210.0,61.0,266.0,197.0,29.0,19.0,168.0,97.0,2610.0,1386.0,0.0
hsa-let-7e-3p,24.0,40.0,0.0,1.0,12.0,4.0,0.0,1.0,5.0,0.0,97.0,40.0,0.0
hsa-let-7e-5p,2602.0,4233.0,1163.0,509.0,508.0,240.0,87.0,56.0,766.0,389.0,6058.0,4701.0,0.0
hsa-let-7f-1-3p,37.0,73.0,1.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,186.0,101.0,0.0
hsa-let-7f-2-3p,12.0,21.0,0.0,1.0,31.0,6.0,3.0,0.0,0.0,0.0,51.0,42.0,0.0
hsa-let-7f-5p,55700.0,96268.0,5881.0,4329.0,7863.0,1691.0,657.0,313.0,5115.0,3807.0,98914.0,96375.0,1.0
hsa-let-7g-3p,7.0,14.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0
hsa-let-7g-5p,28715.0,48811.0,958.0,507.0,3633.0,1984.0,264.0,130.0,792.0,520.0,66079.0,48897.0,1.0
hsa-let-7i-3p,8.0,14.0,0.0,0.0,26.0,21.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0
hsa-let-7i-5p,106762.0,137967.0,7118.0,2998.0,8430.0,10599.0,831.0,349.0,3840.0,2879.0,149537.0,137682.0,3.0
hsa-miR-1-3p,1.0,8.0,1.0,12.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0
hsa-miR-100-3p,23.0,19.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0
hsa-miR-100-5p,240132.0,359374.0,6887.0,7541.0,61131.0,65144.0,4099.0,1719.0,8291.0,8246.0,340089.0,434896.0,34.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-101-3p,4909.0,5734.0,97.0,244.0,1205.0,2821.0,241.0,90.0,206.0,299.0,2872.0,5456.0,1.0
hsa-miR-101-5p,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,1.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,11.0,3.0,1.0,0.0,105.0,66.0,0.0,2.0,5.0,0.0,4.0,6.0,0.0
hsa-miR-10395-5p,4.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10396a-3p,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-10399-3p,64.0,50.0,86.0,9.0,6.0,5.0,5.0,1.0,37.0,11.0,68.0,55.0,0.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-103a-2-5p,2.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-103a-3p,4118.0,6238.0,54.0,3.0,780.0,739.0,19.0,4.0,9.0,40.0,8418.0,226.0,0.0
hsa-miR-10401-3p,168.0,229.0,0.0,0.0,35.0,53.0,0.0,1.0,0.0,0.0,40.0,44.0,0.0
hsa-miR-10401-5p,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-3p,132.0,174.0,0.0,0.0,7.0,76.0,0.0,0.0,2.0,0.0,60.0,157.0,0.0
hsa-miR-105-5p,265.0,467.0,7.0,12.0,58.0,79.0,10.0,0.0,9.0,15.0,611.0,465.0,0.0
hsa-miR-10524-5p,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10525-3p,32.0,60.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,32.0,25.0,0.0
hsa-miR-10526-3p,64.0,157.0,16.0,9.0,13.0,27.0,2.0,0.0,2.0,5.0,20.0,35.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0
hsa-miR-106a-5p,4.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,0.0
hsa-miR-106b-3p,6523.0,10581.0,297.0,335.0,498.0,1090.0,31.0,16.0,256.0,221.0,4866.0,8093.0,0.0
hsa-miR-106b-5p,515.0,765.0,11.0,8.0,496.0,412.0,7.0,3.0,3.0,11.0,369.0,498.0,0.0
hsa-miR-107,26.0,979.0,0.0,0.0,28.0,13.0,1.0,9.0,6.0,15.0,54.0,244.0,0.0
hsa-miR-10a-3p,41.0,144.0,0.0,0.0,33.0,11.0,2.0,1.0,0.0,1.0,160.0,102.0,0.0
hsa-miR-10a-5p,26708.0,54081.0,516.0,888.0,2616.0,1834.0,196.0,105.0,659.0,778.0,40018.0,68516.0,0.0
hsa-miR-10b-3p,11.0,36.0,2.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,32.0,31.0,0.0
hsa-miR-10b-5p,23358.0,44223.0,490.0,492.0,1598.0,1071.0,58.0,50.0,546.0,406.0,34180.0,64262.0,0.0
hsa-miR-11399,30.0,40.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,25.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,942.0,1318.0,74.0,10.0,280.0,376.0,17.0,11.0,21.0,14.0,1231.0,1121.0,1.0
hsa-miR-1183,0.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,0.0
hsa-miR-1185-1-3p,116.0,204.0,0.0,0.0,60.0,127.0,0.0,0.0,4.0,0.0,283.0,231.0,0.0
hsa-miR-1185-2-3p,53.0,36.0,2.0,0.0,27.0,6.0,1.0,0.0,1.0,0.0,53.0,57.0,0.0
hsa-miR-1185-5p,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-1193,16.0,10.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
hsa-miR-1197,45.0,54.0,1.0,0.0,6.0,4.0,1.0,2.0,0.0,3.0,64.0,50.0,0.0
hsa-miR-12114,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-12121,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,5.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,1.0,5.0,937.0,2353.0,0.0,0.0,1299.0,734.0,190.0,261.0,15.0,0.0,0.0
hsa-miR-1226-3p,8.0,15.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,25.0,15.0,0.0
hsa-miR-1226-5p,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0
hsa-miR-1227-3p,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0
hsa-miR-1228-3p,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-1229-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-1233-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1237-5p,7.0,20.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1243,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1245b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1246,457.0,557.0,753.0,785.0,117.0,135.0,143.0,74.0,479.0,493.0,140.0,175.0,0.0
hsa-miR-1247-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1248,15.0,12.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
hsa-miR-1249-3p,39.0,46.0,0.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,28.0,13.0,0.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,2.0,25.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0
hsa-miR-1255a,56.0,81.0,3.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,86.0,67.0,0.0
hsa-miR-1255b-5p,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-1257,48.0,76.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0
hsa-miR-125a-3p,165.0,250.0,15.0,15.0,23.0,35.0,2.0,3.0,26.0,13.0,144.0,161.0,0.0
hsa-miR-125a-5p,1157.0,1601.0,347.0,197.0,581.0,445.0,72.0,25.0,285.0,194.0,5440.0,3111.0,1.0
hsa-miR-125b-1-3p,2539.0,3488.0,133.0,86.0,463.0,430.0,38.0,14.0,129.0,90.0,3913.0,3081.0,0.0
hsa-miR-125b-2-3p,19.0,43.0,0.0,0.0,10.0,58.0,0.0,0.0,1.0,0.0,27.0,50.0,0.0
hsa-miR-125b-5p,3696.0,4791.0,73.0,42.0,2685.0,5902.0,59.0,39.0,89.0,88.0,7172.0,7739.0,2.0
hsa-miR-126-3p,63.0,60.0,416.0,347.0,33.0,24.0,217.0,123.0,503.0,417.0,82.0,45.0,0.0
hsa-miR-126-5p,0.0,0.0,4.0,4.0,2.0,0.0,2.0,1.0,5.0,3.0,3.0,3.0,0.0
hsa-miR-1260a,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
hsa-miR-1260b,456.0,633.0,3.0,0.0,122.0,170.0,0.0,1.0,0.0,1.0,245.0,250.0,0.0
hsa-miR-1261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1262,53.0,69.0,0.0,5.0,4.0,6.0,1.0,1.0,0.0,9.0,29.0,60.0,0.0
hsa-miR-1266-5p,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
hsa-miR-1267,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-1268a,591.0,754.0,15.0,7.0,36.0,0.0,5.0,0.0,14.0,14.0,105.0,216.0,0.0
hsa-miR-1268b,246.0,394.0,43.0,6.0,129.0,637.0,1.0,3.0,17.0,1.0,279.0,79.0,0.0
hsa-miR-1269b,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-127-3p,50073.0,81081.0,830.0,909.0,1019.0,2346.0,219.0,123.0,833.0,777.0,31475.0,58616.0,1.0
hsa-miR-127-5p,516.0,800.0,0.0,0.0,27.0,121.0,0.0,0.0,8.0,8.0,318.0,610.0,0.0
hsa-miR-1270,65.0,236.0,2.0,3.0,9.0,10.0,0.0,0.0,7.0,6.0,94.0,180.0,0.0
hsa-miR-1271-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-1272,2.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1273c,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0
hsa-miR-1273h-5p,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1275,151.0,220.0,1.0,0.0,85.0,148.0,3.0,0.0,1.0,4.0,66.0,57.0,0.0
hsa-miR-1276,8.0,10.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,12.0,10.0,0.0
hsa-miR-1277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0
hsa-miR-1278,27.0,30.0,0.0,0.0,20.0,7.0,1.0,0.0,0.0,0.0,68.0,33.0,0.0
hsa-miR-128-1-5p,83.0,145.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,0.0,43.0,58.0,0.0
hsa-miR-128-3p,1704.0,2138.0,402.0,185.0,418.0,488.0,289.0,91.0,393.0,283.0,9160.0,4333.0,0.0
hsa-miR-1283,13.0,29.0,0.0,0.0,7.0,15.0,0.0,1.0,0.0,0.0,16.0,29.0,0.0
hsa-miR-1284,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0
hsa-miR-1285-3p,81.0,51.0,2.0,0.0,38.0,68.0,3.0,0.0,0.0,1.0,67.0,40.0,0.0
hsa-miR-1285-5p,34.0,73.0,6.0,0.0,10.0,17.0,0.0,0.0,1.0,0.0,14.0,26.0,0.0
hsa-miR-1286,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-1287-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-1287-5p,57.0,106.0,0.0,0.0,11.0,72.0,1.0,0.0,0.0,0.0,92.0,115.0,0.0
hsa-miR-1288-3p,23.0,32.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0
hsa-miR-1288-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-129-1-3p,3.0,11.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,19.0,13.0,0.0
hsa-miR-129-2-3p,73.0,60.0,0.0,0.0,44.0,12.0,0.0,0.0,0.0,0.0,85.0,79.0,0.0
hsa-miR-129-5p,6866.0,7002.0,245.0,117.0,241.0,1942.0,39.0,21.0,147.0,99.0,9204.0,12137.0,1.0
hsa-miR-1290,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
hsa-miR-1291,120.0,190.0,0.0,0.0,7.0,19.0,1.0,0.0,0.0,1.0,20.0,30.0,0.0
hsa-miR-1292-3p,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-1292-5p,63.0,90.0,3.0,2.0,12.0,55.0,0.0,0.0,2.0,3.0,90.0,60.0,0.0
hsa-miR-1293,39.0,52.0,10.0,0.0,15.0,29.0,1.0,0.0,3.0,2.0,34.0,48.0,0.0
hsa-miR-1294,13.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,8.0,22.0,0.0
hsa-miR-1295b-3p,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1296-3p,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
hsa-miR-1296-5p,168.0,269.0,0.0,0.0,54.0,37.0,0.0,0.0,2.0,1.0,112.0,275.0,0.0
hsa-miR-1297,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1298-5p,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,10.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-1301-3p,46.0,108.0,4.0,1.0,28.0,40.0,1.0,0.0,6.0,0.0,156.0,92.0,0.0
hsa-miR-1301-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1303,65.0,90.0,1.0,0.0,23.0,60.0,1.0,1.0,2.0,1.0,226.0,116.0,0.0
hsa-miR-1304-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1304-5p,55.0,79.0,10.0,6.0,20.0,28.0,2.0,2.0,9.0,9.0,121.0,75.0,0.0
hsa-miR-1305,14.0,24.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0
hsa-miR-1306-3p,28.0,33.0,28.0,18.0,3.0,19.0,3.0,2.0,16.0,18.0,28.0,23.0,0.0
hsa-miR-1306-5p,28.0,21.0,7.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,31.0,38.0,0.0
hsa-miR-1307-3p,2612.0,3421.0,294.0,58.0,958.0,4081.0,63.0,27.0,106.0,39.0,4330.0,2473.0,2.0
hsa-miR-1307-5p,418.0,544.0,0.0,2.0,73.0,448.0,2.0,1.0,7.0,0.0,149.0,211.0,0.0
hsa-miR-130a-3p,528.0,746.0,6.0,0.0,89.0,79.0,0.0,0.0,1.0,0.0,277.0,466.0,0.0
hsa-miR-130a-5p,137.0,257.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,29.0,63.0,0.0
hsa-miR-130b-3p,224.0,376.0,0.0,0.0,33.0,53.0,1.0,2.0,2.0,3.0,101.0,172.0,0.0
hsa-miR-130b-5p,317.0,550.0,55.0,21.0,82.0,36.0,24.0,1.0,68.0,46.0,1856.0,1125.0,0.0
hsa-miR-132-3p,73.0,80.0,5.0,0.0,25.0,7.0,0.0,0.0,0.0,0.0,103.0,89.0,0.0
hsa-miR-132-5p,32.0,77.0,0.0,0.0,10.0,17.0,0.0,0.0,1.0,0.0,48.0,34.0,0.0
hsa-miR-1322,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-133a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-134-3p,19.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,36.0,0.0
hsa-miR-134-5p,9932.0,18363.0,91.0,82.0,273.0,1795.0,62.0,39.0,108.0,81.0,3263.0,4927.0,0.0
hsa-miR-1343-3p,12.0,30.0,7.0,1.0,4.0,3.0,1.0,4.0,2.0,7.0,36.0,20.0,0.0
hsa-miR-135a-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-135b-3p,11.0,16.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0
hsa-miR-135b-5p,92.0,130.0,0.0,0.0,40.0,7.0,0.0,0.0,0.0,0.0,129.0,72.0,0.0
hsa-miR-136-3p,307.0,406.0,0.0,5.0,103.0,60.0,5.0,4.0,5.0,1.0,453.0,483.0,0.0
hsa-miR-136-5p,204.0,291.0,3.0,1.0,61.0,51.0,3.0,1.0,1.0,8.0,251.0,214.0,0.0
hsa-miR-137-3p,8.0,25.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,33.0,45.0,0.0
hsa-miR-137-5p,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,9.0,4.0,0.0
hsa-miR-138-1-3p,9.0,7.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0
hsa-miR-138-5p,121.0,255.0,2.0,0.0,29.0,90.0,2.0,1.0,0.0,0.0,64.0,85.0,0.0
hsa-miR-139-3p,6.0,19.0,13.0,16.0,3.0,4.0,1.0,0.0,1.0,3.0,19.0,29.0,0.0
hsa-miR-139-5p,32.0,40.0,15.0,0.0,52.0,19.0,4.0,0.0,4.0,13.0,90.0,92.0,0.0
hsa-miR-140-3p,10656.0,16712.0,198.0,141.0,1781.0,4453.0,91.0,41.0,155.0,175.0,7686.0,13754.0,6.0
hsa-miR-140-5p,665.0,1213.0,9.0,4.0,501.0,289.0,26.0,3.0,24.0,13.0,2088.0,1090.0,0.0
hsa-miR-141-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,151.0,169.0,4.0,5.0,55.0,79.0,15.0,4.0,17.0,24.0,148.0,93.0,0.0
hsa-miR-142-5p,21.0,31.0,28.0,20.0,21.0,16.0,31.0,20.0,41.0,34.0,42.0,21.0,0.0
hsa-miR-143-3p,2523.0,3976.0,164.0,257.0,160.0,271.0,340.0,180.0,254.0,250.0,2569.0,4993.0,0.0
hsa-miR-143-5p,13.0,9.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0
hsa-miR-144-3p,0.0,0.0,8.0,4.0,0.0,0.0,100.0,27.0,12.0,10.0,0.0,0.0,0.0
hsa-miR-144-5p,0.0,0.0,10.0,4.0,0.0,0.0,27.0,6.0,17.0,6.0,0.0,0.0,0.0
hsa-miR-145-3p,5.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,17.0,0.0
hsa-miR-145-5p,53.0,29.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,30.0,54.0,0.0
hsa-miR-1468-5p,14.0,30.0,3.0,10.0,2.0,2.0,0.0,0.0,5.0,5.0,29.0,42.0,0.0
hsa-miR-146a-3p,15.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
hsa-miR-146a-5p,3710.0,451.0,10.0,0.0,689.0,68.0,24.0,1.0,18.0,5.0,1758.0,156.0,0.0
hsa-miR-146b-3p,14.0,21.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,10.0,23.0,0.0
hsa-miR-146b-5p,1110.0,1803.0,85.0,61.0,202.0,254.0,32.0,20.0,83.0,90.0,1037.0,1073.0,0.0
hsa-miR-147b-3p,45.0,36.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0
hsa-miR-148a-3p,3238.0,6957.0,1521.0,2801.0,230.0,150.0,323.0,157.0,1795.0,2857.0,2647.0,5403.0,0.0
hsa-miR-148a-5p,27.0,50.0,0.0,0.0,8.0,44.0,1.0,0.0,0.0,0.0,14.0,27.0,0.0
hsa-miR-148b-3p,4756.0,7989.0,107.0,78.0,728.0,288.0,20.0,7.0,50.0,39.0,10511.0,15341.0,0.0
hsa-miR-148b-5p,27.0,23.0,0.0,0.0,22.0,32.0,2.0,1.0,0.0,0.0,74.0,59.0,0.0
hsa-miR-149-3p,12.0,60.0,0.0,0.0,5.0,19.0,0.0,0.0,0.0,2.0,14.0,19.0,0.0
hsa-miR-149-5p,267.0,567.0,2.0,2.0,96.0,365.0,4.0,0.0,5.0,3.0,239.0,381.0,1.0
hsa-miR-150-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-151a-3p,102800.0,131970.0,2203.0,3509.0,3322.0,6970.0,383.0,188.0,2328.0,3810.0,77028.0,151924.0,2.0
hsa-miR-151a-5p,828.0,1801.0,1.0,3.0,48.0,294.0,1.0,4.0,11.0,29.0,291.0,2909.0,0.0
hsa-miR-151b,73.0,105.0,4.0,0.0,88.0,256.0,0.0,7.0,14.0,0.0,434.0,141.0,0.0
