miRNA,SRR10244519,SRR10244520,SRR10244521,SRR10244522,SRR10244523,SRR10244524,SRR10244525,SRR10244526,SRR10244527,SRR10244528
hsa-let-7a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-let-7a-5p,1567.0,2851.0,4182.0,4631.0,2065.0,4505.0,4879.0,3832.0,10930.0,1556.0
hsa-let-7b-5p,325.0,519.0,883.0,1133.0,435.0,907.0,1057.0,46.0,2357.0,28.0
hsa-let-7c-5p,17.0,18.0,225.0,278.0,15.0,28.0,34.0,35.0,702.0,24.0
hsa-let-7d-3p,9.0,40.0,38.0,24.0,15.0,46.0,25.0,64.0,381.0,24.0
hsa-let-7d-5p,44.0,87.0,116.0,172.0,70.0,107.0,171.0,113.0,249.0,84.0
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-let-7e-5p,14.0,13.0,18.0,25.0,13.0,12.0,32.0,17.0,24.0,39.0
hsa-let-7f-1-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,3563.0,7190.0,9156.0,10780.0,4278.0,9649.0,12071.0,10565.0,23476.0,16352.0
hsa-let-7g-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,1021.0,1805.0,2107.0,4153.0,1644.0,4033.0,7859.0,3278.0,10885.0,12812.0
hsa-let-7i-5p,2829.0,5385.0,7699.0,8915.0,3136.0,7620.0,11059.0,5389.0,16837.0,13561.0
hsa-miR-1-3p,11.0,16.0,22.0,43.0,33.0,72.0,16.0,2.0,6.0,8.0
hsa-miR-100-5p,28.0,46.0,64.0,60.0,17.0,63.0,27.0,11.0,12.0,71.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-101-3p,59.0,111.0,123.0,142.0,60.0,180.0,172.0,194.0,810.0,335.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,2.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10394-3p,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,7.0,1.0
hsa-miR-10395-3p,1.0,2.0,6.0,11.0,7.0,14.0,20.0,27.0,16.0,19.0
hsa-miR-10395-5p,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-10396b-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,19.0,32.0,35.0,22.0,10.0,22.0,53.0,12.0,45.0,38.0
hsa-miR-10399-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-103a-3p,25.0,303.0,293.0,22.0,7.0,250.0,359.0,153.0,790.0,1019.0
hsa-miR-10401-3p,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-106a-5p,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,20.0
hsa-miR-106b-3p,71.0,117.0,139.0,148.0,63.0,118.0,182.0,139.0,305.0,339.0
hsa-miR-106b-5p,1.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,7.0
hsa-miR-107,0.0,0.0,5.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0
hsa-miR-10a-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10a-5p,97.0,226.0,209.0,123.0,80.0,225.0,458.0,225.0,1621.0,503.0
hsa-miR-10b-5p,4.0,21.0,19.0,13.0,4.0,14.0,6.0,17.0,182.0,2.0
hsa-miR-11400,13.0,33.0,24.0,1.0,2.0,6.0,1.0,5.0,1.0,0.0
hsa-miR-11401,0.0,2.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0
hsa-miR-1180-3p,1.0,0.0,1.0,3.0,0.0,5.0,1.0,3.0,14.0,0.0
hsa-miR-1183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
hsa-miR-12136,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0
hsa-miR-122-5p,0.0,3.0,5.0,12.0,0.0,0.0,0.0,5.0,2.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1226-3p,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1236-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
hsa-miR-1244,6.0,2.0,2.0,12.0,6.0,8.0,17.0,21.0,34.0,14.0
hsa-miR-1246,750.0,1569.0,3647.0,2662.0,450.0,1158.0,1041.0,5705.0,1369.0,3776.0
hsa-miR-1248,68.0,5.0,5.0,73.0,482.0,62.0,157.0,260.0,25.0,1810.0
hsa-miR-1249-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-1250-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,6.0,3.0,7.0,0.0,8.0,2.0,6.0,0.0,0.0
hsa-miR-1255b-5p,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0
hsa-miR-125a-3p,2.0,3.0,9.0,5.0,0.0,8.0,9.0,3.0,3.0,2.0
hsa-miR-125a-5p,9.0,14.0,27.0,45.0,35.0,65.0,39.0,40.0,187.0,327.0
hsa-miR-125b-5p,2.0,0.0,0.0,8.0,0.0,3.0,4.0,2.0,27.0,7.0
hsa-miR-126-3p,470.0,1030.0,1119.0,607.0,300.0,508.0,826.0,429.0,2766.0,249.0
hsa-miR-126-5p,0.0,1.0,11.0,3.0,3.0,3.0,4.0,1.0,12.0,7.0
hsa-miR-1260b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-1262,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1268b,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0
hsa-miR-1269b,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-127-3p,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,7.0
hsa-miR-1270,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0
hsa-miR-1273c,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
hsa-miR-1273h-3p,2.0,8.0,8.0,9.0,5.0,12.0,6.0,17.0,48.0,3.0
hsa-miR-1273h-5p,1.0,1.0,4.0,3.0,0.0,0.0,2.0,3.0,4.0,0.0
hsa-miR-1275,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
hsa-miR-128-1-5p,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0
hsa-miR-128-3p,130.0,217.0,318.0,156.0,97.0,236.0,173.0,322.0,1619.0,216.0
hsa-miR-1284,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1285-3p,0.0,3.0,0.0,1.0,2.0,0.0,2.0,4.0,8.0,0.0
hsa-miR-1285-5p,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,8.0,2.0
hsa-miR-1287-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0
hsa-miR-1288-3p,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-129-5p,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0
hsa-miR-1290,0.0,2.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-1291,52.0,7.0,15.0,81.0,230.0,40.0,130.0,474.0,44.0,676.0
hsa-miR-1292-5p,2.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0
hsa-miR-1294,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0
hsa-miR-1295a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1296-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1298-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1299,1.0,7.0,12.0,123.0,31.0,75.0,0.0,2.0,0.0,180.0
hsa-miR-1301-3p,7.0,2.0,12.0,18.0,6.0,8.0,10.0,8.0,19.0,12.0
hsa-miR-1303,0.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,8.0
hsa-miR-1304-3p,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1304-5p,1.0,3.0,1.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0
hsa-miR-1306-3p,1.0,7.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1307-3p,87.0,150.0,160.0,179.0,77.0,154.0,162.0,115.0,612.0,177.0
hsa-miR-1307-5p,2.0,5.0,3.0,2.0,4.0,4.0,15.0,11.0,7.0,2.0
hsa-miR-130a-3p,2.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,3.0
hsa-miR-130b-3p,0.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0
hsa-miR-130b-5p,4.0,7.0,4.0,4.0,8.0,13.0,4.0,6.0,56.0,25.0
hsa-miR-132-3p,0.0,0.0,0.0,8.0,1.0,6.0,13.0,20.0,0.0,103.0
hsa-miR-132-5p,0.0,0.0,1.0,3.0,2.0,9.0,9.0,6.0,8.0,11.0
hsa-miR-133a-3p,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-133b,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-134-5p,4.0,18.0,29.0,11.0,14.0,32.0,13.0,28.0,71.0,12.0
hsa-miR-1343-3p,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
hsa-miR-135b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-136-3p,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,9.0,0.0
hsa-miR-136-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-138-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-139-3p,5.0,13.0,11.0,5.0,1.0,2.0,6.0,1.0,25.0,2.0
hsa-miR-139-5p,37.0,46.0,65.0,21.0,16.0,15.0,70.0,29.0,95.0,34.0
hsa-miR-140-3p,154.0,299.0,337.0,462.0,181.0,338.0,920.0,301.0,702.0,2577.0
hsa-miR-140-5p,1.0,4.0,1.0,8.0,1.0,2.0,3.0,15.0,15.0,15.0
hsa-miR-141-3p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-142-3p,11.0,13.0,10.0,32.0,13.0,28.0,44.0,58.0,26.0,37.0
hsa-miR-142-5p,58.0,144.0,183.0,279.0,132.0,388.0,517.0,489.0,914.0,277.0
hsa-miR-143-3p,68.0,199.0,256.0,194.0,64.0,152.0,70.0,179.0,957.0,112.0
hsa-miR-143-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-144-3p,0.0,1.0,0.0,1.0,2.0,1.0,0.0,7.0,3.0,0.0
hsa-miR-144-5p,0.0,4.0,0.0,3.0,0.0,1.0,0.0,3.0,17.0,3.0
hsa-miR-145-5p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0
hsa-miR-1468-5p,0.0,4.0,5.0,2.0,3.0,1.0,4.0,0.0,25.0,0.0
