miRNA,SRR18210521,SRR18210522,SRR18210523,SRR18210524,SRR18210525,SRR18210526,SRR18210527,SRR18210528
hsa-let-7a-2-3p,5.0,4.0,5.0,1.0,10.0,14.0,29.0,10.0
hsa-let-7a-3p,9.0,6.0,17.0,5.0,46.0,43.0,35.0,26.0
hsa-let-7a-5p,3608.0,2925.0,3944.0,2505.0,9420.0,6233.0,11325.0,4822.0
hsa-let-7b-3p,8.0,2.0,6.0,1.0,5.0,2.0,6.0,5.0
hsa-let-7b-5p,2539.0,2110.0,2745.0,1829.0,8964.0,6122.0,6150.0,4313.0
hsa-let-7c-3p,1.0,1.0,0.0,0.0,7.0,4.0,7.0,2.0
hsa-let-7c-5p,1009.0,560.0,789.0,529.0,3844.0,3526.0,3921.0,1730.0
hsa-let-7d-3p,65.0,39.0,94.0,61.0,111.0,118.0,221.0,110.0
hsa-let-7d-5p,89.0,81.0,78.0,65.0,341.0,305.0,536.0,158.0
hsa-let-7e-3p,4.0,1.0,0.0,3.0,15.0,14.0,10.0,13.0
hsa-let-7e-5p,135.0,144.0,176.0,54.0,289.0,153.0,320.0,145.0
hsa-let-7f-1-3p,1.0,4.0,0.0,0.0,10.0,6.0,8.0,10.0
hsa-let-7f-2-3p,0.0,0.0,0.0,1.0,3.0,0.0,3.0,5.0
hsa-let-7f-5p,2583.0,1390.0,1755.0,1937.0,7584.0,5934.0,9792.0,4065.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
hsa-let-7g-5p,2487.0,1094.0,1066.0,1501.0,13112.0,9879.0,16832.0,6457.0
hsa-let-7i-3p,2.0,0.0,2.0,1.0,13.0,14.0,20.0,14.0
hsa-let-7i-5p,24593.0,17858.0,17668.0,14457.0,94778.0,66343.0,114499.0,47636.0
hsa-miR-1-3p,2.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0
hsa-miR-100-3p,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0
hsa-miR-100-5p,38893.0,33917.0,35351.0,30062.0,128923.0,84556.0,146909.0,65315.0
hsa-miR-101-3p,1254.0,375.0,301.0,534.0,2750.0,2582.0,1885.0,2454.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-10395-3p,4.0,0.0,0.0,1.0,46.0,38.0,26.0,12.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0
hsa-miR-10399-3p,2.0,0.0,0.0,0.0,3.0,4.0,1.0,6.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-103a-3p,115.0,57.0,5.0,9.0,894.0,656.0,1346.0,117.0
hsa-miR-10401-3p,3.0,12.0,10.0,0.0,11.0,26.0,17.0,5.0
hsa-miR-105-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0
hsa-miR-10527-5p,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-106b-3p,244.0,172.0,150.0,176.0,1340.0,1025.0,830.0,552.0
hsa-miR-106b-5p,28.0,9.0,9.0,6.0,115.0,108.0,124.0,62.0
