miRNA,SRR8696980,SRR8696981,SRR8696982,SRR8696983,SRR8696984,SRR8696985,SRR8696986,SRR8696987,SRR8696988,SRR8696989,SRR8696990,SRR8696991,SRR8696992,SRR8696993,SRR8696994,SRR8696995,SRR8696996,SRR8696997
hsa-let-7a-2-3p,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-let-7a-3p,127.0,706.0,46.0,505.0,86.0,0.0,592.0,687.0,56.0,25.0,57.0,285.0,420.0,109.0,80.0,171.0,4.0,47.0
hsa-let-7a-5p,65344.0,216616.0,14277.0,694737.0,162770.0,2471108.0,551204.0,934692.0,57250.0,32061.0,67265.0,199648.0,668575.0,90988.0,45872.0,1199385.0,17460.0,39984.0
hsa-let-7b-3p,1.0,47.0,34.0,76.0,55.0,0.0,112.0,32.0,55.0,1.0,0.0,3.0,7.0,0.0,13.0,116.0,0.0,95.0
hsa-let-7b-5p,45045.0,85003.0,41291.0,82738.0,150509.0,495685.0,53144.0,95924.0,58239.0,35325.0,57096.0,82636.0,127251.0,90159.0,76928.0,659249.0,5605.0,33208.0
hsa-let-7c-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7c-5p,3861.0,9901.0,1186.0,12406.0,3621.0,77765.0,16776.0,16854.0,2980.0,1514.0,3132.0,14086.0,4232.0,8675.0,3543.0,37767.0,292.0,2291.0
hsa-let-7d-3p,1963.0,3614.0,1405.0,3224.0,6814.0,7665.0,17318.0,8820.0,808.0,4192.0,1309.0,1736.0,569.0,2345.0,2125.0,15361.0,677.0,4534.0
hsa-let-7d-5p,7060.0,25928.0,2956.0,221467.0,24384.0,355702.0,78135.0,164723.0,5834.0,4334.0,5337.0,25953.0,191415.0,9213.0,6596.0,146415.0,3680.0,3679.0
hsa-let-7e-3p,126.0,192.0,86.0,290.0,329.0,1221.0,688.0,574.0,114.0,119.0,79.0,795.0,28.0,18.0,167.0,303.0,1.0,214.0
