miRNA,SRR13648489,SRR13648490,SRR13648491,SRR13648492,SRR13648493,SRR13648494,SRR13648495,SRR13648496,SRR13648497,SRR13648498,SRR13648499,SRR13648500,SRR13648501,SRR13648502,SRR13648503,SRR16312949,SRR16312950,SRR16312951,SRR16312952,SRR16312953,SRR16312954,SRR16312955,SRR16312956,SRR16312957,SRR16312958
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,114.0,297.0,273.0,178.0,242.0,783.0,363.0,151.0,305.0,321.0,433.0,14.0,128.0,0.0,124.0,382.0,1046.0,31.0,1.0,120.0,0.0,0.0,102.0,1.0,34.0
hsa-let-7a-5p,186810.0,37272.0,57375.0,17611.0,86155.0,81231.0,24574.0,159509.0,249615.0,32515.0,25685.0,12307.0,34270.0,641.0,13780.0,40349.0,101508.0,478.0,206.0,349.0,1083.0,524.0,16419.0,694.0,1557.0
hsa-let-7b-3p,430.0,89.0,207.0,108.0,416.0,754.0,148.0,129.0,407.0,85.0,370.0,8.0,75.0,2.0,42.0,161.0,400.0,0.0,0.0,0.0,0.0,0.0,109.0,1.0,7.0
hsa-let-7b-5p,64120.0,104438.0,69348.0,29043.0,62822.0,88784.0,61776.0,43175.0,41178.0,28355.0,41553.0,21070.0,110806.0,1577.0,34117.0,97789.0,69381.0,6121.0,492.0,2667.0,8971.0,1860.0,46325.0,211.0,9134.0
hsa-let-7c-3p,13.0,7.0,3.0,0.0,11.0,11.0,0.0,33.0,10.0,2.0,12.0,4.0,0.0,0.0,1.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0
hsa-let-7c-5p,2755.0,5297.0,1136.0,239.0,3089.0,14118.0,1229.0,22244.0,2528.0,1049.0,2176.0,2230.0,1900.0,5.0,408.0,987.0,11326.0,18.0,264.0,20.0,26.0,52.0,1856.0,279.0,48.0
hsa-let-7d-3p,23287.0,9180.0,12722.0,2795.0,19765.0,27183.0,3953.0,3964.0,13676.0,3980.0,7554.0,977.0,7458.0,25.0,3857.0,21217.0,20672.0,115.0,13.0,370.0,1.0,3.0,6731.0,20.0,237.0
hsa-let-7d-5p,18351.0,8999.0,17723.0,5390.0,12129.0,13790.0,5120.0,13378.0,30580.0,16852.0,11235.0,1352.0,7217.0,23.0,5225.0,8869.0,19165.0,510.0,42.0,200.0,7.0,13.0,5070.0,116.0,318.0
hsa-let-7e-3p,0.0,1.0,1.0,1.0,12.0,16.0,4.0,2.0,10.0,2.0,0.0,13.0,1.0,1.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,1.0
hsa-let-7e-5p,1019.0,349.0,835.0,123.0,820.0,757.0,529.0,558.0,1644.0,1216.0,995.0,851.0,711.0,10.0,213.0,900.0,1636.0,12.0,7.0,94.0,11.0,2.0,820.0,22.0,20.0
hsa-let-7f-1-3p,16.0,13.0,26.0,50.0,30.0,76.0,26.0,14.0,52.0,22.0,47.0,5.0,9.0,0.0,12.0,19.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
hsa-let-7f-2-3p,2.0,8.0,0.0,27.0,4.0,14.0,8.0,1.0,2.0,12.0,7.0,0.0,2.0,0.0,1.0,16.0,18.0,8.0,0.0,24.0,0.0,0.0,4.0,0.0,7.0
hsa-let-7f-5p,157856.0,17455.0,55137.0,19304.0,44662.0,53999.0,11301.0,93935.0,225860.0,25815.0,13857.0,10211.0,16035.0,593.0,6981.0,19956.0,86452.0,254.0,363.0,209.0,389.0,34.0,9206.0,864.0,2209.0
hsa-let-7g-3p,3.0,1.0,6.0,68.0,7.0,8.0,0.0,0.0,0.0,15.0,8.0,0.0,4.0,0.0,8.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,23.0
hsa-let-7g-5p,33238.0,10370.0,29765.0,19749.0,14670.0,24289.0,6491.0,30616.0,47087.0,19592.0,10684.0,13891.0,10443.0,267.0,8702.0,14973.0,38482.0,518.0,312.0,202.0,6.0,14.0,7492.0,603.0,2192.0
hsa-let-7i-3p,3.0,83.0,37.0,216.0,35.0,116.0,110.0,15.0,20.0,82.0,86.0,7.0,151.0,0.0,43.0,41.0,98.0,8.0,1.0,39.0,1.0,0.0,105.0,0.0,56.0
hsa-let-7i-5p,50727.0,76523.0,124899.0,128369.0,40533.0,73454.0,60568.0,31487.0,90757.0,179457.0,65970.0,27642.0,93033.0,867.0,107999.0,118699.0,160644.0,59031.0,395.0,4110.0,1058.0,235.0,76671.0,677.0,18360.0
hsa-miR-1-3p,1341.0,449.0,1639.0,201.0,288.0,468.0,27.0,191.0,911.0,236.0,200.0,6351.0,189.0,1.0,22.0,145.0,9342.0,0.0,22.0,45.0,0.0,0.0,260.0,28.0,5.0
hsa-miR-100-5p,4721.0,7310.0,12777.0,6905.0,2470.0,5817.0,14109.0,27102.0,3127.0,7106.0,17371.0,3124.0,13456.0,194.0,2086.0,1373.0,47062.0,1260.0,138.0,854.0,331.0,21.0,5868.0,482.0,393.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,11739.0,18835.0,25931.0,44136.0,11819.0,14161.0,10043.0,8861.0,7027.0,16996.0,20681.0,1934.0,16924.0,42.0,13328.0,18121.0,30508.0,6206.0,20.0,2151.0,187.0,240.0,14983.0,36.0,4627.0
hsa-miR-101-5p,3.0,4.0,0.0,11.0,11.0,12.0,0.0,4.0,3.0,2.0,17.0,0.0,17.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
hsa-miR-10392-5p,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
hsa-miR-10395-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-10398-3p,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,145.0,138.0,103.0,96.0,95.0,158.0,111.0,84.0,110.0,182.0,152.0,5.0,185.0,1.0,205.0,104.0,153.0,43.0,0.0,0.0,0.0,0.0,234.0,2.0,12.0
hsa-miR-10399-5p,0.0,5.0,2.0,23.0,2.0,5.0,0.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,2180.0,1001.0,2708.0,3479.0,1113.0,5657.0,1117.0,115.0,13740.0,154.0,2989.0,1374.0,1632.0,2.0,8500.0,825.0,1216.0,937.0,51.0,18.0,0.0,4.0,1726.0,118.0,352.0
hsa-miR-10400-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,10.0,13.0,16.0,3.0,2.0,12.0,36.0,5.0,16.0,12.0,60.0,115.0,36.0,0.0,4.0,2.0,3.0,0.0,2.0,0.0,160.0,0.0,10.0,0.0,0.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0
hsa-miR-10527-5p,1.0,0.0,0.0,8.0,7.0,4.0,0.0,7.0,2.0,4.0,6.0,0.0,8.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,23.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
hsa-miR-106a-5p,111.0,92.0,51.0,86.0,125.0,87.0,29.0,80.0,126.0,46.0,67.0,1.0,90.0,0.0,405.0,76.0,251.0,42.0,0.0,0.0,0.0,0.0,38.0,0.0,11.0
hsa-miR-106b-3p,1190.0,2117.0,2566.0,7396.0,824.0,2054.0,1633.0,1484.0,1708.0,2588.0,2891.0,581.0,2820.0,2.0,4725.0,3832.0,2849.0,2634.0,9.0,722.0,194.0,0.0,2993.0,28.0,857.0
hsa-miR-106b-5p,117.0,408.0,435.0,1646.0,164.0,925.0,239.0,215.0,193.0,377.0,542.0,99.0,402.0,2.0,1030.0,1133.0,1584.0,416.0,4.0,195.0,0.0,0.0,512.0,6.0,325.0
hsa-miR-107,0.0,28.0,26.0,467.0,124.0,28.0,0.0,709.0,99.0,3960.0,3349.0,110.0,0.0,0.0,100.0,21.0,993.0,5.0,4.0,394.0,1.0,3.0,459.0,6.0,9.0
hsa-miR-10a-3p,78.0,168.0,66.0,49.0,164.0,347.0,34.0,80.0,302.0,191.0,36.0,55.0,1931.0,10.0,23.0,13.0,298.0,4.0,1.0,0.0,0.0,0.0,229.0,0.0,0.0
hsa-miR-10a-5p,72111.0,21496.0,57264.0,1650.0,53912.0,66031.0,22758.0,30668.0,57895.0,20927.0,27314.0,5042.0,77180.0,743.0,17361.0,18412.0,132461.0,270.0,124.0,449.0,305.0,9.0,27323.0,239.0,162.0
hsa-miR-10b-3p,165.0,219.0,92.0,37.0,563.0,466.0,213.0,66.0,209.0,114.0,427.0,16.0,1605.0,6.0,49.0,70.0,334.0,0.0,1.0,0.0,0.0,0.0,86.0,0.0,0.0
hsa-miR-10b-5p,190463.0,31125.0,72571.0,6692.0,195712.0,128439.0,21711.0,30339.0,107522.0,24714.0,85769.0,9798.0,81843.0,700.0,19886.0,60493.0,221598.0,288.0,62.0,639.0,151.0,7.0,24405.0,90.0,266.0
hsa-miR-11181-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-11399,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11400,313.0,63.0,924.0,27.0,37.0,20.0,137.0,58.0,566.0,198.0,35.0,0.0,8.0,0.0,19.0,58.0,77.0,46.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0
hsa-miR-11401,77.0,368.0,251.0,77.0,44.0,90.0,58.0,43.0,33.0,175.0,210.0,0.0,178.0,0.0,140.0,96.0,255.0,231.0,0.0,1.0,469.0,0.0,204.0,0.0,79.0
hsa-miR-1178-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1178-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-1179,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,707.0,2669.0,1507.0,371.0,1034.0,1688.0,1909.0,836.0,966.0,1236.0,3516.0,577.0,4308.0,12.0,3181.0,1527.0,2706.0,780.0,0.0,157.0,1.0,0.0,2050.0,9.0,162.0
hsa-miR-1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,13.0,0.0,14.0,5.0,0.0,1.0,0.0,4.0,12.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0
hsa-miR-1185-2-3p,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,6.0,11.0,517.0,3.0,0.0,35.0,0.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,1183082.0,941898.0,102856.0,87213.0,140709.0,527030.0,989574.0,2690975.0,198521.0,214974.0,160403.0,24687.0,326771.0,7740.0,44051.0,16545.0,54427.0,454.0,2.0,15954.0,549.0,12537.0,571517.0,2180.0,2478.0
hsa-miR-1224-3p,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1224-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,4.0,0.0,3.0,0.0,5.0,2.0,8.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,7.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,3.0,3.0,0.0,5.0,4.0,0.0,2.0,3.0,2.0,5.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
hsa-miR-1229-3p,23.0,1.0,4.0,0.0,8.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-122b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-5p,14.0,0.0,0.0,0.0,0.0,9.0,0.0,20.0,0.0,0.0,18.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,2.0,1.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1237-5p,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,15.0,7.0,23.0,0.0,3.0,2.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,1.0,1.0,4.0,4.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1245b-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,2244.0,4863.0,8122.0,3087.0,2831.0,33124.0,1477.0,91626.0,1066.0,574.0,3164.0,2806.0,6193.0,140.0,1806.0,323.0,1034.0,423.0,7.0,1293.0,12201.0,6.0,4789.0,9.0,134.0
hsa-miR-1247-5p,2.0,1.0,15.0,3.0,0.0,9.0,5.0,2.0,2.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
hsa-miR-1249-3p,2.0,5.0,0.0,0.0,6.0,13.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
hsa-miR-1249-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-1250-5p,6.0,11.0,15.0,540.0,0.0,8.0,12.0,3.0,18.0,70.0,22.0,1.0,38.0,0.0,5.0,128.0,21.0,263.0,0.0,152.0,0.0,0.0,1.0,0.0,1656.0
hsa-miR-1251-5p,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
hsa-miR-1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,41.0,10.0,7.0,18.0,3.0,14.0,0.0,16.0,1.0,96.0,19.0,0.0,23.0,0.0,51.0,51.0,82.0,25.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
hsa-miR-1255b-5p,277.0,366.0,115.0,74.0,219.0,195.0,29.0,51.0,135.0,78.0,127.0,0.0,248.0,3.0,308.0,147.0,161.0,89.0,0.0,0.0,0.0,0.0,118.0,0.0,26.0
hsa-miR-1256,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1258,2.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,180.0,309.0,304.0,297.0,592.0,462.0,530.0,67.0,387.0,371.0,482.0,1206.0,933.0,1.0,207.0,82.0,282.0,210.0,1.0,217.0,531.0,0.0,792.0,0.0,51.0
hsa-miR-125a-5p,11320.0,4005.0,9281.0,209.0,11051.0,12592.0,3385.0,4598.0,5522.0,2807.0,3855.0,5405.0,5607.0,34.0,9222.0,6228.0,17825.0,83.0,50.0,190.0,312.0,10.0,2486.0,140.0,30.0
hsa-miR-125b-1-3p,122.0,64.0,211.0,3.0,61.0,22.0,67.0,32.0,46.0,154.0,48.0,17.0,15.0,0.0,16.0,0.0,122.0,0.0,3.0,72.0,171.0,3.0,32.0,4.0,0.0
hsa-miR-125b-2-3p,2.0,1.0,10.0,2.0,7.0,0.0,0.0,7.0,1.0,6.0,8.0,5.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
hsa-miR-125b-5p,3694.0,3724.0,4870.0,267.0,2408.0,5071.0,3569.0,8195.0,2474.0,2340.0,8984.0,2564.0,4769.0,22.0,2700.0,1019.0,13683.0,117.0,75.0,248.0,21.0,71.0,2132.0,193.0,29.0
hsa-miR-126-3p,71594.0,61787.0,183688.0,67494.0,45513.0,124560.0,72470.0,42593.0,81181.0,203478.0,78503.0,5128.0,55392.0,196.0,42961.0,57413.0,165147.0,8976.0,337.0,1637.0,403.0,225.0,47147.0,611.0,2341.0
hsa-miR-126-5p,275.0,297.0,298.0,456.0,305.0,817.0,368.0,480.0,1341.0,755.0,378.0,11.0,172.0,0.0,290.0,235.0,1287.0,2.0,4.0,28.0,0.0,0.0,237.0,3.0,49.0
hsa-miR-1260a,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,0.0,2.0,4.0,10.0,0.0,16.0,8.0,0.0,30.0,20.0,11.0,3.0,7.0,0.0,20.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-1262,7.0,2.0,0.0,40.0,9.0,4.0,0.0,1.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,69.0,9.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,10.0
hsa-miR-1263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
