miRNA,SRR20563511
hsa-miR-432-5p,7330
hsa-let-7b-5p,3557
hsa-miR-103a-3p,2023
hsa-let-7c-5p,1890
hsa-mir-7702-5p,1750
hsa-miR-142-3p,1587
hsa-miR-199a-3p,77
hsa-miR-3960,25
hsa-miR-125b-5p,9
hsa-miR-100-5p,8
hsa-miR-21-5p,5
hsa-miR-99a-5p,5
hsa-miR-125a-5p,8
hsa-miR-148a-3p,4
hsa-mir-298-5p,4
hsa-miR-561-3p,3
hsa-miR-127-3p,4
hsa-mir-4739-5p,2
hsa-miR-9-5p,4
hsa-let-7i-5p,2
hsa-miR-196a-5p,3
hsa-miR-16-5p,2
hsa-miR-181a-5p,4
hsa-miR-27b-3p,4
hsa-miR-26a-5p,3
hsa-miR-1285-5p,2
hsa-miR-744-5p,1
hsa-miR-93-5p,1
hsa-miR-3665,1
hsa-miR-1306-5p,1
hsa-miR-30d-5p,2
hsa-let-7a-5p,2
hsa-let-7f-5p,1
hsa-miR-219a-2-3p,1
hsa-miR-30a-5p,3
hsa-let-7e-5p,1
hsa-miR-23a-3p,1
