miRNA,SRR18495906,SRR18495907,SRR18495908,SRR18495909,SRR18495910,SRR18495911,SRR18495912,SRR18495913,SRR18495914,SRR18495915
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,85.0,15.0,16.0,27.0,44.0,224.0,5.0,45.0,45.0,17.0
hsa-let-7a-5p,21800.0,6783.0,10871.0,17837.0,13245.0,64247.0,9638.0,19614.0,41354.0,16958.0
hsa-let-7b-3p,6.0,6.0,3.0,2.0,11.0,11.0,0.0,12.0,5.0,8.0
hsa-let-7b-5p,4725.0,6766.0,5653.0,10661.0,8706.0,4545.0,2209.0,18009.0,9199.0,8321.0
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0
hsa-let-7c-5p,3201.0,1030.0,964.0,3002.0,1870.0,3317.0,828.0,3205.0,2655.0,3377.0
hsa-let-7d-3p,1433.0,662.0,196.0,1165.0,1276.0,1756.0,141.0,883.0,860.0,672.0
hsa-let-7d-5p,4328.0,1558.0,1465.0,2623.0,1485.0,4792.0,971.0,3990.0,12478.0,4820.0
hsa-let-7e-3p,2.0,0.0,0.0,1.0,7.0,2.0,5.0,0.0,3.0,2.0
hsa-let-7f-1-3p,17.0,4.0,1.0,4.0,10.0,13.0,3.0,2.0,13.0,3.0
hsa-let-7f-2-3p,35.0,5.0,1.0,9.0,13.0,37.0,2.0,14.0,25.0,3.0
hsa-let-7f-5p,26943.0,5369.0,7163.0,15440.0,9966.0,78154.0,7152.0,16197.0,43898.0,13443.0
hsa-let-7g-3p,93.0,42.0,81.0,23.0,80.0,30.0,33.0,113.0,42.0,5.0
hsa-let-7g-5p,91042.0,19516.0,9486.0,30234.0,34947.0,134623.0,6022.0,43636.0,65580.0,19822.0
hsa-let-7i-3p,185.0,92.0,21.0,69.0,165.0,161.0,29.0,128.0,59.0,13.0
hsa-let-7i-5p,214085.0,119532.0,38163.0,183885.0,156429.0,256541.0,39688.0,201892.0,439639.0,145955.0
hsa-miR-1-3p,48.0,43.0,57.0,38.0,42.0,73.0,21.0,19.0,88.0,33.0
hsa-miR-100-5p,0.0,1.0,3.0,6.0,2.0,0.0,1.0,2.0,4.0,6.0
hsa-miR-101-2-5p,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-101-3p,16899.0,7870.0,1747.0,11422.0,9313.0,18704.0,2418.0,12537.0,9358.0,4538.0
hsa-miR-101-5p,12.0,5.0,0.0,9.0,10.0,13.0,5.0,14.0,4.0,0.0
hsa-miR-10392-5p,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
hsa-miR-10395-3p,9.0,4.0,13.0,3.0,8.0,0.0,1.0,4.0,3.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,154.0,55.0,26.0,142.0,100.0,202.0,19.0,64.0,77.0,70.0
hsa-miR-10399-5p,26.0,8.0,1.0,6.0,12.0,18.0,2.0,17.0,16.0,2.0
hsa-miR-103a-1-5p,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-103a-2-5p,23.0,0.0,0.0,39.0,28.0,48.0,0.0,29.0,21.0,2.0
hsa-miR-103a-3p,1351.0,4256.0,853.0,34163.0,30857.0,8294.0,4355.0,10734.0,30370.0,16559.0
hsa-miR-10401-3p,1.0,0.0,0.0,24.0,9.0,15.0,7.0,1.0,1.0,18.0
hsa-miR-10526-3p,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
hsa-miR-10527-5p,3.0,2.0,1.0,5.0,0.0,3.0,1.0,5.0,2.0,0.0
hsa-miR-106a-3p,47.0,3.0,0.0,7.0,8.0,52.0,0.0,13.0,17.0,0.0
hsa-miR-106a-5p,394.0,119.0,39.0,198.0,315.0,830.0,12.0,301.0,92.0,42.0
hsa-miR-106b-3p,22627.0,20254.0,11670.0,37220.0,40734.0,57627.0,10202.0,29629.0,20063.0,9486.0
hsa-miR-106b-5p,2398.0,1383.0,215.0,1796.0,2462.0,5441.0,211.0,2317.0,951.0,318.0
hsa-miR-107,660.0,311.0,1041.0,393.0,2570.0,4648.0,59.0,592.0,2035.0,578.0
hsa-miR-10a-3p,10.0,3.0,0.0,4.0,6.0,17.0,5.0,4.0,6.0,9.0
hsa-miR-10a-5p,4.0,9.0,6.0,9.0,12.0,9.0,2.0,4.0,2.0,1.0
hsa-miR-10b-3p,10.0,1.0,0.0,5.0,5.0,10.0,0.0,6.0,3.0,15.0
hsa-miR-10b-5p,7.0,6.0,31.0,7.0,10.0,12.0,11.0,10.0,14.0,4.0
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-11400,205.0,9.0,5.0,43.0,5.0,10.0,8.0,40.0,71.0,33.0
hsa-miR-11401,126.0,137.0,88.0,318.0,176.0,129.0,151.0,79.0,113.0,144.0
hsa-miR-1178-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1178-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1179,3.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
hsa-miR-1180-3p,625.0,670.0,491.0,1311.0,1410.0,2102.0,383.0,861.0,343.0,279.0
hsa-miR-1185-1-3p,79.0,36.0,32.0,175.0,27.0,61.0,79.0,34.0,370.0,434.0
hsa-miR-1185-2-3p,17.0,2.0,36.0,9.0,2.0,6.0,12.0,8.0,47.0,52.0
hsa-miR-1185-5p,7.0,1.0,0.0,4.0,1.0,2.0,2.0,6.0,11.0,0.0
hsa-miR-1193,1.0,6.0,6.0,12.0,1.0,5.0,5.0,0.0,9.0,18.0
hsa-miR-1197,117.0,21.0,4.0,26.0,15.0,69.0,10.0,38.0,95.0,31.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
hsa-miR-12114,2.0,0.0,0.0,1.0,4.0,1.0,7.0,0.0,2.0,0.0
hsa-miR-12132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,7.0,15.0,16.0,14.0,12.0,0.0,5.0,4.0,3.0,5.0
hsa-miR-122-3p,9.0,10.0,0.0,14.0,0.0,8.0,2.0,0.0,4.0,1.0
hsa-miR-122-5p,158945.0,176032.0,17661.0,228797.0,312672.0,38396.0,17661.0,70824.0,182077.0,217069.0
hsa-miR-1224-5p,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
hsa-miR-1225-3p,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
hsa-miR-1226-3p,3.0,7.0,0.0,22.0,5.0,9.0,0.0,1.0,3.0,1.0
hsa-miR-1226-5p,1.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0
hsa-miR-1227-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
hsa-miR-1228-5p,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0
hsa-miR-1229-5p,0.0,2.0,0.0,9.0,6.0,0.0,3.0,0.0,1.0,5.0
hsa-miR-122b-5p,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
hsa-miR-1234-3p,4.0,2.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,3.0
hsa-miR-1236-5p,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0
hsa-miR-1237-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1238-3p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-124-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1244,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1246,4870.0,9200.0,1979.0,2094.0,3143.0,3976.0,2807.0,6819.0,2611.0,273.0
hsa-miR-1247-5p,0.0,6.0,1.0,26.0,11.0,12.0,0.0,0.0,0.0,6.0
hsa-miR-1248,0.0,0.0,3.0,1.0,11.0,1.0,0.0,9.0,6.0,0.0
hsa-miR-1249-3p,0.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,5.0
hsa-miR-1249-5p,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0
hsa-miR-1250-3p,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,293.0,324.0,435.0,313.0,272.0,112.0,518.0,500.0,480.0,188.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,41.0,19.0,2.0,6.0,25.0,29.0,0.0,0.0,70.0,4.0
hsa-miR-1255b-5p,140.0,82.0,23.0,90.0,244.0,282.0,21.0,157.0,76.0,20.0
hsa-miR-1256,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,5.0,0.0
hsa-miR-1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-1258,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,38.0,42.0,35.0,152.0,55.0,79.0,22.0,24.0,54.0,74.0
hsa-miR-125a-5p,64.0,53.0,58.0,711.0,112.0,103.0,36.0,54.0,121.0,339.0
hsa-miR-125b-1-3p,3.0,4.0,18.0,9.0,7.0,6.0,11.0,0.0,0.0,10.0
hsa-miR-125b-2-3p,0.0,0.0,4.0,0.0,0.0,5.0,2.0,2.0,1.0,2.0
hsa-miR-125b-5p,57.0,65.0,36.0,509.0,160.0,316.0,25.0,24.0,30.0,621.0
hsa-miR-126-3p,17875.0,8675.0,3741.0,21748.0,7421.0,19849.0,3448.0,14528.0,66530.0,46973.0
hsa-miR-126-5p,902.0,150.0,54.0,354.0,113.0,920.0,107.0,355.0,1515.0,358.0
hsa-miR-1260a,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1260b,56.0,27.0,12.0,204.0,56.0,76.0,18.0,25.0,28.0,57.0
hsa-miR-1262,11.0,2.0,0.0,1.0,4.0,4.0,0.0,10.0,4.0,0.0
hsa-miR-1265,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1266-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1268a,1.0,7.0,290.0,126.0,1.0,3.0,67.0,4.0,6.0,6.0
hsa-miR-1268b,33.0,21.0,8.0,2.0,100.0,45.0,7.0,37.0,22.0,33.0
hsa-miR-1269a,0.0,10.0,12.0,32.0,26.0,26.0,11.0,4.0,0.0,0.0
hsa-miR-1269b,1.0,1.0,23.0,35.0,22.0,3.0,4.0,6.0,7.0,5.0
hsa-miR-127-3p,25931.0,19497.0,33832.0,46811.0,15352.0,17450.0,31858.0,20087.0,41060.0,22886.0
hsa-miR-127-5p,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1270,15.0,20.0,51.0,31.0,46.0,63.0,13.0,54.0,19.0,32.0
hsa-miR-1271-3p,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-1271-5p,81.0,45.0,35.0,45.0,27.0,71.0,23.0,34.0,112.0,58.0
hsa-miR-1273c,35.0,9.0,12.0,39.0,35.0,36.0,22.0,33.0,22.0,16.0
hsa-miR-1273h-3p,316.0,192.0,248.0,645.0,330.0,212.0,406.0,389.0,892.0,726.0
hsa-miR-1273h-5p,246.0,214.0,268.0,419.0,254.0,107.0,189.0,314.0,369.0,192.0
hsa-miR-1275,45.0,19.0,32.0,26.0,285.0,33.0,45.0,113.0,29.0,3.0
hsa-miR-1276,3.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,2.0
hsa-miR-1277-3p,4.0,1.0,0.0,2.0,1.0,6.0,0.0,5.0,16.0,3.0
hsa-miR-1278,40.0,28.0,2.0,18.0,23.0,135.0,6.0,41.0,54.0,20.0
hsa-miR-128-1-5p,45.0,40.0,32.0,35.0,45.0,16.0,16.0,50.0,46.0,18.0
hsa-miR-128-3p,1727.0,1061.0,569.0,2332.0,2296.0,3485.0,409.0,996.0,1956.0,3227.0
hsa-miR-1283,18.0,27.0,2.0,152.0,59.0,101.0,14.0,14.0,19.0,24.0
hsa-miR-1284,4.0,1.0,0.0,1.0,6.0,13.0,0.0,1.0,4.0,1.0
hsa-miR-1285-3p,247.0,232.0,177.0,408.0,495.0,552.0,257.0,290.0,231.0,132.0
hsa-miR-1285-5p,3.0,17.0,5.0,16.0,11.0,14.0,0.0,13.0,1.0,12.0
hsa-miR-1286,3.0,4.0,17.0,4.0,9.0,3.0,4.0,14.0,1.0,0.0
hsa-miR-1287-3p,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-1287-5p,200.0,149.0,218.0,473.0,230.0,227.0,144.0,139.0,167.0,144.0
hsa-miR-1288-3p,8.0,5.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0
hsa-miR-1289,2.0,1.0,0.0,5.0,8.0,2.0,7.0,2.0,3.0,0.0
