miRNA,SRR16292404,SRR16292405,SRR16292406,SRR16292407,SRR16292408,SRR16292409
hsa-let-7a-2-3p,2.0,0.0,1.0,0.0,0.0,0.0
hsa-let-7a-3p,0.0,0.0,0.0,0.0,1.0,1.0
hsa-let-7a-5p,381.0,473.0,211.0,628.0,200.0,301.0
hsa-let-7b-5p,130.0,427.0,88.0,265.0,74.0,103.0
hsa-let-7c-3p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-let-7c-5p,68.0,197.0,44.0,80.0,36.0,52.0
hsa-let-7d-3p,3.0,6.0,1.0,3.0,0.0,0.0
hsa-let-7d-5p,18.0,13.0,7.0,17.0,2.0,2.0
hsa-let-7e-5p,12.0,9.0,3.0,6.0,6.0,4.0
hsa-let-7f-5p,912.0,345.0,270.0,565.0,320.0,618.0
hsa-let-7g-5p,288.0,123.0,53.0,118.0,91.0,159.0
hsa-let-7i-3p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-let-7i-5p,1790.0,1376.0,467.0,930.0,540.0,874.0
hsa-miR-1-3p,36.0,10.0,5.0,146.0,26.0,50.0
hsa-miR-100-5p,2249.0,1407.0,453.0,1079.0,357.0,534.0
hsa-miR-101-3p,50.0,35.0,7.0,25.0,23.0,38.0
hsa-miR-101-5p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-10396a-3p,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,24.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,0.0,2.0,1.0,0.0
hsa-miR-103a-3p,4.0,21.0,25.0,12.0,1.0,3.0
hsa-miR-10401-3p,1.0,2.0,0.0,1.0,0.0,2.0
hsa-miR-10401-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-10527-5p,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106b-3p,26.0,12.0,2.0,7.0,4.0,2.0
hsa-miR-106b-5p,4.0,3.0,0.0,3.0,0.0,0.0
hsa-miR-107,2.0,3.0,1.0,0.0,3.0,0.0
hsa-miR-10a-5p,9.0,28.0,4.0,19.0,16.0,26.0
hsa-miR-10b-3p,0.0,1.0,2.0,0.0,0.0,0.0
hsa-miR-10b-5p,111.0,94.0,46.0,142.0,39.0,101.0
hsa-miR-1180-3p,5.0,0.0,1.0,2.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-12129,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-12136,16.0,0.0,9.0,99.0,23.0,70.0
hsa-miR-122-5p,112.0,81.0,49.0,21.0,74.0,46.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,1.0,1.0
hsa-miR-1246,49.0,11.0,4.0,7.0,11.0,19.0
hsa-miR-1252-5p,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,0.0,0.0,0.0,0.0,1.0,0.0
