miRNA,SRR10575191,SRR10575192,SRR10575193,SRR10575194,SRR10575195,SRR10575196
hsa-let-7a-3p,0.0,1.0,0.0,1.0,0.0,0.0
hsa-let-7a-5p,74.0,16.0,34.0,24.0,16.0,22.0
hsa-let-7b-3p,1.0,0.0,4.0,1.0,1.0,0.0
hsa-let-7b-5p,115.0,71.0,101.0,44.0,68.0,73.0
hsa-let-7c-5p,39.0,19.0,5.0,9.0,9.0,9.0
hsa-let-7d-3p,43.0,3.0,7.0,3.0,5.0,2.0
hsa-let-7d-5p,31.0,7.0,18.0,8.0,5.0,11.0
hsa-let-7e-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7e-5p,7.0,1.0,0.0,1.0,1.0,1.0
hsa-let-7f-1-3p,1.0,0.0,1.0,0.0,0.0,1.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,0.0,1.0
hsa-let-7f-5p,1824.0,1681.0,611.0,521.0,898.0,800.0
hsa-let-7g-3p,3.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,174.0,107.0,198.0,59.0,90.0,94.0
hsa-let-7i-3p,0.0,0.0,1.0,0.0,0.0,0.0
hsa-let-7i-5p,33.0,9.0,43.0,21.0,29.0,25.0
hsa-miR-1-3p,6.0,2.0,4.0,1.0,3.0,5.0
hsa-miR-100-5p,8.0,5.0,16.0,5.0,2.0,2.0
hsa-miR-101-3p,85.0,44.0,116.0,78.0,38.0,23.0
hsa-miR-101-5p,0.0,0.0,4.0,3.0,1.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-103a-3p,67.0,82.0,474.0,60.0,173.0,140.0
hsa-miR-10401-3p,4.0,3.0,2.0,4.0,1.0,1.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,1.0,3.0
hsa-miR-106a-3p,0.0,0.0,1.0,1.0,0.0,1.0
hsa-miR-106a-5p,48.0,11.0,35.0,24.0,11.0,20.0
hsa-miR-106b-3p,49.0,10.0,111.0,25.0,17.0,19.0
hsa-miR-106b-5p,231.0,134.0,134.0,88.0,103.0,62.0
hsa-miR-107,37.0,9.0,16.0,10.0,125.0,39.0
hsa-miR-10a-5p,40.0,4.0,14.0,6.0,3.0,1.0
hsa-miR-10b-5p,32.0,21.0,22.0,10.0,4.0,7.0
hsa-miR-11181-3p,0.0,0.0,0.0,0.0,0.0,1.0
