miRNA,SRR22013142,SRR22013143,SRR22013144,SRR22013145
hsa-let-7a-3p,0.0,0.0,10.84,0.0
hsa-let-7a-5p,587.91,879.31,2146.43,1404.64
hsa-let-7b-5p,47.41,277.04,596.23,615.37
hsa-let-7c-5p,0.0,36.14,54.2,66.89
hsa-let-7d-3p,0.0,12.05,0.0,0.0
hsa-let-7d-5p,0.0,36.14,130.09,53.51
hsa-let-7e-5p,0.0,0.0,21.68,0.0
hsa-let-7f-5p,199.13,421.59,1094.9,655.5
hsa-let-7g-5p,66.38,36.14,195.13,147.15
hsa-let-7i-5p,28.45,84.32,162.61,80.27
hsa-miR-100-5p,28.45,48.18,10.84,53.51
hsa-miR-101-3p,0.0,0.0,10.84,40.13
hsa-miR-106b-3p,9.48,0.0,10.84,13.38
hsa-miR-10a-3p,0.0,0.0,10.84,0.0
hsa-miR-10a-5p,350.85,999.76,1506.84,1805.97
hsa-miR-10b-5p,37.93,156.59,238.49,321.06
hsa-miR-1180-3p,37.93,0.0,0.0,0.0
hsa-miR-122-5p,47.41,12.05,119.25,0.0
hsa-miR-125a-5p,18.96,0.0,0.0,40.13
hsa-miR-125b-5p,0.0,0.0,10.84,0.0
hsa-miR-126-3p,0.0,0.0,32.52,26.76
hsa-miR-1275,0.0,0.0,10.84,0.0
hsa-miR-128-3p,0.0,12.05,0.0,0.0
hsa-miR-1299,0.0,0.0,10.84,0.0
hsa-miR-1307-5p,0.0,0.0,0.0,13.38
hsa-miR-140-3p,0.0,12.05,0.0,26.76
hsa-miR-141-3p,18.96,0.0,0.0,13.38
hsa-miR-142-5p,56.89,36.14,86.72,26.76
hsa-miR-143-3p,9.48,24.09,43.36,26.76
hsa-miR-144-5p,0.0,0.0,10.84,0.0
hsa-miR-146a-5p,28.45,60.23,108.41,147.15
hsa-miR-146b-5p,56.89,192.72,86.72,227.42
hsa-miR-148a-3p,18.96,72.27,43.36,120.4
hsa-miR-148b-3p,123.27,180.68,292.7,347.82
hsa-miR-150-5p,0.0,0.0,10.84,0.0
