miRNA,SRR19171704,SRR19171705,SRR19171706,SRR19171707,SRR19171708,SRR19171709,SRR19171710,SRR19171711,SRR19171712,SRR19171713,SRR19171714,SRR19171715,SRR19171716,SRR19171717,SRR19171718
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0
hsa-let-7a-3p,1.0,2.0,2.0,48.0,31.0,36.0,50.0,19.0,61.0,110.0,89.0,112.0,27.0,26.0,25.0
hsa-let-7a-5p,449.0,236.0,335.0,7193.0,5554.0,5028.0,9398.0,7663.0,7329.0,16985.0,10288.0,12722.0,2335.0,3373.0,2622.0
hsa-let-7b-3p,1.0,0.0,2.0,17.0,13.0,8.0,20.0,9.0,17.0,36.0,28.0,30.0,8.0,10.0,6.0
hsa-let-7b-5p,414.0,171.0,177.0,3591.0,4719.0,2683.0,4681.0,3751.0,3603.0,13063.0,8672.0,10694.0,2141.0,3349.0,2752.0
hsa-let-7c-5p,61.0,10.0,14.0,398.0,73.0,172.0,190.0,511.0,496.0,299.0,635.0,196.0,77.0,131.0,91.0
hsa-let-7d-3p,16.0,13.0,3.0,495.0,462.0,331.0,943.0,574.0,796.0,780.0,640.0,721.0,299.0,330.0,303.0
hsa-let-7d-5p,11.0,10.0,9.0,1367.0,1129.0,1036.0,1854.0,1243.0,1504.0,2542.0,1796.0,2311.0,442.0,521.0,514.0
hsa-let-7e-3p,0.0,0.0,0.0,1.0,9.0,6.0,4.0,5.0,6.0,20.0,21.0,33.0,6.0,14.0,6.0
hsa-let-7e-5p,20.0,12.0,29.0,188.0,190.0,209.0,344.0,307.0,256.0,530.0,358.0,529.0,200.0,260.0,232.0
hsa-let-7f-1-3p,1.0,0.0,0.0,19.0,14.0,16.0,20.0,15.0,16.0,28.0,24.0,27.0,4.0,8.0,12.0
hsa-let-7f-2-3p,0.0,0.0,0.0,2.0,3.0,4.0,0.0,3.0,1.0,5.0,5.0,9.0,1.0,2.0,2.0
hsa-let-7f-5p,237.0,113.0,204.0,21496.0,16597.0,18388.0,19567.0,19140.0,18249.0,30854.0,23778.0,32251.0,4487.0,7584.0,5277.0
hsa-let-7g-3p,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0
hsa-let-7g-5p,49.0,23.0,32.0,9602.0,8147.0,8220.0,5378.0,5087.0,5227.0,5974.0,4940.0,6226.0,2311.0,4135.0,2866.0
hsa-let-7i-3p,0.0,1.0,0.0,18.0,14.0,12.0,14.0,12.0,14.0,22.0,34.0,20.0,12.0,4.0,3.0
hsa-let-7i-5p,190.0,125.0,144.0,10792.0,12707.0,10027.0,8706.0,8719.0,7741.0,17899.0,13885.0,17041.0,5036.0,8126.0,5994.0
hsa-miR-1-3p,0.0,1.0,1.0,10.0,5.0,9.0,2.0,4.0,4.0,11.0,3.0,7.0,5.0,6.0,2.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-100-5p,2060.0,1180.0,809.0,33.0,64.0,34.0,28.0,26.0,29.0,4687.0,3817.0,4563.0,6375.0,8448.0,5836.0
hsa-miR-101-3p,6.0,4.0,1.0,1071.0,1011.0,1040.0,509.0,411.0,463.0,624.0,497.0,678.0,147.0,259.0,156.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
hsa-miR-10394-5p,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,5.0,10.0,7.0,16.0,2.0,2.0,16.0,14.0,29.0,0.0,0.0,3.0
hsa-miR-10395-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-10399-3p,0.0,0.0,0.0,5.0,0.0,3.0,3.0,4.0,3.0,30.0,23.0,19.0,102.0,133.0,77.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-103a-3p,1.0,4.0,0.0,1975.0,73.0,1200.0,2605.0,961.0,916.0,1573.0,1201.0,1869.0,177.0,28.0,285.0
hsa-miR-10401-3p,2.0,0.0,0.0,15.0,13.0,22.0,10.0,10.0,14.0,21.0,14.0,30.0,91.0,42.0,23.0
hsa-miR-105-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,17.0,16.0,17.0,1.0,0.0,0.0,164.0,95.0,155.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0
hsa-miR-106a-3p,0.0,0.0,0.0,8.0,6.0,7.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,218.0,135.0,116.0,168.0,43.0,169.0,1.0,2.0,3.0,5.0,7.0,5.0
hsa-miR-106b-3p,3.0,0.0,3.0,443.0,435.0,405.0,458.0,417.0,421.0,707.0,540.0,633.0,304.0,389.0,324.0
hsa-miR-106b-5p,0.0,0.0,1.0,288.0,386.0,296.0,272.0,137.0,310.0,180.0,162.0,204.0,51.0,72.0,76.0
hsa-miR-107,1.0,0.0,0.0,100.0,50.0,26.0,214.0,109.0,147.0,54.0,143.0,68.0,34.0,40.0,25.0
hsa-miR-10a-3p,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,14.0,10.0,10.0,3.0,3.0,4.0
hsa-miR-10a-5p,2.0,1.0,1.0,39.0,49.0,46.0,30.0,26.0,26.0,898.0,668.0,867.0,208.0,289.0,218.0
hsa-miR-10b-3p,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10b-5p,0.0,0.0,0.0,81.0,98.0,76.0,63.0,73.0,54.0,270.0,185.0,233.0,107.0,176.0,74.0
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,11.0,0.0,3.0,175.0,145.0,143.0,203.0,144.0,169.0,466.0,394.0,464.0,270.0,242.0,214.0
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0
hsa-miR-1185-2-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
hsa-miR-1197,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0
hsa-miR-12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12128,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,1.0,0.0,0.0,8.0,24.0,15.0,1.0,3.0,2.0,2.0,7.0,7.0,1.0,4.0,3.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-122-5p,0.0,0.0,0.0,199.0,67.0,183.0,34.0,454.0,90.0,302.0,318.0,30.0,5.0,293.0,362.0
hsa-miR-1226-3p,0.0,0.0,0.0,5.0,0.0,2.0,6.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
hsa-miR-1226-5p,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0
hsa-miR-1228-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-1229-3p,0.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1234-3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0
hsa-miR-1236-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0
