miRNA,SRR23426200,SRR23426201,SRR23426202,SRR23426203,SRR23426204,SRR23426205,SRR23426206,SRR23426207
hsa-let-7a-2-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,0.0,3.0,0.0,20.0,0.0,0.0,2.0,8.0
hsa-let-7a-5p,2921.0,993.0,671.0,15623.0,861.0,552.0,31033.0,2379.0
hsa-let-7b-3p,4.0,4.0,0.0,26.0,0.0,0.0,1.0,2.0
hsa-let-7b-5p,18871.0,351.0,335.0,20578.0,968.0,698.0,33509.0,1125.0
hsa-let-7c-3p,6.0,0.0,0.0,5.0,0.0,0.0,9.0,4.0
hsa-let-7c-5p,3251.0,95.0,131.0,4918.0,315.0,175.0,6873.0,459.0
hsa-let-7d-3p,57.0,24.0,13.0,175.0,8.0,0.0,244.0,16.0
hsa-let-7d-5p,688.0,91.0,44.0,666.0,106.0,86.0,2290.0,182.0
hsa-let-7e-3p,0.0,2.0,0.0,4.0,11.0,0.0,60.0,3.0
hsa-let-7e-5p,976.0,66.0,28.0,2839.0,95.0,28.0,2505.0,91.0
hsa-let-7f-1-3p,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0
hsa-let-7f-5p,488.0,587.0,421.0,20162.0,543.0,223.0,11316.0,1271.0
hsa-let-7g-3p,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,856.0,727.0,390.0,9798.0,243.0,139.0,6538.0,1071.0
hsa-let-7i-3p,9.0,1.0,0.0,31.0,0.0,0.0,0.0,2.0
hsa-let-7i-5p,1851.0,282.0,118.0,6634.0,303.0,219.0,3012.0,415.0
hsa-miR-1-3p,6.0,44.0,22.0,2407.0,83.0,6.0,467.0,102.0
hsa-miR-100-5p,3398.0,734.0,773.0,5033.0,266.0,404.0,4329.0,1840.0
hsa-miR-101-2-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,35.0,274.0,162.0,524.0,95.0,77.0,945.0,557.0
hsa-miR-101-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,9.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
hsa-miR-10396b-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0
hsa-miR-10399-3p,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
