miRNA,SRR10225091,SRR10225093,SRR10225095
hsa-let-7a-3p,0.0,6.0,0.0
hsa-let-7a-5p,125.0,2244.0,277.0
hsa-let-7b-3p,0.0,2.0,0.0
hsa-let-7b-5p,12.0,235.0,40.0
hsa-let-7c-5p,18.0,77.0,26.0
hsa-let-7d-3p,2.0,48.0,5.0
hsa-let-7d-5p,5.0,36.0,5.0
hsa-let-7e-3p,0.0,4.0,0.0
hsa-let-7e-5p,25.0,95.0,6.0
hsa-let-7f-2-3p,0.0,1.0,0.0
hsa-let-7f-5p,85.0,3118.0,159.0
hsa-let-7g-3p,0.0,1.0,0.0
hsa-let-7g-5p,24.0,557.0,13.0
hsa-let-7i-3p,0.0,2.0,0.0
hsa-let-7i-5p,57.0,1553.0,167.0
hsa-miR-100-3p,1.0,7.0,0.0
hsa-miR-100-5p,73.0,406.0,598.0
hsa-miR-101-3p,11.0,213.0,1.0
hsa-miR-101-5p,0.0,1.0,0.0
hsa-miR-10395-3p,0.0,1.0,1.0
hsa-miR-10396b-3p,0.0,1.0,0.0
hsa-miR-10399-3p,0.0,1.0,1.0
hsa-miR-103a-3p,21.0,82.0,4.0
hsa-miR-10401-3p,3.0,10.0,13.0
hsa-miR-105-3p,1.0,1.0,0.0
hsa-miR-105-5p,2.0,7.0,0.0
hsa-miR-106a-5p,0.0,1.0,0.0
hsa-miR-106b-3p,20.0,84.0,5.0
hsa-miR-106b-5p,3.0,32.0,0.0
hsa-miR-107,3.0,44.0,8.0
hsa-miR-10a-3p,2.0,2.0,0.0
hsa-miR-10a-5p,367.0,3009.0,1097.0
hsa-miR-10b-5p,132.0,11782.0,1678.0
hsa-miR-1180-3p,4.0,8.0,0.0
hsa-miR-1185-2-3p,1.0,0.0,0.0
hsa-miR-122-5p,1.0,0.0,0.0
hsa-miR-1246,0.0,1.0,1.0
hsa-miR-1249-3p,0.0,1.0,0.0
hsa-miR-125a-3p,1.0,2.0,2.0
hsa-miR-125a-5p,45.0,543.0,24.0
hsa-miR-125b-1-3p,3.0,4.0,7.0
hsa-miR-125b-2-3p,0.0,0.0,1.0
hsa-miR-125b-5p,8.0,61.0,11.0
hsa-miR-126-3p,3.0,3.0,1.0
hsa-miR-126-5p,34.0,33.0,10.0
hsa-miR-1262,0.0,3.0,0.0
hsa-miR-1269a,1.0,25.0,0.0
hsa-miR-1269b,2.0,0.0,0.0
hsa-miR-127-3p,4.0,16.0,3.0
hsa-miR-1271-5p,0.0,3.0,0.0
hsa-miR-1276,0.0,1.0,0.0
hsa-miR-128-1-5p,1.0,4.0,0.0
hsa-miR-128-3p,26.0,73.0,7.0
hsa-miR-1283,2.0,0.0,0.0
hsa-miR-1285-3p,7.0,5.0,1.0
hsa-miR-1285-5p,1.0,1.0,0.0
hsa-miR-1286,2.0,0.0,0.0
hsa-miR-1287-5p,1.0,0.0,0.0
hsa-miR-129-5p,0.0,8.0,0.0
hsa-miR-1291,0.0,1.0,0.0
hsa-miR-1296-5p,0.0,26.0,0.0
hsa-miR-1301-3p,2.0,0.0,0.0
hsa-miR-1304-5p,0.0,1.0,0.0
hsa-miR-1306-5p,0.0,1.0,0.0
hsa-miR-1307-3p,10.0,36.0,1.0
