miRNA,SRR15307302,SRR15307303,SRR15307304,SRR15307305,SRR15307378,SRR15307379,SRR15307380,SRR15307381,SRR15307382,SRR15307383,SRR15307384,SRR15307385,SRR15307386,SRR15307387,SRR15307388,SRR15307389,SRR15307390,SRR15307391,SRR15307392,SRR15307393,SRR15307394,SRR15307395,SRR15307396,SRR15307397,SRR15307398,SRR15307399,SRR15307400,SRR15307401,SRR15307402,SRR15307403,SRR15307404,SRR15307405,SRR15307406,SRR15307407,SRR15307408,SRR15307409,SRR15307410,SRR15307411,SRR15307412,SRR15307413,SRR15307414,SRR15307415,SRR15307416,SRR15307417,SRR15307418,SRR15307419,SRR15307420,SRR15307421,SRR15307422,SRR15307423,SRR15307424,SRR15307425
hsa-miR-212-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,11.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,6.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-1-3p,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219b-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,320.0,99.0,39.0,115.0,23.0,24.0,26.0,30.0,32.0,16.0,27.0,23.0,18.0,22.0,27.0,23.0,29.0,27.0,24.0,22.0,9.0,10.0,6.0,4.0,6.0,6.0,5.0,8.0,31.0,21.0,31.0,19.0,37.0,24.0,32.0,21.0,22.0,21.0,13.0,15.0,19.0,20.0,17.0,18.0,3.0,2.0,2.0,5.0,3.0,0.0,1.0,2.0
hsa-miR-22-5p,10.0,5.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-221-3p,277.0,70.0,41.0,78.0,97.0,90.0,95.0,102.0,79.0,88.0,92.0,108.0,52.0,56.0,42.0,55.0,53.0,54.0,53.0,52.0,16.0,8.0,13.0,9.0,12.0,13.0,17.0,10.0,52.0,67.0,56.0,48.0,63.0,60.0,36.0,64.0,64.0,50.0,51.0,46.0,60.0,51.0,47.0,35.0,2.0,7.0,5.0,2.0,7.0,3.0,2.0,7.0
hsa-miR-221-5p,31.0,11.0,2.0,15.0,11.0,0.0,4.0,3.0,10.0,4.0,3.0,6.0,10.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,8.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-222-3p,437.0,147.0,65.0,178.0,65.0,53.0,60.0,56.0,49.0,65.0,71.0,52.0,60.0,54.0,52.0,62.0,59.0,47.0,55.0,41.0,9.0,7.0,15.0,13.0,8.0,9.0,16.0,16.0,41.0,33.0,55.0,46.0,56.0,55.0,48.0,48.0,35.0,34.0,40.0,25.0,40.0,34.0,27.0,31.0,15.0,12.0,13.0,11.0,14.0,13.0,11.0,16.0
hsa-miR-222-5p,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-3p,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-223-5p,7.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2276-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-5p,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,1208.0,352.0,251.0,1568.0,523.0,437.0,497.0,561.0,479.0,446.0,481.0,503.0,59.0,73.0,68.0,63.0,63.0,50.0,60.0,49.0,12.0,13.0,14.0,13.0,14.0,16.0,14.0,11.0,526.0,568.0,558.0,530.0,508.0,521.0,580.0,502.0,386.0,429.0,411.0,391.0,409.0,425.0,427.0,372.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-23a-5p,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
hsa-miR-23b-3p,477.0,158.0,56.0,513.0,9.0,73.0,58.0,10.0,64.0,66.0,68.0,16.0,11.0,2.0,0.0,8.0,6.0,8.0,10.0,11.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,61.0,14.0,11.0,15.0,57.0,59.0,8.0,65.0,41.0,7.0,38.0,7.0,15.0,40.0,6.0,43.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-23b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23c,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,18.0,10.0,13.0,17.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-3p,388.0,205.0,177.0,254.0,30.0,42.0,36.0,1.0,54.0,32.0,31.0,34.0,25.0,26.0,21.0,17.0,24.0,24.0,22.0,28.0,1.0,15.0,10.0,6.0,20.0,7.0,20.0,5.0,66.0,59.0,58.0,59.0,50.0,43.0,71.0,77.0,46.0,37.0,44.0,41.0,37.0,52.0,66.0,55.0,6.0,8.0,6.0,4.0,9.0,2.0,4.0,6.0
hsa-miR-25-3p,1747.0,490.0,378.0,1613.0,304.0,310.0,300.0,326.0,311.0,345.0,333.0,325.0,179.0,200.0,150.0,170.0,153.0,157.0,179.0,182.0,84.0,88.0,101.0,91.0,86.0,89.0,90.0,105.0,488.0,478.0,463.0,457.0,454.0,452.0,444.0,444.0,346.0,377.0,402.0,356.0,363.0,390.0,392.0,385.0,25.0,17.0,20.0,24.0,19.0,20.0,18.0,25.0
hsa-miR-25-5p,11.0,1.0,0.0,5.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,5.0,3.0,2.0,6.0,6.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,3.0
hsa-miR-26a-2-3p,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-5p,5739.0,2198.0,1007.0,3156.0,583.0,589.0,586.0,565.0,597.0,573.0,525.0,572.0,113.0,132.0,134.0,147.0,122.0,128.0,147.0,133.0,50.0,41.0,38.0,50.0,52.0,48.0,54.0,46.0,468.0,491.0,466.0,519.0,449.0,456.0,470.0,475.0,385.0,403.0,409.0,395.0,401.0,424.0,435.0,410.0,10.0,15.0,9.0,7.0,9.0,10.0,8.0,11.0
hsa-miR-26b-3p,5.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,4.0,0.0,4.0,4.0,4.0,7.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-26b-5p,398.0,139.0,92.0,280.0,83.0,90.0,85.0,95.0,66.0,69.0,62.0,86.0,32.0,35.0,39.0,30.0,39.0,40.0,37.0,38.0,11.0,15.0,8.0,10.0,10.0,11.0,17.0,18.0,65.0,54.0,69.0,81.0,64.0,59.0,67.0,73.0,55.0,55.0,47.0,56.0,61.0,40.0,55.0,61.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0
hsa-miR-27a-3p,856.0,235.0,164.0,496.0,88.0,89.0,83.0,100.0,76.0,106.0,93.0,107.0,37.0,37.0,46.0,46.0,38.0,36.0,36.0,53.0,25.0,24.0,15.0,18.0,12.0,21.0,13.0,20.0,116.0,93.0,115.0,104.0,117.0,101.0,139.0,115.0,86.0,70.0,81.0,76.0,105.0,68.0,91.0,90.0,6.0,5.0,7.0,7.0,7.0,9.0,5.0,7.0
hsa-miR-27a-5p,33.0,14.0,12.0,24.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-27b-3p,175.0,51.0,76.0,189.0,38.0,40.0,25.0,22.0,35.0,19.0,40.0,22.0,17.0,15.0,5.0,14.0,14.0,17.0,7.0,10.0,10.0,2.0,10.0,4.0,3.0,5.0,5.0,6.0,39.0,38.0,15.0,31.0,14.0,27.0,16.0,13.0,25.0,35.0,23.0,31.0,14.0,27.0,5.0,7.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0
hsa-miR-27b-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-28-3p,546.0,155.0,73.0,399.0,47.0,43.0,54.0,44.0,54.0,66.0,51.0,48.0,25.0,36.0,32.0,35.0,46.0,44.0,29.0,37.0,11.0,6.0,13.0,16.0,8.0,10.0,13.0,11.0,46.0,58.0,50.0,43.0,49.0,56.0,61.0,40.0,46.0,35.0,30.0,35.0,30.0,46.0,37.0,46.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0
hsa-miR-28-5p,44.0,12.0,12.0,22.0,1.0,4.0,4.0,4.0,7.0,2.0,6.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,5.0,2.0,3.0,1.0,6.0,4.0,3.0,3.0,0.0,1.0,4.0,8.0,1.0,5.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-296-3p,8.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
hsa-miR-296-5p,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-29a-3p,1339.0,383.0,175.0,504.0,271.0,280.0,295.0,273.0,245.0,261.0,270.0,267.0,62.0,72.0,67.0,60.0,63.0,65.0,68.0,63.0,21.0,29.0,22.0,26.0,24.0,17.0,18.0,28.0,165.0,154.0,183.0,170.0,202.0,157.0,174.0,201.0,140.0,128.0,146.0,157.0,128.0,145.0,136.0,152.0,9.0,3.0,2.0,4.0,4.0,5.0,2.0,5.0
hsa-miR-29a-5p,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-1-5p,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-2-5p,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29b-3p,42.0,11.0,4.0,10.0,2.0,8.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-29c-3p,8.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-29c-5p,10.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301b-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-5p,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-30a-5p,12.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30b-3p,3.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-30b-5p,22.0,11.0,3.0,27.0,23.0,25.0,24.0,27.0,29.0,19.0,21.0,12.0,3.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,25.0,26.0,25.0,23.0,24.0,16.0,18.0,25.0,18.0,20.0,20.0,18.0,16.0,21.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-1-3p,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30c-5p,284.0,84.0,60.0,211.0,154.0,180.0,177.0,174.0,145.0,153.0,171.0,150.0,95.0,83.0,78.0,100.0,100.0,72.0,87.0,101.0,21.0,20.0,17.0,15.0,19.0,12.0,29.0,16.0,193.0,198.0,186.0,218.0,174.0,177.0,178.0,189.0,162.0,173.0,168.0,178.0,167.0,150.0,132.0,193.0,12.0,4.0,9.0,4.0,8.0,4.0,4.0,7.0
hsa-miR-30d-3p,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30d-5p,2657.0,848.0,543.0,2038.0,398.0,381.0,405.0,434.0,438.0,426.0,394.0,436.0,165.0,184.0,170.0,190.0,184.0,181.0,175.0,179.0,64.0,55.0,77.0,58.0,50.0,50.0,47.0,58.0,524.0,538.0,503.0,501.0,490.0,515.0,474.0,477.0,445.0,400.0,438.0,459.0,392.0,446.0,391.0,400.0,27.0,27.0,17.0,16.0,21.0,21.0,14.0,31.0
hsa-miR-30e-3p,138.0,39.0,26.0,129.0,6.0,7.0,16.0,14.0,6.0,7.0,14.0,9.0,1.0,12.0,5.0,4.0,6.0,8.0,8.0,8.0,1.0,3.0,2.0,5.0,4.0,6.0,1.0,4.0,8.0,9.0,13.0,5.0,13.0,10.0,13.0,11.0,4.0,5.0,8.0,9.0,6.0,7.0,11.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-30e-5p,287.0,107.0,72.0,231.0,51.0,56.0,34.0,63.0,56.0,57.0,49.0,52.0,49.0,58.0,63.0,49.0,63.0,51.0,45.0,51.0,17.0,12.0,19.0,15.0,8.0,12.0,15.0,15.0,47.0,59.0,61.0,65.0,45.0,45.0,54.0,48.0,41.0,44.0,63.0,50.0,40.0,43.0,42.0,55.0,2.0,2.0,4.0,4.0,3.0,6.0,2.0,1.0
hsa-miR-31-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-31-5p,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
