miRNA,ERR1682041,ERR1682042,ERR1682043,ERR1682044,ERR1682045,ERR1682046,ERR1682047,ERR1682048,ERR1682049,ERR1682050,ERR1682051,ERR1682052,ERR1682053,ERR1682054,ERR1682055,ERR1682056,ERR1682057,ERR1682058,ERR1682059,ERR1682060,ERR1682061,ERR1682062,ERR1682063,ERR1682064,ERR1682065
hsa-miR-146b-5p,2.0,35.0,10.0,4.0,4.0,24.0,6.0,5.0,2.0,10.0,57.0,4.0,10.0,18.0,7.0,21.0,9.0,17.0,7.0,5.0,8.0,3.0,3.0,15.0,7.0
hsa-miR-147b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-148a-3p,5.0,85.0,79.0,34.0,8.0,78.0,2.0,8.0,5.0,38.0,761.0,8.0,17.0,31.0,6.0,54.0,35.0,168.0,105.0,4.0,11.0,16.0,3.0,28.0,0.0
hsa-miR-148a-5p,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-148b-3p,1.0,18.0,8.0,1.0,1.0,13.0,0.0,3.0,0.0,2.0,31.0,3.0,1.0,9.0,2.0,12.0,11.0,11.0,9.0,0.0,6.0,3.0,0.0,7.0,0.0
hsa-miR-148b-5p,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-149-3p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-149-5p,6.0,22.0,55.0,7.0,4.0,37.0,2.0,2.0,14.0,11.0,129.0,2.0,4.0,8.0,3.0,14.0,10.0,26.0,23.0,2.0,10.0,11.0,1.0,18.0,0.0
hsa-miR-150-5p,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-151a-3p,0.0,7.0,12.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,15.0,2.0,4.0,4.0,4.0,7.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
hsa-miR-151a-5p,42.0,387.0,248.0,77.0,24.0,293.0,10.0,54.0,61.0,65.0,418.0,61.0,71.0,54.0,105.0,203.0,107.0,134.0,95.0,31.0,45.0,109.0,20.0,217.0,2.0
hsa-miR-151b,2.0,18.0,10.0,0.0,0.0,16.0,1.0,1.0,4.0,0.0,0.0,1.0,5.0,8.0,5.0,1.0,3.0,6.0,1.0,2.0,0.0,1.0,0.0,8.0,0.0
hsa-miR-152-3p,1.0,12.0,9.0,1.0,0.0,11.0,1.0,4.0,2.0,1.0,8.0,3.0,0.0,3.0,7.0,8.0,2.0,5.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0
hsa-miR-153-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1537-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-154-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-155-5p,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-15a-5p,19.0,48.0,19.0,10.0,8.0,26.0,1.0,3.0,1.0,5.0,129.0,10.0,26.0,34.0,22.0,23.0,29.0,47.0,34.0,4.0,2.0,11.0,6.0,17.0,3.0
hsa-miR-15b-3p,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-15b-5p,7.0,26.0,8.0,9.0,0.0,6.0,2.0,7.0,2.0,8.0,45.0,6.0,11.0,16.0,17.0,30.0,5.0,5.0,10.0,0.0,5.0,12.0,1.0,4.0,0.0
hsa-miR-16-2-3p,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-16-5p,20.0,199.0,75.0,43.0,12.0,150.0,7.0,17.0,30.0,22.0,458.0,40.0,102.0,141.0,89.0,74.0,70.0,143.0,47.0,7.0,6.0,29.0,7.0,95.0,0.0
hsa-miR-17-3p,1.0,6.0,4.0,0.0,0.0,8.0,1.0,2.0,2.0,11.0,16.0,3.0,2.0,3.0,1.0,4.0,0.0,13.0,3.0,2.0,3.0,3.0,2.0,3.0,0.0
hsa-miR-17-5p,10.0,121.0,85.0,26.0,8.0,57.0,3.0,5.0,14.0,14.0,191.0,44.0,25.0,44.0,37.0,60.0,43.0,61.0,26.0,5.0,12.0,44.0,8.0,76.0,1.0
hsa-miR-181a-2-3p,2.0,5.0,2.0,0.0,0.0,10.0,0.0,1.0,2.0,1.0,11.0,1.0,5.0,0.0,5.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0
hsa-miR-181a-3p,0.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-181a-5p,16.0,65.0,72.0,27.0,331.0,96.0,5.0,11.0,20.0,14.0,42.0,5.0,15.0,27.0,14.0,27.0,141.0,127.0,180.0,167.0,190.0,444.0,382.0,769.0,124.0
hsa-miR-181b-2-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181b-5p,4.0,15.0,23.0,1.0,0.0,19.0,0.0,8.0,7.0,2.0,14.0,2.0,4.0,6.0,6.0,3.0,5.0,3.0,6.0,5.0,4.0,7.0,1.0,9.0,0.0
hsa-miR-181c-3p,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-181c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-181d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-182-5p,1.0,22.0,19.0,7.0,0.0,16.0,1.0,1.0,3.0,2.0,55.0,2.0,4.0,2.0,7.0,6.0,5.0,8.0,0.0,2.0,0.0,2.0,1.0,14.0,1.0
hsa-miR-183-3p,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-183-5p,6.0,17.0,12.0,3.0,29.0,27.0,2.0,2.0,4.0,31.0,191.0,29.0,36.0,23.0,32.0,27.0,15.0,20.0,13.0,10.0,11.0,35.0,17.0,44.0,12.0
hsa-miR-184,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-185-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-185-5p,4.0,43.0,50.0,5.0,3.0,34.0,5.0,4.0,8.0,12.0,65.0,10.0,8.0,25.0,6.0,12.0,11.0,22.0,14.0,5.0,10.0,9.0,1.0,22.0,0.0
hsa-miR-186-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-186-5p,5.0,19.0,33.0,6.0,3.0,16.0,2.0,6.0,1.0,4.0,31.0,6.0,4.0,9.0,11.0,16.0,30.0,45.0,28.0,13.0,14.0,7.0,1.0,21.0,0.0
hsa-miR-187-3p,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0,0.0
hsa-miR-187-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-188-3p,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-188-5p,0.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,0.0
hsa-miR-18a-5p,1.0,13.0,13.0,3.0,1.0,7.0,0.0,5.0,1.0,1.0,17.0,8.0,1.0,13.0,7.0,16.0,2.0,10.0,2.0,0.0,2.0,4.0,0.0,3.0,0.0
hsa-miR-18b-5p,0.0,8.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,21.0,1.0,0.0,6.0,2.0,1.0,1.0,7.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-1908-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-190a-3p,10.0,24.0,31.0,13.0,0.0,16.0,0.0,6.0,2.0,1.0,13.0,12.0,2.0,10.0,20.0,28.0,13.0,25.0,7.0,1.0,1.0,5.0,5.0,7.0,0.0
hsa-miR-190a-5p,9.0,10.0,38.0,30.0,2.0,10.0,2.0,17.0,1.0,12.0,22.0,4.0,3.0,25.0,27.0,31.0,23.0,37.0,6.0,18.0,5.0,11.0,8.0,9.0,0.0
hsa-miR-191-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-191-5p,79.0,419.0,377.0,80.0,16.0,493.0,27.0,51.0,128.0,101.0,711.0,67.0,78.0,110.0,77.0,193.0,140.0,145.0,76.0,54.0,72.0,104.0,17.0,220.0,1.0
hsa-miR-192-3p,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,4.0,0.0
hsa-miR-192-5p,40.0,394.0,137.0,24.0,13.0,288.0,26.0,40.0,25.0,90.0,511.0,51.0,123.0,194.0,95.0,279.0,42.0,78.0,44.0,24.0,66.0,15.0,17.0,80.0,1.0
hsa-miR-193a-3p,0.0,4.0,8.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-193a-5p,2.0,14.0,6.0,2.0,1.0,13.0,0.0,5.0,5.0,1.0,46.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,1.0,3.0,0.0,5.0,0.0
hsa-miR-193b-3p,0.0,19.0,10.0,2.0,1.0,11.0,1.0,7.0,0.0,4.0,33.0,8.0,10.0,13.0,3.0,13.0,2.0,12.0,12.0,5.0,7.0,11.0,0.0,7.0,0.0
hsa-miR-193b-5p,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-194-5p,22.0,204.0,84.0,12.0,0.0,159.0,1.0,19.0,31.0,11.0,140.0,13.0,37.0,83.0,18.0,111.0,30.0,43.0,26.0,21.0,40.0,18.0,12.0,85.0,0.0
hsa-miR-195-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-195-5p,0.0,8.0,15.0,0.0,1.0,14.0,0.0,0.0,4.0,29.0,252.0,34.0,58.0,45.0,57.0,26.0,7.0,10.0,6.0,1.0,2.0,2.0,3.0,5.0,3.0
hsa-miR-196a-1-3p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196a-5p,3.0,33.0,16.0,3.0,1.0,18.0,0.0,7.0,2.0,6.0,40.0,3.0,6.0,22.0,5.0,17.0,17.0,10.0,4.0,2.0,3.0,3.0,4.0,8.0,0.0
hsa-miR-196b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,0.0,6.0,2.0,0.0,1.0,7.0,0.0,0.0,3.0,3.0,23.0,0.0,0.0,4.0,4.0,5.0,5.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0
hsa-miR-197-3p,1.0,21.0,27.0,4.0,1.0,32.0,3.0,3.0,6.0,7.0,46.0,7.0,12.0,11.0,13.0,19.0,10.0,17.0,4.0,7.0,4.0,9.0,2.0,22.0,0.0
hsa-miR-1976,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-199a-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-19a-3p,13.0,83.0,72.0,21.0,2.0,54.0,0.0,9.0,8.0,23.0,107.0,39.0,32.0,45.0,38.0,63.0,82.0,118.0,48.0,11.0,11.0,27.0,8.0,38.0,0.0
hsa-miR-19b-1-5p,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
hsa-miR-19b-3p,58.0,325.0,391.0,105.0,31.0,240.0,30.0,74.0,28.0,158.0,936.0,136.0,93.0,274.0,184.0,390.0,332.0,764.0,315.0,135.0,104.0,116.0,22.0,173.0,7.0
hsa-miR-200a-3p,101.0,386.0,358.0,106.0,40.0,212.0,10.0,117.0,32.0,67.0,493.0,173.0,134.0,147.0,259.0,499.0,411.0,460.0,278.0,69.0,85.0,164.0,35.0,232.0,3.0
hsa-miR-200a-5p,0.0,20.0,7.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,14.0,0.0,4.0,1.0,0.0,6.0,3.0,4.0,2.0,0.0,0.0,7.0,1.0,4.0,0.0
hsa-miR-200b-3p,52.0,432.0,565.0,155.0,38.0,233.0,10.0,74.0,62.0,116.0,974.0,152.0,154.0,156.0,231.0,555.0,333.0,382.0,200.0,42.0,44.0,266.0,24.0,366.0,5.0
hsa-miR-200b-5p,4.0,26.0,18.0,3.0,5.0,27.0,2.0,2.0,5.0,5.0,26.0,0.0,2.0,4.0,5.0,13.0,2.0,9.0,1.0,1.0,5.0,12.0,2.0,16.0,0.0
hsa-miR-200c-3p,99.0,715.0,972.0,338.0,65.0,385.0,21.0,61.0,184.0,154.0,3129.0,192.0,376.0,189.0,345.0,590.0,427.0,817.0,335.0,13.0,35.0,648.0,40.0,704.0,9.0
hsa-miR-200c-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203a-3p,17.0,158.0,325.0,6.0,14.0,84.0,25.0,32.0,27.0,0.0,188.0,31.0,39.0,25.0,109.0,65.0,28.0,60.0,3.0,4.0,8.0,9.0,19.0,175.0,0.0
hsa-miR-203a-5p,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,2.0,24.0,13.0,6.0,1.0,25.0,4.0,15.0,5.0,19.0,23.0,4.0,1.0,5.0,7.0,20.0,9.0,9.0,2.0,7.0,17.0,5.0,2.0,20.0,0.0
hsa-miR-204-5p,183.0,1165.0,1528.0,372.0,62.0,1012.0,57.0,309.0,322.0,479.0,1024.0,184.0,247.0,410.0,436.0,775.0,521.0,699.0,269.0,530.0,622.0,1125.0,175.0,1883.0,10.0
hsa-miR-205-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,40.0,52.0,287.0,48.0,16.0,358.0,66.0,86.0,79.0,62.0,161.0,107.0,197.0,59.0,203.0,48.0,92.0,13.0,63.0,52.0,56.0,196.0,26.0,330.0,0.0
hsa-miR-206,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,5.0,2.0,4.0,0.0,2.0,2.0
hsa-miR-20a-3p,0.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
hsa-miR-20a-5p,15.0,130.0,148.0,44.0,20.0,66.0,1.0,29.0,13.0,18.0,240.0,50.0,26.0,113.0,80.0,127.0,73.0,133.0,35.0,6.0,8.0,80.0,17.0,91.0,1.0
hsa-miR-20b-3p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,0.0,34.0,30.0,8.0,4.0,42.0,0.0,2.0,4.0,4.0,220.0,6.0,3.0,12.0,9.0,14.0,11.0,44.0,14.0,0.0,2.0,4.0,2.0,13.0,0.0
hsa-miR-21-3p,2.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,6.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0
hsa-miR-21-5p,418.0,2982.0,1326.0,352.0,67.0,2043.0,70.0,169.0,224.0,128.0,2285.0,194.0,305.0,1059.0,449.0,707.0,309.0,582.0,287.0,32.0,42.0,326.0,42.0,887.0,4.0
hsa-miR-210-3p,0.0,13.0,5.0,0.0,0.0,8.0,1.0,9.0,3.0,1.0,28.0,1.0,0.0,3.0,6.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,0.0
hsa-miR-210-5p,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-211-5p,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-2110,0.0,0.0,6.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-214-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-215-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-218-1-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-218-5p,2.0,4.0,8.0,3.0,1.0,7.0,2.0,0.0,1.0,3.0,10.0,1.0,1.0,3.0,4.0,5.0,3.0,6.0,2.0,3.0,0.0,1.0,1.0,6.0,0.0
hsa-miR-22-3p,8.0,47.0,73.0,15.0,2.0,56.0,20.0,10.0,8.0,25.0,50.0,14.0,13.0,19.0,13.0,57.0,49.0,60.0,41.0,30.0,28.0,13.0,9.0,23.0,1.0
hsa-miR-22-5p,4.0,17.0,17.0,4.0,0.0,14.0,2.0,2.0,1.0,7.0,16.0,2.0,2.0,7.0,8.0,13.0,12.0,9.0,11.0,4.0,1.0,2.0,0.0,11.0,0.0
hsa-miR-221-3p,6.0,46.0,34.0,8.0,3.0,52.0,12.0,15.0,5.0,23.0,48.0,15.0,14.0,5.0,30.0,22.0,19.0,21.0,6.0,27.0,20.0,17.0,6.0,52.0,0.0
hsa-miR-221-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-222-3p,43.0,110.0,59.0,56.0,4.0,194.0,67.0,36.0,100.0,14.0,55.0,12.0,19.0,7.0,8.0,34.0,8.0,21.0,2.0,9.0,5.0,31.0,6.0,52.0,1.0
hsa-miR-222-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-223-3p,9.0,24.0,4.0,7.0,0.0,43.0,4.0,10.0,47.0,25.0,618.0,11.0,187.0,48.0,36.0,0.0,9.0,29.0,0.0,2.0,3.0,56.0,0.0,170.0,0.0
hsa-miR-223-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-3p,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-5p,3.0,7.0,6.0,3.0,0.0,18.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0
hsa-miR-23a-3p,96.0,574.0,509.0,144.0,22.0,497.0,13.0,76.0,146.0,123.0,706.0,129.0,143.0,126.0,242.0,199.0,170.0,178.0,86.0,39.0,51.0,171.0,28.0,257.0,1.0
hsa-miR-23a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
