miRNA,SRR13711485,SRR13711486
hsa-let-7a-2-3p,5.0,0.0
hsa-let-7a-3p,206.0,73.0
hsa-let-7a-5p,110272.0,14642.0
hsa-let-7b-3p,93.0,31.0
hsa-let-7b-5p,111700.0,11245.0
hsa-let-7c-3p,6.0,1.0
hsa-let-7c-5p,5395.0,930.0
hsa-let-7d-3p,1069.0,354.0
hsa-let-7d-5p,21272.0,1799.0
hsa-let-7e-3p,29.0,20.0
hsa-let-7e-5p,1631.0,1034.0
hsa-let-7f-1-3p,69.0,9.0
hsa-let-7f-2-3p,32.0,17.0
hsa-let-7f-5p,182612.0,15279.0
hsa-let-7g-3p,60.0,14.0
hsa-let-7g-5p,231391.0,15775.0
hsa-let-7i-3p,123.0,35.0
hsa-let-7i-5p,420369.0,28135.0
hsa-miR-1-3p,6756.0,3813.0
hsa-miR-100-3p,13.0,5.0
hsa-miR-100-5p,327911.0,164483.0
hsa-miR-101-3p,104745.0,15092.0
hsa-miR-101-5p,9.0,2.0
hsa-miR-10395-3p,0.0,1.0
hsa-miR-10399-3p,23.0,8.0
hsa-miR-10399-5p,6.0,2.0
hsa-miR-103a-3p,81104.0,2000.0
hsa-miR-10401-3p,6.0,1.0
hsa-miR-105-3p,6.0,1.0
hsa-miR-105-5p,72.0,22.0
hsa-miR-10526-3p,3.0,0.0
hsa-miR-10527-5p,6.0,4.0
hsa-miR-106a-3p,110.0,18.0
hsa-miR-106a-5p,1641.0,62.0
hsa-miR-106b-3p,9116.0,1281.0
hsa-miR-106b-5p,8962.0,735.0
hsa-miR-107,11438.0,196.0
hsa-miR-10a-3p,238.0,102.0
hsa-miR-10a-5p,9708.0,4735.0
hsa-miR-10b-3p,85.0,31.0
hsa-miR-10b-5p,17298.0,3697.0
hsa-miR-11399,5.0,1.0
hsa-miR-11400,0.0,4.0
hsa-miR-11401,31.0,8.0
hsa-miR-1180-3p,1285.0,228.0
hsa-miR-1180-5p,1.0,0.0
hsa-miR-1185-1-3p,92.0,68.0
hsa-miR-1185-2-3p,17.0,9.0
hsa-miR-1185-5p,2.0,0.0
hsa-miR-1193,1.0,5.0
hsa-miR-1197,41.0,36.0
hsa-miR-12131,1.0,0.0
hsa-miR-12136,1.0,0.0
hsa-miR-122-5p,8598.0,5993.0
hsa-miR-1226-3p,1.0,0.0
hsa-miR-1226-5p,1.0,0.0
hsa-miR-1228-3p,1.0,2.0
hsa-miR-1228-5p,4.0,0.0
hsa-miR-1229-3p,3.0,0.0
hsa-miR-1229-5p,0.0,2.0
hsa-miR-122b-5p,4.0,0.0
hsa-miR-1231,1.0,0.0
hsa-miR-1233-5p,1.0,0.0
hsa-miR-1236-5p,1.0,0.0
hsa-miR-1237-5p,0.0,1.0
hsa-miR-1245a,0.0,1.0
hsa-miR-1246,229.0,399.0
hsa-miR-1247-5p,48.0,40.0
hsa-miR-1248,1.0,0.0
hsa-miR-1249-3p,5.0,0.0
hsa-miR-1250-5p,14.0,9.0
hsa-miR-1251-5p,1.0,0.0
hsa-miR-1252-5p,6.0,0.0
hsa-miR-1255a,54.0,2.0
