miRNA,SRR27277256,SRR27277257,SRR27277258,SRR27277259,SRR27277260,SRR27277261,SRR27277262,SRR27277263
hsa-let-7a-3p,0.0,1.0,19.0,11.0,1.0,8.0,12.0,34.0
hsa-let-7a-5p,77.0,669.0,10822.0,92045.0,1397.0,5449.0,74901.0,157280.0
hsa-let-7b-3p,0.0,0.0,11.0,7.0,0.0,2.0,5.0,4.0
hsa-let-7b-5p,85.0,1087.0,6283.0,16199.0,953.0,4187.0,6265.0,15496.0
hsa-let-7c-5p,11.0,66.0,404.0,1368.0,347.0,3432.0,682.0,2662.0
hsa-let-7d-3p,1.0,52.0,338.0,835.0,57.0,262.0,876.0,2028.0
hsa-let-7d-5p,5.0,25.0,514.0,4710.0,54.0,365.0,5253.0,10582.0
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-let-7e-5p,0.0,38.0,246.0,507.0,59.0,1091.0,405.0,949.0
hsa-let-7f-1-3p,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0
hsa-let-7f-2-3p,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-let-7f-5p,95.0,1547.0,6618.0,107481.0,841.0,10951.0,128330.0,239943.0
hsa-let-7g-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,48.0,845.0,1797.0,19157.0,377.0,5614.0,45297.0,37414.0
hsa-let-7i-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
hsa-let-7i-5p,155.0,1467.0,15541.0,40517.0,1681.0,8376.0,43878.0,51630.0
hsa-miR-1-3p,277.0,504.0,1108.0,3040.0,285.0,92213.0,1655.0,9867.0
hsa-miR-100-5p,30.0,954.0,395.0,376.0,360.0,6830.0,95.0,234.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-101-3p,13.0,303.0,1162.0,2509.0,233.0,3366.0,3517.0,3168.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-10399-3p,0.0,0.0,26.0,36.0,0.0,0.0,23.0,28.0
hsa-miR-10399-5p,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-103a-3p,6.0,65.0,180.0,292.0,100.0,31.0,460.0,556.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.0,0.0,0.0,1.0,0.0,1.0,45.0,25.0
hsa-miR-106b-3p,8.0,39.0,164.0,500.0,47.0,366.0,636.0,528.0
hsa-miR-106b-5p,5.0,0.0,12.0,52.0,18.0,14.0,154.0,87.0
hsa-miR-107,0.0,0.0,7.0,15.0,4.0,9.0,132.0,60.0
hsa-miR-10a-3p,0.0,1.0,0.0,20.0,0.0,13.0,16.0,11.0
hsa-miR-10a-5p,23.0,441.0,2632.0,2760.0,363.0,7753.0,2266.0,3126.0
hsa-miR-10b-3p,0.0,1.0,6.0,0.0,0.0,0.0,15.0,0.0
hsa-miR-10b-5p,23.0,357.0,3367.0,4203.0,192.0,1293.0,3837.0,3234.0
hsa-miR-11400,0.0,0.0,35.0,122.0,0.0,0.0,15.0,21.0
hsa-miR-11401,0.0,0.0,2.0,24.0,0.0,0.0,13.0,14.0
hsa-miR-1180-3p,0.0,0.0,14.0,54.0,0.0,5.0,15.0,12.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-12113,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-122-5p,15.0,85.0,3255.0,477.0,314.0,1004.0,2576.0,135.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-1226-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-3p,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0
hsa-miR-1236-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0
hsa-miR-1246,11.0,91.0,25.0,57.0,70.0,12.0,75.0,107.0
hsa-miR-1248,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0
hsa-miR-1249-3p,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
hsa-miR-1250-5p,0.0,0.0,0.0,3.0,0.0,0.0,3.0,14.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-1255a,0.0,0.0,1.0,9.0,0.0,0.0,0.0,46.0
hsa-miR-1255b-5p,0.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0
hsa-miR-125a-3p,0.0,0.0,8.0,21.0,0.0,6.0,18.0,31.0
hsa-miR-125a-5p,8.0,128.0,469.0,1126.0,140.0,247.0,1685.0,1435.0
hsa-miR-125b-1-3p,0.0,0.0,6.0,1.0,0.0,2.0,0.0,5.0
hsa-miR-125b-5p,0.0,241.0,53.0,126.0,57.0,652.0,74.0,119.0
hsa-miR-126-3p,80.0,1247.0,22442.0,28475.0,1328.0,25056.0,20782.0,26658.0
hsa-miR-126-5p,0.0,41.0,57.0,89.0,8.0,1718.0,110.0,98.0
hsa-miR-1260b,0.0,15.0,4.0,0.0,1.0,3.0,1.0,14.0
hsa-miR-1262,0.0,0.0,0.0,2.0,0.0,253.0,0.0,0.0
hsa-miR-1268a,0.0,0.0,3.0,0.0,0.0,0.0,7.0,4.0
hsa-miR-1268b,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
