miRNA,SRR18583309,SRR18583310,SRR18583311,SRR18583312,SRR18583313,SRR18583314,SRR18583315,SRR18583316,SRR18583317,SRR18583318
hsa-let-7a-3p,7.0,3.0,93.0,7.0,34.0,11.0,54.0,259.0,143.0,54.0
hsa-let-7a-5p,15202.0,5934.0,21766.0,1318.0,11715.0,11601.0,2400.0,58936.0,41427.0,23328.0
hsa-let-7b-3p,21.0,0.0,34.0,0.0,25.0,16.0,8.0,46.0,19.0,62.0
hsa-let-7b-5p,41950.0,24434.0,88185.0,18366.0,48786.0,48066.0,38656.0,69206.0,37783.0,41905.0
hsa-let-7c-5p,565.0,518.0,2262.0,117.0,586.0,477.0,171.0,572.0,4230.0,2356.0
hsa-let-7d-3p,2842.0,1216.0,5213.0,165.0,1294.0,1075.0,463.0,3341.0,3546.0,2697.0
hsa-let-7d-5p,3550.0,1043.0,3625.0,413.0,2466.0,1988.0,657.0,7424.0,4854.0,3820.0
hsa-let-7e-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-let-7e-5p,94.0,15.0,365.0,54.0,74.0,180.0,116.0,76.0,82.0,194.0
hsa-let-7f-1-3p,14.0,0.0,10.0,0.0,4.0,0.0,0.0,6.0,11.0,1.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0
hsa-let-7f-5p,10090.0,4122.0,17215.0,496.0,9450.0,9219.0,1950.0,50970.0,53545.0,23342.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,10.0,26.0,9.0,22.0,0.0
hsa-let-7g-5p,10340.0,3623.0,12263.0,998.0,8964.0,11234.0,2434.0,20974.0,37192.0,14438.0
hsa-let-7i-3p,0.0,0.0,0.0,34.0,0.0,3.0,0.0,8.0,18.0,0.0
hsa-let-7i-5p,44249.0,24925.0,56078.0,18526.0,65278.0,64183.0,36250.0,113008.0,147827.0,66885.0
hsa-miR-1-3p,544.0,216.0,303.0,20.0,279.0,128.0,308.0,792.0,351.0,503.0
hsa-miR-100-5p,3770.0,1748.0,1384.0,751.0,4473.0,12105.0,1991.0,2021.0,2753.0,5072.0
hsa-miR-101-3p,8350.0,4136.0,18168.0,4291.0,11878.0,12055.0,11193.0,12922.0,28377.0,7331.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-10392-5p,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,24.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-10398-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10399-3p,67.0,34.0,97.0,87.0,64.0,43.0,92.0,108.0,55.0,91.0
hsa-miR-10399-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10.0
hsa-miR-103a-3p,2915.0,165.0,947.0,990.0,3236.0,1094.0,460.0,1667.0,4364.0,3640.0
hsa-miR-10401-3p,9.0,0.0,0.0,23.0,3.0,15.0,19.0,2.0,0.0,6.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,39.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,5.0,1.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0
hsa-miR-106a-5p,39.0,0.0,74.0,26.0,48.0,72.0,0.0,67.0,98.0,48.0
hsa-miR-106b-3p,3573.0,1207.0,2389.0,2433.0,4227.0,4926.0,2838.0,3554.0,5592.0,3409.0
hsa-miR-106b-5p,268.0,117.0,281.0,93.0,179.0,244.0,173.0,240.0,480.0,91.0
hsa-miR-107,384.0,21.0,180.0,0.0,79.0,19.0,0.0,80.0,1026.0,17.0
hsa-miR-10a-3p,11.0,10.0,7.0,14.0,0.0,59.0,0.0,8.0,18.0,20.0
hsa-miR-10a-5p,7856.0,9685.0,13242.0,555.0,11336.0,23319.0,1209.0,11338.0,13595.0,14408.0
hsa-miR-10b-3p,9.0,114.0,19.0,13.0,42.0,254.0,21.0,37.0,32.0,69.0
hsa-miR-10b-5p,21557.0,36893.0,39321.0,1221.0,63428.0,256720.0,6279.0,48220.0,51799.0,39939.0
hsa-miR-11400,9.0,3.0,59.0,19.0,25.0,15.0,170.0,61.0,105.0,43.0
hsa-miR-11401,97.0,90.0,108.0,224.0,187.0,285.0,300.0,217.0,303.0,184.0
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-1179,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,1184.0,1141.0,2540.0,1058.0,2023.0,2356.0,1366.0,1360.0,1325.0,1022.0
hsa-miR-1185-1-3p,22.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1185-2-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,1873493.0,580306.0,378148.0,7190.0,209217.0,17266.0,462636.0,84184.0,22424.0,51291.0
hsa-miR-1224-5p,1.0,0.0,0.0,0.0,5.0,12.0,15.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.0,2.0,5.0,0.0,6.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-122b-5p,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-1233-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1238-3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0
hsa-miR-124-3p,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
hsa-miR-1246,1352.0,416.0,235.0,512.0,1654.0,3821.0,480.0,299.0,1317.0,1873.0
hsa-miR-1247-5p,41.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-1249-3p,34.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
hsa-miR-1250-5p,50.0,23.0,13.0,16.0,24.0,21.0,0.0,33.0,80.0,67.0
hsa-miR-1251-5p,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
hsa-miR-1255a,35.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,27.0
hsa-miR-1255b-5p,97.0,284.0,423.0,60.0,243.0,163.0,141.0,273.0,195.0,117.0
hsa-miR-125a-3p,153.0,117.0,49.0,63.0,306.0,260.0,103.0,119.0,123.0,133.0
hsa-miR-125a-5p,1292.0,1342.0,1687.0,63.0,1117.0,983.0,209.0,475.0,757.0,1259.0
hsa-miR-125b-1-3p,21.0,4.0,2.0,20.0,12.0,9.0,0.0,4.0,6.0,37.0
hsa-miR-125b-2-3p,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125b-5p,1192.0,438.0,345.0,200.0,848.0,688.0,22.0,339.0,340.0,949.0
hsa-miR-126-3p,22694.0,17434.0,32989.0,5308.0,23635.0,19266.0,12737.0,23267.0,41659.0,41022.0
hsa-miR-126-5p,16.0,2.0,70.0,0.0,62.0,58.0,0.0,82.0,96.0,113.0
hsa-miR-1260b,1.0,0.0,7.0,2.0,0.0,0.0,0.0,5.0,14.0,39.0
hsa-miR-1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1262,0.0,0.0,0.0,0.0,21.0,18.0,0.0,11.0,33.0,0.0
hsa-miR-1268a,1.0,0.0,6.0,11.0,4.0,0.0,32.0,0.0,3.0,7.0
hsa-miR-1268b,20.0,10.0,0.0,39.0,0.0,0.0,1.0,0.0,18.0,0.0
hsa-miR-127-3p,321.0,58.0,32.0,194.0,69.0,83.0,287.0,117.0,166.0,257.0
hsa-miR-127-5p,20.0,0.0,0.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0
hsa-miR-1270,0.0,0.0,3.0,7.0,10.0,2.0,35.0,6.0,4.0,26.0
hsa-miR-1271-5p,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,1.0
hsa-miR-1273c,0.0,21.0,18.0,25.0,0.0,3.0,41.0,12.0,10.0,0.0
hsa-miR-1273h-3p,118.0,122.0,59.0,66.0,61.0,41.0,39.0,50.0,87.0,162.0
hsa-miR-1273h-5p,104.0,22.0,3.0,71.0,56.0,37.0,127.0,22.0,30.0,36.0
hsa-miR-1276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
hsa-miR-1278,16.0,0.0,53.0,2.0,17.0,20.0,16.0,41.0,73.0,10.0
hsa-miR-128-1-5p,36.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,19.0,19.0
hsa-miR-128-3p,8416.0,3174.0,13841.0,457.0,3612.0,4138.0,1444.0,8223.0,13178.0,10375.0
hsa-miR-1284,0.0,7.0,5.0,0.0,13.0,0.0,0.0,67.0,52.0,0.0
hsa-miR-1285-3p,180.0,102.0,322.0,252.0,476.0,290.0,297.0,355.0,360.0,118.0
hsa-miR-1285-5p,6.0,14.0,3.0,6.0,32.0,64.0,22.0,17.0,51.0,40.0
hsa-miR-1286,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,13.0,11.0,12.0,110.0,52.0,151.0,59.0,10.0,55.0,38.0
hsa-miR-1288-3p,69.0,10.0,54.0,19.0,84.0,81.0,80.0,42.0,105.0,66.0
hsa-miR-1289,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-129-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
