miRNA,SRR6230319,SRR6230320,SRR6230321,SRR6230322,SRR6230323,SRR6230324,SRR6230325,SRR6230326
hsa-let-7a-2-3p,0.0,0.0,1.0,0.0,4.0,5.0,2.0,3.0
hsa-let-7a-3p,4.0,2.0,3.0,3.0,31.0,25.0,35.0,24.0
hsa-let-7a-5p,775.0,642.0,843.0,595.0,1884.0,2320.0,2513.0,2405.0
hsa-let-7b-3p,0.0,1.0,1.0,0.0,6.0,4.0,8.0,6.0
hsa-let-7b-5p,2714.0,3029.0,2638.0,2394.0,5234.0,8464.0,7306.0,5102.0
hsa-let-7c-3p,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0
hsa-let-7c-5p,142.0,211.0,181.0,161.0,512.0,707.0,659.0,480.0
hsa-let-7d-3p,4.0,5.0,11.0,12.0,89.0,112.0,67.0,69.0
hsa-let-7d-5p,31.0,26.0,37.0,29.0,98.0,141.0,154.0,114.0
hsa-let-7e-3p,2.0,0.0,1.0,3.0,17.0,22.0,30.0,17.0
hsa-let-7e-5p,41.0,47.0,39.0,56.0,210.0,324.0,283.0,281.0
hsa-let-7f-1-3p,0.0,0.0,1.0,1.0,5.0,1.0,4.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0
hsa-let-7f-5p,418.0,409.0,513.0,347.0,811.0,974.0,1077.0,1184.0
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-let-7g-5p,1694.0,1238.0,2088.0,1386.0,5836.0,6555.0,6978.0,6200.0
hsa-let-7i-3p,0.0,2.0,2.0,0.0,6.0,5.0,7.0,4.0
hsa-let-7i-5p,4751.0,3835.0,4965.0,3108.0,6337.0,9064.0,9022.0,8262.0
hsa-miR-1-3p,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-100-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-100-5p,19479.0,19001.0,21724.0,16575.0,23947.0,33987.0,24005.0,31110.0
hsa-miR-101-2-5p,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0
hsa-miR-101-3p,454.0,191.0,394.0,238.0,428.0,409.0,381.0,361.0
hsa-miR-10393-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
hsa-miR-10395-3p,34.0,33.0,36.0,39.0,28.0,63.0,70.0,66.0
