miRNA,SRR9656190,SRR9656191,SRR9656192,SRR9656193
hsa-let-7a-3p,20.0,35.0,153.0,515.0
hsa-let-7a-5p,191680.0,114125.0,665513.0,1092804.0
hsa-let-7b-3p,7.0,0.0,74.0,18.0
hsa-let-7b-5p,101496.0,112546.0,160238.0,222754.0
hsa-let-7c-5p,7611.0,8889.0,10142.0,10515.0
hsa-let-7d-3p,1629.0,973.0,1955.0,2707.0
hsa-let-7d-5p,14575.0,6937.0,61659.0,141344.0
hsa-let-7e-3p,22.0,0.0,53.0,32.0
hsa-let-7e-5p,3501.0,4887.0,10778.0,12360.0
hsa-let-7f-1-3p,0.0,23.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,17.0
hsa-let-7f-5p,77751.0,37533.0,370057.0,1021902.0
hsa-let-7g-5p,26383.0,10244.0,82599.0,232112.0
hsa-let-7i-3p,0.0,0.0,0.0,10.0
hsa-let-7i-5p,22514.0,12732.0,60379.0,180251.0
hsa-miR-1-3p,35.0,10.0,418.0,574.0
hsa-miR-100-3p,0.0,0.0,0.0,4.0
hsa-miR-100-5p,98.0,86.0,138.0,76.0
hsa-miR-101-3p,1977.0,1953.0,4855.0,7453.0
hsa-miR-101-5p,5.0,0.0,0.0,9.0
hsa-miR-10395-3p,0.0,0.0,4.0,0.0
hsa-miR-10399-3p,15.0,0.0,30.0,43.0
hsa-miR-10399-5p,1.0,0.0,78.0,8.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,5.0
hsa-miR-103a-3p,1334.0,163.0,2528.0,66044.0
hsa-miR-10527-5p,0.0,0.0,0.0,2.0
hsa-miR-106a-3p,9.0,0.0,0.0,0.0
hsa-miR-106a-5p,22.0,0.0,68.0,211.0
hsa-miR-106b-3p,862.0,737.0,2154.0,6793.0
hsa-miR-106b-5p,131.0,102.0,173.0,659.0
hsa-miR-107,205.0,104.0,536.0,3873.0
hsa-miR-10a-3p,19.0,53.0,26.0,54.0
hsa-miR-10a-5p,22404.0,54584.0,43216.0,45585.0
hsa-miR-10b-3p,27.0,58.0,0.0,5.0
hsa-miR-10b-5p,135646.0,341002.0,219411.0,106582.0
hsa-miR-11400,13.0,0.0,0.0,47.0
hsa-miR-1179,0.0,0.0,0.0,60.0
hsa-miR-1180-3p,84.0,120.0,176.0,69.0
hsa-miR-1185-1-3p,17.0,0.0,32.0,77.0
hsa-miR-1185-2-3p,0.0,0.0,22.0,33.0
hsa-miR-1193,0.0,0.0,0.0,14.0
hsa-miR-1197,0.0,0.0,16.0,30.0
hsa-miR-12136,27.0,10.0,56.0,79.0
hsa-miR-122-5p,5635.0,4446.0,1432.0,9590.0
hsa-miR-1229-3p,0.0,0.0,0.0,7.0
hsa-miR-1229-5p,14.0,0.0,0.0,0.0
