miRNA,SRR18672397,SRR18672408,SRR18672419,SRR18672431,SRR18672432,SRR18672433,SRR18672434,SRR18672435,SRR18672436,SRR18672437,SRR18672438,SRR18672439,SRR18672440,SRR18672441,SRR18672442,SRR18672443,SRR18672444,SRR18672445,SRR18672446,SRR18672447,SRR18672448,SRR18672449,SRR18672450,SRR18672451,SRR18672452,SRR18672453,SRR18672454,SRR18672455,SRR18672456,SRR18672457,SRR18672458,SRR18672459,SRR18672460,SRR18672461,SRR18672462,SRR18672463,SRR18672464,SRR18672465,SRR18672466,SRR18672467,SRR18672468,SRR18672478,SRR18672489,SRR18672499,SRR18672500
hsa-miR-204-5p,484.0,2653.0,16879.0,31.0,72.0,50.0,81.0,193.0,137.0,1727.0,406.0,344.0,14.0,47.0,334.0,0.0,948.0,3468.0,7248.0,14676.0,538.0,12440.0,7874.0,23420.0,23334.0,5383.0,702.0,3251.0,1747.0,78.0,1139.0,119.0,276.0,10039.0,601.0,825.0,817.0,491.0,359.0,1900.0,1706.0,463.0,4948.0,13044.0,228.0
hsa-miR-205-5p,1.0,1.0,2.0,2.0,0.0,5.0,4.0,4.0,1.0,1.0,8.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,2.0,9.0,2.0,2.0,0.0,11.0,0.0,5.0,0.0,8.0,1.0,4.0,2.0,0.0,2.0,0.0,3.0,9.0,0.0,1.0,0.0,2.0,1.0,0.0
hsa-miR-206,21.0,15.0,47.0,2.0,3.0,3.0,2.0,8.0,4.0,4.0,1.0,12.0,1.0,5.0,8.0,0.0,10.0,35.0,16.0,174.0,8.0,270.0,141.0,142.0,152.0,34.0,8.0,14.0,20.0,0.0,3.0,0.0,4.0,31.0,2.0,9.0,6.0,0.0,5.0,18.0,3.0,3.0,13.0,12.0,0.0
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,0.0,10.0,5.0,14.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
hsa-miR-20a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-20a-5p,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,17.0,0.0
hsa-miR-20b-3p,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,8.0,17.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
hsa-miR-20b-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
hsa-miR-21-3p,8.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,11.0,0.0,13.0,11.0,25.0,5.0,10.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,6.0,0.0
hsa-miR-21-5p,174.0,105.0,523.0,17.0,9.0,24.0,21.0,15.0,12.0,26.0,25.0,18.0,2.0,3.0,9.0,0.0,43.0,729.0,320.0,538.0,17.0,526.0,329.0,3089.0,576.0,55.0,15.0,27.0,79.0,4.0,20.0,1.0,149.0,213.0,158.0,97.0,687.0,0.0,8.0,54.0,8.0,25.0,126.0,816.0,1.0
hsa-miR-210-3p,17.0,1.0,39.0,8.0,1.0,11.0,9.0,8.0,7.0,0.0,3.0,4.0,1.0,2.0,0.0,1.0,2.0,19.0,16.0,15.0,7.0,14.0,16.0,73.0,18.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,21.0,11.0,5.0,3.0,14.0,0.0,1.0,4.0,0.0,0.0,6.0,18.0,0.0
hsa-miR-210-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-3p,283.0,112.0,169.0,6.0,3.0,7.0,56.0,101.0,87.0,6.0,26.0,21.0,18.0,9.0,13.0,1.0,0.0,79.0,47.0,246.0,17.0,299.0,332.0,2899.0,139.0,28.0,5.0,20.0,26.0,1.0,6.0,1.0,126.0,135.0,282.0,56.0,360.0,2.0,2.0,35.0,6.0,2.0,41.0,76.0,0.0
hsa-miR-211-5p,151.0,583.0,1314.0,31.0,24.0,25.0,62.0,52.0,124.0,166.0,121.0,118.0,15.0,42.0,156.0,0.0,44.0,1052.0,473.0,939.0,182.0,1016.0,720.0,7901.0,3321.0,641.0,118.0,332.0,578.0,14.0,79.0,9.0,180.0,1062.0,861.0,160.0,2220.0,46.0,100.0,545.0,131.0,79.0,374.0,1594.0,16.0
hsa-miR-2110,6.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,12.0,1.0,4.0,12.0,76.0,15.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,3.0,0.0,4.0,0.0,1.0,8.0,0.0,0.0,3.0,9.0,0.0
hsa-miR-2114-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-2116-5p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-215-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-216a-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,3.0,0.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,8.0,0.0,8.0,6.0,48.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0
hsa-miR-218-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-218-5p,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,4.0,4.0,1.0,6.0,3.0,34.0,18.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,0.0,2.0,0.0,0.0,2.0,33.0,0.0
hsa-miR-219a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-219b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-22-3p,458.0,327.0,1326.0,47.0,8.0,82.0,97.0,188.0,146.0,75.0,54.0,48.0,23.0,38.0,32.0,0.0,17.0,616.0,779.0,805.0,46.0,1163.0,695.0,6197.0,658.0,60.0,27.0,50.0,109.0,12.0,53.0,2.0,343.0,674.0,395.0,126.0,657.0,11.0,21.0,87.0,32.0,37.0,432.0,2108.0,1.0
hsa-miR-22-5p,6.0,1.0,11.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,3.0,1.0,4.0,5.0,79.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,4.0,24.0,0.0
hsa-miR-221-3p,787.0,145.0,896.0,23.0,13.0,27.0,25.0,43.0,23.0,38.0,28.0,67.0,5.0,11.0,44.0,0.0,22.0,923.0,602.0,760.0,45.0,878.0,625.0,7723.0,703.0,109.0,34.0,74.0,151.0,8.0,11.0,1.0,701.0,387.0,555.0,151.0,1297.0,6.0,19.0,136.0,19.0,11.0,296.0,1351.0,0.0
hsa-miR-221-5p,9.0,19.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,5.0,16.0,22.0,76.0,32.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,4.0,16.0,12.0,8.0,18.0,1.0,2.0,12.0,1.0,0.0,8.0,10.0,0.0
hsa-miR-222-3p,67.0,56.0,217.0,2.0,0.0,0.0,5.0,9.0,1.0,19.0,9.0,13.0,3.0,4.0,9.0,0.0,6.0,187.0,124.0,192.0,26.0,151.0,121.0,1060.0,365.0,66.0,10.0,20.0,48.0,2.0,3.0,0.0,58.0,124.0,78.0,60.0,166.0,2.0,14.0,66.0,7.0,9.0,43.0,351.0,2.0
hsa-miR-222-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-223-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-224-3p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-224-5p,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,8.0,8.0,26.0,26.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,2.0,9.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0
hsa-miR-2276-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-2278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2355-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p,171.0,51.0,492.0,5.0,9.0,51.0,51.0,52.0,7.0,10.0,42.0,65.0,19.0,33.0,33.0,0.0,4.0,83.0,67.0,199.0,15.0,1186.0,271.0,753.0,119.0,27.0,28.0,16.0,67.0,3.0,26.0,1.0,452.0,80.0,160.0,35.0,386.0,11.0,33.0,28.0,2.0,4.0,31.0,102.0,1.0
hsa-miR-23a-5p,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-23b-3p,108.0,96.0,225.0,53.0,0.0,13.0,10.0,215.0,131.0,13.0,22.0,13.0,4.0,5.0,0.0,0.0,8.0,156.0,110.0,109.0,5.0,581.0,260.0,2202.0,103.0,5.0,134.0,16.0,6.0,0.0,18.0,0.0,8.0,166.0,55.0,24.0,31.0,3.0,4.0,8.0,15.0,1.0,238.0,36.0,0.0
hsa-miR-23b-5p,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,7.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-23c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-24-3p,137.0,61.0,260.0,22.0,3.0,15.0,22.0,45.0,58.0,6.0,16.0,0.0,3.0,3.0,14.0,0.0,4.0,177.0,131.0,24.0,5.0,193.0,163.0,80.0,142.0,29.0,7.0,21.0,70.0,6.0,5.0,1.0,137.0,102.0,3.0,56.0,328.0,0.0,9.0,70.0,8.0,5.0,69.0,290.0,2.0
hsa-miR-2467-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-25-3p,83.0,30.0,108.0,9.0,0.0,4.0,10.0,15.0,7.0,7.0,9.0,6.0,1.0,1.0,2.0,0.0,7.0,77.0,42.0,109.0,19.0,166.0,127.0,663.0,177.0,11.0,4.0,7.0,30.0,4.0,7.0,0.0,41.0,55.0,94.0,18.0,184.0,1.0,4.0,30.0,4.0,13.0,17.0,252.0,0.0
hsa-miR-25-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-26a-2-3p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-26a-5p,90.0,162.0,887.0,64.0,4.0,103.0,26.0,230.0,110.0,55.0,54.0,57.0,15.0,18.0,22.0,1.0,33.0,342.0,617.0,746.0,5.0,1020.0,327.0,2736.0,759.0,69.0,33.0,149.0,39.0,4.0,43.0,1.0,283.0,547.0,124.0,29.0,207.0,4.0,12.0,37.0,35.0,17.0,342.0,867.0,8.0
hsa-miR-26b-3p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26b-5p,9.0,10.0,144.0,24.0,1.0,31.0,5.0,7.0,6.0,9.0,3.0,12.0,0.0,0.0,2.0,0.0,21.0,128.0,221.0,84.0,0.0,64.0,16.0,299.0,206.0,3.0,7.0,2.0,1.0,1.0,15.0,0.0,23.0,63.0,7.0,3.0,27.0,1.0,0.0,6.0,4.0,11.0,22.0,653.0,0.0
hsa-miR-27a-3p,44.0,11.0,116.0,32.0,8.0,38.0,9.0,13.0,4.0,8.0,13.0,4.0,1.0,1.0,4.0,0.0,5.0,82.0,32.0,54.0,6.0,66.0,51.0,331.0,85.0,8.0,28.0,4.0,20.0,3.0,21.0,0.0,56.0,31.0,29.0,19.0,112.0,2.0,11.0,8.0,4.0,5.0,47.0,66.0,0.0
hsa-miR-27a-5p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-27b-3p,195.0,173.0,657.0,45.0,7.0,22.0,70.0,87.0,66.0,82.0,44.0,58.0,10.0,17.0,24.0,0.0,36.0,379.0,516.0,833.0,55.0,986.0,654.0,2206.0,998.0,90.0,69.0,158.0,133.0,9.0,70.0,9.0,140.0,650.0,272.0,140.0,764.0,16.0,31.0,186.0,66.0,19.0,282.0,563.0,2.0
hsa-miR-27b-5p,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-28-3p,13.0,8.0,20.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,18.0,6.0,19.0,1.0,24.0,23.0,110.0,18.0,15.0,2.0,3.0,7.0,0.0,2.0,0.0,6.0,18.0,19.0,2.0,22.0,0.0,1.0,2.0,1.0,0.0,4.0,50.0,0.0
hsa-miR-28-5p,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,8.0,0.0,11.0,4.0,15.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,23.0,0.0
hsa-miR-296-3p,12.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,11.0,10.0,33.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,3.0,9.0,2.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0
hsa-miR-296-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
