miRNA,SRR7138585,SRR7138586
hsa-let-7a-2-3p,1.0,0.0
hsa-let-7a-3p,21.0,29.0
hsa-let-7a-5p,2250.0,2475.0
hsa-let-7b-3p,12.0,8.0
hsa-let-7b-5p,6829.0,6781.0
hsa-let-7c-3p,2.0,4.0
hsa-let-7c-5p,1171.0,777.0
hsa-let-7d-3p,542.0,552.0
hsa-let-7d-5p,364.0,284.0
hsa-let-7e-3p,5.0,1.0
hsa-let-7e-5p,133.0,110.0
hsa-let-7f-1-3p,6.0,2.0
hsa-let-7f-5p,917.0,1229.0
hsa-let-7g-3p,1.0,0.0
hsa-let-7g-5p,1065.0,1164.0
hsa-let-7i-3p,3.0,4.0
hsa-let-7i-5p,9779.0,9319.0
hsa-miR-1-3p,43.0,29.0
hsa-miR-100-5p,3358.0,4580.0
hsa-miR-101-3p,78.0,106.0
hsa-miR-10394-3p,2.0,2.0
hsa-miR-10394-5p,2.0,0.0
hsa-miR-10395-3p,0.0,2.0
hsa-miR-10395-5p,3.0,0.0
hsa-miR-10396a-3p,9.0,9.0
hsa-miR-10396a-5p,2.0,1.0
hsa-miR-10396b-3p,4.0,5.0
hsa-miR-10396b-5p,0.0,1.0
hsa-miR-10399-3p,15.0,22.0
hsa-miR-103a-3p,57.0,177.0
hsa-miR-10401-3p,47.0,27.0
hsa-miR-10401-5p,4.0,2.0
hsa-miR-105-3p,1.0,0.0
hsa-miR-105-5p,233.0,233.0
hsa-miR-10526-3p,8.0,4.0
hsa-miR-10527-5p,1.0,0.0
hsa-miR-106a-5p,1.0,0.0
hsa-miR-106b-3p,359.0,357.0
hsa-miR-106b-5p,26.0,39.0
hsa-miR-107,20.0,21.0
hsa-miR-10a-3p,20.0,32.0
hsa-miR-10a-5p,1375.0,1484.0
hsa-miR-10b-3p,2.0,13.0
hsa-miR-10b-5p,1013.0,1161.0
hsa-miR-11401,2.0,0.0
hsa-miR-1180-3p,625.0,727.0
hsa-miR-12136,0.0,2.0
hsa-miR-122-3p,0.0,2.0
hsa-miR-122-5p,81.0,2364.0
hsa-miR-1226-3p,4.0,9.0
hsa-miR-1226-5p,1.0,0.0
hsa-miR-1227-3p,1.0,0.0
hsa-miR-1233-5p,0.0,1.0
hsa-miR-1237-5p,0.0,1.0
hsa-miR-1246,11986.0,13455.0
hsa-miR-1247-5p,32.0,8.0
hsa-miR-1248,5.0,5.0
hsa-miR-1249-3p,3.0,6.0
hsa-miR-1250-5p,14.0,7.0
hsa-miR-1255a,0.0,1.0
hsa-miR-1255b-5p,2.0,1.0
hsa-miR-125a-3p,64.0,42.0
hsa-miR-125a-5p,646.0,460.0
hsa-miR-125b-1-3p,51.0,58.0
hsa-miR-125b-2-3p,2.0,3.0
hsa-miR-125b-5p,451.0,525.0
hsa-miR-126-3p,132.0,182.0
hsa-miR-126-5p,7.0,7.0
hsa-miR-1260b,8.0,11.0
hsa-miR-1262,1.0,4.0
hsa-miR-1266-5p,1.0,0.0
hsa-miR-1268a,2.0,0.0
hsa-miR-1268b,5.0,2.0
hsa-miR-127-3p,32.0,35.0
hsa-miR-127-5p,0.0,1.0
hsa-miR-1273h-5p,2.0,3.0
hsa-miR-1275,10.0,4.0
hsa-miR-1276,6.0,4.0
hsa-miR-1278,5.0,10.0
hsa-miR-128-1-5p,3.0,0.0
hsa-miR-128-3p,7429.0,8803.0
