miRNA,SRR27272399,SRR27272400,SRR27272401,SRR27272403,SRR27272404,SRR27272398,SRR27272402,SRR27272405,SRR27272406,SRR27272407
hsa-let-7a-5p,66555.12,11886.65,49232.36,46875.12,72645.07,24450.59,56231.14,86420.03,33630.21,58992.11
hsa-let-7b-5p,80177.56,22784.23,21614.33,18714.09,30154.27,19757.17,19421.43,41135.2,10614.84,19768.79
hsa-let-7c-5p,553.98,187.87,526.85,351.94,573.84,142.62,707.98,904.56,131.86,436.72
hsa-let-7d-3p,0.0,161.54,137.61,198.02,224.97,0.0,50.33,104.15,177.37,188.35
hsa-let-7d-5p,0.51,1052.69,2393.12,2003.49,3471.34,1394.72,1200.47,2906.78,1645.68,2214.16
hsa-let-7e-5p,2136.13,995.29,2201.28,831.93,1457.16,1193.35,1842.96,3977.07,918.36,1611.37
hsa-let-7f-5p,23384.91,13466.87,46515.86,43365.08,64809.48,23503.55,55585.42,71652.51,36520.92,58705.31
hsa-let-7g-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,0.0
hsa-let-7g-5p,3429.27,582.85,2350.61,3645.51,4665.56,605.17,3308.88,4910.08,2510.64,3200.58
hsa-let-7i-3p,0.0,0.0,4.63,0.0,0.0,149.35,0.0,0.0,0.0,76.86
hsa-let-7i-5p,46043.96,27639.37,39645.8,42321.57,50903.24,40034.57,50776.92,62065.82,31653.86,36493.38
hsa-miR-1-3p,0.0,0.0,36.7,0.0,0.0,0.0,0.0,62.38,38.67,237.4
hsa-miR-100-5p,0.0,0.0,0.0,20.99,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,0.51,548.53,46.38,716.59,613.89,2437.31,1016.53,424.64,1047.06,1548.24
hsa-miR-10399-3p,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,15.98,11.08
hsa-miR-103a-3p,699.26,5938.59,10780.27,2329.99,8324.64,15991.32,67.96,4473.46,1945.77,8538.7
hsa-miR-10401-3p,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,1.53,0.0,0.15,0.21,0.75,0.71,0.46,0.2,12.12,0.69
hsa-miR-106b-3p,297.2,503.86,346.81,60.0,98.9,152.53,74.19,89.16,117.33,0.0
