miRNA,SRR23426200,SRR23426201,SRR23426202,SRR23426203,SRR23426204,SRR23426205,SRR23426206,SRR23426207
hsa-let-7a-2-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-let-7a-3p,0.0,0.42,0.0,0.96,0.0,0.0,0.35,1.45
hsa-let-7a-5p,510.81,138.77,139.6,752.64,330.79,212.64,5501.16,429.91
hsa-let-7b-3p,0.7,0.56,0.0,1.25,0.0,0.0,0.18,0.36
hsa-let-7b-5p,3300.07,49.05,69.7,991.34,371.89,268.88,5940.08,203.3
hsa-let-7c-3p,1.05,0.0,0.0,0.24,0.0,0.0,1.6,0.72
hsa-let-7c-5p,568.52,13.28,27.26,236.92,121.02,67.41,1218.36,82.95
hsa-let-7d-3p,9.97,3.35,2.7,8.43,3.07,0.0,43.25,2.89
hsa-let-7d-5p,120.31,12.72,9.15,32.08,40.72,33.13,405.94,32.89
hsa-let-7e-3p,0.0,0.28,0.0,0.19,4.23,0.0,10.64,0.54
hsa-let-7e-5p,170.68,9.22,5.83,136.77,36.5,10.79,444.06,16.44
hsa-let-7f-1-3p,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.18
hsa-let-7f-5p,85.34,82.03,87.59,971.3,208.61,85.9,2005.97,229.68
hsa-let-7g-3p,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0
hsa-let-7g-5p,149.69,101.6,81.14,472.02,93.36,53.55,1158.98,193.54
hsa-let-7i-3p,1.57,0.14,0.0,1.49,0.0,0.0,0.0,0.36
hsa-let-7i-5p,323.69,39.41,24.55,319.59,116.41,84.36,533.93,75.0
hsa-miR-1-3p,1.05,6.15,4.58,115.96,31.89,2.31,82.78,18.43
hsa-miR-100-5p,594.23,102.57,160.83,242.46,102.19,155.63,767.39,332.51
hsa-miR-101-2-5p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-101-3p,6.12,38.29,33.7,25.24,36.5,29.66,167.52,100.66
hsa-miR-101-5p,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.14,0.0,0.24,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,1.57,0.7,0.0,0.24,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0
hsa-miR-10396b-3p,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-5p,0.0,0.0,0.0,0.05,0.0,0.0,4.25,0.0
hsa-miR-10399-3p,0.0,0.0,1.25,0.1,0.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,158.09,13.14,3.95,45.28,4.23,0.0,0.35,9.04
hsa-miR-10401-3p,5.42,0.0,0.0,0.53,0.0,0.0,0.18,3.07
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.43,0.0,0.0,1.6,0.0
hsa-miR-106a-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-106a-5p,0.17,0.0,0.0,0.58,0.0,0.0,1.24,0.0
hsa-miR-106b-3p,56.83,2.79,0.21,21.39,35.35,20.03,135.61,2.89
hsa-miR-106b-5p,6.65,3.07,3.95,5.78,8.07,4.62,13.12,7.59
hsa-miR-107,6.47,0.42,0.0,1.35,0.0,0.0,8.33,0.18
hsa-miR-10a-3p,0.17,0.14,2.5,0.92,0.0,0.0,8.69,2.35
hsa-miR-10a-5p,325.97,178.6,217.0,243.09,84.14,96.69,1044.46,308.66
hsa-miR-10b-3p,0.52,0.84,1.04,2.84,3.46,0.0,3.19,0.54
hsa-miR-10b-5p,517.28,167.14,416.32,791.85,177.11,172.58,2229.33,699.17
hsa-miR-1180-3p,53.86,0.7,3.74,4.72,7.3,23.11,47.86,6.51
hsa-miR-1180-5p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-12118,0.0,0.0,0.0,0.0,8.07,1.93,0.0,0.0
hsa-miR-12131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
hsa-miR-12136,4.37,9.22,0.83,6.46,0.0,6.16,44.32,0.36
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08
hsa-miR-122-5p,7.0,0.56,0.0,0.39,13.06,2.31,81.37,35.78
hsa-miR-1225-3p,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0
hsa-miR-1226-3p,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,2.62,0.14,0.0,0.19,0.0,0.0,0.0,0.36
hsa-miR-1228-5p,1.22,0.0,0.0,0.0,0.0,0.0,1.24,0.0
hsa-miR-1229-3p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,5.07,0.0,2.29,0.0,17.29,0.39,0.0,4.16
hsa-miR-1245a,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-1246,12.24,2.93,2.08,19.85,1.15,3.85,14.54,0.36
hsa-miR-1247-5p,16.26,0.0,0.0,4.82,0.38,0.77,12.59,0.36
hsa-miR-1249-3p,8.74,0.42,0.0,1.4,0.0,0.0,7.62,0.0
hsa-miR-1250-5p,0.0,0.14,0.62,0.0,0.0,0.0,0.0,1.45
hsa-miR-1251-5p,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
hsa-miR-1252-5p,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0
hsa-miR-1255b-5p,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-125a-3p,1.05,0.28,0.0,1.2,0.0,0.39,3.19,0.36
hsa-miR-125a-5p,1118.85,59.95,61.17,194.63,249.34,93.99,2689.16,112.76
hsa-miR-125b-1-3p,15.21,0.7,0.0,0.87,3.84,2.7,4.61,2.53
hsa-miR-125b-2-3p,1.92,0.84,0.0,0.24,0.0,0.0,3.9,1.81
hsa-miR-125b-5p,2278.1,274.88,226.36,1111.68,631.22,358.64,4478.86,219.38
hsa-miR-126-3p,18.89,12.3,5.41,54.39,34.19,2.31,145.71,61.8
hsa-miR-126-5p,2.8,3.91,1.46,7.76,3.46,0.0,52.47,13.91
hsa-miR-1260a,11.54,0.0,0.0,2.89,0.77,1.93,4.61,0.0
hsa-miR-1260b,11.37,0.28,0.0,1.78,0.0,0.0,2.48,0.54
hsa-miR-1262,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-1267,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-1268a,42.14,2.1,0.42,0.0,0.77,0.0,26.94,1.26
hsa-miR-1268b,0.35,0.0,0.42,1.78,0.0,10.79,0.0,6.87
hsa-miR-1269a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
hsa-miR-127-3p,1445.87,298.22,72.61,175.07,266.24,212.26,1369.22,164.63
hsa-miR-127-5p,9.62,2.79,0.83,4.53,4.61,0.0,20.92,1.26
hsa-miR-1270,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0
hsa-miR-1271-5p,7.52,0.98,0.0,1.78,3.46,0.0,1.24,2.35
hsa-miR-1273c,0.0,0.0,0.0,0.0,3.07,0.0,0.0,0.0
hsa-miR-1273h-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-1273h-5p,1.05,0.0,0.0,0.24,2.69,0.0,0.0,0.0
hsa-miR-1275,0.0,2.93,11.03,0.63,0.38,0.0,16.49,5.24
hsa-miR-1277-3p,0.0,0.0,0.0,0.05,1.54,0.0,0.0,0.0
hsa-miR-128-1-5p,2.62,0.0,0.0,0.0,0.0,0.39,0.0,0.0
hsa-miR-128-3p,20.64,0.42,1.25,5.3,10.76,5.01,34.92,6.14
hsa-miR-1285-3p,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0
hsa-miR-1285-5p,0.0,0.0,0.21,1.54,0.0,1.16,8.86,0.72
hsa-miR-1287-3p,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
hsa-miR-1287-5p,3.67,0.0,0.21,2.07,7.3,2.7,9.75,0.72
hsa-miR-1289,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0
hsa-miR-129-1-3p,0.0,0.14,0.0,0.43,0.0,0.0,0.0,0.72
hsa-miR-129-2-3p,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0
