miRNA,SRR12991145,SRR12991146,SRR12991147,SRR12991148,SRR12991149,SRR12991150,SRR12991151,SRR12991152,SRR12991153,SRR12991154,SRR12991155,SRR12991156
hsa-let-7a-3p,149.0,118.0,92.0,93.0,91.0,111.0,57.0,122.0,94.0,189.0,96.0,85.0
hsa-let-7a-5p,127273.0,49138.0,59863.0,38702.0,51071.0,96023.0,69121.0,100293.0,61497.0,84710.0,42757.0,124484.0
hsa-let-7b-3p,40.0,29.0,24.0,31.0,28.0,34.0,41.0,50.0,29.0,37.0,22.0,55.0
hsa-let-7b-5p,32273.0,13237.0,14744.0,10285.0,14027.0,24082.0,20311.0,22877.0,15600.0,19157.0,11770.0,31848.0
hsa-let-7c-5p,806.0,256.0,142.0,140.0,2579.0,296.0,205.0,369.0,3687.0,227.0,2422.0,353.0
hsa-let-7d-3p,2281.0,1165.0,1361.0,1518.0,977.0,1512.0,1307.0,1632.0,1680.0,1959.0,899.0,2656.0
hsa-let-7d-5p,14154.0,5583.0,6393.0,3995.0,5650.0,8238.0,6776.0,9349.0,7585.0,9416.0,4295.0,11675.0
hsa-let-7e-3p,35.0,23.0,15.0,13.0,30.0,34.0,29.0,28.0,34.0,40.0,33.0,18.0
hsa-let-7e-5p,7732.0,3940.0,2071.0,2377.0,3733.0,5456.0,8253.0,8306.0,9482.0,8038.0,2071.0,9276.0
hsa-let-7f-1-3p,45.0,25.0,26.0,24.0,7.0,19.0,22.0,29.0,9.0,40.0,16.0,12.0
hsa-let-7f-2-3p,4.0,4.0,5.0,1.0,1.0,2.0,1.0,10.0,1.0,4.0,3.0,2.0
hsa-let-7f-5p,210667.0,128421.0,123748.0,96599.0,117941.0,156143.0,149536.0,204895.0,131747.0,170867.0,86183.0,248334.0
hsa-let-7g-3p,6.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0
hsa-let-7g-5p,44163.0,31538.0,35577.0,36833.0,32821.0,35142.0,41515.0,53146.0,28546.0,36152.0,22152.0,59219.0
hsa-let-7i-3p,18.0,16.0,7.0,4.0,31.0,14.0,6.0,16.0,9.0,24.0,9.0,7.0
hsa-let-7i-5p,494667.0,307664.0,113607.0,78392.0,402642.0,359964.0,387560.0,476012.0,246778.0,344975.0,244213.0,194739.0
hsa-miR-1-3p,31.0,31.0,33.0,39.0,30.0,24.0,48.0,30.0,27.0,66.0,38.0,35.0
hsa-miR-100-5p,212.0,213.0,35.0,18.0,335.0,1246.0,1482.0,1519.0,41.0,54.0,49.0,42.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,3374.0,2681.0,4426.0,3607.0,3465.0,3246.0,2574.0,3611.0,2497.0,3614.0,3076.0,4930.0
hsa-miR-101-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0
hsa-miR-10394-3p,6.0,7.0,11.0,13.0,0.0,15.0,3.0,12.0,7.0,14.0,1.0,0.0
hsa-miR-10394-5p,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
hsa-miR-10395-3p,22.0,10.0,12.0,74.0,19.0,28.0,21.0,14.0,14.0,7.0,23.0,26.0
hsa-miR-10395-5p,3.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
hsa-miR-10396b-3p,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-10396b-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,1590.0,615.0,587.0,590.0,740.0,1332.0,1344.0,1603.0,606.0,418.0,401.0,1326.0
hsa-miR-10399-5p,27.0,12.0,11.0,5.0,7.0,9.0,15.0,20.0,11.0,7.0,3.0,27.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-103a-3p,1687.0,3909.0,176.0,7309.0,6927.0,6606.0,268.0,10307.0,1110.0,5970.0,3086.0,7992.0
hsa-miR-10401-3p,20.0,18.0,15.0,29.0,23.0,24.0,14.0,13.0,14.0,28.0,40.0,28.0
hsa-miR-10401-5p,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-105-5p,3.0,4.0,0.0,0.0,2.0,2.0,12.0,1.0,1.0,0.0,0.0,1.0
