miRNA,SRR26384007,SRR26384008
hsa-let-7a-3p,2.0,2.0
hsa-let-7a-5p,136.0,100.0
hsa-let-7b-5p,436.0,360.0
hsa-let-7c-5p,96.0,93.0
hsa-let-7d-3p,2.0,1.0
hsa-let-7d-5p,1.0,1.0
hsa-let-7e-5p,5.0,9.0
hsa-let-7f-5p,115.0,105.0
hsa-let-7g-5p,70.0,83.0
hsa-let-7i-5p,461.0,488.0
hsa-miR-1-3p,2.0,2.0
hsa-miR-100-3p,1.0,0.0
hsa-miR-100-5p,1380.0,1508.0
hsa-miR-101-3p,16.0,25.0
hsa-miR-10395-3p,1.0,0.0
hsa-miR-10396b-3p,1.0,0.0
hsa-miR-103a-3p,18.0,9.0
hsa-miR-10401-3p,0.0,1.0
hsa-miR-10401-5p,1.0,0.0
hsa-miR-106b-3p,4.0,12.0
hsa-miR-106b-5p,11.0,8.0
hsa-miR-10a-3p,0.0,1.0
hsa-miR-10a-5p,60.0,72.0
hsa-miR-10b-5p,38.0,18.0
hsa-miR-1180-3p,1.0,4.0
hsa-miR-1185-1-3p,1.0,0.0
hsa-miR-122-5p,114.0,71.0
hsa-miR-1228-5p,0.0,1.0
hsa-miR-122b-5p,1.0,1.0
hsa-miR-1246,43.0,24.0
hsa-miR-1248,1.0,0.0
hsa-miR-1255b-5p,1.0,0.0
hsa-miR-125a-5p,2.0,7.0
hsa-miR-125b-1-3p,33.0,29.0
hsa-miR-125b-5p,41.0,46.0
hsa-miR-126-3p,4.0,4.0
hsa-miR-1260b,0.0,1.0
hsa-miR-1262,1.0,1.0
hsa-miR-1268a,0.0,1.0
hsa-miR-127-3p,62.0,59.0
hsa-miR-127-5p,0.0,1.0
hsa-miR-1271-5p,0.0,1.0
hsa-miR-1273h-5p,1.0,0.0
hsa-miR-128-3p,38.0,30.0
hsa-miR-1285-5p,4.0,6.0
hsa-miR-129-5p,2.0,1.0
hsa-miR-1291,0.0,1.0
hsa-miR-1296-5p,1.0,1.0
hsa-miR-1307-3p,14.0,10.0
hsa-miR-1307-5p,1.0,0.0
hsa-miR-130a-3p,1.0,1.0
hsa-miR-130b-3p,1.0,4.0
hsa-miR-130b-5p,1.0,0.0
hsa-miR-132-3p,1.0,1.0
hsa-miR-133a-3p,0.0,1.0
hsa-miR-134-3p,0.0,1.0
hsa-miR-134-5p,30.0,32.0
hsa-miR-136-3p,1.0,2.0
hsa-miR-137-5p,0.0,1.0
hsa-miR-138-5p,4.0,3.0
hsa-miR-139-5p,3.0,2.0
hsa-miR-140-3p,22.0,29.0
hsa-miR-140-5p,1.0,4.0
hsa-miR-142-5p,9.0,9.0
hsa-miR-143-3p,707.0,791.0
hsa-miR-143-5p,2.0,2.0
hsa-miR-145-3p,1.0,1.0
hsa-miR-145-5p,3.0,6.0
hsa-miR-146a-5p,10.0,11.0
hsa-miR-146b-5p,6.0,8.0
hsa-miR-147b-3p,0.0,2.0
hsa-miR-148a-3p,909.0,505.0
hsa-miR-148b-3p,19.0,17.0
hsa-miR-149-5p,3.0,4.0
hsa-miR-151a-3p,289.0,283.0
hsa-miR-151a-5p,0.0,1.0
hsa-miR-152-3p,37.0,59.0
hsa-miR-152-5p,1.0,2.0
hsa-miR-153-3p,0.0,1.0
hsa-miR-154-5p,0.0,1.0
hsa-miR-155-5p,14.0,17.0
hsa-miR-15b-3p,3.0,0.0
hsa-miR-15b-5p,1.0,3.0
hsa-miR-16-2-3p,2.0,2.0
hsa-miR-16-5p,6.0,8.0
hsa-miR-17-5p,1.0,2.0
