miRNA,SRR12964415,SRR12964416,SRR12964417,SRR12964418,SRR12964419,SRR12964420,SRR12964421,SRR12964422,SRR12964423,SRR12964424,SRR12964425,SRR12964426,SRR12964427,SRR12964428,SRR12964429,SRR12964430,SRR12964431,SRR12964432
hsa-let-7a-5p,12.21,33.98,36.86,4662.61,13.86,47.11,39.29,25.63,26.53,16.75,16.87,26.96,5907.5,142.93,25.96,34.77,11.13,49.06
hsa-let-7b-3p,0.0,0.0,0.0,16.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0
hsa-let-7b-5p,2380.17,9075.82,9946.04,11352.85,5392.35,9760.76,16170.91,7258.12,11302.78,3207.12,10586.04,5053.52,15269.84,77130.76,11302.75,16209.97,7173.91,18126.77
hsa-let-7c-5p,0.0,0.0,4.1,137.08,0.0,22.65,0.0,0.0,10.61,0.0,0.0,0.0,101.64,5.53,0.0,0.0,0.0,0.0
hsa-let-7d-3p,0.0,0.0,0.0,111.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.58,0.0,0.0,0.0,0.0,0.0
hsa-let-7d-5p,0.0,0.0,0.0,247.94,0.0,0.0,7.58,4.96,0.0,10.77,0.89,0.0,530.58,5.53,2.51,0.97,1.11,4.46
hsa-let-7e-5p,0.0,0.0,0.0,112.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37,58.95,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,0.0,5.41,8.19,2310.14,0.0,0.91,1.38,2.48,6.19,0.0,7.99,0.0,1927.66,5.53,9.21,6.76,1.11,0.89
hsa-let-7g-3p,0.0,0.0,0.0,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7g-5p,0.0,0.0,0.0,224.7,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,304.42,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-3p,0.0,0.0,0.0,8.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7i-5p,1.53,1.54,17.4,1832.74,9.24,0.91,19.3,7.44,22.11,20.34,7.1,2.25,2962.9,55.28,20.94,21.25,1.11,18.73
hsa-miR-1-3p,36.62,14.67,11.26,0.0,6.93,0.0,4.82,8.27,16.8,0.0,10.65,13.48,9.15,3.95,0.0,25.12,0.0,5.35
hsa-miR-100-5p,0.0,0.0,0.0,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.52,0.0,0.0,0.0,0.0,0.0
hsa-miR-101-3p,100.7,228.58,462.75,420.19,186.34,242.8,933.96,311.65,631.42,185.42,357.81,185.38,547.35,2442.39,572.8,627.88,346.28,966.95
hsa-miR-10392-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,148.76,232.44,492.44,60.79,121.66,574.38,236.42,183.52,451.01,210.54,116.31,133.7,32.02,650.67,217.73,203.82,172.58,361.27
hsa-miR-106b-3p,0.0,0.0,0.0,55.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.72,0.0,0.0,0.0,0.0,0.0
