miRNA,SRR26165199,SRR26165200,SRR26165201
hsa-let-7a-2-3p,3.0,1.0,0.0
hsa-let-7a-3p,4.0,8.0,5.0
hsa-let-7a-5p,2769.0,2268.0,1373.0
hsa-let-7b-3p,2.0,0.0,2.0
hsa-let-7b-5p,357.0,307.0,276.0
hsa-let-7c-5p,47.0,46.0,37.0
hsa-let-7d-3p,69.0,78.0,106.0
hsa-let-7d-5p,486.0,612.0,378.0
hsa-let-7e-3p,1.0,2.0,1.0
hsa-let-7e-5p,217.0,207.0,122.0
hsa-let-7f-1-3p,0.0,2.0,1.0
hsa-let-7f-2-3p,2.0,2.0,0.0
hsa-let-7f-5p,2483.0,2423.0,1288.0
hsa-let-7g-5p,1370.0,1851.0,1027.0
hsa-let-7i-3p,10.0,15.0,31.0
hsa-let-7i-5p,1488.0,2447.0,1561.0
hsa-miR-1-3p,49.0,39.0,26.0
hsa-miR-100-3p,1.0,1.0,0.0
hsa-miR-100-5p,3441.0,5642.0,8337.0
hsa-miR-101-3p,407.0,465.0,361.0
hsa-miR-10394-3p,1.0,1.0,2.0
hsa-miR-10395-3p,0.0,1.0,0.0
hsa-miR-10395-5p,0.0,1.0,0.0
hsa-miR-10396a-3p,1.0,5.0,10.0
hsa-miR-10396b-3p,3.0,1.0,5.0
hsa-miR-10396b-5p,0.0,0.0,2.0
hsa-miR-10398-3p,1.0,0.0,0.0
hsa-miR-103a-2-5p,0.0,0.0,4.0
hsa-miR-103a-3p,324.0,416.0,403.0
hsa-miR-10401-3p,41.0,36.0,56.0
hsa-miR-10526-3p,5.0,3.0,1.0
hsa-miR-10527-5p,0.0,1.0,1.0
hsa-miR-106a-3p,3.0,3.0,2.0
hsa-miR-106a-5p,1.0,5.0,3.0
hsa-miR-106b-3p,97.0,90.0,123.0
hsa-miR-106b-5p,88.0,120.0,175.0
hsa-miR-107,92.0,335.0,156.0
hsa-miR-10a-3p,0.0,2.0,0.0
hsa-miR-10a-5p,130.0,227.0,166.0
hsa-miR-10b-3p,0.0,0.0,2.0
hsa-miR-10b-5p,93.0,117.0,110.0
hsa-miR-11400,4.0,3.0,1.0
hsa-miR-11401,1.0,0.0,0.0
hsa-miR-1180-3p,19.0,63.0,51.0
hsa-miR-1185-1-3p,5.0,2.0,6.0
hsa-miR-1185-2-3p,1.0,1.0,0.0
hsa-miR-1185-5p,1.0,0.0,0.0
hsa-miR-1197,8.0,7.0,10.0
hsa-miR-1199-3p,1.0,0.0,0.0
hsa-miR-12136,55.0,65.0,50.0
hsa-miR-122-3p,0.0,1.0,0.0
hsa-miR-122-5p,159.0,85.0,159.0
hsa-miR-1224-3p,1.0,0.0,0.0
hsa-miR-1226-3p,1.0,1.0,1.0
hsa-miR-1228-3p,2.0,4.0,2.0
hsa-miR-1228-5p,0.0,0.0,1.0
hsa-miR-1229-3p,0.0,2.0,1.0
hsa-miR-1229-5p,1.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,1.0
hsa-miR-1244,2.0,0.0,0.0
hsa-miR-1246,38.0,20.0,17.0
hsa-miR-1247-5p,1.0,0.0,0.0
hsa-miR-1249-3p,10.0,2.0,3.0
hsa-miR-1250-5p,1.0,0.0,0.0
hsa-miR-1255a,1.0,1.0,1.0
hsa-miR-1255b-5p,0.0,1.0,0.0
hsa-miR-125a-3p,8.0,6.0,9.0
hsa-miR-125a-5p,498.0,545.0,610.0
hsa-miR-125b-1-3p,49.0,66.0,74.0
hsa-miR-125b-5p,1489.0,2351.0,2031.0
hsa-miR-126-3p,1071.0,1398.0,1088.0
hsa-miR-126-5p,890.0,868.0,913.0
hsa-miR-1260b,21.0,23.0,20.0
hsa-miR-1262,1.0,0.0,0.0
hsa-miR-1268a,4.0,9.0,0.0
hsa-miR-1268b,53.0,71.0,136.0
hsa-miR-127-3p,229.0,246.0,271.0
hsa-miR-127-5p,7.0,6.0,8.0
hsa-miR-1270,0.0,0.0,2.0
hsa-miR-1271-3p,0.0,0.0,1.0
hsa-miR-1271-5p,20.0,12.0,19.0
hsa-miR-1273c,1.0,0.0,0.0
hsa-miR-1273h-3p,0.0,3.0,1.0
hsa-miR-1273h-5p,3.0,9.0,3.0
hsa-miR-1275,4.0,3.0,2.0
hsa-miR-1277-3p,2.0,5.0,16.0
hsa-miR-1278,0.0,1.0,0.0
hsa-miR-128-1-5p,1.0,0.0,3.0
hsa-miR-128-3p,216.0,205.0,186.0
hsa-miR-1284,0.0,0.0,1.0
hsa-miR-1285-3p,0.0,14.0,6.0
hsa-miR-1285-5p,2.0,2.0,5.0
hsa-miR-1287-5p,3.0,6.0,7.0
hsa-miR-129-2-3p,2.0,2.0,3.0
hsa-miR-129-5p,5.0,1.0,0.0
hsa-miR-1291,2.0,2.0,2.0
hsa-miR-1292-5p,12.0,5.0,5.0
hsa-miR-1294,0.0,2.0,2.0
hsa-miR-1295b-3p,0.0,1.0,0.0
hsa-miR-1296-5p,33.0,33.0,40.0
hsa-miR-1298-5p,0.0,1.0,0.0
hsa-miR-1301-3p,22.0,31.0,41.0
hsa-miR-1303,3.0,1.0,1.0
hsa-miR-1304-5p,5.0,0.0,2.0
hsa-miR-1305,2.0,0.0,0.0
hsa-miR-1306-5p,0.0,1.0,3.0
hsa-miR-1307-3p,315.0,327.0,398.0
hsa-miR-1307-5p,214.0,244.0,309.0
hsa-miR-130a-3p,39.0,54.0,65.0
hsa-miR-130a-5p,0.0,3.0,1.0
hsa-miR-130b-3p,17.0,15.0,19.0
hsa-miR-130b-5p,30.0,41.0,38.0
hsa-miR-132-3p,31.0,44.0,29.0
hsa-miR-132-5p,1.0,1.0,0.0
hsa-miR-133a-3p,9.0,22.0,18.0
hsa-miR-133a-5p,3.0,0.0,0.0
hsa-miR-134-5p,47.0,49.0,60.0
hsa-miR-1343-3p,7.0,2.0,1.0
hsa-miR-135a-5p,0.0,4.0,0.0
hsa-miR-135b-5p,0.0,0.0,1.0
hsa-miR-136-3p,54.0,57.0,58.0
hsa-miR-136-5p,3.0,4.0,5.0
hsa-miR-137-3p,4.0,4.0,4.0
hsa-miR-137-5p,2.0,0.0,0.0
hsa-miR-138-1-3p,5.0,3.0,0.0
hsa-miR-138-5p,5.0,11.0,9.0
hsa-miR-139-3p,7.0,6.0,8.0
hsa-miR-139-5p,44.0,56.0,27.0
hsa-miR-140-3p,297.0,327.0,290.0
hsa-miR-140-5p,17.0,25.0,20.0
hsa-miR-141-3p,1.0,2.0,4.0
hsa-miR-142-3p,104.0,118.0,149.0
hsa-miR-142-5p,730.0,830.0,786.0
hsa-miR-143-3p,1464.0,2148.0,2274.0
hsa-miR-143-5p,73.0,63.0,63.0
hsa-miR-144-3p,178.0,212.0,247.0
hsa-miR-144-5p,14.0,25.0,23.0
hsa-miR-145-3p,14.0,14.0,31.0
hsa-miR-145-5p,107.0,184.0,207.0
hsa-miR-1468-5p,2.0,0.0,1.0
hsa-miR-146a-3p,2.0,2.0,4.0
hsa-miR-146a-5p,1931.0,2642.0,3755.0
hsa-miR-146b-3p,3.0,7.0,2.0
hsa-miR-146b-5p,180.0,288.0,282.0
hsa-miR-148a-3p,462.0,600.0,487.0
hsa-miR-148a-5p,2.0,2.0,10.0
hsa-miR-148b-3p,485.0,648.0,535.0
hsa-miR-148b-5p,6.0,5.0,7.0
hsa-miR-149-3p,0.0,1.0,1.0
hsa-miR-149-5p,9.0,12.0,21.0
hsa-miR-150-3p,0.0,1.0,4.0
hsa-miR-150-5p,47.0,53.0,27.0
hsa-miR-151a-3p,577.0,669.0,645.0
hsa-miR-151a-5p,1291.0,1977.0,1468.0
hsa-miR-151b,74.0,42.0,18.0
hsa-miR-152-3p,148.0,173.0,184.0
hsa-miR-152-5p,0.0,0.0,2.0
hsa-miR-153-3p,0.0,1.0,0.0
hsa-miR-154-3p,5.0,3.0,3.0
hsa-miR-154-5p,4.0,3.0,2.0
hsa-miR-155-5p,155.0,143.0,118.0
hsa-miR-15a-5p,62.0,95.0,97.0
hsa-miR-15b-3p,23.0,32.0,35.0
hsa-miR-15b-5p,141.0,151.0,147.0
hsa-miR-16-1-3p,0.0,1.0,0.0
