miRNA,SRR23983028,SRR23983029,SRR23983030,SRR23983031
hsa-let-7a-3p,10.0,3.0,2.0,1.0
hsa-let-7a-5p,1568.0,1439.0,365.0,170.0
hsa-let-7b-3p,2.0,0.0,1.0,0.0
hsa-let-7b-5p,96.0,80.0,48.0,22.0
hsa-let-7c-5p,112.0,67.0,86.0,31.0
hsa-let-7d-3p,4.0,8.0,4.0,1.0
hsa-let-7d-5p,9.0,13.0,20.0,11.0
hsa-let-7e-5p,3.0,3.0,2.0,0.0
hsa-let-7f-1-3p,1.0,0.0,0.0,0.0
hsa-let-7f-2-3p,1.0,0.0,0.0,0.0
hsa-let-7f-5p,322.0,216.0,225.0,52.0
hsa-let-7g-5p,75.0,57.0,272.0,36.0
hsa-let-7i-5p,141.0,83.0,137.0,33.0
hsa-miR-1-3p,11.0,7.0,6.0,0.0
hsa-miR-100-5p,52.0,105.0,46.0,19.0
hsa-miR-101-3p,237.0,153.0,96.0,44.0
hsa-miR-10393-3p,0.0,0.0,2.0,1.0
hsa-miR-10394-3p,2.0,1.0,1.0,0.0
hsa-miR-10395-3p,5.0,8.0,4.0,1.0
hsa-miR-10395-5p,1.0,0.0,1.0,1.0
hsa-miR-10396a-3p,218.0,321.0,1634.0,1471.0
hsa-miR-10396a-5p,6.0,11.0,13.0,36.0
hsa-miR-10396b-3p,645.0,1010.0,473.0,1117.0
hsa-miR-10396b-5p,9.0,28.0,33.0,30.0
hsa-miR-103a-2-5p,0.0,0.0,1.0,0.0
hsa-miR-103a-3p,708.0,733.0,16.0,311.0
hsa-miR-10400-5p,4.0,2.0,2.0,3.0
hsa-miR-10401-3p,2.0,7.0,24.0,21.0
hsa-miR-10401-5p,1.0,3.0,1.0,3.0
hsa-miR-105-3p,0.0,1.0,0.0,0.0
hsa-miR-105-5p,38.0,57.0,13.0,12.0
hsa-miR-10527-5p,0.0,0.0,1.0,1.0
hsa-miR-106a-5p,2.0,5.0,0.0,1.0
hsa-miR-106b-3p,738.0,934.0,190.0,140.0
hsa-miR-106b-5p,93.0,73.0,19.0,8.0
hsa-miR-107,29.0,26.0,2.0,4.0
hsa-miR-10a-3p,0.0,0.0,12.0,0.0
hsa-miR-10a-5p,70.0,105.0,513.0,74.0
hsa-miR-10b-3p,0.0,0.0,1.0,0.0
hsa-miR-10b-5p,66.0,52.0,234.0,20.0
hsa-miR-11399,1.0,2.0,0.0,0.0
hsa-miR-11401,1.0,1.0,1.0,0.0
hsa-miR-1180-3p,23.0,39.0,9.0,9.0
hsa-miR-1182,0.0,0.0,1.0,0.0
hsa-miR-12132,0.0,0.0,1.0,0.0
hsa-miR-12136,13.0,16.0,5.0,2.0
hsa-miR-122-5p,45.0,53.0,5.0,12.0
hsa-miR-1226-3p,0.0,0.0,1.0,0.0
hsa-miR-1226-5p,0.0,1.0,0.0,0.0
hsa-miR-1228-5p,0.0,0.0,2.0,0.0
hsa-miR-1229-3p,1.0,0.0,0.0,0.0
hsa-miR-1231,0.0,1.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,1.0,0.0
hsa-miR-1237-5p,1.0,0.0,0.0,0.0
hsa-miR-1244,2.0,1.0,1.0,2.0
hsa-miR-1246,979.0,980.0,356.0,177.0
hsa-miR-1248,194.0,219.0,195.0,94.0
hsa-miR-1252-5p,1.0,0.0,0.0,0.0
hsa-miR-1255a,22.0,19.0,6.0,5.0
hsa-miR-1255b-5p,11.0,8.0,3.0,1.0
hsa-miR-125a-3p,0.0,3.0,0.0,0.0
hsa-miR-125a-5p,69.0,93.0,31.0,14.0
hsa-miR-125b-5p,1.0,6.0,17.0,4.0
hsa-miR-126-3p,329.0,315.0,280.0,98.0
hsa-miR-126-5p,23.0,11.0,11.0,1.0
hsa-miR-1260b,3.0,6.0,0.0,1.0
hsa-miR-1261,0.0,0.0,4.0,0.0
hsa-miR-1262,35.0,51.0,7.0,6.0
hsa-miR-1268a,5.0,9.0,1.0,5.0
hsa-miR-1268b,1.0,1.0,0.0,1.0
hsa-miR-1269a,9.0,16.0,1.0,3.0
hsa-miR-1270,5.0,4.0,2.0,5.0
hsa-miR-1271-5p,2.0,1.0,0.0,0.0
hsa-miR-1273c,1.0,2.0,0.0,0.0
hsa-miR-1273h-5p,16.0,10.0,16.0,5.0
hsa-miR-1275,3.0,4.0,0.0,0.0
hsa-miR-1276,0.0,4.0,0.0,1.0
hsa-miR-1278,22.0,11.0,4.0,2.0
hsa-miR-128-1-5p,0.0,1.0,0.0,0.0
hsa-miR-128-3p,295.0,298.0,42.0,32.0
hsa-miR-1283,2227.0,1862.0,556.0,257.0
hsa-miR-1285-3p,27.0,31.0,2.0,4.0
hsa-miR-1285-5p,65.0,73.0,55.0,33.0
hsa-miR-1287-3p,1.0,0.0,0.0,0.0
hsa-miR-1287-5p,2.0,0.0,1.0,0.0
hsa-miR-1289,3.0,7.0,0.0,0.0
hsa-miR-129-5p,2.0,6.0,2.0,0.0
hsa-miR-1291,87.0,106.0,13.0,4.0
hsa-miR-1292-5p,9.0,6.0,1.0,1.0
hsa-miR-1293,4.0,6.0,1.0,0.0
hsa-miR-1294,5.0,4.0,1.0,3.0
hsa-miR-1295a,1.0,0.0,0.0,0.0
hsa-miR-1296-5p,20.0,33.0,5.0,5.0
hsa-miR-1297,1.0,1.0,0.0,0.0
hsa-miR-1298-5p,9.0,4.0,3.0,2.0
hsa-miR-1299,10.0,7.0,4.0,0.0
hsa-miR-1301-3p,0.0,0.0,1.0,0.0
hsa-miR-1303,47.0,40.0,5.0,12.0
