miRNA,SRR6831607,SRR6831608,SRR6831609,SRR6831610,SRR6831611,SRR6831612,SRR6831613,SRR6831614,SRR6831615,SRR6831616
hsa-let-7a-3p,47.0,58.0,204.0,17.0,157.0,299.0,194.0,39.0,94.0,47.0
hsa-let-7a-5p,21069.0,20336.0,84335.0,7729.0,39427.0,86308.0,54094.0,11396.0,37287.0,18023.0
hsa-let-7b-3p,5.0,5.0,9.0,3.0,6.0,34.0,17.0,6.0,24.0,1.0
hsa-let-7b-5p,3538.0,3912.0,11151.0,1745.0,6783.0,17222.0,9416.0,4044.0,13704.0,3321.0
hsa-let-7c-3p,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
hsa-let-7c-5p,163.0,1169.0,565.0,75.0,312.0,541.0,2385.0,131.0,1734.0,120.0
hsa-let-7d-3p,399.0,371.0,1234.0,107.0,749.0,1467.0,612.0,229.0,578.0,218.0
hsa-let-7d-5p,4169.0,4347.0,16768.0,1249.0,7804.0,20780.0,13024.0,2211.0,7219.0,3090.0
hsa-let-7e-3p,4.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,4.0,1.0
hsa-let-7e-5p,529.0,246.0,1340.0,188.0,1389.0,1940.0,1208.0,80.0,423.0,227.0
hsa-let-7f-1-3p,12.0,11.0,20.0,2.0,13.0,30.0,12.0,3.0,30.0,6.0
hsa-let-7f-2-3p,4.0,3.0,15.0,0.0,7.0,14.0,7.0,1.0,7.0,0.0
hsa-let-7f-5p,39596.0,33990.0,214522.0,12484.0,76572.0,132307.0,77797.0,12106.0,36219.0,27672.0
hsa-let-7g-3p,0.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0
hsa-let-7g-5p,31547.0,24811.0,163374.0,5068.0,48136.0,98337.0,41861.0,5595.0,18961.0,10149.0
hsa-let-7i-3p,3.0,4.0,26.0,0.0,11.0,35.0,21.0,4.0,8.0,3.0
hsa-let-7i-5p,63622.0,101096.0,210844.0,37143.0,142841.0,307560.0,150164.0,41184.0,94312.0,60282.0
hsa-miR-1-3p,287.0,436.0,4091.0,107.0,2604.0,2192.0,1083.0,650.0,443.0,820.0
hsa-miR-100-5p,38.0,131.0,349.0,71.0,210.0,902.0,439.0,151.0,192.0,501.0
hsa-miR-101-3p,1208.0,2333.0,15377.0,1043.0,5335.0,13081.0,5308.0,1331.0,2017.0,994.0
hsa-miR-101-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
hsa-miR-10393-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
hsa-miR-10395-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-10399-3p,28.0,51.0,94.0,20.0,102.0,163.0,78.0,21.0,64.0,27.0
hsa-miR-10399-5p,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-103a-2-5p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-103a-3p,4696.0,2463.0,31445.0,917.0,5530.0,1089.0,5207.0,642.0,2758.0,102.0
hsa-miR-10401-3p,1.0,3.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-106a-3p,1.0,2.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0
hsa-miR-106a-5p,21.0,12.0,42.0,5.0,26.0,80.0,66.0,12.0,23.0,11.0
hsa-miR-106b-3p,552.0,947.0,2321.0,288.0,1264.0,3737.0,1294.0,289.0,1362.0,360.0
hsa-miR-106b-5p,100.0,67.0,495.0,15.0,188.0,614.0,221.0,31.0,62.0,22.0
hsa-miR-107,212.0,34.0,352.0,12.0,214.0,314.0,144.0,59.0,75.0,15.0
hsa-miR-10a-3p,6.0,7.0,47.0,3.0,12.0,20.0,14.0,4.0,2.0,2.0
hsa-miR-10a-5p,891.0,804.0,3723.0,576.0,2274.0,2511.0,1282.0,902.0,899.0,634.0
hsa-miR-10b-3p,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0
hsa-miR-10b-5p,183.0,267.0,386.0,490.0,1061.0,617.0,309.0,606.0,314.0,436.0
hsa-miR-11400,23.0,595.0,2624.0,22.0,135.0,177.0,79.0,12.0,49.0,29.0
hsa-miR-11401,10.0,36.0,58.0,13.0,43.0,78.0,29.0,14.0,41.0,14.0
hsa-miR-1179,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
hsa-miR-1180-3p,8.0,33.0,11.0,15.0,22.0,189.0,65.0,29.0,79.0,21.0
hsa-miR-1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1185-1-3p,29.0,21.0,117.0,2.0,50.0,60.0,27.0,9.0,3.0,12.0
hsa-miR-1185-2-3p,4.0,1.0,11.0,0.0,6.0,2.0,4.0,2.0,2.0,1.0
hsa-miR-1185-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-1197,0.0,0.0,13.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0
hsa-miR-12114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
