miRNA,ERR5922419,ERR5922420,ERR5922421,ERR5922422,ERR5922423,ERR5922424,ERR5922425,ERR5922426,ERR5922427,ERR5922428
hsa-miR-371b-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-372-3p,8974.0,4229.0,15173.0,4944.0,17373.0,450.0,7097.0,3916.0,46941.0,9504.0
hsa-miR-372-5p,61.0,31.0,107.0,27.0,82.0,21.0,30.0,8.0,145.0,70.0
hsa-miR-373-3p,82.0,26.0,324.0,100.0,404.0,43.0,833.0,250.0,1054.0,401.0
hsa-miR-373-5p,4.0,2.0,6.0,1.0,15.0,2.0,22.0,3.0,42.0,21.0
hsa-miR-374a-3p,220.0,104.0,204.0,135.0,49.0,125.0,27.0,26.0,53.0,62.0
hsa-miR-374a-5p,923.0,268.0,862.0,559.0,668.0,4134.0,619.0,184.0,1143.0,909.0
hsa-miR-374b-3p,12.0,3.0,17.0,7.0,14.0,13.0,1.0,4.0,14.0,5.0
hsa-miR-374b-5p,702.0,39.0,922.0,13.0,468.0,105.0,593.0,165.0,304.0,230.0
hsa-miR-374c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-374c-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-375-3p,73.0,187.0,112.0,26.0,218.0,362.0,659.0,793.0,483.0,178.0
hsa-miR-376a-2-5p,0.0,0.0,4.0,0.0,27.0,1.0,4.0,4.0,32.0,12.0
hsa-miR-376a-3p,34.0,21.0,34.0,44.0,239.0,28.0,24.0,29.0,197.0,91.0
hsa-miR-376a-5p,13.0,4.0,15.0,17.0,83.0,23.0,13.0,12.0,58.0,42.0
hsa-miR-376b-3p,1.0,2.0,1.0,2.0,6.0,1.0,0.0,0.0,0.0,7.0
hsa-miR-376b-5p,7.0,3.0,0.0,0.0,99.0,48.0,0.0,32.0,5.0,31.0
hsa-miR-376c-3p,53.0,25.0,117.0,105.0,536.0,41.0,39.0,87.0,660.0,225.0
hsa-miR-376c-5p,1.0,0.0,23.0,20.0,8.0,0.0,17.0,1.0,91.0,4.0
hsa-miR-377-3p,29.0,21.0,45.0,28.0,88.0,29.0,46.0,89.0,71.0,96.0
hsa-miR-377-5p,59.0,77.0,177.0,102.0,1800.0,67.0,295.0,485.0,939.0,340.0
hsa-miR-378a-3p,1870.0,3880.0,6439.0,2205.0,9077.0,4639.0,9871.0,9460.0,25613.0,11064.0
hsa-miR-378a-5p,13.0,9.0,33.0,17.0,70.0,47.0,89.0,57.0,101.0,143.0
hsa-miR-378b,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-378c,228.0,118.0,221.0,56.0,259.0,611.0,269.0,643.0,840.0,160.0
hsa-miR-378d,6.0,49.0,71.0,33.0,164.0,276.0,176.0,311.0,194.0,297.0
hsa-miR-378e,1.0,1.0,0.0,3.0,4.0,0.0,9.0,2.0,13.0,3.0
hsa-miR-378f,1.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,2.0,1.0
hsa-miR-378h,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
hsa-miR-378i,1.0,3.0,1.0,2.0,3.0,0.0,3.0,5.0,6.0,2.0
hsa-miR-379-3p,26.0,53.0,43.0,83.0,171.0,81.0,24.0,41.0,60.0,157.0
hsa-miR-379-5p,1217.0,2301.0,1135.0,1429.0,5191.0,6733.0,3148.0,4477.0,2715.0,7950.0
hsa-miR-380-3p,1.0,13.0,24.0,15.0,198.0,19.0,5.0,16.0,143.0,53.0
hsa-miR-380-5p,5.0,2.0,3.0,3.0,10.0,4.0,1.0,3.0,7.0,6.0
hsa-miR-381-3p,2495.0,5829.0,1877.0,3195.0,8952.0,771.0,1810.0,2077.0,3903.0,6349.0
hsa-miR-381-5p,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-382-3p,100.0,243.0,99.0,84.0,967.0,532.0,416.0,267.0,262.0,792.0
hsa-miR-382-5p,1033.0,3866.0,1188.0,1011.0,7783.0,6042.0,11719.0,13648.0,5430.0,12201.0
hsa-miR-383-5p,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,3.0,3.0
hsa-miR-3909,112.0,55.0,65.0,59.0,89.0,1257.0,895.0,169.0,175.0,423.0
hsa-miR-3910,0.0,1.0,0.0,0.0,0.0,7.0,4.0,1.0,2.0,4.0
hsa-miR-3911,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
hsa-miR-3912-3p,16.0,9.0,15.0,8.0,15.0,104.0,30.0,26.0,19.0,31.0
hsa-miR-3913-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3913-5p,1.0,7.0,3.0,0.0,2.0,5.0,5.0,12.0,11.0,11.0
hsa-miR-3917,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3918,37.0,113.0,11.0,8.0,32.0,274.0,468.0,205.0,72.0,179.0
hsa-miR-3922-3p,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,1.0,1.0
hsa-miR-3925-3p,10.0,8.0,2.0,1.0,1.0,12.0,18.0,13.0,6.0,3.0
hsa-miR-3925-5p,8.0,24.0,2.0,3.0,1.0,37.0,65.0,43.0,9.0,14.0
hsa-miR-3927-3p,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0
hsa-miR-3928-3p,7.0,9.0,1.0,0.0,10.0,15.0,25.0,10.0,9.0,11.0
hsa-miR-3929,4.0,8.0,2.0,2.0,0.0,12.0,6.0,9.0,6.0,6.0
hsa-miR-3934-5p,5.0,1.0,3.0,0.0,2.0,7.0,50.0,15.0,1.0,6.0
hsa-miR-3936,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0
hsa-miR-3937,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3939,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
hsa-miR-3940-3p,3.0,4.0,2.0,2.0,5.0,37.0,21.0,9.0,10.0,14.0
hsa-miR-3940-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3941,2.0,1.0,0.0,0.0,2.0,10.0,5.0,8.0,0.0,0.0
hsa-miR-3942-5p,2.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,3.0
hsa-miR-3944-3p,1.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,1.0
hsa-miR-3944-5p,1.0,1.0,0.0,0.0,1.0,1.0,10.0,1.0,0.0,1.0
hsa-miR-3960,8.0,3.0,2.0,5.0,12.0,12.0,11.0,2.0,2.0,3.0
hsa-miR-409-3p,482.0,1110.0,401.0,344.0,4694.0,1985.0,4637.0,2785.0,2833.0,6258.0
hsa-miR-409-5p,57.0,48.0,67.0,78.0,257.0,157.0,192.0,208.0,153.0,191.0
hsa-miR-410-3p,336.0,387.0,442.0,493.0,1651.0,3198.0,2048.0,3973.0,2122.0,2527.0
hsa-miR-410-5p,0.0,3.0,2.0,3.0,6.0,16.0,16.0,26.0,2.0,16.0
hsa-miR-411-3p,38.0,54.0,45.0,73.0,287.0,361.0,111.0,75.0,88.0,536.0
hsa-miR-411-5p,780.0,698.0,799.0,967.0,3204.0,2644.0,807.0,1376.0,1569.0,3046.0
hsa-miR-412-3p,1.0,2.0,3.0,5.0,8.0,7.0,1.0,2.0,6.0,14.0
hsa-miR-412-5p,126.0,712.0,147.0,141.0,947.0,2285.0,1538.0,2301.0,685.0,1646.0
hsa-miR-421,107.0,38.0,77.0,72.0,184.0,297.0,362.0,254.0,215.0,192.0
hsa-miR-423-3p,606.0,1457.0,355.0,224.0,1193.0,15549.0,13409.0,696.0,5644.0,2165.0
hsa-miR-423-5p,12.0,6416.0,4833.0,587.0,3154.0,3967.0,25493.0,909.0,9911.0,5847.0
hsa-miR-424-3p,2940.0,2178.0,1154.0,1601.0,3981.0,24585.0,26219.0,5297.0,2983.0,25983.0
hsa-miR-424-5p,2969.0,1022.0,2704.0,1611.0,4573.0,8906.0,7307.0,8515.0,11561.0,2916.0
hsa-miR-425-3p,316.0,220.0,209.0,146.0,244.0,1205.0,1516.0,926.0,667.0,399.0
hsa-miR-425-5p,1215.0,938.0,504.0,565.0,1167.0,839.0,2027.0,1379.0,1181.0,1487.0
hsa-miR-4254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4286,13.0,2.0,10.0,9.0,17.0,16.0,21.0,5.0,30.0,31.0
hsa-miR-429,64.0,10.0,73.0,18.0,88.0,146.0,49.0,42.0,81.0,61.0
hsa-miR-4306,0.0,1.0,0.0,2.0,8.0,0.0,2.0,0.0,2.0,0.0
hsa-miR-431-3p,137.0,649.0,210.0,111.0,1094.0,340.0,619.0,830.0,1087.0,688.0
hsa-miR-431-5p,578.0,1547.0,704.0,1455.0,5183.0,2693.0,3773.0,3765.0,3309.0,9282.0
hsa-miR-432-3p,0.0,3.0,1.0,0.0,12.0,2.0,4.0,2.0,12.0,4.0
hsa-miR-432-5p,381.0,1074.0,453.0,432.0,2866.0,1517.0,2734.0,2571.0,1404.0,5104.0
hsa-miR-4324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4326,29.0,35.0,8.0,9.0,10.0,23.0,61.0,33.0,21.0,35.0
hsa-miR-433-3p,105.0,91.0,96.0,244.0,593.0,3443.0,1566.0,440.0,193.0,3953.0
hsa-miR-433-5p,16.0,37.0,22.0,14.0,73.0,7.0,27.0,36.0,15.0,31.0
hsa-miR-4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4423-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4423-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4424,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
hsa-miR-4425,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0
hsa-miR-4427,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
hsa-miR-4429,1.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,0.0,4.0
hsa-miR-4432,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
hsa-miR-4433a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4433b-3p,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
hsa-miR-4433b-5p,3.0,0.0,2.0,13.0,3.0,0.0,2.0,2.0,0.0,2.0
hsa-miR-4437,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-4440,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
hsa-miR-4443,0.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0
hsa-miR-4444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
hsa-miR-4445-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
hsa-miR-4445-5p,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,4.0,0.0
hsa-miR-4446-3p,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-4449,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
hsa-miR-4460,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4465,0.0,2.0,4.0,2.0,4.0,18.0,21.0,9.0,5.0,8.0
hsa-miR-4466,2.0,5.0,0.0,3.0,1.0,3.0,8.0,4.0,5.0,13.0
hsa-miR-4467,2.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0
hsa-miR-4470,0.0,0.0,1.0,2.0,1.0,6.0,5.0,3.0,0.0,0.0
hsa-miR-4473,2.0,1.0,1.0,0.0,20.0,5.0,18.0,5.0,22.0,33.0
hsa-miR-4474-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0
hsa-miR-4477a,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-4477b,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4479,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0
hsa-miR-4482-3p,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0
hsa-miR-4482-5p,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4485-3p,4.0,2.0,2.0,0.0,4.0,2.0,2.0,1.0,3.0,2.0
hsa-miR-4485-5p,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4488,13.0,8.0,1.0,2.0,5.0,19.0,24.0,4.0,0.0,3.0
hsa-miR-4489,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0
hsa-miR-4490,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4492,0.0,0.0,0.0,0.0,0.0,13.0,3.0,3.0,0.0,2.0
hsa-miR-4493,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4497,6.0,4.0,1.0,1.0,8.0,5.0,10.0,1.0,1.0,11.0
hsa-miR-4498,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0
hsa-miR-449a,1.0,2.0,1.0,2.0,8.0,2.0,1.0,0.0,5.0,4.0
hsa-miR-449b-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-449c-5p,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0
hsa-miR-4503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4504,5.0,10.0,2.0,3.0,6.0,4.0,5.0,4.0,12.0,6.0
hsa-miR-4506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4508,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0
hsa-miR-450a-1-3p,11.0,6.0,10.0,18.0,40.0,114.0,40.0,32.0,16.0,20.0
hsa-miR-450a-2-3p,56.0,55.0,32.0,38.0,101.0,312.0,354.0,214.0,88.0,182.0
hsa-miR-450a-5p,681.0,353.0,261.0,488.0,587.0,6612.0,996.0,483.0,346.0,1972.0
hsa-miR-450b-3p,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0
hsa-miR-450b-5p,232.0,348.0,140.0,185.0,548.0,2646.0,490.0,708.0,439.0,444.0
hsa-miR-4511,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4512,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
hsa-miR-4516,3.0,4.0,0.0,0.0,6.0,3.0,3.0,0.0,1.0,0.0
hsa-miR-451a,4098.0,4846.0,267.0,5274.0,2412.0,136.0,9041.0,4938.0,562.0,13950.0
hsa-miR-452-3p,970.0,328.0,348.0,269.0,358.0,2112.0,2417.0,1102.0,915.0,687.0
hsa-miR-452-5p,497.0,152.0,298.0,201.0,232.0,1766.0,1202.0,753.0,649.0,559.0
hsa-miR-4520-3p,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-4521,17.0,3.0,13.0,4.0,13.0,5.0,3.0,7.0,14.0,1.0
hsa-miR-4523,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-4529-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4536-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-3p,41.0,8.0,35.0,50.0,85.0,14.0,8.0,11.0,29.0,22.0
hsa-miR-454-5p,8.0,3.0,4.0,3.0,8.0,12.0,11.0,6.0,18.0,4.0
hsa-miR-455-3p,177.0,118.0,276.0,206.0,463.0,180.0,565.0,132.0,747.0,764.0
hsa-miR-455-5p,1588.0,2024.0,724.0,661.0,955.0,478.0,1085.0,867.0,1069.0,859.0
hsa-miR-4632-3p,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4636,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0
hsa-miR-4637,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4638-3p,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-4638-5p,2.0,3.0,0.0,0.0,0.0,11.0,10.0,2.0,0.0,3.0
hsa-miR-4639-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4639-5p,2.0,1.0,0.0,0.0,1.0,7.0,9.0,4.0,2.0,2.0
hsa-miR-4640-3p,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
hsa-miR-4640-5p,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
hsa-miR-4642,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-4644,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-4645-3p,3.0,5.0,4.0,3.0,6.0,14.0,10.0,11.0,16.0,4.0
hsa-miR-4645-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-4646-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4647,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4649-3p,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
hsa-miR-4649-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-4650-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4652-5p,4.0,5.0,2.0,3.0,5.0,6.0,25.0,3.0,9.0,9.0
hsa-miR-4653-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4655-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4658,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
hsa-miR-4659a-3p,3.0,6.0,10.0,5.0,8.0,11.0,13.0,1.0,1.0,4.0
hsa-miR-4659b-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-4659b-5p,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-466,2.0,0.0,0.0,1.0,6.0,2.0,2.0,1.0,2.0,4.0
hsa-miR-4660,4.0,2.0,5.0,1.0,3.0,7.0,34.0,9.0,4.0,13.0
hsa-miR-4661-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
hsa-miR-4661-5p,35.0,33.0,7.0,7.0,4.0,59.0,104.0,18.0,6.0,28.0
hsa-miR-4662a-5p,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,7.0,5.0
hsa-miR-4663,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4664-3p,2.0,13.0,0.0,0.0,5.0,11.0,35.0,9.0,1.0,5.0
hsa-miR-4664-5p,0.0,1.0,4.0,0.0,1.0,3.0,10.0,10.0,18.0,2.0
hsa-miR-4665-5p,1.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,0.0,0.0
hsa-miR-4666a-3p,1.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,2.0,2.0
hsa-miR-4666a-5p,0.0,2.0,1.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0
hsa-miR-4667-5p,2.0,1.0,1.0,2.0,5.0,0.0,2.0,4.0,1.0,0.0
hsa-miR-4669,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0
hsa-miR-4670-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4670-5p,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
hsa-miR-4672,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
hsa-miR-4676-3p,2.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0
hsa-miR-4676-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4677-3p,10.0,18.0,4.0,5.0,21.0,17.0,24.0,11.0,16.0,11.0
hsa-miR-4677-5p,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0
hsa-miR-4678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4680-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
hsa-miR-4680-5p,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4681,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4683,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0
hsa-miR-4684-3p,5.0,3.0,1.0,3.0,0.0,14.0,31.0,10.0,6.0,8.0
hsa-miR-4684-5p,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0
hsa-miR-4685-3p,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,3.0
hsa-miR-4687-3p,1.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,1.0,4.0
hsa-miR-4687-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4688,0.0,1.0,0.0,0.0,0.0,3.0,10.0,5.0,1.0,3.0
hsa-miR-4690-3p,1.0,2.0,0.0,0.0,1.0,4.0,8.0,18.0,1.0,4.0
hsa-miR-4691-3p,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0
hsa-miR-4692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4695-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
hsa-miR-4695-5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-4696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4697-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4699-3p,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-4700-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4700-5p,2.0,4.0,0.0,0.0,1.0,3.0,7.0,2.0,0.0,2.0
hsa-miR-4701-5p,1.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0
hsa-miR-4706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4707-3p,0.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,10.0,0.0
hsa-miR-4708-3p,2.0,1.0,0.0,2.0,0.0,11.0,5.0,4.0,1.0,7.0
hsa-miR-4708-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
hsa-miR-4709-3p,2.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0
hsa-miR-4709-5p,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0
hsa-miR-4710,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4711-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4712-3p,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-4713-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-4713-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4714-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-4714-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4717-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4717-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4723-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4723-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4724-5p,4.0,5.0,0.0,0.0,3.0,7.0,17.0,12.0,7.0,3.0
hsa-miR-4725-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-4727-3p,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,5.0
hsa-miR-4727-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4728-3p,7.0,6.0,1.0,2.0,4.0,39.0,58.0,22.0,3.0,8.0
hsa-miR-4728-5p,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0
hsa-miR-4729,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
hsa-miR-4730,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4731-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4731-5p,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0
hsa-miR-4732-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hsa-miR-4732-5p,0.0,1.0,1.0,0.0,12.0,0.0,3.0,1.0,3.0,5.0
hsa-miR-4734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4735-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4738-3p,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
hsa-miR-4741,0.0,3.0,0.0,0.0,4.0,1.0,5.0,2.0,1.0,1.0
hsa-miR-4742-3p,7.0,5.0,1.0,2.0,0.0,18.0,11.0,1.0,4.0,6.0
hsa-miR-4743-5p,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0
