miRNA,SRR8992368,SRR8992369,SRR8992370,SRR8992371,SRR8992378,SRR8992379,SRR8992380,SRR8992381,SRR8992382,SRR8992383,SRR8992384,SRR8992385,SRR8992387,SRR8992388,SRR8992389,SRR8992390,SRR8992391
hsa-miR-329-5p,2.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-330-3p,894.0,635.0,1652.0,456.0,654.0,636.0,1005.0,1946.0,1224.0,2382.0,1005.0,1685.0,1000.0,1211.0,1645.0,397.0,1308.0
hsa-miR-330-5p,496.0,547.0,1588.0,328.0,538.0,479.0,903.0,1039.0,878.0,1383.0,603.0,1343.0,883.0,1028.0,1130.0,321.0,854.0
hsa-miR-331-3p,1.0,18.0,23.0,8.0,10.0,0.0,32.0,2.0,1.0,5.0,9.0,20.0,20.0,16.0,41.0,7.0,5.0
hsa-miR-331-5p,31.0,34.0,97.0,32.0,34.0,21.0,48.0,91.0,38.0,101.0,29.0,75.0,49.0,30.0,105.0,25.0,71.0
hsa-miR-335-3p,15.0,17.0,29.0,12.0,5.0,11.0,18.0,20.0,26.0,37.0,20.0,27.0,12.0,9.0,34.0,8.0,8.0
hsa-miR-335-5p,140.0,206.0,521.0,167.0,103.0,163.0,282.0,267.0,332.0,266.0,254.0,552.0,291.0,250.0,803.0,165.0,418.0
hsa-miR-337-3p,2.0,18.0,38.0,18.0,11.0,1.0,21.0,1.0,2.0,4.0,23.0,39.0,20.0,15.0,34.0,12.0,17.0
hsa-miR-337-5p,20.0,35.0,100.0,23.0,18.0,21.0,45.0,28.0,25.0,47.0,25.0,78.0,36.0,41.0,61.0,8.0,58.0
hsa-miR-338-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-338-5p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,11.0,0.0,1.0,0.0,12.0
hsa-miR-339-3p,466.0,259.0,671.0,172.0,232.0,401.0,345.0,1019.0,719.0,1228.0,324.0,561.0,460.0,403.0,487.0,145.0,562.0
hsa-miR-339-5p,55.0,57.0,183.0,61.0,47.0,38.0,88.0,114.0,84.0,107.0,91.0,119.0,93.0,83.0,165.0,38.0,80.0
hsa-miR-33a-3p,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0
hsa-miR-33a-5p,0.0,10.0,14.0,4.0,7.0,1.0,9.0,3.0,3.0,8.0,10.0,14.0,11.0,9.0,18.0,4.0,13.0
hsa-miR-33b-3p,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-33b-5p,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-340-3p,5.0,7.0,21.0,6.0,8.0,5.0,13.0,6.0,5.0,10.0,10.0,23.0,16.0,2.0,14.0,3.0,5.0
hsa-miR-340-5p,822.0,2045.0,4138.0,1404.0,1012.0,1150.0,3342.0,1312.0,1515.0,2157.0,1695.0,4757.0,2517.0,4048.0,6260.0,1443.0,1906.0
hsa-miR-342-3p,1.0,3.0,8.0,6.0,2.0,6.0,10.0,15.0,1.0,10.0,3.0,5.0,5.0,3.0,15.0,4.0,13.0
hsa-miR-342-5p,1.0,0.0,2.0,0.0,2.0,4.0,2.0,8.0,16.0,6.0,5.0,2.0,2.0,2.0,3.0,0.0,18.0
hsa-miR-345-5p,3.0,1.0,4.0,1.0,5.0,2.0,2.0,7.0,0.0,14.0,3.0,1.0,1.0,5.0,4.0,0.0,30.0
hsa-miR-346,17.0,22.0,58.0,19.0,22.0,12.0,44.0,26.0,26.0,40.0,23.0,43.0,18.0,31.0,40.0,17.0,28.0
hsa-miR-34a-3p,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-34a-5p,5.0,16.0,33.0,12.0,14.0,8.0,26.0,12.0,13.0,16.0,17.0,34.0,18.0,26.0,42.0,13.0,15.0
hsa-miR-34b-3p,34.0,18.0,57.0,15.0,22.0,37.0,38.0,115.0,49.0,119.0,32.0,56.0,31.0,35.0,70.0,15.0,29.0
hsa-miR-34b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-34c-3p,128.0,66.0,156.0,47.0,75.0,80.0,115.0,192.0,122.0,276.0,105.0,169.0,87.0,101.0,150.0,39.0,144.0
hsa-miR-34c-5p,199.0,520.0,836.0,292.0,240.0,237.0,627.0,395.0,348.0,537.0,404.0,911.0,569.0,795.0,1039.0,289.0,443.0
hsa-miR-3605-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-3605-5p,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
hsa-miR-361-3p,167.0,284.0,948.0,224.0,312.0,161.0,510.0,366.0,266.0,607.0,415.0,840.0,530.0,651.0,586.0,217.0,288.0
hsa-miR-361-5p,227.0,231.0,722.0,181.0,191.0,121.0,327.0,396.0,266.0,454.0,312.0,549.0,310.0,271.0,789.0,127.0,348.0
hsa-miR-3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3613-3p,0.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,2.0
hsa-miR-3613-5p,8.0,19.0,23.0,21.0,4.0,7.0,24.0,7.0,9.0,13.0,15.0,31.0,27.0,25.0,25.0,7.0,11.0
hsa-miR-3614-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3615,0.0,7.0,10.0,5.0,20.0,4.0,12.0,1.0,8.0,13.0,7.0,8.0,14.0,11.0,2.0,3.0,71.0
hsa-miR-362-3p,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0
hsa-miR-362-5p,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hsa-miR-3620-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-363-3p,99.0,203.0,458.0,170.0,144.0,114.0,368.0,256.0,218.0,310.0,232.0,385.0,325.0,386.0,465.0,144.0,677.0
hsa-miR-363-5p,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-365a-3p,1.0,2.0,9.0,1.0,3.0,1.0,28.0,17.0,0.0,32.0,32.0,33.0,27.0,6.0,79.0,2.0,3.0
hsa-miR-365a-5p,7.0,3.0,13.0,1.0,5.0,2.0,4.0,7.0,8.0,16.0,9.0,11.0,9.0,8.0,8.0,1.0,6.0
hsa-miR-365b-3p,10.0,16.0,27.0,17.0,7.0,10.0,4.0,0.0,17.0,6.0,0.0,5.0,5.0,22.0,0.0,10.0,34.0
hsa-miR-365b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3661,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0
hsa-miR-3665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-3677-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3679-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-3682-3p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3688-3p,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-369-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
hsa-miR-369-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3690,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-370-3p,154.0,197.0,532.0,160.0,164.0,173.0,365.0,402.0,320.0,493.0,260.0,425.0,350.0,521.0,281.0,173.0,244.0
hsa-miR-370-5p,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-372-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-374a-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0
hsa-miR-374a-5p,10.0,13.0,34.0,20.0,7.0,14.0,33.0,17.0,19.0,25.0,17.0,28.0,25.0,19.0,99.0,9.0,41.0
hsa-miR-374b-3p,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0
hsa-miR-374b-5p,12.0,8.0,17.0,36.0,9.0,19.0,7.0,1.0,6.0,12.0,2.0,76.0,11.0,51.0,65.0,30.0,6.0
hsa-miR-375-3p,116.0,52.0,304.0,62.0,73.0,111.0,95.0,205.0,234.0,278.0,104.0,233.0,111.0,197.0,168.0,46.0,130.0
hsa-miR-376a-3p,41.0,22.0,65.0,35.0,17.0,33.0,60.0,72.0,42.0,100.0,41.0,58.0,42.0,53.0,96.0,22.0,46.0
hsa-miR-376a-5p,2.0,2.0,10.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,8.0,0.0,6.0
hsa-miR-376b-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
hsa-miR-376c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-376c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-377-3p,49.0,70.0,118.0,49.0,30.0,55.0,103.0,86.0,92.0,115.0,58.0,126.0,89.0,118.0,123.0,46.0,61.0
hsa-miR-377-5p,26.0,53.0,92.0,33.0,23.0,16.0,81.0,38.0,36.0,59.0,51.0,84.0,55.0,78.0,75.0,26.0,48.0
hsa-miR-378a-3p,3062.0,3128.0,8775.0,2156.0,2736.0,2493.0,4746.0,5769.0,4417.0,7101.0,4967.0,9203.0,4861.0,6429.0,6624.0,1892.0,8007.0
hsa-miR-378a-5p,6.0,14.0,25.0,7.0,9.0,5.0,33.0,12.0,11.0,17.0,22.0,27.0,19.0,20.0,31.0,8.0,8.0
hsa-miR-378b,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-378c,55.0,154.0,124.0,97.0,85.0,181.0,235.0,248.0,93.0,269.0,121.0,122.0,160.0,179.0,402.0,86.0,267.0
hsa-miR-378d,146.0,80.0,498.0,63.0,148.0,59.0,46.0,20.0,105.0,123.0,111.0,36.0,100.0,421.0,156.0,5.0,181.0
hsa-miR-378e,28.0,0.0,17.0,31.0,5.0,1.0,14.0,4.0,4.0,70.0,2.0,19.0,3.0,4.0,3.0,4.0,6.0
hsa-miR-378f,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0
hsa-miR-378h,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
hsa-miR-378i,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,1.0,3.0,1.0,5.0,2.0,0.0,4.0
hsa-miR-379-3p,25.0,36.0,78.0,28.0,34.0,20.0,43.0,65.0,29.0,48.0,29.0,63.0,52.0,27.0,102.0,17.0,14.0
hsa-miR-379-5p,1748.0,2089.0,7008.0,1397.0,1999.0,1678.0,3332.0,2488.0,2100.0,3169.0,2373.0,5931.0,3083.0,4526.0,5275.0,1139.0,3019.0
hsa-miR-380-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-381-3p,23707.0,9117.0,26775.0,9529.0,8806.0,28559.0,25152.0,57322.0,45099.0,78985.0,11687.0,20597.0,19977.0,23263.0,28666.0,8119.0,11762.0
hsa-miR-382-3p,55.0,43.0,110.0,29.0,22.0,57.0,78.0,100.0,55.0,137.0,50.0,91.0,58.0,74.0,218.0,24.0,88.0
hsa-miR-382-5p,1509.0,662.0,2614.0,599.0,719.0,1157.0,1214.0,2319.0,2396.0,3317.0,1473.0,2828.0,1464.0,1980.0,1689.0,518.0,1590.0
hsa-miR-383-3p,0.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
hsa-miR-383-5p,158.0,424.0,812.0,240.0,252.0,138.0,689.0,317.0,165.0,406.0,269.0,693.0,446.0,932.0,450.0,185.0,144.0
hsa-miR-384,1.0,0.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,7.0,8.0,1.0,2.0
hsa-miR-3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-3912-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-3913-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
hsa-miR-3917,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3920,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3922-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3928-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-3934-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-3934-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
hsa-miR-3938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-3960,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-409-3p,516.0,259.0,1367.0,285.0,250.0,376.0,379.0,882.0,1070.0,1116.0,353.0,639.0,451.0,531.0,461.0,180.0,381.0
hsa-miR-409-5p,39.0,30.0,74.0,25.0,18.0,33.0,43.0,85.0,74.0,111.0,30.0,66.0,43.0,57.0,96.0,27.0,38.0
hsa-miR-410-3p,804.0,1162.0,2154.0,763.0,772.0,559.0,1554.0,1259.0,1358.0,1649.0,1124.0,1871.0,1254.0,1093.0,3445.0,724.0,1639.0
hsa-miR-410-5p,5.0,9.0,23.0,6.0,8.0,8.0,10.0,11.0,8.0,20.0,9.0,23.0,11.0,16.0,20.0,4.0,20.0
hsa-miR-411-3p,34.0,39.0,127.0,18.0,28.0,41.0,32.0,90.0,76.0,102.0,35.0,72.0,51.0,28.0,96.0,16.0,24.0
hsa-miR-411-5p,175.0,315.0,869.0,229.0,243.0,204.0,685.0,329.0,319.0,435.0,297.0,707.0,457.0,474.0,1004.0,222.0,238.0
hsa-miR-412-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-421,60.0,111.0,232.0,84.0,61.0,53.0,169.0,86.0,89.0,92.0,84.0,208.0,134.0,101.0,254.0,59.0,98.0
hsa-miR-422a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-423-3p,1256.0,90.0,215.0,378.0,531.0,270.0,176.0,2259.0,632.0,309.0,206.0,1104.0,62.0,223.0,106.0,99.0,977.0
hsa-miR-423-5p,20320.0,6203.0,5165.0,45.0,6972.0,164.0,5874.0,9051.0,35006.0,59095.0,2364.0,3619.0,4375.0,71.0,9890.0,4769.0,18621.0
hsa-miR-424-3p,5.0,10.0,24.0,4.0,10.0,5.0,7.0,16.0,9.0,25.0,10.0,7.0,12.0,12.0,19.0,4.0,20.0
hsa-miR-424-5p,5.0,8.0,16.0,4.0,2.0,3.0,11.0,3.0,4.0,8.0,8.0,16.0,9.0,15.0,25.0,5.0,12.0
hsa-miR-425-3p,146.0,125.0,253.0,85.0,104.0,109.0,223.0,315.0,204.0,370.0,163.0,205.0,145.0,226.0,296.0,68.0,199.0
hsa-miR-425-5p,286.0,301.0,935.0,279.0,332.0,240.0,521.0,603.0,663.0,801.0,410.0,752.0,496.0,558.0,811.0,267.0,426.0
hsa-miR-4281,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4286,4.0,0.0,5.0,0.0,0.0,6.0,2.0,9.0,5.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0
hsa-miR-429,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-4306,4.0,4.0,0.0,5.0,0.0,2.0,2.0,3.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
hsa-miR-431-3p,43.0,50.0,110.0,29.0,29.0,33.0,57.0,63.0,53.0,95.0,47.0,109.0,63.0,73.0,107.0,26.0,71.0
hsa-miR-431-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
hsa-miR-432-3p,1.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,8.0,3.0,2.0
hsa-miR-432-5p,3988.0,3142.0,10564.0,2403.0,2886.0,3174.0,4847.0,6758.0,6718.0,8056.0,4315.0,9268.0,4649.0,5900.0,7404.0,1862.0,4188.0
hsa-miR-4326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
hsa-miR-433-3p,2676.0,2980.0,8345.0,2215.0,3341.0,2290.0,4589.0,4819.0,4971.0,6656.0,5121.0,9601.0,5632.0,7731.0,8173.0,2631.0,4844.0
hsa-miR-433-5p,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0
hsa-miR-4425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4429,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
hsa-miR-4433b-3p,1.0,0.0,4.0,1.0,1.0,1.0,1.0,9.0,14.0,0.0,5.0,4.0,1.0,10.0,1.0,0.0,1.0
hsa-miR-4433b-5p,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,4.0,3.0,1.0,0.0,2.0,8.0,7.0,0.0,1.0
hsa-miR-4440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4443,1.0,3.0,45.0,7.0,7.0,1.0,3.0,3.0,8.0,5.0,2.0,8.0,3.0,17.0,12.0,1.0,17.0
hsa-miR-4444,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-4446-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0
hsa-miR-4454,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-448,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0
hsa-miR-4484,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4488,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4492,4.0,16.0,46.0,15.0,17.0,1.0,16.0,2.0,4.0,6.0,10.0,26.0,17.0,50.0,37.0,5.0,27.0
hsa-miR-4497,3.0,29.0,61.0,28.0,15.0,5.0,36.0,9.0,10.0,10.0,10.0,31.0,17.0,60.0,90.0,6.0,41.0
hsa-miR-449a,6.0,15.0,23.0,12.0,4.0,5.0,27.0,6.0,3.0,6.0,5.0,17.0,11.0,13.0,12.0,5.0,12.0
hsa-miR-4500,2.0,0.0,6.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0,5.0,2.0,3.0,5.0,1.0,2.0
hsa-miR-4504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4508,0.0,9.0,10.0,13.0,4.0,3.0,15.0,4.0,2.0,6.0,2.0,13.0,6.0,18.0,12.0,0.0,16.0
hsa-miR-450a-1-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
hsa-miR-450a-2-3p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-450a-5p,20.0,37.0,96.0,26.0,29.0,31.0,41.0,27.0,35.0,59.0,39.0,83.0,55.0,82.0,101.0,22.0,41.0
hsa-miR-450b-5p,16.0,26.0,60.0,11.0,9.0,20.0,19.0,25.0,25.0,24.0,25.0,76.0,36.0,35.0,104.0,17.0,51.0
hsa-miR-4511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-451a,178.0,232.0,8453.0,5848.0,507.0,4348.0,638.0,7999.0,191.0,20677.0,573.0,5312.0,13117.0,12585.0,911.0,19.0,1777.0
hsa-miR-452-3p,5.0,6.0,15.0,2.0,2.0,5.0,11.0,8.0,9.0,11.0,8.0,6.0,7.0,5.0,10.0,2.0,11.0
hsa-miR-452-5p,1.0,7.0,10.0,3.0,1.0,7.0,11.0,4.0,4.0,4.0,3.0,14.0,5.0,14.0,21.0,5.0,7.0
hsa-miR-4525,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-4535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-4536-3p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-454-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
hsa-miR-454-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-455-3p,0.0,0.0,5.0,4.0,6.0,0.0,7.0,5.0,1.0,1.0,3.0,5.0,4.0,0.0,8.0,3.0,1.0
hsa-miR-455-5p,148.0,151.0,541.0,149.0,175.0,140.0,409.0,331.0,202.0,398.0,321.0,485.0,342.0,300.0,458.0,121.0,208.0
hsa-miR-4637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4639-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4645-3p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-4647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
