miRNA,SRR16832573,SRR16832574,SRR16832575,SRR16832576,SRR16832577,SRR16832578
hsa-let-7a-2-3p,0.0,0.0,2.0,1.0,0.0,0.0
hsa-let-7a-3p,0.0,6.0,9.0,3.0,7.0,7.0
hsa-let-7a-5p,372.0,759.0,914.0,1067.0,911.0,707.0
hsa-let-7b-3p,1.0,0.0,1.0,4.0,7.0,5.0
hsa-let-7b-5p,270.0,529.0,768.0,672.0,532.0,308.0
hsa-let-7c-5p,16.0,30.0,52.0,42.0,37.0,23.0
hsa-let-7d-3p,3.0,13.0,13.0,6.0,12.0,4.0
hsa-let-7d-5p,48.0,58.0,91.0,80.0,97.0,52.0
hsa-let-7e-3p,2.0,0.0,3.0,1.0,0.0,1.0
hsa-let-7e-5p,15.0,35.0,39.0,57.0,51.0,26.0
hsa-let-7f-1-3p,1.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-2-3p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-let-7f-5p,155.0,288.0,373.0,364.0,299.0,294.0
hsa-let-7g-5p,148.0,266.0,276.0,216.0,185.0,182.0
hsa-let-7i-3p,0.0,0.0,1.0,0.0,1.0,2.0
hsa-let-7i-5p,171.0,360.0,394.0,310.0,230.0,168.0
hsa-miR-1-3p,3.0,3.0,4.0,2.0,4.0,3.0
hsa-miR-100-3p,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-100-5p,559.0,960.0,1653.0,1324.0,1057.0,643.0
hsa-miR-101-3p,38.0,70.0,43.0,44.0,26.0,36.0
hsa-miR-10394-3p,1.0,0.0,1.0,0.0,2.0,1.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10396a-3p,307.0,767.0,601.0,872.0,471.0,308.0
hsa-miR-10396a-5p,29.0,30.0,12.0,20.0,18.0,10.0
hsa-miR-10396b-3p,477.0,433.0,902.0,723.0,903.0,575.0
hsa-miR-10396b-5p,12.0,24.0,86.0,34.0,23.0,42.0
hsa-miR-103a-2-5p,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-103a-3p,148.0,53.0,213.0,193.0,187.0,123.0
hsa-miR-10401-3p,36.0,58.0,50.0,72.0,54.0,54.0
hsa-miR-10401-5p,6.0,7.0,8.0,4.0,3.0,2.0
hsa-miR-10526-3p,0.0,1.0,2.0,1.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,1.0,2.0,0.0,1.0
hsa-miR-106a-5p,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-106b-3p,14.0,16.0,18.0,12.0,14.0,9.0
hsa-miR-106b-5p,18.0,35.0,15.0,13.0,17.0,10.0
hsa-miR-107,4.0,13.0,16.0,7.0,3.0,3.0
hsa-miR-10a-5p,12.0,18.0,18.0,15.0,18.0,11.0
hsa-miR-10b-5p,18.0,59.0,43.0,51.0,34.0,30.0
hsa-miR-1180-3p,0.0,1.0,3.0,2.0,1.0,0.0
hsa-miR-1181,0.0,0.0,0.0,4.0,0.0,0.0
hsa-miR-1185-1-3p,1.0,6.0,3.0,6.0,3.0,5.0
