miRNA,SRR25747421,SRR25747422,SRR25747423,SRR25747424,SRR25747425,SRR25747426,SRR25747427,SRR25747428,SRR25747429
hsa-let-7a-2-3p,53.0,0.0,0.0,8.0,0.0,4.0,3.0,3.0,2.0
hsa-let-7a-3p,267.0,88.0,566.0,244.0,97.0,58.0,131.0,117.0,193.0
hsa-let-7a-5p,53179.0,21090.0,33115.0,8398.0,3071.0,1640.0,11144.0,7924.0,12406.0
hsa-let-7b-3p,31.0,35.0,87.0,6.0,6.0,1.0,4.0,4.0,6.0
hsa-let-7b-5p,35645.0,12431.0,16337.0,11321.0,4866.0,3020.0,17427.0,13727.0,19485.0
hsa-let-7c-3p,36.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
hsa-let-7c-5p,4537.0,1388.0,1485.0,1024.0,344.0,226.0,758.0,614.0,795.0
hsa-let-7d-3p,1644.0,277.0,567.0,66.0,64.0,40.0,24.0,45.0,9.0
hsa-let-7d-5p,2776.0,768.0,1274.0,455.0,189.0,92.0,511.0,451.0,729.0
hsa-let-7e-3p,42.0,20.0,91.0,8.0,2.0,0.0,9.0,4.0,8.0
hsa-let-7e-5p,2375.0,856.0,1542.0,248.0,35.0,47.0,195.0,181.0,324.0
hsa-let-7f-1-3p,48.0,19.0,89.0,1.0,3.0,5.0,4.0,0.0,9.0
hsa-let-7f-2-3p,7.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7f-5p,12980.0,4449.0,8292.0,2775.0,1257.0,716.0,3296.0,2677.0,4204.0
hsa-let-7g-3p,0.0,1.0,0.0,13.0,3.0,2.0,0.0,2.0,0.0
hsa-let-7g-5p,4835.0,1777.0,3536.0,2454.0,1097.0,756.0,3417.0,2872.0,4178.0
hsa-let-7i-3p,13.0,9.0,6.0,11.0,8.0,3.0,12.0,9.0,44.0
hsa-let-7i-5p,7676.0,2271.0,4940.0,5545.0,2348.0,1665.0,18857.0,14989.0,22797.0
hsa-miR-1-3p,102.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0
hsa-miR-100-5p,19161.0,6399.0,27109.0,9869.0,3449.0,2001.0,15276.0,9159.0,13689.0
hsa-miR-101-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-101-3p,9.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
hsa-miR-10396b-3p,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
hsa-miR-10396b-5p,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,5.0,6.0,3.0,15.0,31.0,1.0,0.0,2.0,10.0
hsa-miR-103a-2-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-103a-3p,1.0,31.0,12.0,53.0,13.0,6.0,17.0,22.0,8.0
hsa-miR-10401-3p,0.0,16.0,17.0,0.0,3.0,4.0,8.0,3.0,11.0
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-106a-5p,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
hsa-miR-106b-3p,3.0,9.0,2.0,2.0,2.0,3.0,0.0,6.0,0.0
hsa-miR-106b-5p,10.0,8.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0
hsa-miR-107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
hsa-miR-10a-3p,52.0,24.0,26.0,117.0,47.0,16.0,28.0,19.0,33.0
hsa-miR-10a-5p,6448.0,2173.0,4588.0,190.0,110.0,52.0,304.0,159.0,223.0
hsa-miR-10b-3p,0.0,0.0,0.0,15.0,1.0,0.0,4.0,0.0,0.0
hsa-miR-10b-5p,2199.0,871.0,2100.0,238.0,65.0,54.0,191.0,109.0,154.0
hsa-miR-1180-3p,454.0,104.0,166.0,36.0,11.0,10.0,25.0,17.0,14.0
hsa-miR-1185-5p,0.0,0.0,0.0,22.0,5.0,4.0,7.0,21.0,7.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0
hsa-miR-12136,32.0,3.0,44.0,2.0,11.0,3.0,0.0,13.0,53.0
hsa-miR-122-3p,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,2496.0,0.0,0.0,72.0,19.0,16.0,949.0,668.0,86.0
hsa-miR-1226-3p,0.0,0.0,0.0,1.0,16.0,0.0,0.0,3.0,6.0
hsa-miR-1227-3p,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
hsa-miR-122b-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
hsa-miR-1237-5p,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-124-3p,3.0,19.0,12.0,15.0,11.0,8.0,1.0,13.0,0.0
hsa-miR-124-5p,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
hsa-miR-1243,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
