miRNA,SRR27189936,SRR27189937,SRR27189938,SRR27189939,SRR27189940,SRR27189941,SRR27189942,SRR27189943,SRR27189944
hsa-let-7a-2-3p,1.0,1.0,1.0,16.0,23.0,21.0,0.0,2.0,1.0
hsa-let-7a-3p,53.0,62.0,47.0,159.0,246.0,231.0,87.0,30.0,88.0
hsa-let-7a-5p,8901.0,12073.0,12003.0,33250.0,41005.0,41115.0,6094.0,3249.0,4227.0
hsa-let-7b-3p,9.0,10.0,15.0,28.0,32.0,57.0,3.0,2.0,4.0
hsa-let-7b-5p,5233.0,6004.0,7296.0,35137.0,34950.0,45027.0,8811.0,3542.0,6275.0
hsa-let-7c-3p,2.0,5.0,1.0,5.0,11.0,7.0,4.0,0.0,7.0
hsa-let-7c-5p,672.0,755.0,929.0,4709.0,5750.0,5243.0,1480.0,469.0,1068.0
hsa-let-7d-3p,746.0,866.0,922.0,1035.0,1580.0,1796.0,617.0,144.0,498.0
hsa-let-7d-5p,1171.0,1501.0,1583.0,4403.0,4118.0,5568.0,705.0,367.0,580.0
hsa-let-7e-3p,5.0,4.0,3.0,16.0,14.0,23.0,3.0,1.0,3.0
hsa-let-7e-5p,197.0,279.0,387.0,1339.0,955.0,1575.0,106.0,62.0,70.0
hsa-let-7f-1-3p,10.0,7.0,2.0,21.0,28.0,34.0,10.0,2.0,11.0
hsa-let-7f-2-3p,2.0,1.0,0.0,14.0,6.0,7.0,2.0,0.0,5.0
hsa-let-7f-5p,7874.0,9512.0,7463.0,44097.0,51968.0,41897.0,6770.0,4060.0,5208.0
hsa-let-7g-3p,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0
hsa-let-7g-5p,1335.0,1185.0,971.0,20758.0,20769.0,26309.0,4182.0,1815.0,4630.0
hsa-let-7i-3p,0.0,0.0,1.0,14.0,2.0,4.0,0.0,1.0,1.0
hsa-let-7i-5p,4165.0,4366.0,4604.0,41132.0,52130.0,56914.0,11634.0,4434.0,9282.0
hsa-miR-1-3p,9.0,2.0,6.0,11.0,17.0,16.0,8.0,6.0,23.0
hsa-miR-100-3p,2.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
hsa-miR-100-5p,11027.0,9404.0,11705.0,45620.0,44503.0,54926.0,3415.0,1258.0,2615.0
hsa-miR-101-3p,148.0,134.0,168.0,492.0,791.0,623.0,151.0,27.0,188.0
hsa-miR-10393-3p,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
hsa-miR-10394-3p,8.0,6.0,15.0,8.0,3.0,4.0,1.0,1.0,1.0
hsa-miR-10394-5p,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
hsa-miR-10395-3p,1.0,0.0,0.0,36.0,6.0,17.0,1.0,1.0,1.0
hsa-miR-10395-5p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hsa-miR-10396a-3p,2.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,4.0
hsa-miR-10396b-3p,0.0,2.0,3.0,3.0,0.0,1.0,0.0,3.0,2.0
hsa-miR-10397-3p,112.0,105.0,146.0,35.0,61.0,24.0,46.0,58.0,45.0
hsa-miR-10397-5p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,14316.0,14588.0,17555.0,8360.0,8337.0,7516.0,4968.0,3814.0,3640.0
hsa-miR-10399-5p,39.0,50.0,56.0,171.0,78.0,81.0,41.0,28.0,36.0
hsa-miR-103a-3p,252.0,67.0,144.0,1740.0,180.0,466.0,23.0,686.0,1753.0
hsa-miR-10400-3p,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0
hsa-miR-10401-3p,294.0,699.0,153.0,25.0,7.0,16.0,253.0,412.0,258.0
hsa-miR-10401-5p,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
hsa-miR-105-5p,1.0,4.0,1.0,5.0,14.0,11.0,3.0,0.0,3.0
hsa-miR-10526-3p,6.0,10.0,9.0,35.0,17.0,27.0,4.0,0.0,0.0
hsa-miR-10527-5p,36.0,40.0,77.0,42.0,65.0,48.0,6.0,5.0,5.0
hsa-miR-106a-5p,3.0,0.0,0.0,12.0,44.0,24.0,4.0,6.0,4.0
hsa-miR-106b-3p,637.0,461.0,555.0,2491.0,2754.0,3442.0,1901.0,418.0,1098.0
hsa-miR-106b-5p,29.0,18.0,16.0,220.0,233.0,260.0,48.0,11.0,81.0
hsa-miR-107,11.0,13.0,3.0,88.0,42.0,133.0,24.0,13.0,18.0
hsa-miR-10a-3p,1.0,1.0,0.0,24.0,39.0,31.0,8.0,2.0,12.0
hsa-miR-10a-5p,953.0,1055.0,1074.0,1321.0,2546.0,2053.0,827.0,449.0,614.0
hsa-miR-10b-3p,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,2.0
hsa-miR-10b-5p,415.0,319.0,1047.0,395.0,567.0,508.0,205.0,143.0,237.0
hsa-miR-11401,0.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hsa-miR-1180-3p,226.0,236.0,306.0,662.0,1381.0,1212.0,512.0,94.0,287.0
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hsa-miR-1181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1182,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0
hsa-miR-1185-2-3p,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-1185-5p,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
hsa-miR-1193,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
hsa-miR-1197,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0
hsa-miR-12127,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
hsa-miR-122-5p,43.0,3207.0,6833.0,3566.0,305.0,99.0,3989.0,1104.0,652.0
hsa-miR-1226-3p,2.0,14.0,14.0,4.0,8.0,14.0,1.0,2.0,5.0
hsa-miR-1226-5p,3.0,0.0,0.0,7.0,10.0,20.0,1.0,1.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0
hsa-miR-1229-3p,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0
hsa-miR-122b-5p,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1233-3p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-1233-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1234-3p,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0
hsa-miR-1236-5p,0.0,0.0,0.0,18.0,7.0,8.0,1.0,0.0,0.0
hsa-miR-1237-5p,0.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
